session_id,user_id,session_start,session_end,session_duration_minutes,page_view_count,interaction_count,error_count,workflow_completed,workflow_name,final_page_url,device_type,browser,region,customer_segment,conversion_occurred
sess_00001757,user_014185,2025-10-29 23:21:00.160420,2025-10-29 23:23:05.880572,2.095335859771082,7,12,0,False,Loan Application,/loans/status,mobile,Firefox,Porto Alegre,senior,True
sess_00001758,user_009697,2025-10-29 23:36:00.160420,2025-10-29 23:39:39.136461,3.6496006807049723,5,17,0,True,Loan Application,/loans/apply,mobile,Samsung Internet,Fortaleza,youth,False
sess_00001759,user_010172,2025-10-29 23:51:00.160420,2025-10-30 00:05:53.286958,14.88544229805849,4,13,0,True,Statement Download,/bills/list,desktop,Edge,Belo Horizonte,youth,False
sess_00001760,user_002657,2025-10-30 00:06:00.160420,2025-10-30 00:11:45.893563,5.762219042800292,10,6,0,True,Investment Purchase,/cards/activate,mobile,Safari,Porto Alegre,youth,True
sess_00001761,user_011890,2025-10-30 00:21:00.160420,2025-10-30 00:29:21.119402,8.34931636925772,4,12,1,False,Card Activation,/bills/pay,mobile,Chrome,Fortaleza,retail,False
sess_00001762,user_008813,2025-10-30 00:36:00.160420,2025-10-30 00:46:05.312220,10.085863330777096,10,13,0,True,Login Flow,/cards/list,desktop,Safari,Rio de Janeiro,retail,False
sess_00001763,user_004600,2025-10-30 00:51:00.160420,2025-10-30 00:59:06.883848,8.112057135985317,6,18,0,True,Login Flow,/pix/transfer,mobile,Samsung Internet,Belo Horizonte,retail,False
sess_00001764,user_010423,2025-10-30 01:06:00.160420,2025-10-30 01:39:40.970498,33.680167963299546,5,9,0,True,Card Activation,/pix/transfer,desktop,Chrome,Fortaleza,retail,True
sess_00001765,user_002238,2025-10-30 01:21:00.160420,2025-10-30 01:25:39.653483,4.658217712411767,5,7,0,False,Login Flow,/account/open,mobile,Samsung Internet,Manaus,retail,False
sess_00001766,user_005569,2025-10-30 01:36:00.160420,2025-10-30 01:49:06.861922,13.111691697228586,5,9,1,False,Account Opening,/login,desktop,Safari,Belo Horizonte,youth,False
sess_00001767,user_003656,2025-10-30 01:51:00.160420,2025-10-30 01:57:40.279596,6.668652938572136,3,10,0,True,Investment Purchase,/investments/buy,desktop,Chrome,Salvador,retail,False
sess_00001768,user_001749,2025-10-30 02:06:00.160420,2025-10-30 02:15:59.096675,9.982270909619196,4,12,1,True,Bill Payment,/pix/transfer,mobile,Chrome,Porto Alegre,retail,True
sess_00001769,user_014096,2025-10-30 02:21:00.160420,2025-10-30 02:21:30.160420,0.5,2,10,2,True,PIX Transfer,/profile/edit,desktop,Safari,Recife,retail,True
sess_00001770,user_005826,2025-10-30 02:36:00.160420,2025-10-30 02:40:45.598795,4.757306243678216,6,13,0,True,Loan Application,/account/documents,desktop,Safari,Recife,youth,False
sess_00001771,user_002355,2025-10-30 02:51:00.160420,2025-10-30 03:15:50.829641,24.844487009512804,7,21,2,True,Profile Update,/bills/pay,desktop,Chrome,Porto Alegre,premium,False
sess_00001772,user_007785,2025-10-30 03:06:00.160420,2025-10-30 03:13:21.527066,7.356110765718783,8,11,0,False,Support Request,/loans/status,mobile,Samsung Internet,Rio de Janeiro,retail,True
sess_00001773,user_003177,2025-10-30 03:21:00.160420,2025-10-30 03:40:32.213854,19.534223901845067,3,20,0,True,Support Request,/investments/buy,mobile,Chrome,Salvador,senior,True
sess_00001774,user_007344,2025-10-30 03:36:00.160420,2025-10-30 03:39:28.451357,3.4715156180415887,1,10,0,True,Investment Purchase,/loans/status,mobile,Chrome,Belo Horizonte,youth,True
sess_00001775,user_005838,2025-10-30 03:51:00.160420,2025-10-30 03:53:55.396524,2.9206017318033495,7,19,0,True,Account Opening,/cards/list,desktop,Chrome,Salvador,corporate,True
sess_00001776,user_007946,2025-10-30 04:06:00.160420,2025-10-30 04:16:17.864382,10.29506602743858,3,9,0,True,Bill Payment,/pix/confirm,mobile,Chrome,Belo Horizonte,youth,False
sess_00001777,user_014152,2025-10-30 04:21:00.160420,2025-10-30 04:29:48.672449,8.808533817135396,5,10,1,True,Statement Download,/investments/portfolio,desktop,Samsung Internet,Curitiba,retail,True
sess_00001778,user_002100,2025-10-30 04:36:00.160420,2025-10-30 04:39:09.731277,3.1595142914388807,6,9,0,True,Loan Application,/account/documents,tablet,Chrome,Brasília,corporate,True
sess_00001779,user_004985,2025-10-30 04:51:00.160420,2025-10-30 04:59:06.717348,8.109282140947581,1,15,0,True,Bill Payment,/dashboard,mobile,Safari,Rio de Janeiro,retail,True
sess_00001780,user_013443,2025-10-30 05:06:00.160420,2025-10-30 05:22:18.520996,16.30600960202754,1,9,0,False,Login Flow,/pix/confirm,desktop,Edge,Recife,youth,False
sess_00001781,user_001562,2025-10-30 05:21:00.160420,2025-10-30 05:21:42.197501,0.7006180123887493,4,4,0,True,Loan Application,/bills/pay,mobile,Chrome,Belo Horizonte,retail,False
sess_00001782,user_007945,2025-10-30 05:36:00.160420,2025-10-30 05:38:55.863820,2.928390002130895,4,13,0,True,Card Activation,/loans/status,tablet,Edge,Rio de Janeiro,premium,True
sess_00001783,user_009953,2025-10-30 05:51:00.160420,2025-10-30 05:56:35.815957,5.594258947628592,4,15,1,False,Login Flow,/cards/list,mobile,Safari,Salvador,retail,True
sess_00001784,user_007355,2025-10-30 06:06:00.160420,2025-10-30 06:10:57.212002,4.9508597083137635,3,8,0,False,Loan Application,/loans/status,desktop,Chrome,Manaus,retail,True
sess_00001785,user_010751,2025-10-30 06:21:00.160420,2025-10-30 06:26:19.930995,5.329509581214083,3,15,0,True,Account Opening,/pix/confirm,desktop,Chrome,Fortaleza,retail,False
sess_00001786,user_003782,2025-10-30 06:36:00.160420,2025-10-30 06:40:23.522698,4.389371297878568,3,9,1,True,Card Activation,/account/open,mobile,Chrome,São Paulo,retail,False
sess_00001787,user_007176,2025-10-30 06:51:00.160420,2025-10-30 06:52:45.834638,1.7612369662709255,4,19,1,False,Investment Purchase,/bills/list,mobile,Firefox,Recife,senior,True
sess_00001788,user_009646,2025-10-30 07:06:00.160420,2025-10-30 07:06:54.467724,0.9051217251303667,5,14,0,False,Loan Application,/pix/confirm,desktop,Edge,Porto Alegre,retail,False
sess_00001789,user_000111,2025-10-30 07:21:00.160420,2025-10-30 07:23:56.310888,2.9358411292757185,4,8,0,False,Account Opening,/investments/buy,mobile,Chrome,Porto Alegre,retail,False
sess_00001790,user_011253,2025-10-30 07:36:00.160420,2025-10-30 07:37:54.978042,1.9136270256020524,6,10,2,True,Support Request,/login,desktop,Chrome,Curitiba,youth,False
sess_00001791,user_007691,2025-10-30 07:51:00.160420,2025-10-30 08:00:09.730647,9.159503784547729,7,9,1,True,Profile Update,/account/open,desktop,Chrome,Fortaleza,youth,True
sess_00001792,user_010928,2025-10-30 08:06:00.160420,2025-10-30 08:10:29.431100,4.487844667986147,6,11,0,True,Statement Download,/profile/edit,desktop,Firefox,Porto Alegre,retail,False
sess_00001793,user_002720,2025-10-30 08:21:00.160420,2025-10-30 08:25:38.231517,4.634518277294197,5,11,0,True,Statement Download,/login,desktop,Chrome,Recife,senior,True
sess_00001794,user_008627,2025-10-30 08:36:00.160420,2025-10-30 08:36:30.160420,0.5,3,13,0,True,Investment Purchase,/account/documents,tablet,Chrome,Curitiba,senior,True
sess_00001795,user_007339,2025-10-30 08:51:00.160420,2025-10-30 08:54:17.485783,3.2887560519090835,3,13,0,True,Account Opening,/bills/list,mobile,Firefox,Manaus,corporate,True
sess_00001796,user_014321,2025-10-30 09:06:00.160420,2025-10-30 09:14:26.852175,8.444862587614024,7,17,1,False,Card Activation,/bills/pay,mobile,Firefox,Manaus,premium,True
sess_00001797,user_014477,2025-10-30 09:21:00.160420,2025-10-30 09:22:48.811037,1.8108436088651911,5,14,0,True,Bill Payment,/account/open,mobile,Firefox,Porto Alegre,retail,True
sess_00001798,user_000061,2025-10-30 09:36:00.160420,2025-10-30 09:37:15.797755,1.2606222444145974,6,18,0,False,Support Request,/cards/list,desktop,Chrome,Salvador,senior,True
sess_00001799,user_013907,2025-10-30 09:51:00.160420,2025-10-30 10:14:34.772608,23.57686979438132,10,10,0,True,Loan Application,/account/open,desktop,Safari,Salvador,retail,True
sess_00001800,user_000235,2025-10-30 10:06:00.160420,2025-10-30 10:09:24.135290,3.399581163965553,8,14,0,True,Bill Payment,/cards/activate,mobile,Samsung Internet,Curitiba,premium,False
sess_00001801,user_006524,2025-10-30 10:21:00.160420,2025-10-30 10:27:24.799950,6.4106588274827,2,13,1,True,Loan Application,/login,desktop,Chrome,São Paulo,retail,False
sess_00001802,user_006367,2025-10-30 10:36:00.160420,2025-10-30 10:36:30.160420,0.5,7,10,1,True,PIX Transfer,/login,desktop,Edge,Salvador,premium,True
sess_00001803,user_006644,2025-10-30 10:51:00.160420,2025-10-30 10:54:31.184159,3.5170623216170283,5,22,0,False,Profile Update,/cards/activate,desktop,Chrome,Curitiba,retail,True
sess_00001804,user_002805,2025-10-30 11:06:00.160420,2025-10-30 11:06:30.160420,0.5,4,17,1,False,Loan Application,/loans/status,desktop,Chrome,Brasília,youth,False
sess_00001805,user_014069,2025-10-30 11:21:00.160420,2025-10-30 11:25:17.196541,4.283935356739486,4,14,1,True,Statement Download,/pix/confirm,mobile,Edge,Fortaleza,corporate,True
sess_00001806,user_010038,2025-10-30 11:36:00.160420,2025-10-30 11:47:37.258128,11.618295138977947,8,7,0,True,Bill Payment,/cards/list,desktop,Firefox,Fortaleza,corporate,False
sess_00001807,user_005359,2025-10-30 11:51:00.160420,2025-10-30 12:09:34.504626,18.572403432376316,3,6,1,True,Login Flow,/account/open,mobile,Chrome,Curitiba,corporate,True
sess_00001808,user_001236,2025-10-30 12:06:00.160420,2025-10-30 12:08:49.718845,2.825973755401495,4,8,0,False,Investment Purchase,/cards/activate,mobile,Edge,Recife,premium,True
sess_00001809,user_014454,2025-10-30 12:21:00.160420,2025-10-30 12:28:14.298906,7.235641435309507,6,23,0,False,Login Flow,/bills/pay,mobile,Safari,Salvador,premium,False
sess_00001810,user_005526,2025-10-30 12:36:00.160420,2025-10-30 12:51:46.958970,15.779975834474014,9,15,1,True,Loan Application,/profile/edit,mobile,Chrome,Recife,youth,False
sess_00001811,user_010280,2025-10-30 12:51:00.160420,2025-10-30 12:51:30.160420,0.5,3,13,1,True,Card Activation,/bills/list,mobile,Edge,Belo Horizonte,retail,True
sess_00001812,user_012007,2025-10-30 13:06:00.160420,2025-10-30 13:13:49.622167,7.82436245347013,1,16,0,True,Login Flow,/cards/activate,desktop,Chrome,Belo Horizonte,youth,False
sess_00001813,user_007127,2025-10-30 13:21:00.160420,2025-10-30 13:26:08.178520,5.133634993699034,3,10,1,True,Investment Purchase,/account/documents,desktop,Chrome,Curitiba,retail,False
sess_00001814,user_003345,2025-10-30 13:36:00.160420,2025-10-30 13:44:38.004960,8.630742334175885,3,16,0,True,PIX Transfer,/bills/list,mobile,Safari,São Paulo,retail,False
sess_00001815,user_010600,2025-10-30 13:51:00.160420,2025-10-30 14:07:55.661113,16.925011557579527,4,19,1,True,Support Request,/loans/apply,desktop,Chrome,Fortaleza,corporate,False
sess_00001816,user_005382,2025-10-30 14:06:00.160420,2025-10-30 14:07:35.538748,1.5896387989317058,5,11,0,False,Card Activation,/account/documents,tablet,Safari,Porto Alegre,youth,True
sess_00001817,user_012016,2025-10-30 14:21:00.160420,2025-10-30 14:24:25.251580,3.4181860017781576,4,15,0,True,Profile Update,/cards/list,tablet,Chrome,Brasília,premium,False
sess_00001818,user_011147,2025-10-30 14:36:00.160420,2025-10-30 14:39:06.011903,3.0975247105442163,6,21,0,False,PIX Transfer,/loans/apply,desktop,Chrome,Rio de Janeiro,retail,False
sess_00001819,user_001040,2025-10-30 14:51:00.160420,2025-10-30 14:52:19.278892,1.3186412064651902,4,12,0,True,Support Request,/pix/confirm,desktop,Chrome,Fortaleza,senior,False
sess_00001820,user_007453,2025-10-30 15:06:00.160420,2025-10-30 15:07:23.365989,1.38675948249982,4,8,0,True,Support Request,/bills/pay,mobile,Chrome,Curitiba,retail,True
sess_00001821,user_003309,2025-10-30 15:21:00.160420,2025-10-30 15:22:14.511668,1.239187463178572,6,11,0,True,Bill Payment,/pix/confirm,desktop,Edge,Belo Horizonte,youth,False
sess_00001822,user_010390,2025-10-30 15:36:00.160420,2025-10-30 15:50:53.208579,14.884135984013804,3,11,0,True,Card Activation,/bills/pay,desktop,Samsung Internet,Belo Horizonte,senior,True
sess_00001823,user_000184,2025-10-30 15:51:00.160420,2025-10-30 15:52:11.013231,1.1808801767026402,3,14,0,True,PIX Transfer,/pix/transfer,desktop,Chrome,Rio de Janeiro,youth,True
sess_00001824,user_014522,2025-10-30 16:06:00.160420,2025-10-30 16:17:34.373818,11.570223305712817,2,12,0,False,Profile Update,/bills/list,mobile,Chrome,Rio de Janeiro,corporate,True
sess_00001825,user_000982,2025-10-30 16:21:00.160420,2025-10-30 16:50:19.079787,29.315322787897706,3,9,0,False,Login Flow,/profile/edit,mobile,Edge,Porto Alegre,retail,False
sess_00001826,user_000763,2025-10-30 16:36:00.160420,2025-10-30 16:37:15.432093,1.2545278890487466,6,11,2,False,Card Activation,/bills/list,mobile,Safari,Porto Alegre,youth,True
sess_00001827,user_002584,2025-10-30 16:51:00.160420,2025-10-30 16:53:58.913024,2.979210072298945,2,16,0,True,Profile Update,/bills/pay,mobile,Chrome,Manaus,retail,False
sess_00001828,user_007526,2025-10-30 17:06:00.160420,2025-10-30 17:09:59.225655,3.984420575698923,5,12,1,False,Card Activation,/pix/confirm,mobile,Chrome,Rio de Janeiro,youth,True
sess_00001829,user_005776,2025-10-30 17:21:00.160420,2025-10-30 17:22:15.239832,1.2513235321058536,4,8,0,True,Loan Application,/cards/list,desktop,Chrome,Porto Alegre,corporate,True
sess_00001830,user_009890,2025-10-30 17:36:00.160420,2025-10-30 17:36:42.615831,0.7075901897653968,5,12,0,True,Bill Payment,/pix/confirm,mobile,Samsung Internet,Manaus,premium,False
sess_00001831,user_006887,2025-10-30 17:51:00.160420,2025-10-30 17:51:30.160420,0.5,7,8,1,False,Bill Payment,/dashboard,mobile,Firefox,Belo Horizonte,senior,True
sess_00001832,user_008762,2025-10-30 18:06:00.160420,2025-10-30 18:13:23.219083,7.384311048803515,7,7,0,True,Statement Download,/cards/list,desktop,Chrome,Curitiba,retail,True
sess_00001833,user_006083,2025-10-30 18:21:00.160420,2025-10-30 18:33:11.790200,12.193829666921417,2,12,0,False,Loan Application,/account/documents,mobile,Safari,Belo Horizonte,retail,False
sess_00001834,user_007630,2025-10-30 18:36:00.160420,2025-10-30 18:40:39.794020,4.660560008023038,7,7,1,True,Support Request,/loans/apply,mobile,Safari,Brasília,premium,True
sess_00001835,user_009806,2025-10-30 18:51:00.160420,2025-10-30 19:01:06.530647,10.106170447702638,7,8,1,True,Card Activation,/bills/list,desktop,Safari,Manaus,senior,True
sess_00001836,user_001552,2025-10-30 19:06:00.160420,2025-10-30 19:12:25.009889,6.414157815804874,7,10,1,True,Profile Update,/loans/status,desktop,Chrome,Recife,youth,True
sess_00001837,user_011154,2025-10-30 19:21:00.160420,2025-10-30 19:59:31.168048,38.51679379638197,9,11,0,True,Support Request,/loans/apply,mobile,Firefox,Fortaleza,retail,False
sess_00001838,user_007735,2025-10-30 19:36:00.160420,2025-10-30 19:44:23.037283,8.381281049726697,10,9,0,True,Card Activation,/profile/edit,mobile,Chrome,Curitiba,premium,True
sess_00001839,user_007394,2025-10-30 19:51:00.160420,2025-10-30 20:06:48.919389,15.812649478365987,6,11,0,True,Account Opening,/pix/confirm,mobile,Chrome,Manaus,senior,True
sess_00001840,user_005585,2025-10-30 20:06:00.160420,2025-10-30 20:25:58.979622,19.980320030587603,8,12,0,True,Support Request,/bills/pay,desktop,Edge,Manaus,corporate,False
sess_00001841,user_014912,2025-10-30 20:21:00.160420,2025-10-30 20:21:30.160420,0.5,7,20,0,True,Support Request,/investments/portfolio,mobile,Chrome,Porto Alegre,corporate,True
sess_00001842,user_006123,2025-10-30 20:36:00.160420,2025-10-30 20:46:07.694690,10.125571171726413,5,10,0,True,PIX Transfer,/pix/confirm,desktop,Safari,Brasília,premium,False
sess_00001843,user_006220,2025-10-30 20:51:00.160420,2025-10-30 21:00:59.481383,9.988682715079907,5,12,0,True,Statement Download,/cards/activate,desktop,Chrome,Porto Alegre,premium,False
sess_00001844,user_002343,2025-10-30 21:06:00.160420,2025-10-30 21:15:07.151128,9.116511804276406,10,12,0,False,Support Request,/bills/pay,mobile,Chrome,Brasília,retail,False
sess_00001845,user_011287,2025-10-30 21:21:00.160420,2025-10-30 21:23:27.374357,2.4535656135286708,4,5,0,True,Statement Download,/investments/portfolio,mobile,Safari,São Paulo,corporate,False
sess_00001846,user_006207,2025-10-30 21:36:00.160420,2025-10-30 21:50:54.103089,14.899044491661403,3,7,1,True,Bill Payment,/bills/list,mobile,Chrome,Salvador,youth,False
sess_00001847,user_010950,2025-10-30 21:51:00.160420,2025-10-30 21:51:30.160420,0.5,5,23,0,True,Bill Payment,/cards/activate,desktop,Chrome,Salvador,senior,True
sess_00001848,user_000602,2025-10-30 22:06:00.160420,2025-10-30 22:24:24.402338,18.404031967402975,8,19,0,True,Account Opening,/loans/apply,mobile,Chrome,Fortaleza,youth,True
sess_00001849,user_002568,2025-10-30 22:21:00.160420,2025-10-30 22:28:28.737161,7.476279024402592,4,14,2,True,Login Flow,/account/documents,desktop,Samsung Internet,Curitiba,corporate,True
sess_00001850,user_004477,2025-10-30 22:36:00.160420,2025-10-30 22:36:30.160420,0.5,4,15,0,True,Bill Payment,/profile/edit,desktop,Chrome,Recife,corporate,True
sess_00001851,user_000505,2025-10-30 22:51:00.160420,2025-10-30 23:14:19.156640,23.316603667985323,5,11,0,True,Profile Update,/loans/apply,mobile,Firefox,Porto Alegre,retail,True
sess_00001852,user_004287,2025-10-30 23:06:00.160420,2025-10-30 23:16:41.469324,10.688481731181778,3,18,0,False,Account Opening,/profile/edit,desktop,Chrome,Manaus,retail,True
sess_00001853,user_001123,2025-10-30 23:21:00.160420,2025-10-30 23:28:19.704521,7.3257350084177855,8,20,0,True,Support Request,/loans/apply,mobile,Chrome,Curitiba,retail,False
sess_00001854,user_005356,2025-10-30 23:36:00.160420,2025-10-30 23:45:02.638296,9.041297935688657,3,10,1,True,PIX Transfer,/cards/activate,mobile,Chrome,Manaus,youth,True
sess_00001855,user_006783,2025-10-30 23:51:00.160420,2025-10-30 23:52:18.413307,1.304214782556751,4,12,0,True,Investment Purchase,/investments/buy,tablet,Safari,Rio de Janeiro,senior,False
sess_00001856,user_013477,2025-10-31 00:06:00.160420,2025-10-31 00:22:08.388891,16.137141179751485,8,11,0,True,Bill Payment,/loans/apply,desktop,Edge,São Paulo,corporate,False
sess_00001857,user_011657,2025-10-31 00:21:00.160420,2025-10-31 00:28:28.741694,7.476354567073794,4,12,2,True,Login Flow,/dashboard,desktop,Chrome,Recife,premium,False
sess_00001858,user_002358,2025-10-31 00:36:00.160420,2025-10-31 00:37:36.258704,1.6016380696253179,4,11,0,False,Card Activation,/login,mobile,Chrome,Belo Horizonte,premium,False
sess_00001859,user_007272,2025-10-31 00:51:00.160420,2025-10-31 00:53:04.394081,2.070561014038178,8,13,0,True,PIX Transfer,/dashboard,desktop,Safari,Rio de Janeiro,senior,True
sess_00001860,user_002405,2025-10-31 01:06:00.160420,2025-10-31 01:15:37.611132,9.624178530167924,6,15,0,False,PIX Transfer,/loans/apply,desktop,Chrome,Fortaleza,youth,True
sess_00001861,user_014744,2025-10-31 01:21:00.160420,2025-10-31 01:24:55.508582,3.9224693684138665,6,19,0,True,Investment Purchase,/profile/edit,desktop,Safari,Porto Alegre,corporate,True
sess_00001862,user_005331,2025-10-31 01:36:00.160420,2025-10-31 01:42:34.367307,6.570114775919153,4,5,1,True,Bill Payment,/cards/list,desktop,Edge,São Paulo,premium,True
sess_00001863,user_014763,2025-10-31 01:51:00.160420,2025-10-31 02:07:13.629303,16.224481387387872,4,13,2,False,Card Activation,/bills/pay,mobile,Chrome,Curitiba,corporate,False
sess_00001864,user_010086,2025-10-31 02:06:00.160420,2025-10-31 02:12:32.313476,6.535884261945133,4,12,0,True,Login Flow,/investments/portfolio,desktop,Safari,Belo Horizonte,retail,True
sess_00001865,user_003663,2025-10-31 02:21:00.160420,2025-10-31 02:40:54.754335,19.90989858482769,3,8,0,False,Loan Application,/pix/transfer,tablet,Safari,Porto Alegre,retail,True
sess_00001866,user_009244,2025-10-31 02:36:00.160420,2025-10-31 02:39:57.635919,3.9579249854581673,8,9,0,True,Account Opening,/dashboard,desktop,Edge,Fortaleza,premium,False
sess_00001867,user_009428,2025-10-31 02:51:00.160420,2025-10-31 02:59:52.506200,8.872429668005514,4,14,2,True,Login Flow,/account/documents,mobile,Firefox,Curitiba,retail,True
sess_00001868,user_006890,2025-10-31 03:06:00.160420,2025-10-31 03:33:13.675995,27.225259581222023,4,16,0,True,Bill Payment,/cards/activate,desktop,Firefox,Fortaleza,premium,False
sess_00001869,user_004047,2025-10-31 03:21:00.160420,2025-10-31 03:29:28.577938,8.473625304621025,6,12,0,False,PIX Transfer,/bills/pay,mobile,Safari,Rio de Janeiro,corporate,False
sess_00001870,user_010584,2025-10-31 03:36:00.160420,2025-10-31 03:41:24.597836,5.407290272018298,5,16,0,False,Statement Download,/pix/transfer,mobile,Edge,Fortaleza,premium,True
sess_00001871,user_008231,2025-10-31 03:51:00.160420,2025-10-31 03:55:46.711022,4.775843367020852,2,10,0,True,Statement Download,/account/open,desktop,Safari,Porto Alegre,retail,False
sess_00001872,user_000002,2025-10-31 04:06:00.160420,2025-10-31 04:06:30.160420,0.5,3,7,0,True,Profile Update,/login,desktop,Chrome,Salvador,senior,False
sess_00001873,user_009908,2025-10-31 04:21:00.160420,2025-10-31 04:23:47.101430,2.7823501599270286,4,10,1,True,Loan Application,/loans/apply,mobile,Chrome,Curitiba,youth,False
sess_00001874,user_008056,2025-10-31 04:36:00.160420,2025-10-31 05:03:18.895598,27.312252960344292,6,8,0,True,Statement Download,/loans/apply,desktop,Safari,Manaus,corporate,False
sess_00001875,user_002554,2025-10-31 04:51:00.160420,2025-10-31 04:53:24.765498,2.410084640569887,12,17,1,False,Card Activation,/dashboard,desktop,Chrome,Salvador,retail,False
sess_00001876,user_010820,2025-10-31 05:06:00.160420,2025-10-31 05:27:46.599313,21.77398155641606,2,14,1,True,Support Request,/bills/pay,desktop,Chrome,Manaus,retail,False
sess_00001877,user_007751,2025-10-31 05:21:00.160420,2025-10-31 05:21:30.160420,0.5,3,13,0,True,Bill Payment,/pix/confirm,mobile,Samsung Internet,São Paulo,retail,False
sess_00001878,user_012494,2025-10-31 05:36:00.160420,2025-10-31 05:42:00.499791,6.005656182422635,3,14,0,True,Account Opening,/loans/status,mobile,Chrome,Fortaleza,retail,True
sess_00001879,user_001601,2025-10-31 05:51:00.160420,2025-10-31 06:02:13.770828,11.226840133762217,8,10,1,True,Investment Purchase,/cards/activate,desktop,Samsung Internet,Recife,retail,True
sess_00001880,user_010810,2025-10-31 06:06:00.160420,2025-10-31 06:32:44.645134,26.741411901107508,6,16,0,True,Support Request,/bills/pay,desktop,Samsung Internet,Recife,youth,True
sess_00001881,user_013201,2025-10-31 06:21:00.160420,2025-10-31 06:23:58.064961,2.9650756831348537,4,18,1,False,Account Opening,/cards/activate,desktop,Chrome,Brasília,youth,True
sess_00001882,user_007669,2025-10-31 06:36:00.160420,2025-10-31 06:48:36.499660,12.605653996207362,6,16,0,False,Bill Payment,/login,desktop,Chrome,Belo Horizonte,youth,True
sess_00001883,user_000556,2025-10-31 06:51:00.160420,2025-10-31 06:54:19.227675,3.3177875843809326,2,18,0,True,Loan Application,/bills/list,desktop,Chrome,Curitiba,corporate,True
sess_00001884,user_004008,2025-10-31 07:06:00.160420,2025-10-31 07:30:31.168223,24.5167967170648,2,11,0,True,PIX Transfer,/pix/transfer,desktop,Chrome,Fortaleza,senior,True
sess_00001885,user_000232,2025-10-31 07:21:00.160420,2025-10-31 07:31:43.604210,10.724063162799002,7,13,0,True,Profile Update,/account/documents,mobile,Chrome,Manaus,youth,False
sess_00001886,user_002708,2025-10-31 07:36:00.160420,2025-10-31 07:39:33.112344,3.5491987324783967,4,9,0,False,Statement Download,/account/documents,desktop,Chrome,Porto Alegre,premium,True
sess_00001887,user_000144,2025-10-31 07:51:00.160420,2025-10-31 07:59:09.330132,8.15282854002639,4,15,0,True,Card Activation,/bills/pay,desktop,Chrome,Salvador,corporate,True
sess_00001888,user_009760,2025-10-31 08:06:00.160420,2025-10-31 08:06:30.160420,0.5,4,12,0,True,Bill Payment,/account/documents,desktop,Chrome,Rio de Janeiro,senior,False
sess_00001889,user_006537,2025-10-31 08:21:00.160420,2025-10-31 08:22:24.850888,1.411507793044534,2,11,0,False,Statement Download,/pix/confirm,desktop,Firefox,Fortaleza,retail,True
sess_00001890,user_001136,2025-10-31 08:36:00.160420,2025-10-31 08:46:51.367913,10.853458219428518,6,16,2,False,Login Flow,/account/documents,desktop,Safari,Rio de Janeiro,retail,False
sess_00001891,user_008093,2025-10-31 08:51:00.160420,2025-10-31 09:02:35.056301,11.58159801531975,8,17,1,True,Profile Update,/bills/list,mobile,Safari,Curitiba,retail,True
sess_00001892,user_003324,2025-10-31 09:06:00.160420,2025-10-31 09:10:56.963292,4.946714526386582,6,8,0,True,Account Opening,/loans/status,mobile,Chrome,Manaus,retail,False
sess_00001893,user_008621,2025-10-31 09:21:00.160420,2025-10-31 09:25:46.695665,4.775587417336815,4,14,0,True,PIX Transfer,/account/open,desktop,Chrome,Porto Alegre,retail,True
sess_00001894,user_000553,2025-10-31 09:36:00.160420,2025-10-31 09:42:02.763799,6.043389648750224,6,11,1,True,Statement Download,/pix/transfer,mobile,Chrome,Salvador,retail,True
sess_00001895,user_003735,2025-10-31 09:51:00.160420,2025-10-31 10:16:58.786835,25.97710691176041,5,10,0,True,Loan Application,/bills/pay,desktop,Chrome,Recife,retail,False
sess_00001896,user_003561,2025-10-31 10:06:00.160420,2025-10-31 10:07:44.812778,1.7442059589313719,3,12,0,True,Bill Payment,/loans/apply,desktop,Chrome,Porto Alegre,retail,True
sess_00001897,user_014930,2025-10-31 10:21:00.160420,2025-10-31 10:27:15.294643,6.252237049500888,4,17,1,False,Support Request,/cards/activate,tablet,Chrome,Salvador,retail,False
sess_00001898,user_004825,2025-10-31 10:36:00.160420,2025-10-31 10:40:28.303343,4.469048713900369,5,16,1,True,Card Activation,/profile/edit,desktop,Firefox,Rio de Janeiro,retail,True
sess_00001899,user_002580,2025-10-31 10:51:00.160420,2025-10-31 10:56:21.859045,5.361643752303773,5,8,0,True,Support Request,/loans/apply,mobile,Edge,Curitiba,retail,False
sess_00001900,user_007670,2025-10-31 11:06:00.160420,2025-10-31 11:19:02.340714,13.03633823729283,7,13,0,True,Support Request,/dashboard,mobile,Chrome,Belo Horizonte,retail,False
sess_00001901,user_007917,2025-10-31 11:21:00.160420,2025-10-31 11:21:52.276079,0.8685943159878888,6,6,0,True,Investment Purchase,/account/open,mobile,Chrome,Porto Alegre,corporate,True
sess_00001902,user_012190,2025-10-31 11:36:00.160420,2025-10-31 11:40:58.062825,4.965040088086929,6,12,0,True,Bill Payment,/profile/edit,mobile,Firefox,Rio de Janeiro,youth,True
sess_00001903,user_011024,2025-10-31 11:51:00.160420,2025-10-31 12:07:57.086660,16.9487706625878,3,12,1,True,Loan Application,/login,desktop,Safari,Rio de Janeiro,retail,True
sess_00001904,user_001566,2025-10-31 12:06:00.160420,2025-10-31 12:15:25.693793,9.425556219510147,2,12,0,False,Login Flow,/pix/confirm,desktop,Safari,Belo Horizonte,corporate,True
