metric_id,@timestamp,host_id,application_id,benchmark_id,system.cpu.total.pct,system.memory.used.pct,system.diskio.read.bytes,system.diskio.write.bytes,system.diskio.io.time,system.network.in.bytes,system.network.out.bytes,transaction.duration.us,event.outcome,transactions_per_second,cost_per_hour_usd,power_consumption_watts,workload_type,test_phase,anomaly_notes
metric-0002654,2025-11-06 08:24:12.390374,host-00118,app-0140,bench-016,82.94,61.89,930492372,998922597,7830,96080461,68073315,28375,success,2328.21,0.81,156.88,ML-Training,Stress-Test,Network throughput degradation during peak load testing
metric-0002655,2025-11-06 08:29:12.390374,host-00140,app-0074,bench-064,58.1,51.84,637005046,105561124,832,96027020,84072025,61664,success,3035.17,0.647,109.45,OLAP,Soak-Test,None
metric-0002656,2025-11-06 08:34:12.390374,host-00104,app-0115,bench-055,93.3,47.1,130830944,960183458,6506,61264477,55892552,78690,success,193.1,1.23,154.63,ML-Training,Baseline,None
metric-0002657,2025-11-06 08:39:12.390374,host-00168,app-0073,bench-009,66.85,57.24,846342120,36985567,3078,33776081,76357679,56914,success,708.48,0.814,122.41,Streaming,Baseline,Elevated transaction latency correlates with disk I/O contention
metric-0002658,2025-11-06 08:44:12.390374,host-00158,app-0023,bench-038,73.7,63.71,59948233,886919929,9866,58742764,54929116,77054,success,3557.62,0.72,130.22,API,Baseline,None
metric-0002659,2025-11-06 08:49:12.390374,host-00152,app-0111,bench-008,93.14,46.54,301181189,622913543,3494,6568369,29808792,94046,success,4950.0,0.568,243.57,OLTP,Production,Elevated transaction latency correlates with disk I/O contention
metric-0002660,2025-11-06 08:54:12.390374,host-00146,app-0035,bench-034,47.91,74.95,580695600,570981605,5818,85152408,41161923,84574,success,2284.4,1.128,104.71,ML-Training,Production,CPU spike detected on host-00146 during Production phase
metric-0002661,2025-11-06 08:59:12.390374,host-00163,app-0085,bench-065,91.28,47.17,302579440,574960739,4351,55612103,91716972,74794,success,3371.36,0.999,186.02,ML-Training,Stress-Test,Elevated transaction latency correlates with disk I/O contention
metric-0002662,2025-11-06 09:04:12.390374,host-00012,app-0084,bench-012,48.94,57.28,958017425,264164950,2766,42639295,56110865,40030,success,2987.24,1.354,108.78,Batch,Stress-Test,None
metric-0002663,2025-11-06 09:09:12.390374,host-00065,app-0121,bench-006,43.07,58.35,861579995,33862388,6392,30344318,40785359,52250,success,444.63,0.674,91.76,Batch,Baseline,Network throughput degradation during peak load testing
metric-0002664,2025-11-06 09:14:12.390374,host-00156,app-0013,bench-040,68.82,74.64,86910345,135315177,5282,56297176,40070565,50769,success,4147.71,0.939,144.17,Batch,Load-Test,Network throughput degradation during peak load testing
metric-0002665,2025-11-06 09:19:12.390374,host-00021,app-0112,bench-079,76.49,74.16,331188653,236443704,4675,50277828,73446395,46979,success,486.39,0.622,173.19,API,Stress-Test,None
metric-0002666,2025-11-06 09:24:12.390374,host-00120,app-0091,bench-060,87.93,44.92,742054113,807632277,9143,33629549,85490325,64508,success,3657.12,0.761,141.0,Streaming,Baseline,None
metric-0002667,2025-11-06 09:29:12.390374,host-00076,app-0081,bench-039,73.08,66.88,680728012,670888546,8137,67189033,94702579,5168,success,3976.42,1.477,133.25,Batch,Baseline,Memory pressure observed - 66.88% utilization exceeds threshold
metric-0002668,2025-11-06 09:34:12.390374,host-00002,app-0083,bench-072,94.01,58.48,920397431,694650025,8834,28338032,14793241,72969,success,3510.3,1.365,173.46,Batch,Soak-Test,None
metric-0002669,2025-11-06 09:39:12.390374,host-00048,app-0103,bench-043,73.81,39.68,839750647,121641917,2652,74511615,83808090,17452,success,817.59,0.693,185.71,Streaming,Load-Test,Network throughput degradation during peak load testing
metric-0002670,2025-11-06 09:44:12.390374,host-00065,app-0014,bench-020,69.85,43.77,153275113,990158592,6584,74523901,34886331,71389,success,4083.54,0.674,144.48,ML-Training,Production,None
metric-0002671,2025-11-06 09:49:12.390374,host-00077,app-0032,bench-045,70.34,75.08,368992122,371754572,2067,15301753,57777304,26393,success,54.76,0.998,100.56,OLAP,Production,Memory pressure observed - 75.08% utilization exceeds threshold
metric-0002672,2025-11-06 09:54:12.390374,host-00045,app-0043,bench-031,89.7,56.75,997829197,162713653,6744,69277330,96324010,73616,success,1055.17,1.174,220.83,OLAP,Stress-Test,CPU spike detected on host-00045 during Stress-Test phase
metric-0002673,2025-11-06 09:59:12.390374,host-00045,app-0018,bench-055,53.83,55.38,572860190,752804370,1362,61462138,6333730,73868,success,3580.94,1.174,111.32,OLTP,Load-Test,None
metric-0002674,2025-11-06 10:04:12.390374,host-00094,app-0018,bench-068,73.54,80.8,632014672,650799884,1531,39996725,82342515,95817,success,1908.8,1.347,152.63,API,Production,Network throughput degradation during peak load testing
metric-0002675,2025-11-06 10:09:12.390374,host-00130,app-0046,bench-019,60.12,32.8,511413756,521454616,5976,66170781,59056643,55272,success,543.96,1.499,109.59,Batch,Stress-Test,CPU spike detected on host-00130 during Stress-Test phase
metric-0002676,2025-11-06 10:14:12.390374,host-00005,app-0117,bench-047,67.23,68.57,188940081,979030380,6485,61733237,49122323,73049,success,1071.61,0.876,171.38,Batch,Migration-Validation,Memory pressure observed - 68.57% utilization exceeds threshold
metric-0002677,2025-11-06 10:19:12.390374,host-00058,app-0105,bench-023,77.85,48.69,729542290,130438525,4063,19120077,29756496,14208,success,3668.79,1.383,193.52,Streaming,Baseline,Elevated transaction latency correlates with disk I/O contention
metric-0002678,2025-11-06 10:24:12.390374,host-00115,app-0117,bench-006,58.93,48.31,781677937,451978640,3451,23123818,61916919,23381,success,1482.21,1.482,141.25,ML-Training,Migration-Validation,None
metric-0002679,2025-11-06 10:29:12.390374,host-00191,app-0046,bench-054,63.98,76.59,300640841,895876099,1853,82390212,4783531,68442,success,3622.4,0.726,161.91,Batch,Production,None
metric-0002680,2025-11-06 10:34:12.390374,host-00196,app-0088,bench-072,62.34,39.53,939425689,588176444,1637,60279759,37423827,25106,success,4804.41,0.921,142.3,OLTP,Stress-Test,None
metric-0002681,2025-11-06 10:39:12.390374,host-00193,app-0115,bench-003,45.54,32.48,741607010,37797769,9348,11940795,58044165,89529,success,676.9,1.379,95.23,Streaming,Soak-Test,Memory pressure observed - 32.48% utilization exceeds threshold
metric-0002682,2025-11-06 10:44:12.390374,host-00062,app-0031,bench-028,42.2,69.75,945711715,219704378,9168,96739653,15731941,61688,success,1378.44,1.292,71.16,OLTP,Migration-Validation,Network throughput degradation during peak load testing
metric-0002683,2025-11-06 10:49:12.390374,host-00028,app-0097,bench-052,88.46,71.53,400596491,49278273,1974,82212387,99331049,80971,success,4720.79,1.225,162.83,API,Stress-Test,None
metric-0002684,2025-11-06 10:54:12.390374,host-00078,app-0110,bench-012,80.44,73.59,637681275,873329503,9505,76410649,43984867,37838,success,2154.72,1.454,158.17,OLTP,Soak-Test,Memory pressure observed - 73.59% utilization exceeds threshold
metric-0002685,2025-11-06 10:59:12.390374,host-00044,app-0031,bench-061,62.69,48.88,125513350,804637749,923,31959606,69646976,97655,success,4292.21,1.336,91.16,OLTP,Load-Test,None
metric-0002686,2025-11-06 11:04:12.390374,host-00177,app-0045,bench-011,49.59,56.88,159366914,381921024,2575,34679616,67876261,60468,success,2282.97,1.392,85.25,Streaming,Soak-Test,None
metric-0002687,2025-11-06 11:09:12.390374,host-00080,app-0053,bench-048,72.69,32.75,240081267,467797263,9001,73651634,83895459,80825,success,4281.8,0.847,186.0,Streaming,Baseline,Elevated transaction latency correlates with disk I/O contention
metric-0002688,2025-11-06 11:14:12.390374,host-00048,app-0071,bench-018,54.05,59.77,772401800,196039416,7889,62426263,13714991,29730,success,4399.84,0.693,161.5,OLTP,Production,None
metric-0002689,2025-11-06 11:19:12.390374,host-00044,app-0009,bench-013,66.16,57.28,512167025,826338471,4091,67159877,49091526,28834,success,714.17,1.336,101.45,OLAP,Load-Test,Memory pressure observed - 57.28% utilization exceeds threshold
metric-0002690,2025-11-06 11:24:12.390374,host-00047,app-0102,bench-030,35.84,84.04,782103481,504669044,8788,75260979,20430626,92477,success,1545.26,0.895,106.22,Streaming,Stress-Test,None
metric-0002691,2025-11-06 11:29:12.390374,host-00190,app-0026,bench-069,89.13,59.82,241179176,356472800,8229,25097051,84000561,72003,success,504.5,1.433,209.38,Streaming,Migration-Validation,Memory pressure observed - 59.82% utilization exceeds threshold
metric-0002692,2025-11-06 11:34:12.390374,host-00176,app-0042,bench-062,89.22,59.44,471878198,678287700,5554,71840847,39378857,2100,success,130.16,0.734,265.52,Streaming,Migration-Validation,None
metric-0002693,2025-11-06 11:39:12.390374,host-00046,app-0073,bench-046,40.86,55.99,730958383,506060479,4545,61507380,52197651,37127,success,2667.05,1.364,78.55,OLTP,Production,Network throughput degradation during peak load testing
metric-0002694,2025-11-06 11:44:12.390374,host-00133,app-0078,bench-077,80.78,83.91,675399081,320872554,1121,84292667,8006593,19725,success,2430.39,1.024,166.44,ML-Training,Production,None
metric-0002695,2025-11-06 11:49:12.390374,host-00110,app-0080,bench-010,78.59,69.63,697525232,711393495,8716,53040508,44040052,95549,success,2832.93,1.326,126.73,OLAP,Stress-Test,None
metric-0002696,2025-11-06 11:54:12.390374,host-00023,app-0109,bench-036,51.42,40.74,464087424,356864285,3565,87262317,32103510,85325,success,1302.18,1.494,106.1,API,Load-Test,None
metric-0002697,2025-11-06 11:59:12.390374,host-00002,app-0147,bench-075,71.68,72.18,125858229,594677839,2724,41451753,44519603,87895,success,4487.75,1.365,144.04,ML-Training,Migration-Validation,Elevated transaction latency correlates with disk I/O contention
metric-0002698,2025-11-06 12:04:12.390374,host-00029,app-0033,bench-022,46.38,36.42,261974128,566058354,8670,47341120,10279826,94373,success,2659.37,0.972,143.92,Streaming,Baseline,None
metric-0002699,2025-11-06 12:09:12.390374,host-00112,app-0128,bench-031,67.12,57.01,69636130,162583359,8209,27730223,94860272,27272,success,2648.91,1.328,108.54,Streaming,Migration-Validation,Elevated transaction latency correlates with disk I/O contention
metric-0002700,2025-11-06 12:14:12.390374,host-00075,app-0079,bench-071,51.23,71.23,814239928,587506991,4196,98246377,71843523,14541,success,1128.1,0.889,107.8,Batch,Soak-Test,None
metric-0002701,2025-11-06 12:19:12.390374,host-00092,app-0138,bench-057,59.27,33.07,769075179,802006922,858,25354314,88846171,45438,success,3254.25,0.803,157.51,Batch,Production,None
metric-0002702,2025-11-06 12:24:12.390374,host-00017,app-0054,bench-011,41.44,65.82,383720870,947540715,9175,37669256,35753044,98392,success,3515.04,0.993,81.17,ML-Training,Production,None
metric-0002703,2025-11-06 12:29:12.390374,host-00112,app-0070,bench-016,78.19,32.34,1047573,601349808,2935,86456254,4465710,50241,success,1639.63,1.328,117.46,API,Stress-Test,Network throughput degradation during peak load testing
metric-0002704,2025-11-06 12:34:12.390374,host-00174,app-0042,bench-005,94.3,68.66,747626149,95523007,3673,14681760,71169141,27027,success,4304.91,0.854,215.07,Streaming,Load-Test,CPU spike detected on host-00174 during Load-Test phase
metric-0002705,2025-11-06 12:39:12.390374,host-00052,app-0084,bench-054,84.9,84.92,137445556,807759356,7455,16551821,33756922,69812,success,1735.19,1.071,139.7,Streaming,Production,Elevated transaction latency correlates with disk I/O contention
metric-0002706,2025-11-06 12:44:12.390374,host-00018,app-0094,bench-033,73.91,68.09,246234408,777949044,3857,73085133,97807189,34259,success,2291.1,1.26,164.15,OLTP,Production,None
metric-0002707,2025-11-06 12:49:12.390374,host-00030,app-0148,bench-044,46.44,82.68,308802870,692444992,4284,88625204,98670350,8219,success,3614.53,0.811,77.61,Batch,Stress-Test,Network throughput degradation during peak load testing
metric-0002708,2025-11-06 12:54:12.390374,host-00124,app-0047,bench-052,77.11,44.01,374594972,469024453,291,26892876,2845304,66829,success,1314.14,0.655,201.95,Streaming,Baseline,Elevated transaction latency correlates with disk I/O contention
metric-0002709,2025-11-06 12:59:12.390374,host-00086,app-0079,bench-070,58.69,40.43,18151852,461117964,1961,55941714,73118671,95311,success,2236.92,1.03,88.96,OLAP,Load-Test,Elevated transaction latency correlates with disk I/O contention
metric-0002710,2025-11-06 13:04:12.390374,host-00179,app-0110,bench-015,91.14,51.57,297486993,868929185,7402,4484675,28923490,51574,success,4302.2,1.475,244.99,ML-Training,Stress-Test,Network throughput degradation during peak load testing
metric-0002711,2025-11-06 13:09:12.390374,host-00076,app-0046,bench-029,62.5,80.25,294802949,191996831,2803,6664768,56909909,89476,success,2677.91,1.477,106.55,ML-Training,Production,Memory pressure observed - 80.25% utilization exceeds threshold
metric-0002712,2025-11-06 13:14:12.390374,host-00183,app-0066,bench-079,44.55,31.67,319016349,128506829,1360,63854799,24769169,59150,success,3231.24,0.518,83.71,OLAP,Load-Test,None
metric-0002713,2025-11-06 13:19:12.390374,host-00001,app-0002,bench-055,42.14,54.2,704782271,529585006,2493,48747814,65677659,41426,success,3963.17,1.214,65.92,API,Production,None
metric-0002714,2025-11-06 13:24:12.390374,host-00095,app-0058,bench-023,68.44,51.79,785919173,767821049,6844,60387327,54347429,10333,success,168.8,1.464,174.42,API,Load-Test,None
metric-0002715,2025-11-06 13:29:12.390374,host-00200,app-0032,bench-021,41.13,60.16,279739124,8862605,5529,4239161,15421369,21158,success,4819.04,1.06,54.34,Streaming,Soak-Test,CPU spike detected on host-00200 during Soak-Test phase
metric-0002716,2025-11-06 13:34:12.390374,host-00027,app-0141,bench-070,55.24,54.55,831591266,693655137,813,49226035,16546322,84329,success,496.86,0.951,157.0,API,Production,Network throughput degradation during peak load testing
metric-0002717,2025-11-06 13:39:12.390374,host-00146,app-0120,bench-049,92.85,52.19,632519036,480017720,560,83830769,99358094,65144,success,715.45,1.128,200.45,Streaming,Soak-Test,None
metric-0002718,2025-11-06 13:44:12.390374,host-00076,app-0115,bench-034,40.77,32.37,610741176,280196089,4886,77506314,38769867,30430,success,956.15,1.477,97.42,Streaming,Baseline,CPU spike detected on host-00076 during Baseline phase
metric-0002719,2025-11-06 13:49:12.390374,host-00021,app-0122,bench-023,42.86,40.03,835222199,633321589,7113,8466097,76784394,54275,success,4790.02,0.622,110.91,Batch,Soak-Test,None
metric-0002720,2025-11-06 13:54:12.390374,host-00096,app-0125,bench-007,40.77,54.23,461247585,775023396,8698,56246888,75184085,72766,success,4291.39,1.331,74.25,Streaming,Baseline,None
metric-0002721,2025-11-06 13:59:12.390374,host-00071,app-0037,bench-033,78.97,66.97,892192424,67885970,279,82243233,62321699,37498,success,3217.47,1.001,107.97,OLTP,Load-Test,Elevated transaction latency correlates with disk I/O contention
metric-0002722,2025-11-06 14:04:12.390374,host-00185,app-0062,bench-078,60.49,42.5,11288605,440930062,6942,99517809,84287670,76263,success,2825.82,1.354,120.03,API,Baseline,None
metric-0002723,2025-11-06 14:09:12.390374,host-00150,app-0003,bench-070,55.08,35.39,156865350,233665598,8113,3114498,6480175,20653,success,3352.75,0.551,95.44,Batch,Load-Test,None
metric-0002724,2025-11-06 14:14:12.390374,host-00033,app-0124,bench-056,85.83,74.55,446921596,507485899,5122,44807815,41530825,65636,success,3079.62,1.302,162.28,Batch,Soak-Test,CPU spike detected on host-00033 during Soak-Test phase
metric-0002725,2025-11-06 14:19:12.390374,host-00061,app-0059,bench-047,87.9,34.5,181625888,410545380,3990,85876702,55959677,41311,success,842.62,0.849,203.87,ML-Training,Stress-Test,Elevated transaction latency correlates with disk I/O contention
metric-0002726,2025-11-06 14:24:12.390374,host-00012,app-0014,bench-052,78.75,43.4,747739674,675183584,7117,33770497,34561825,495654,failure,90.43,1.354,144.81,ML-Training,Soak-Test,None
metric-0002727,2025-11-06 14:29:12.390374,host-00079,app-0007,bench-065,85.34,48.66,510935422,197078362,8244,63824327,38839078,26203,success,1964.41,0.664,189.07,Batch,Production,CPU spike detected on host-00079 during Production phase
metric-0002728,2025-11-06 14:34:12.390374,host-00198,app-0094,bench-022,41.7,63.77,565662115,106813747,1700,19602823,2469107,72228,success,2377.27,0.888,58.25,OLAP,Soak-Test,None
metric-0002729,2025-11-06 14:39:12.390374,host-00006,app-0011,bench-016,79.73,38.99,693957553,149936876,6827,72128718,31161287,3322,success,1451.02,1.484,128.81,API,Load-Test,CPU spike detected on host-00006 during Load-Test phase
metric-0002730,2025-11-06 14:44:12.390374,host-00067,app-0046,bench-019,87.94,83.43,581062903,368813443,6683,55071412,36392733,51754,success,315.78,1.306,230.69,API,Migration-Validation,Memory pressure observed - 83.43% utilization exceeds threshold
metric-0002731,2025-11-06 14:49:12.390374,host-00051,app-0104,bench-080,59.08,52.1,134331698,350657408,8336,2364937,89779196,89843,success,1908.63,1.489,137.47,ML-Training,Stress-Test,None
metric-0002732,2025-11-06 14:54:12.390374,host-00122,app-0006,bench-058,47.08,63.34,440842689,120879557,9258,9840276,85435738,31676,success,4306.53,1.465,122.07,Streaming,Load-Test,None
metric-0002733,2025-11-06 14:59:12.390374,host-00050,app-0106,bench-030,54.85,57.54,4156930,906623065,871,19840986,88168034,24345,success,159.68,1.099,115.36,ML-Training,Stress-Test,CPU spike detected on host-00050 during Stress-Test phase
metric-0002734,2025-11-06 15:04:12.390374,host-00008,app-0137,bench-008,62.57,37.65,954510640,897313380,3805,36965641,57666004,94801,success,3018.38,0.899,116.63,OLAP,Load-Test,None
metric-0002735,2025-11-06 15:09:12.390374,host-00020,app-0138,bench-051,72.17,42.94,487234665,875082234,3066,28447700,12177564,156050,failure,80.53,0.831,133.67,ML-Training,Load-Test,None
metric-0002736,2025-11-06 15:14:12.390374,host-00177,app-0033,bench-053,49.41,56.67,248235992,99493363,5371,39667635,44938637,47633,success,4545.61,1.392,119.23,Batch,Migration-Validation,None
metric-0002737,2025-11-06 15:19:12.390374,host-00137,app-0067,bench-026,76.99,65.84,646774927,101330756,2491,63376720,97920405,3558,success,625.84,1.499,111.25,Batch,Stress-Test,None
metric-0002738,2025-11-06 15:24:12.390374,host-00033,app-0009,bench-061,94.41,44.2,978886955,696441136,4744,76013514,86484524,72930,success,3561.64,1.302,233.2,ML-Training,Load-Test,None
metric-0002739,2025-11-06 15:29:12.390374,host-00120,app-0117,bench-074,79.23,31.58,879785617,275495723,5315,6795465,98152865,58779,success,2557.11,0.761,176.38,Batch,Migration-Validation,None
metric-0002740,2025-11-06 15:34:12.390374,host-00092,app-0030,bench-018,40.55,82.97,700924546,484471448,2783,43079586,17022656,9883,success,3382.16,0.803,99.17,Batch,Soak-Test,Elevated transaction latency correlates with disk I/O contention
metric-0002741,2025-11-06 15:39:12.390374,host-00118,app-0015,bench-038,73.36,82.24,528035090,509396105,8874,62086749,54163942,45439,success,2748.28,0.81,124.57,OLTP,Stress-Test,None
metric-0002742,2025-11-06 15:44:12.390374,host-00048,app-0037,bench-029,66.05,31.6,286671530,958263870,4173,17907379,77445949,59202,success,4972.14,0.693,193.43,Streaming,Production,None
metric-0002743,2025-11-06 15:49:12.390374,host-00049,app-0015,bench-022,56.15,52.72,379290610,606958716,6419,10783450,9142382,444359,failure,79.53,0.988,117.35,API,Load-Test,None
metric-0002744,2025-11-06 15:54:12.390374,host-00149,app-0149,bench-021,73.05,45.09,355509617,144239984,4160,40812352,3805494,6001,success,4409.61,1.262,144.59,OLAP,Production,None
metric-0002745,2025-11-06 15:59:12.390374,host-00153,app-0055,bench-009,84.27,52.77,307778481,227181311,6423,27128826,90288597,38401,success,2906.61,0.853,207.44,API,Production,Network throughput degradation during peak load testing
metric-0002746,2025-11-06 16:04:12.390374,host-00015,app-0060,bench-074,71.54,40.29,158015322,103444182,2758,59523019,47596390,11547,success,2532.58,0.823,131.05,ML-Training,Soak-Test,None
metric-0002747,2025-11-06 16:09:12.390374,host-00144,app-0011,bench-050,91.96,73.88,67396572,493220450,5620,52330205,27405977,44028,success,3348.64,0.881,189.31,Batch,Load-Test,None
metric-0002748,2025-11-06 16:14:12.390374,host-00179,app-0014,bench-038,58.37,51.82,955751473,859014055,3060,76083227,19460849,92448,success,4474.31,1.475,111.61,ML-Training,Soak-Test,None
metric-0002749,2025-11-06 16:19:12.390374,host-00069,app-0117,bench-035,52.45,40.08,805557096,985459326,7619,21518912,41390457,10180,success,214.3,0.946,121.73,API,Production,None
metric-0002750,2025-11-06 16:24:12.390374,host-00020,app-0053,bench-053,55.77,61.43,857624416,837332638,3098,73967557,86548959,61166,success,81.87,0.831,89.08,ML-Training,Soak-Test,Memory pressure observed - 61.43% utilization exceeds threshold
metric-0002751,2025-11-06 16:29:12.390374,host-00042,app-0011,bench-027,80.24,36.46,414574230,219424809,1589,46966000,10717278,23376,success,1076.1,0.644,187.63,OLAP,Migration-Validation,None
metric-0002752,2025-11-06 16:34:12.390374,host-00061,app-0031,bench-003,88.37,45.24,333461141,232520732,5157,71938300,67494018,36304,success,2563.47,0.849,153.33,ML-Training,Production,None
metric-0002753,2025-11-06 16:39:12.390374,host-00068,app-0097,bench-067,61.45,45.26,511236823,122090140,6901,80724091,10252350,69690,success,1124.11,0.705,132.42,OLAP,Baseline,Elevated transaction latency correlates with disk I/O contention
metric-0002754,2025-11-06 16:44:12.390374,host-00192,app-0098,bench-063,94.26,64.61,338085392,334835696,6333,95415550,48065403,58326,success,1354.46,1.231,179.46,Streaming,Baseline,Memory pressure observed - 64.61% utilization exceeds threshold
metric-0002755,2025-11-06 16:49:12.390374,host-00111,app-0052,bench-055,45.84,70.14,183913196,553063937,413,50918717,36265068,7296,success,2023.65,0.86,122.9,API,Production,Network throughput degradation during peak load testing
metric-0002756,2025-11-06 16:54:12.390374,host-00044,app-0130,bench-052,48.85,64.99,107040682,967322428,1664,57533211,36074392,88736,success,2999.37,1.336,84.98,OLTP,Baseline,Network throughput degradation during peak load testing
metric-0002757,2025-11-06 16:59:12.390374,host-00144,app-0059,bench-031,52.93,67.28,112816761,440388636,9798,67926003,22774590,97041,success,249.31,0.881,141.87,Batch,Production,None
metric-0002758,2025-11-06 17:04:12.390374,host-00089,app-0045,bench-049,52.09,81.61,109248616,890816260,4049,10665170,23193856,6025,success,3796.67,0.557,112.57,ML-Training,Stress-Test,CPU spike detected on host-00089 during Stress-Test phase
metric-0002759,2025-11-06 17:09:12.390374,host-00097,app-0133,bench-031,61.16,65.81,159925378,57629003,7730,7809004,73061958,76946,success,3596.06,1.441,103.64,ML-Training,Stress-Test,None
metric-0002760,2025-11-06 17:14:12.390374,host-00157,app-0009,bench-056,58.33,54.94,497503796,645305378,1429,57538217,99628399,141153,failure,14.47,1.342,119.2,OLAP,Migration-Validation,CPU spike detected on host-00157 during Migration-Validation phase
metric-0002761,2025-11-06 17:19:12.390374,host-00100,app-0106,bench-064,77.62,66.35,669564376,125368206,8593,60935284,32386180,11186,success,1360.87,1.257,197.92,OLTP,Production,None
metric-0002762,2025-11-06 17:24:12.390374,host-00026,app-0110,bench-056,49.66,62.43,849088111,440792071,4733,69445280,73727472,51929,success,2760.12,1.103,73.87,Streaming,Baseline,None
metric-0002763,2025-11-06 17:29:12.390374,host-00016,app-0011,bench-036,47.47,83.94,286629438,978898855,4978,74510592,3153021,38511,success,2012.31,1.254,126.71,API,Stress-Test,Network throughput degradation during peak load testing
metric-0002764,2025-11-06 17:34:12.390374,host-00123,app-0023,bench-015,52.11,30.13,746451981,307535201,7463,56077354,98679860,79500,success,3854.87,1.301,138.57,OLTP,Stress-Test,Network throughput degradation during peak load testing
metric-0002765,2025-11-06 17:39:12.390374,host-00088,app-0020,bench-031,73.22,40.64,362181919,7333623,7678,87784381,45042727,109791,failure,53.16,1.068,181.67,Batch,Baseline,Network throughput degradation during peak load testing
metric-0002766,2025-11-06 17:44:12.390374,host-00143,app-0060,bench-055,40.61,62.81,540751005,668384939,578,6340688,40019519,79876,success,72.66,1.32,77.35,API,Production,None
metric-0002767,2025-11-06 17:49:12.390374,host-00124,app-0126,bench-069,61.41,54.11,426366096,83598148,4663,20914764,27138672,63167,success,3760.23,0.655,132.12,Batch,Soak-Test,CPU spike detected on host-00124 during Soak-Test phase
metric-0002768,2025-11-06 17:54:12.390374,host-00129,app-0100,bench-006,53.84,44.66,128909675,23957200,2861,70375143,49267912,71953,success,1675.12,1.482,81.49,ML-Training,Migration-Validation,None
metric-0002769,2025-11-06 17:59:12.390374,host-00192,app-0015,bench-047,61.75,35.31,958260242,856672844,4592,99098797,81555979,86461,success,2958.17,1.231,134.76,Batch,Baseline,None
metric-0002770,2025-11-06 18:04:12.390374,host-00011,app-0049,bench-047,61.39,59.25,269497163,345673146,2434,17287930,23471245,61342,success,4517.99,0.788,184.25,Batch,Migration-Validation,None
metric-0002771,2025-11-06 18:09:12.390374,host-00037,app-0116,bench-050,85.91,57.37,844934645,213652357,2788,44800752,52262785,47828,success,631.51,0.786,176.27,OLTP,Migration-Validation,None
metric-0002772,2025-11-06 18:14:12.390374,host-00023,app-0016,bench-005,57.31,61.43,128712695,238077841,1907,92985932,65933742,1031,success,1924.1,1.494,93.0,OLTP,Production,None
metric-0002773,2025-11-06 18:19:12.390374,host-00146,app-0084,bench-034,51.53,68.58,696194470,200344424,9500,10134310,53012408,67508,success,4265.03,1.128,90.31,OLAP,Soak-Test,CPU spike detected on host-00146 during Soak-Test phase
metric-0002774,2025-11-06 18:24:12.390374,host-00070,app-0095,bench-018,76.59,59.58,781444293,651028478,4581,27193658,16665501,45125,success,227.77,0.727,199.16,OLTP,Migration-Validation,None
metric-0002775,2025-11-06 18:29:12.390374,host-00199,app-0007,bench-027,63.64,63.33,848325895,528686236,8531,45918561,83483935,95902,success,2876.4,0.815,136.12,Streaming,Soak-Test,Memory pressure observed - 63.33% utilization exceeds threshold
metric-0002776,2025-11-06 18:34:12.390374,host-00019,app-0070,bench-014,67.52,46.43,14123181,213158620,5956,59301571,54029624,84123,success,4503.57,1.202,129.85,OLTP,Stress-Test,Memory pressure observed - 46.43% utilization exceeds threshold
metric-0002777,2025-11-06 18:39:12.390374,host-00060,app-0137,bench-039,63.22,31.34,804785218,377260600,3253,1751338,93905569,53742,success,657.54,1.372,134.06,OLTP,Stress-Test,None
metric-0002778,2025-11-06 18:44:12.390374,host-00117,app-0110,bench-029,55.84,82.1,444848717,708905430,9547,86946088,22130572,92763,success,4354.17,1.326,103.59,Batch,Stress-Test,None
metric-0002779,2025-11-06 18:49:12.390374,host-00143,app-0056,bench-054,88.04,69.92,295358853,631107307,2209,63673806,23927072,93088,success,2670.88,1.32,160.79,OLAP,Production,Network throughput degradation during peak load testing
metric-0002780,2025-11-06 18:54:12.390374,host-00046,app-0121,bench-061,55.37,35.67,340981325,49628779,3598,97160552,65127693,38400,success,1006.89,1.364,130.62,OLAP,Migration-Validation,Memory pressure observed - 35.67% utilization exceeds threshold
metric-0002781,2025-11-06 18:59:12.390374,host-00172,app-0017,bench-031,92.87,73.57,527872489,799590283,7087,44029445,15375539,66324,success,3105.27,1.248,199.53,ML-Training,Stress-Test,None
metric-0002782,2025-11-06 19:04:12.390374,host-00104,app-0074,bench-011,75.84,74.1,407365743,5370333,9364,50642813,3230427,33966,success,2403.26,1.23,116.3,OLAP,Migration-Validation,Network throughput degradation during peak load testing
metric-0002783,2025-11-06 19:09:12.390374,host-00190,app-0082,bench-041,77.29,48.46,10945120,59599296,5951,55746997,78554768,80293,success,4157.04,1.433,155.2,API,Soak-Test,None
metric-0002784,2025-11-06 19:14:12.390374,host-00038,app-0071,bench-035,85.54,59.75,37640963,121263647,3228,35104215,12670610,6361,success,1442.07,0.841,151.07,Batch,Soak-Test,CPU spike detected on host-00038 during Soak-Test phase
metric-0002785,2025-11-06 19:19:12.390374,host-00069,app-0141,bench-063,79.77,73.46,161301011,209548597,4068,37938007,5451979,55395,success,4247.7,0.946,149.89,OLAP,Migration-Validation,None
metric-0002786,2025-11-06 19:24:12.390374,host-00162,app-0125,bench-046,94.39,58.02,602581359,712336348,9012,59027721,39972558,15867,success,636.99,0.794,253.62,Streaming,Load-Test,None
