kafka_metric_id,@timestamp,host_id,topic_name,consumer_group,consumer_lag,message_throughput_per_sec,topic_size_bytes,partition_count,broker_cpu_pct,broker_network_in_mb,broker_network_out_mb
kafka-0001137,2025-11-05 00:49:12.390374,host-00109,trades,risk-engine,94650,24169.15,990405881417,8,79.31,176.1,328.16
kafka-0001138,2025-11-05 00:59:12.390374,host-00063,risk-events,analytics,53781,15025.52,418086470434,64,39.38,989.89,554.07
kafka-0001139,2025-11-05 01:09:12.390374,host-00081,audit-logs,trading-app,16481,31833.63,59180679221,32,52.94,591.15,518.69
kafka-0001140,2025-11-05 01:19:12.390374,host-00041,audit-logs,analytics,16742,11370.34,247567906868,32,26.0,708.48,383.54
kafka-0001141,2025-11-05 01:29:12.390374,host-00075,market-data,risk-engine,57721,12132.81,311362721075,8,33.07,586.98,812.84
kafka-0001142,2025-11-05 01:39:12.390374,host-00061,audit-logs,trading-app,4268,17886.47,265067709129,64,65.5,16.13,280.86
kafka-0001143,2025-11-05 01:49:12.390374,host-00118,market-data,reporting,59242,29045.84,557347176356,32,43.52,558.11,160.05
kafka-0001144,2025-11-05 01:59:12.390374,host-00168,trades,reporting,10094,7747.84,539747319737,64,54.36,389.9,215.59
kafka-0001145,2025-11-05 02:09:12.390374,host-00006,payments,risk-engine,63704,9922.24,3448370925,64,34.5,571.7,381.98
kafka-0001146,2025-11-05 02:19:12.390374,host-00181,customer-events,audit-processor,7685,41208.11,579119604411,32,38.72,660.3,573.89
kafka-0001147,2025-11-05 02:29:12.390374,host-00161,customer-events,risk-engine,6701,23377.12,220457937583,64,22.67,123.4,579.44
kafka-0001148,2025-11-05 02:39:12.390374,host-00078,market-data,risk-engine,56550,34043.62,294254741826,32,67.03,480.12,892.55
kafka-0001149,2025-11-05 02:49:12.390374,host-00065,payments,analytics,46375,22259.55,798453491445,8,46.21,964.03,374.12
kafka-0001150,2025-11-05 02:59:12.390374,host-00119,payments,analytics,65276,3378.69,319328765266,64,32.5,793.04,462.7
kafka-0001151,2025-11-05 03:09:12.390374,host-00143,market-data,reporting,78008,17770.19,233980209662,8,31.67,293.49,978.93
kafka-0001152,2025-11-05 03:19:12.390374,host-00200,trades,audit-processor,8099,15203.04,911976662248,8,45.77,847.92,555.02
kafka-0001153,2025-11-05 03:29:12.390374,host-00029,market-data,analytics,37100,29752.92,490034070162,64,62.83,484.8,604.76
kafka-0001154,2025-11-05 03:39:12.390374,host-00041,customer-events,reporting,72994,8216.08,831314796940,64,64.56,805.5,985.02
kafka-0001155,2025-11-05 03:49:12.390374,host-00097,risk-events,trading-app,87439,8910.0,312265193455,32,59.8,854.95,316.19
kafka-0001156,2025-11-05 03:59:12.390374,host-00177,risk-events,audit-processor,12462,26816.32,223333657746,16,49.86,267.11,462.97
kafka-0001157,2025-11-05 04:09:12.390374,host-00088,market-data,risk-engine,88604,21155.84,717369657726,64,21.6,777.71,757.99
kafka-0001158,2025-11-05 04:19:12.390374,host-00003,risk-events,analytics,80127,31109.34,209098069432,16,26.25,832.23,39.85
kafka-0001159,2025-11-05 04:29:12.390374,host-00183,risk-events,audit-processor,2514,16205.77,637928314919,8,21.33,134.1,252.85
kafka-0001160,2025-11-05 04:39:12.390374,host-00036,payments,reporting,40354,25619.69,718227011988,64,36.44,44.37,236.67
kafka-0001161,2025-11-05 04:49:12.390374,host-00053,market-data,analytics,32570,5460.39,716052826194,32,67.82,762.0,706.67
kafka-0001162,2025-11-05 04:59:12.390374,host-00178,payments,trading-app,16660,40907.51,341052526001,8,74.3,294.79,120.86
kafka-0001163,2025-11-05 05:09:12.390374,host-00003,trades,analytics,54065,34029.0,70485177140,64,48.93,303.87,625.73
kafka-0001164,2025-11-05 05:19:12.390374,host-00081,customer-events,reporting,10468,49113.65,889501694991,16,55.95,230.31,537.95
kafka-0001165,2025-11-05 05:29:12.390374,host-00128,audit-logs,risk-engine,33652,19062.11,154056179430,32,68.1,782.84,852.22
kafka-0001166,2025-11-05 05:39:12.390374,host-00116,market-data,risk-engine,85079,31785.56,299263321294,16,21.1,949.9,367.02
kafka-0001167,2025-11-05 05:49:12.390374,host-00157,risk-events,risk-engine,86695,29127.32,825397909788,8,35.41,314.32,787.14
kafka-0001168,2025-11-05 05:59:12.390374,host-00054,market-data,trading-app,77073,31163.75,341988695474,32,39.25,476.92,946.61
kafka-0001169,2025-11-05 06:09:12.390374,host-00105,payments,analytics,30105,36026.77,847069053274,32,46.68,835.89,432.9
kafka-0001170,2025-11-05 06:19:12.390374,host-00116,market-data,trading-app,75631,25003.69,78968413667,32,23.45,221.74,605.03
kafka-0001171,2025-11-05 06:29:12.390374,host-00047,customer-events,trading-app,38595,24194.51,359628410462,16,66.95,567.21,922.55
kafka-0001172,2025-11-05 06:39:12.390374,host-00093,payments,reporting,62732,26536.9,389424124204,32,26.43,277.49,794.9
kafka-0001173,2025-11-05 06:49:12.390374,host-00019,customer-events,reporting,18392,3744.1,439292086571,64,52.31,90.12,904.2
kafka-0001174,2025-11-05 06:59:12.390374,host-00101,audit-logs,analytics,48346,26922.15,409356119725,64,77.33,594.65,272.55
kafka-0001175,2025-11-05 07:09:12.390374,host-00051,payments,reporting,93770,21001.77,3380461883,8,46.92,405.4,613.71
kafka-0001176,2025-11-05 07:19:12.390374,host-00054,payments,risk-engine,37341,15446.21,212425464616,16,54.42,735.26,174.06
kafka-0001177,2025-11-05 07:29:12.390374,host-00127,market-data,analytics,615,26995.36,589701342773,16,79.58,642.34,65.86
kafka-0001178,2025-11-05 07:39:12.390374,host-00037,audit-logs,risk-engine,43860,30812.88,369725424907,8,34.02,324.73,830.45
kafka-0001179,2025-11-05 07:49:12.390374,host-00156,risk-events,reporting,51784,45168.98,162243804140,64,42.31,28.69,462.29
kafka-0001180,2025-11-05 07:59:12.390374,host-00180,trades,risk-engine,98864,39074.57,240120994602,64,78.54,911.9,433.29
kafka-0001181,2025-11-05 08:09:12.390374,host-00139,customer-events,risk-engine,24342,30773.32,333051092365,32,57.55,309.28,995.9
kafka-0001182,2025-11-05 08:19:12.390374,host-00167,market-data,reporting,69905,29398.15,151565287727,16,65.46,663.37,33.67
kafka-0001183,2025-11-05 08:29:12.390374,host-00050,market-data,reporting,4577,6107.54,534415305234,64,76.91,178.01,960.26
kafka-0001184,2025-11-05 08:39:12.390374,host-00188,payments,reporting,7852,15201.27,30039533248,32,64.49,784.41,188.9
kafka-0001185,2025-11-05 08:49:12.390374,host-00104,trades,trading-app,74043,25998.96,944756945966,32,71.58,319.3,902.17
kafka-0001186,2025-11-05 08:59:12.390374,host-00053,risk-events,trading-app,95552,35704.97,11110871402,64,24.47,834.27,629.09
kafka-0001187,2025-11-05 09:09:12.390374,host-00177,market-data,risk-engine,3607,9854.42,961948547444,16,36.52,878.2,598.09
kafka-0001188,2025-11-05 09:19:12.390374,host-00174,trades,risk-engine,54906,35466.11,365767639329,32,27.69,816.67,656.25
kafka-0001189,2025-11-05 09:29:12.390374,host-00158,audit-logs,trading-app,70357,4414.19,420510582933,64,21.16,814.88,893.12
kafka-0001190,2025-11-05 09:39:12.390374,host-00134,payments,analytics,46847,368.09,291485211152,32,55.17,932.25,843.27
kafka-0001191,2025-11-05 09:49:12.390374,host-00091,market-data,analytics,51240,39744.36,842059605083,16,52.82,862.52,29.62
kafka-0001192,2025-11-05 09:59:12.390374,host-00180,audit-logs,analytics,88371,26639.74,895442397260,32,39.97,754.38,608.83
kafka-0001193,2025-11-05 10:09:12.390374,host-00078,customer-events,analytics,77888,12791.44,719244849452,32,35.49,506.1,980.93
kafka-0001194,2025-11-05 10:19:12.390374,host-00172,customer-events,audit-processor,79716,13028.77,147531178110,8,21.2,112.35,405.45
kafka-0001195,2025-11-05 10:29:12.390374,host-00040,payments,audit-processor,10310,31477.46,448239634826,8,44.31,306.0,918.55
kafka-0001196,2025-11-05 10:39:12.390374,host-00002,audit-logs,trading-app,36332,28027.55,654949389096,8,63.79,884.79,579.77
kafka-0001197,2025-11-05 10:49:12.390374,host-00142,audit-logs,trading-app,35290,8108.0,388454939132,64,20.32,41.19,885.67
kafka-0001198,2025-11-05 10:59:12.390374,host-00001,market-data,risk-engine,53536,18638.38,549179860589,8,48.94,646.34,464.27
kafka-0001199,2025-11-05 11:09:12.390374,host-00196,customer-events,analytics,24490,47365.33,629355387179,16,51.94,144.68,584.78
kafka-0001200,2025-11-05 11:19:12.390374,host-00079,market-data,reporting,28464,577.68,217823584598,32,40.93,417.13,245.88
kafka-0001201,2025-11-05 11:29:12.390374,host-00019,trades,trading-app,42204,45930.42,275893569436,16,50.1,110.21,455.78
kafka-0001202,2025-11-05 11:39:12.390374,host-00133,payments,audit-processor,69852,21842.57,712832036771,16,71.41,382.86,92.46
kafka-0001203,2025-11-05 11:49:12.390374,host-00126,market-data,risk-engine,69357,1386.57,419541863767,16,23.02,753.84,323.55
kafka-0001204,2025-11-05 11:59:12.390374,host-00070,risk-events,analytics,1256,17431.42,303416152403,32,35.41,810.54,206.63
kafka-0001205,2025-11-05 12:09:12.390374,host-00164,payments,reporting,58961,49223.41,239973729154,16,62.63,330.22,146.32
kafka-0001206,2025-11-05 12:19:12.390374,host-00010,audit-logs,audit-processor,21500,314.68,695795039971,8,39.7,550.8,292.19
kafka-0001207,2025-11-05 12:29:12.390374,host-00150,market-data,trading-app,29106,19365.35,267949607967,8,66.49,559.45,767.17
kafka-0001208,2025-11-05 12:39:12.390374,host-00015,trades,trading-app,47518,43725.4,278858612240,16,79.63,89.29,410.45
kafka-0001209,2025-11-05 12:49:12.390374,host-00186,trades,analytics,84774,16879.5,929987921581,64,64.79,183.7,355.15
kafka-0001210,2025-11-05 12:59:12.390374,host-00010,audit-logs,reporting,76257,4785.24,96357105502,8,66.99,892.27,780.02
kafka-0001211,2025-11-05 13:09:12.390374,host-00079,risk-events,audit-processor,67791,25950.93,345448073707,32,32.49,999.08,642.87
kafka-0001212,2025-11-05 13:19:12.390374,host-00053,market-data,analytics,85889,23455.79,907391641676,8,78.54,806.38,834.06
kafka-0001213,2025-11-05 13:29:12.390374,host-00110,audit-logs,risk-engine,42725,12346.74,215943334463,32,76.22,877.04,649.72
kafka-0001214,2025-11-05 13:39:12.390374,host-00179,audit-logs,trading-app,92600,19398.63,35583458846,32,67.73,350.14,374.72
kafka-0001215,2025-11-05 13:49:12.390374,host-00112,risk-events,reporting,54514,12847.27,188759857732,8,77.5,116.43,475.0
kafka-0001216,2025-11-05 13:59:12.390374,host-00043,market-data,reporting,75857,3399.91,935647905219,64,20.97,172.83,76.97
kafka-0001217,2025-11-05 14:09:12.390374,host-00164,audit-logs,reporting,33948,13200.18,645761194260,32,30.83,201.41,963.6
kafka-0001218,2025-11-05 14:19:12.390374,host-00177,payments,risk-engine,56524,43411.76,931817892555,64,56.32,985.19,842.28
kafka-0001219,2025-11-05 14:29:12.390374,host-00103,market-data,risk-engine,76644,11688.49,747960608316,64,45.37,40.93,981.23
kafka-0001220,2025-11-05 14:39:12.390374,host-00185,trades,risk-engine,61669,35973.0,553315589324,8,56.95,479.2,16.76
kafka-0001221,2025-11-05 14:49:12.390374,host-00084,trades,reporting,10483,48010.11,20111709843,16,76.12,568.32,691.91
kafka-0001222,2025-11-05 14:59:12.390374,host-00089,customer-events,analytics,6473,34660.9,284060324945,32,55.71,375.91,856.02
kafka-0001223,2025-11-05 15:09:12.390374,host-00068,customer-events,audit-processor,44792,29851.69,600243373966,8,51.29,804.02,425.48
kafka-0001224,2025-11-05 15:19:12.390374,host-00095,risk-events,trading-app,5998,39779.36,92547602885,16,61.36,109.08,931.37
kafka-0001225,2025-11-05 15:29:12.390374,host-00135,risk-events,trading-app,22684,7456.79,41528080959,32,25.46,666.94,992.37
kafka-0001226,2025-11-05 15:39:12.390374,host-00093,market-data,audit-processor,92644,49539.0,671303283133,16,48.36,581.5,182.16
kafka-0001227,2025-11-05 15:49:12.390374,host-00136,risk-events,analytics,43720,15191.99,877951199968,16,54.35,965.68,729.79
kafka-0001228,2025-11-05 15:59:12.390374,host-00159,payments,risk-engine,80216,45700.44,177256698793,16,61.14,58.78,112.63
kafka-0001229,2025-11-05 16:09:12.390374,host-00176,risk-events,analytics,97657,40212.87,750051887171,16,25.74,608.03,359.2
kafka-0001230,2025-11-05 16:19:12.390374,host-00169,audit-logs,trading-app,10337,15998.53,544437236781,8,56.64,209.3,836.3
kafka-0001231,2025-11-05 16:29:12.390374,host-00150,audit-logs,reporting,69232,37878.12,107085012208,8,70.17,778.54,917.84
kafka-0001232,2025-11-05 16:39:12.390374,host-00069,risk-events,risk-engine,40615,37305.5,562928965358,16,45.14,404.99,352.33
kafka-0001233,2025-11-05 16:49:12.390374,host-00173,risk-events,trading-app,11767,26477.93,242145350832,8,35.41,273.2,452.65
kafka-0001234,2025-11-05 16:59:12.390374,host-00110,trades,reporting,55470,36219.51,700369065809,8,47.72,112.91,970.29
kafka-0001235,2025-11-05 17:09:12.390374,host-00098,payments,reporting,17120,44152.8,720943918660,32,38.14,389.0,695.67
kafka-0001236,2025-11-05 17:19:12.390374,host-00055,audit-logs,analytics,68601,30902.85,466887037356,8,66.6,177.0,917.47
kafka-0001237,2025-11-05 17:29:12.390374,host-00112,customer-events,audit-processor,14165,26509.43,130525839644,32,48.88,629.81,580.59
kafka-0001238,2025-11-05 17:39:12.390374,host-00154,market-data,audit-processor,44715,18628.22,322190086450,32,39.5,617.21,953.8
kafka-0001239,2025-11-05 17:49:12.390374,host-00089,market-data,analytics,90074,21850.0,111873149156,8,74.18,985.19,31.59
kafka-0001240,2025-11-05 17:59:12.390374,host-00175,risk-events,reporting,76042,25531.58,903472040855,64,64.7,712.48,957.26
kafka-0001241,2025-11-05 18:09:12.390374,host-00200,trades,reporting,52133,33127.46,585889598812,8,72.2,41.6,351.66
kafka-0001242,2025-11-05 18:19:12.390374,host-00006,market-data,reporting,17574,5594.47,872241258872,16,60.93,230.42,117.08
kafka-0001243,2025-11-05 18:29:12.390374,host-00015,market-data,audit-processor,60771,33226.49,678382616839,64,77.77,36.1,959.86
kafka-0001244,2025-11-05 18:39:12.390374,host-00046,customer-events,trading-app,41607,23504.58,162522590641,32,43.54,736.92,583.23
kafka-0001245,2025-11-05 18:49:12.390374,host-00075,market-data,reporting,27480,18675.39,174147496394,64,64.38,611.56,199.11
kafka-0001246,2025-11-05 18:59:12.390374,host-00044,audit-logs,analytics,1004,28240.54,826001879520,8,20.44,330.55,40.27
kafka-0001247,2025-11-05 19:09:12.390374,host-00007,market-data,analytics,73843,12073.4,26856729083,16,45.76,823.14,601.34
kafka-0001248,2025-11-05 19:19:12.390374,host-00084,market-data,risk-engine,76832,32833.75,607095301363,64,47.22,854.69,867.37
kafka-0001249,2025-11-05 19:29:12.390374,host-00114,audit-logs,audit-processor,56626,48529.08,358440382586,8,68.89,330.7,30.85
kafka-0001250,2025-11-05 19:39:12.390374,host-00115,market-data,trading-app,14979,12327.13,996574608266,16,42.44,584.62,405.6
kafka-0001251,2025-11-05 19:49:12.390374,host-00110,market-data,risk-engine,11568,6546.67,312593047749,16,71.26,50.13,689.21
kafka-0001252,2025-11-05 19:59:12.390374,host-00114,risk-events,audit-processor,77740,12241.42,421159305792,32,21.44,33.97,723.08
kafka-0001253,2025-11-05 20:09:12.390374,host-00150,trades,audit-processor,85332,5041.16,613505893500,32,44.06,631.51,706.57
kafka-0001254,2025-11-05 20:19:12.390374,host-00013,audit-logs,audit-processor,91759,9104.96,724025911770,32,28.16,839.53,94.39
kafka-0001255,2025-11-05 20:29:12.390374,host-00034,customer-events,analytics,49577,9925.42,597257784874,64,65.53,330.46,221.73
kafka-0001256,2025-11-05 20:39:12.390374,host-00018,customer-events,reporting,75671,12711.53,444588676396,16,56.58,838.07,872.84
kafka-0001257,2025-11-05 20:49:12.390374,host-00139,customer-events,risk-engine,66483,25639.74,578805743592,32,38.44,519.16,655.44
kafka-0001258,2025-11-05 20:59:12.390374,host-00132,market-data,audit-processor,90553,33260.05,53746248342,8,72.9,43.92,991.05
kafka-0001259,2025-11-05 21:09:12.390374,host-00144,payments,trading-app,53935,4779.18,133829874654,64,28.61,747.59,36.06
kafka-0001260,2025-11-05 21:19:12.390374,host-00176,trades,risk-engine,86058,11383.38,39156441998,32,36.4,870.19,296.4
kafka-0001261,2025-11-05 21:29:12.390374,host-00027,trades,analytics,96801,14501.01,802560098365,8,30.98,917.35,284.68
kafka-0001262,2025-11-05 21:39:12.390374,host-00173,market-data,risk-engine,33624,7693.09,9020263615,8,30.81,108.33,43.19
kafka-0001263,2025-11-05 21:49:12.390374,host-00027,payments,risk-engine,86807,15842.93,839056376970,64,35.82,920.12,835.2
kafka-0001264,2025-11-05 21:59:12.390374,host-00013,market-data,trading-app,13564,17579.82,560943742749,64,36.78,119.63,743.32
kafka-0001265,2025-11-05 22:09:12.390374,host-00093,market-data,reporting,61605,23102.19,367157734785,64,79.62,446.21,690.39
kafka-0001266,2025-11-05 22:19:12.390374,host-00025,risk-events,audit-processor,20146,19632.7,229004786019,16,20.53,193.82,839.96
kafka-0001267,2025-11-05 22:29:12.390374,host-00054,audit-logs,reporting,33220,48412.43,475715823971,64,21.04,349.27,357.5
kafka-0001268,2025-11-05 22:39:12.390374,host-00178,payments,trading-app,88632,33508.52,890411238065,64,67.13,773.4,398.76
kafka-0001269,2025-11-05 22:49:12.390374,host-00095,trades,analytics,99092,48208.48,969967364622,16,45.65,40.81,810.72
kafka-0001270,2025-11-05 22:59:12.390374,host-00163,audit-logs,audit-processor,47549,7276.12,995357365881,16,48.82,872.59,997.07
kafka-0001271,2025-11-05 23:09:12.390374,host-00182,trades,reporting,85921,26921.92,759604239923,64,53.48,37.37,102.56
kafka-0001272,2025-11-05 23:19:12.390374,host-00126,market-data,analytics,85395,43619.86,16173623932,8,56.13,630.58,439.09
kafka-0001273,2025-11-05 23:29:12.390374,host-00149,payments,audit-processor,44654,20188.59,766510077894,32,61.35,179.23,27.01
kafka-0001274,2025-11-05 23:39:12.390374,host-00139,customer-events,analytics,35833,48119.06,640701682512,64,61.41,943.4,458.43
kafka-0001275,2025-11-05 23:49:12.390374,host-00052,payments,audit-processor,80920,23786.65,21231265379,64,43.13,591.76,237.63
kafka-0001276,2025-11-05 23:59:12.390374,host-00129,customer-events,reporting,56993,33266.31,50482946135,64,42.25,836.96,755.99
kafka-0001277,2025-11-06 00:09:12.390374,host-00077,market-data,reporting,94059,19673.23,66338167892,8,66.2,372.57,786.68
kafka-0001278,2025-11-06 00:19:12.390374,host-00115,risk-events,audit-processor,50938,637.4,214321044320,64,31.75,766.47,696.57
kafka-0001279,2025-11-06 00:29:12.390374,host-00111,payments,analytics,38793,33407.72,67425673107,16,59.04,468.71,448.2
kafka-0001280,2025-11-06 00:39:12.390374,host-00053,payments,analytics,89904,46684.29,437449176643,64,72.7,351.73,125.01
kafka-0001281,2025-11-06 00:49:12.390374,host-00123,customer-events,audit-processor,88160,8583.05,403141198299,16,28.1,331.98,307.05
kafka-0001282,2025-11-06 00:59:12.390374,host-00138,payments,risk-engine,4904,36457.51,467751799273,8,60.35,963.24,470.81
kafka-0001283,2025-11-06 01:09:12.390374,host-00033,customer-events,analytics,81475,34805.09,244910589363,8,54.86,585.72,396.1
kafka-0001284,2025-11-06 01:19:12.390374,host-00062,audit-logs,audit-processor,63389,13838.65,739643545149,16,79.82,309.33,999.86
kafka-0001285,2025-11-06 01:29:12.390374,host-00060,trades,trading-app,32315,31735.93,579039346756,16,46.76,612.03,830.12
kafka-0001286,2025-11-06 01:39:12.390374,host-00022,trades,analytics,64079,47267.48,972935022502,8,60.04,815.35,807.84
kafka-0001287,2025-11-06 01:49:12.390374,host-00156,audit-logs,trading-app,20626,25900.05,831120259603,16,79.65,991.93,377.56
kafka-0001288,2025-11-06 01:59:12.390374,host-00084,customer-events,audit-processor,67529,25314.4,234929370652,64,69.91,747.97,465.62
kafka-0001289,2025-11-06 02:09:12.390374,host-00076,customer-events,trading-app,7025,36981.52,269951421638,32,70.99,314.7,669.39
kafka-0001290,2025-11-06 02:19:12.390374,host-00184,trades,audit-processor,30868,22891.26,141335504295,32,67.09,360.31,375.63
kafka-0001291,2025-11-06 02:29:12.390374,host-00045,payments,audit-processor,33555,47012.83,867411396017,16,78.68,261.18,311.62
kafka-0001292,2025-11-06 02:39:12.390374,host-00009,market-data,risk-engine,70336,12047.68,218959802352,32,79.39,285.65,311.7
kafka-0001293,2025-11-06 02:49:12.390374,host-00155,trades,audit-processor,96752,1925.27,10250099484,16,41.77,770.2,944.93
kafka-0001294,2025-11-06 02:59:12.390374,host-00127,payments,risk-engine,21228,12525.16,462024829679,32,68.02,281.76,122.44
kafka-0001295,2025-11-06 03:09:12.390374,host-00037,market-data,audit-processor,46010,49290.41,378876875136,32,75.96,228.42,492.15
kafka-0001296,2025-11-06 03:19:12.390374,host-00047,customer-events,analytics,79340,24821.24,170055938783,16,60.62,673.93,447.49
kafka-0001297,2025-11-06 03:29:12.390374,host-00108,customer-events,analytics,83789,41057.52,369172253748,64,33.65,171.6,441.32
kafka-0001298,2025-11-06 03:39:12.390374,host-00130,risk-events,analytics,53884,22929.48,66125823422,64,62.66,187.97,317.38
kafka-0001299,2025-11-06 03:49:12.390374,host-00123,payments,reporting,52453,23128.87,774178987027,16,42.67,617.97,65.56
kafka-0001300,2025-11-06 03:59:12.390374,host-00082,audit-logs,risk-engine,17942,26742.52,841782539333,64,25.98,130.79,841.85
kafka-0001301,2025-11-06 04:09:12.390374,host-00177,customer-events,analytics,45595,3013.46,738626140307,64,51.33,964.1,505.43
kafka-0001302,2025-11-06 04:19:12.390374,host-00111,customer-events,audit-processor,82635,49607.06,87537152098,16,78.42,553.77,123.16
kafka-0001303,2025-11-06 04:29:12.390374,host-00110,payments,trading-app,97835,20853.42,458722523035,16,26.93,981.15,97.3
kafka-0001304,2025-11-06 04:39:12.390374,host-00095,risk-events,analytics,67647,3791.29,332373320298,64,61.34,12.29,34.01
kafka-0001305,2025-11-06 04:49:12.390374,host-00110,market-data,analytics,64260,10817.83,541873124560,16,46.8,213.19,943.6
kafka-0001306,2025-11-06 04:59:12.390374,host-00141,payments,risk-engine,37392,18325.29,315874783192,32,31.99,544.69,912.72
kafka-0001307,2025-11-06 05:09:12.390374,host-00132,trades,analytics,58479,10918.81,534526730967,16,79.93,177.12,130.96
kafka-0001308,2025-11-06 05:19:12.390374,host-00051,audit-logs,reporting,12947,10077.24,623406774702,32,50.97,420.03,996.48
kafka-0001309,2025-11-06 05:29:12.390374,host-00012,market-data,risk-engine,83009,34439.57,925948392416,32,53.82,767.9,790.93
kafka-0001310,2025-11-06 05:39:12.390374,host-00135,market-data,audit-processor,24712,38655.45,543226325284,16,35.32,420.53,991.58
kafka-0001311,2025-11-06 05:49:12.390374,host-00154,customer-events,reporting,34202,29790.01,643062766358,16,43.31,804.96,36.01
kafka-0001312,2025-11-06 05:59:12.390374,host-00004,audit-logs,reporting,19698,12867.12,952285873796,32,78.95,65.54,725.28
kafka-0001313,2025-11-06 06:09:12.390374,host-00119,audit-logs,risk-engine,15313,22747.28,519288538801,8,55.65,375.61,721.48
kafka-0001314,2025-11-06 06:19:12.390374,host-00071,market-data,risk-engine,41081,45308.38,497127550526,16,67.86,661.01,70.39
kafka-0001315,2025-11-06 06:29:12.390374,host-00117,market-data,reporting,79728,16177.12,977335340906,64,58.53,720.83,468.95
kafka-0001316,2025-11-06 06:39:12.390374,host-00011,risk-events,risk-engine,4145,45349.47,481094319714,32,64.98,352.86,439.27
kafka-0001317,2025-11-06 06:49:12.390374,host-00014,audit-logs,audit-processor,12553,19925.82,701569985218,32,59.01,936.56,645.59
kafka-0001318,2025-11-06 06:59:12.390374,host-00035,payments,risk-engine,29604,43305.12,75819703736,8,35.19,980.2,457.3
kafka-0001319,2025-11-06 07:09:12.390374,host-00063,payments,trading-app,22507,41407.68,405123627680,8,23.15,434.84,855.04
kafka-0001320,2025-11-06 07:19:12.390374,host-00144,customer-events,analytics,4198,19969.52,466927204210,64,23.81,156.81,434.72
kafka-0001321,2025-11-06 07:29:12.390374,host-00076,audit-logs,audit-processor,54677,46982.83,564617772862,32,61.93,342.71,241.21
kafka-0001322,2025-11-06 07:39:12.390374,host-00178,trades,audit-processor,57617,46824.44,296455000241,16,48.83,424.72,943.33
kafka-0001323,2025-11-06 07:49:12.390374,host-00174,risk-events,reporting,80369,4189.12,212463478511,64,62.25,857.96,730.13
kafka-0001324,2025-11-06 07:59:12.390374,host-00090,trades,risk-engine,66849,7356.74,613685368671,64,32.13,11.44,359.69
kafka-0001325,2025-11-06 08:09:12.390374,host-00139,customer-events,audit-processor,49275,48033.79,551835840178,8,36.69,698.74,76.18
kafka-0001326,2025-11-06 08:19:12.390374,host-00121,customer-events,reporting,50706,40654.79,964156907985,16,58.81,243.79,871.28
kafka-0001327,2025-11-06 08:29:12.390374,host-00077,customer-events,audit-processor,25783,21449.62,469736848906,16,58.99,78.94,924.14
kafka-0001328,2025-11-06 08:39:12.390374,host-00034,market-data,risk-engine,3047,28582.55,382371329489,64,23.69,242.43,260.48
kafka-0001329,2025-11-06 08:49:12.390374,host-00056,market-data,audit-processor,17620,3042.65,598143627509,64,53.65,814.71,982.65
kafka-0001330,2025-11-06 08:59:12.390374,host-00021,payments,reporting,71238,14222.72,708337589858,64,61.28,758.64,610.28
kafka-0001331,2025-11-06 09:09:12.390374,host-00046,risk-events,analytics,33230,35304.36,84754922511,64,79.69,11.11,983.98
kafka-0001332,2025-11-06 09:19:12.390374,host-00051,customer-events,trading-app,3698,25122.64,421454384283,64,41.25,551.02,115.69
kafka-0001333,2025-11-06 09:29:12.390374,host-00059,audit-logs,trading-app,77902,2396.87,335678281436,8,52.57,191.81,476.87
kafka-0001334,2025-11-06 09:39:12.390374,host-00128,trades,reporting,6606,44381.81,300918165706,16,58.75,392.49,815.61
kafka-0001335,2025-11-06 09:49:12.390374,host-00163,market-data,audit-processor,61066,21121.22,830621822418,16,31.29,241.35,369.36
kafka-0001336,2025-11-06 09:59:12.390374,host-00166,audit-logs,reporting,66448,26110.9,803185702644,32,31.0,992.82,209.18
kafka-0001337,2025-11-06 10:09:12.390374,host-00183,audit-logs,audit-processor,16218,21167.65,869042623097,16,55.55,828.29,157.51
kafka-0001338,2025-11-06 10:19:12.390374,host-00175,audit-logs,analytics,41869,22043.75,391797534924,16,66.5,925.46,986.84
kafka-0001339,2025-11-06 10:29:12.390374,host-00022,customer-events,risk-engine,86500,40889.47,671917686516,64,72.95,93.58,444.75
kafka-0001340,2025-11-06 10:39:12.390374,host-00126,audit-logs,trading-app,11839,14349.36,925334790582,16,74.58,125.51,602.11
kafka-0001341,2025-11-06 10:49:12.390374,host-00107,audit-logs,risk-engine,53520,37247.45,478088328741,16,68.83,123.03,874.82
kafka-0001342,2025-11-06 10:59:12.390374,host-00181,market-data,audit-processor,24766,25279.44,298764368949,16,68.57,504.6,401.74
kafka-0001343,2025-11-06 11:09:12.390374,host-00025,payments,risk-engine,10529,17928.36,707455935056,8,23.89,912.71,180.47
kafka-0001344,2025-11-06 11:19:12.390374,host-00103,customer-events,trading-app,44728,30622.25,998055082863,16,43.27,53.34,563.28
kafka-0001345,2025-11-06 11:29:12.390374,host-00124,audit-logs,analytics,78671,34757.14,34064780771,16,22.38,629.43,144.45
kafka-0001346,2025-11-06 11:39:12.390374,host-00014,trades,reporting,55227,18890.01,6960165174,16,67.85,494.48,991.67
kafka-0001347,2025-11-06 11:49:12.390374,host-00051,customer-events,risk-engine,86442,22697.84,476834930748,16,32.67,714.0,707.35
kafka-0001348,2025-11-06 11:59:12.390374,host-00036,trades,risk-engine,10970,12451.08,529170626958,16,55.54,143.88,876.92
