event_id,@timestamp,imsi,auth_result,hss_response_code,mme_host,cell_id,authentication_type,roaming_partner,response_time_ms,retry_count
AUTH-00002570,2025-10-31 12:22:27.592994,310260229927989,REJECTED,AUTH_VECTOR_MISMATCH,MME-04,CELL-0046,5G_AKA,China Mobile,1405,4
AUTH-00002571,2025-10-31 12:30:41.592994,310260774029992,SUCCESS,SUCCESS,MME-04,CELL-0100,EAP_AKA,China Mobile,77,0
AUTH-00002572,2025-10-31 13:41:05.592994,312530546246326,SUCCESS,SUCCESS,MME-03,CELL-0005,EPS_AKA,Verizon,263,0
AUTH-00002573,2025-10-31 14:08:38.592994,310260760231035,FAILURE,HSS_TIMEOUT,MME-01,CELL-0079,UMTS_AKA,Orange,1318,5
AUTH-00002574,2025-10-31 14:20:03.592994,310160969688701,SUCCESS,SUCCESS,MME-02,CELL-0001,EPS_AKA,Verizon,51,0
AUTH-00002575,2025-10-31 14:54:20.592994,310160504962651,SUCCESS,SUCCESS,MME-02,CELL-0078,EAP_AKA,AT&T,55,0
AUTH-00002576,2025-10-31 15:40:16.592994,312530144505689,SUCCESS,SUCCESS,MME-03,CELL-0029,EAP_AKA,None,546,0
AUTH-00002577,2025-10-31 17:42:29.592994,311480744583076,SUCCESS,SUCCESS,MME-05,CELL-0072,EPS_AKA,Orange,752,0
AUTH-00002578,2025-10-31 18:14:50.592994,312530805184658,SUCCESS,SUCCESS,MME-03,CELL-0004,UMTS_AKA,AT&T,229,0
AUTH-00002579,2025-10-31 18:41:43.592994,312530662139330,SUCCESS,SUCCESS,MME-03,CELL-0093,5G_AKA,China Mobile,253,0
AUTH-00002580,2025-10-31 18:45:47.592994,310160176870377,SUCCESS,SUCCESS,MME-03,CELL-0088,EAP_AKA,Telstra,74,0
AUTH-00002581,2025-10-31 18:51:14.592994,310160313635684,FAILURE,DATABASE_ERROR,MME-03,CELL-0020,UMTS_AKA,None,836,1
AUTH-00002582,2025-10-31 19:18:40.592994,311480390848578,FAILURE,AUTH_VECTOR_MISMATCH,MME-01,CELL-0074,EAP_AKA,Verizon,411,3
AUTH-00002583,2025-10-31 19:46:56.592994,311480679134055,SUCCESS,SUCCESS,MME-01,CELL-0042,EPS_AKA,China Mobile,580,0
AUTH-00002584,2025-10-31 20:46:01.592994,310160636573194,FAILURE,AUTH_VECTOR_MISMATCH,MME-04,CELL-0017,EAP_AKA,None,2034,1
AUTH-00002585,2025-10-31 21:45:27.592994,312530348865977,SUCCESS,SUCCESS,MME-01,CELL-0094,5G_AKA,Telstra,123,0
AUTH-00002586,2025-10-31 22:13:51.592994,310160400892277,SUCCESS,SUCCESS,MME-02,CELL-0063,EAP_AKA,Verizon,81,0
AUTH-00002587,2025-11-01 03:02:37.592994,311480207130822,SUCCESS,SUCCESS,MME-05,CELL-0098,EPS_AKA,None,256,0
AUTH-00002588,2025-11-01 05:08:18.592994,311480455842681,TIMEOUT,DATABASE_ERROR,MME-05,CELL-0057,EAP_AKA,Vodafone,218,5
AUTH-00002589,2025-11-01 06:22:02.592994,312530583991879,SUCCESS,SUCCESS,MME-03,CELL-0078,5G_AKA,None,158,0
AUTH-00002590,2025-11-01 06:57:54.592994,310260566486318,SUCCESS,SUCCESS,MME-02,CELL-0086,5G_AKA,None,81,0
AUTH-00002591,2025-11-01 07:42:33.592994,312530757244304,SUCCESS,SUCCESS,MME-03,CELL-0071,EAP_AKA,China Mobile,574,0
AUTH-00002592,2025-11-01 07:42:54.592994,310260668327158,SUCCESS,SUCCESS,MME-01,CELL-0079,5G_AKA,Verizon,62,0
AUTH-00002593,2025-11-01 09:04:33.592994,310260913776889,SUCCESS,SUCCESS,MME-05,CELL-0048,EAP_AKA,Verizon,506,0
AUTH-00002594,2025-11-01 09:16:00.592994,310260788944800,SUCCESS,SUCCESS,MME-05,CELL-0066,UMTS_AKA,Telstra,85,0
AUTH-00002595,2025-11-01 10:13:20.592994,312530647741823,SUCCESS,SUCCESS,MME-05,CELL-0082,EPS_AKA,None,349,0
AUTH-00002596,2025-11-01 10:25:25.592994,311480876997997,SUCCESS,SUCCESS,MME-03,CELL-0060,UMTS_AKA,Orange,173,0
AUTH-00002597,2025-11-01 11:28:46.592994,310260366380371,FAILURE,ROAMING_NOT_ALLOWED,MME-03,CELL-0007,UMTS_AKA,China Mobile,1883,1
AUTH-00002598,2025-11-01 12:24:21.592994,310160485432911,FAILURE,AUTH_VECTOR_MISMATCH,MME-05,CELL-0051,5G_AKA,Orange,892,3
AUTH-00002599,2025-11-01 15:07:36.592994,311480631917696,TIMEOUT,SUBSCRIBER_UNKNOWN,MME-01,CELL-0061,5G_AKA,None,1055,4
AUTH-00002600,2025-11-01 15:51:04.592994,310260465624297,SUCCESS,SUCCESS,MME-02,CELL-0080,5G_AKA,China Mobile,133,0
AUTH-00002601,2025-11-01 16:59:18.592994,310160628611064,SUCCESS,SUCCESS,MME-05,CELL-0029,5G_AKA,China Mobile,128,0
AUTH-00002602,2025-11-01 17:34:56.592994,310260800120652,REJECTED,ROAMING_NOT_ALLOWED,MME-03,CELL-0016,UMTS_AKA,AT&T,872,5
AUTH-00002603,2025-11-01 19:31:51.592994,311480606952251,SUCCESS,SUCCESS,MME-04,CELL-0062,5G_AKA,None,90,0
AUTH-00002604,2025-11-01 19:58:56.592994,310260409865176,SUCCESS,SUCCESS,MME-05,CELL-0078,EAP_AKA,Vodafone,244,0
AUTH-00002605,2025-11-01 20:11:44.592994,311480146264144,SUCCESS,SUCCESS,MME-01,CELL-0044,UMTS_AKA,None,64,0
AUTH-00002606,2025-11-01 20:15:34.592994,310260254609744,SUCCESS,SUCCESS,MME-01,CELL-0080,UMTS_AKA,Vodafone,118,0
AUTH-00002607,2025-11-01 20:22:05.592994,311480380301644,SUCCESS,SUCCESS,MME-02,CELL-0028,UMTS_AKA,None,229,0
AUTH-00002608,2025-11-01 21:50:42.592994,311480708827932,SUCCESS,SUCCESS,MME-01,CELL-0051,UMTS_AKA,China Mobile,56,0
AUTH-00002609,2025-11-01 22:20:18.592994,310260978339653,SUCCESS,SUCCESS,MME-02,CELL-0051,UMTS_AKA,Orange,569,0
AUTH-00002610,2025-11-01 22:27:48.592994,312530324239213,SUCCESS,SUCCESS,MME-04,CELL-0099,UMTS_AKA,Telstra,633,0
AUTH-00002611,2025-11-01 22:48:28.592994,310260792552309,SUCCESS,SUCCESS,MME-02,CELL-0084,5G_AKA,Telstra,80,0
AUTH-00002612,2025-11-02 00:25:46.592994,310260687488647,SUCCESS,SUCCESS,MME-04,CELL-0014,UMTS_AKA,AT&T,150,0
AUTH-00002613,2025-11-02 00:44:46.592994,311480351296004,SUCCESS,SUCCESS,MME-01,CELL-0073,EAP_AKA,Telstra,271,0
AUTH-00002614,2025-11-02 00:51:38.592994,310160399250266,SUCCESS,SUCCESS,MME-01,CELL-0014,5G_AKA,Vodafone,136,0
AUTH-00002615,2025-11-02 01:06:13.592994,312530678752148,SUCCESS,SUCCESS,MME-03,CELL-0047,UMTS_AKA,None,269,0
AUTH-00002616,2025-11-02 01:07:20.592994,310160613621615,TIMEOUT,DATABASE_ERROR,MME-03,CELL-0010,EAP_AKA,Orange,281,3
AUTH-00002617,2025-11-02 01:10:26.592994,310160343798342,SUCCESS,SUCCESS,MME-02,CELL-0014,5G_AKA,Verizon,438,0
AUTH-00002618,2025-11-02 01:16:58.592994,310260749302480,TIMEOUT,SUBSCRIBER_UNKNOWN,MME-02,CELL-0092,EAP_AKA,Verizon,419,2
AUTH-00002619,2025-11-02 02:08:05.592994,310260409003083,FAILURE,AUTH_VECTOR_MISMATCH,MME-02,CELL-0040,EAP_AKA,China Mobile,499,3
AUTH-00002620,2025-11-02 02:09:49.592994,310260444104912,FAILURE,SUBSCRIBER_UNKNOWN,MME-04,CELL-0076,5G_AKA,Orange,1946,4
AUTH-00002621,2025-11-02 03:36:38.592994,310160720615265,FAILURE,DATABASE_ERROR,MME-04,CELL-0090,5G_AKA,Orange,320,2
AUTH-00002622,2025-11-02 03:42:41.592994,310160923625339,SUCCESS,SUCCESS,MME-02,CELL-0009,EPS_AKA,Orange,543,0
AUTH-00002623,2025-11-02 04:19:18.592994,312530286502728,SUCCESS,SUCCESS,MME-02,CELL-0039,EAP_AKA,None,305,0
AUTH-00002624,2025-11-02 06:08:31.592994,310260821047737,SUCCESS,SUCCESS,MME-01,CELL-0008,5G_AKA,China Mobile,239,0
AUTH-00002625,2025-11-02 06:41:16.592994,312530314597128,SUCCESS,SUCCESS,MME-03,CELL-0070,UMTS_AKA,Verizon,325,0
AUTH-00002626,2025-11-02 06:49:41.592994,311480370641709,FAILURE,AUTH_VECTOR_MISMATCH,MME-02,CELL-0030,UMTS_AKA,None,797,5
AUTH-00002627,2025-11-02 07:18:46.592994,310160870439775,TIMEOUT,AUTH_VECTOR_MISMATCH,MME-01,CELL-0081,5G_AKA,None,1143,1
AUTH-00002628,2025-11-02 07:24:12.592994,311480607936783,TIMEOUT,ROAMING_NOT_ALLOWED,MME-03,CELL-0059,EPS_AKA,Orange,1036,4
AUTH-00002629,2025-11-02 08:27:34.592994,311480222020354,TIMEOUT,SYNC_FAILURE,MME-03,CELL-0068,5G_AKA,Vodafone,1431,1
AUTH-00002630,2025-11-02 08:55:45.592994,310160983094293,SUCCESS,SUCCESS,MME-02,CELL-0002,UMTS_AKA,Verizon,699,0
AUTH-00002631,2025-11-02 10:01:59.592994,311480815684730,SUCCESS,SUCCESS,MME-03,CELL-0001,EPS_AKA,AT&T,144,0
AUTH-00002632,2025-11-02 10:42:45.592994,310260947338818,FAILURE,DATABASE_ERROR,MME-01,CELL-0051,EPS_AKA,China Mobile,326,2
AUTH-00002633,2025-11-02 10:45:14.592994,310260649418584,SUCCESS,SUCCESS,MME-05,CELL-0081,UMTS_AKA,Telstra,68,0
AUTH-00002634,2025-11-02 11:06:46.592994,311480996365167,REJECTED,SUBSCRIBER_UNKNOWN,MME-01,CELL-0032,EPS_AKA,Vodafone,499,1
AUTH-00002635,2025-11-02 11:48:12.592994,310160653771114,SUCCESS,SUCCESS,MME-03,CELL-0091,UMTS_AKA,Telstra,260,0
AUTH-00002636,2025-11-02 11:53:43.592994,310160524908040,SUCCESS,SUCCESS,MME-01,CELL-0090,EPS_AKA,China Mobile,50,0
AUTH-00002637,2025-11-02 14:10:57.592994,310260663894256,SUCCESS,SUCCESS,MME-02,CELL-0092,5G_AKA,Verizon,109,0
AUTH-00002638,2025-11-02 14:15:58.592994,310260727160106,FAILURE,AUTH_VECTOR_MISMATCH,MME-04,CELL-0044,EAP_AKA,Vodafone,639,4
AUTH-00002639,2025-11-02 14:32:01.592994,310160329087775,TIMEOUT,SUBSCRIBER_UNKNOWN,MME-05,CELL-0016,EAP_AKA,Orange,226,3
AUTH-00002640,2025-11-02 15:07:04.592994,311480304156520,SUCCESS,SUCCESS,MME-04,CELL-0095,EPS_AKA,Verizon,199,0
AUTH-00002641,2025-11-02 17:58:00.592994,312530235790226,TIMEOUT,ROAMING_NOT_ALLOWED,MME-01,CELL-0063,5G_AKA,Vodafone,410,1
AUTH-00002642,2025-11-02 18:26:16.592994,310260776765487,SUCCESS,SUCCESS,MME-04,CELL-0034,5G_AKA,China Mobile,85,0
AUTH-00002643,2025-11-02 18:34:22.592994,310260589838366,SUCCESS,SUCCESS,MME-02,CELL-0051,EPS_AKA,Verizon,303,0
AUTH-00002644,2025-11-02 18:42:28.592994,312530974536357,SUCCESS,SUCCESS,MME-02,CELL-0053,5G_AKA,Vodafone,187,0
AUTH-00002645,2025-11-02 18:49:54.592994,312530594420170,SUCCESS,SUCCESS,MME-02,CELL-0049,UMTS_AKA,Verizon,149,0
AUTH-00002646,2025-11-02 21:13:45.592994,312530521502144,SUCCESS,SUCCESS,MME-01,CELL-0048,EAP_AKA,AT&T,66,0
AUTH-00002647,2025-11-02 21:22:01.592994,310160661573971,SUCCESS,SUCCESS,MME-02,CELL-0040,UMTS_AKA,Verizon,77,0
AUTH-00002648,2025-11-02 21:51:56.592994,311480868058029,SUCCESS,SUCCESS,MME-05,CELL-0016,5G_AKA,None,376,0
AUTH-00002649,2025-11-02 22:25:58.592994,310260645249401,SUCCESS,SUCCESS,MME-03,CELL-0033,EPS_AKA,None,164,0
AUTH-00002650,2025-11-02 22:42:12.592994,312530767253232,SUCCESS,SUCCESS,MME-05,CELL-0022,EPS_AKA,Telstra,89,0
AUTH-00002651,2025-11-02 22:55:54.592994,310260411708207,SUCCESS,SUCCESS,MME-02,CELL-0029,EAP_AKA,AT&T,56,0
AUTH-00002652,2025-11-02 22:58:02.592994,311480645793901,REJECTED,ROAMING_NOT_ALLOWED,MME-02,CELL-0100,UMTS_AKA,Verizon,1493,1
AUTH-00002653,2025-11-02 23:01:48.592994,310160443308110,SUCCESS,SUCCESS,MME-01,CELL-0062,UMTS_AKA,Orange,55,0
AUTH-00002654,2025-11-02 23:25:26.592994,310160687694646,SUCCESS,SUCCESS,MME-05,CELL-0074,5G_AKA,Telstra,80,0
AUTH-00002655,2025-11-03 00:32:44.592994,311480283232721,SUCCESS,SUCCESS,MME-05,CELL-0066,EAP_AKA,China Mobile,195,0
AUTH-00002656,2025-11-03 02:22:15.592994,312530579768849,FAILURE,AUTH_VECTOR_MISMATCH,MME-03,CELL-0077,UMTS_AKA,None,3354,2
AUTH-00002657,2025-11-03 04:43:56.592994,311480619029677,SUCCESS,SUCCESS,MME-04,CELL-0044,EAP_AKA,Telstra,91,0
AUTH-00002658,2025-11-03 05:25:50.592994,311480484901739,SUCCESS,SUCCESS,MME-01,CELL-0098,EPS_AKA,China Mobile,644,0
AUTH-00002659,2025-11-03 05:49:08.592994,310260887744016,SUCCESS,SUCCESS,MME-05,CELL-0021,UMTS_AKA,Telstra,279,0
AUTH-00002660,2025-11-03 05:51:14.592994,312530345475292,SUCCESS,SUCCESS,MME-05,CELL-0078,EPS_AKA,Vodafone,68,0
AUTH-00002661,2025-11-03 05:54:15.592994,310260205429602,TIMEOUT,AUTH_VECTOR_MISMATCH,MME-01,CELL-0061,5G_AKA,Orange,1231,3
AUTH-00002662,2025-11-03 06:57:22.592994,312530103951668,FAILURE,SUBSCRIBER_UNKNOWN,MME-04,CELL-0028,5G_AKA,AT&T,536,5
AUTH-00002663,2025-11-03 07:13:10.592994,311480924704396,SUCCESS,SUCCESS,MME-03,CELL-0017,EPS_AKA,China Mobile,138,0
AUTH-00002664,2025-11-03 10:43:17.592994,311480878246273,SUCCESS,SUCCESS,MME-05,CELL-0009,EPS_AKA,Vodafone,318,0
AUTH-00002665,2025-11-03 11:22:15.592994,311480996870854,SUCCESS,SUCCESS,MME-05,CELL-0086,EPS_AKA,China Mobile,121,0
AUTH-00002666,2025-11-03 11:37:26.592994,312530766443163,SUCCESS,SUCCESS,MME-03,CELL-0025,UMTS_AKA,Telstra,189,0
AUTH-00002667,2025-11-03 11:48:31.592994,310160925219611,SUCCESS,SUCCESS,MME-04,CELL-0037,EPS_AKA,Orange,234,0
AUTH-00002668,2025-11-03 13:04:10.592994,311480834674132,SUCCESS,SUCCESS,MME-05,CELL-0036,5G_AKA,Verizon,152,0
AUTH-00002669,2025-11-03 13:21:43.592994,310260246192601,SUCCESS,SUCCESS,MME-03,CELL-0022,UMTS_AKA,AT&T,58,0
AUTH-00002670,2025-11-03 13:46:34.592994,310260827476750,SUCCESS,SUCCESS,MME-02,CELL-0051,5G_AKA,Vodafone,258,0
AUTH-00002671,2025-11-03 13:53:27.592994,311480732594115,FAILURE,SUBSCRIBER_UNKNOWN,MME-02,CELL-0014,UMTS_AKA,China Mobile,1148,4
AUTH-00002672,2025-11-03 14:41:05.592994,310160628716194,SUCCESS,SUCCESS,MME-05,CELL-0055,UMTS_AKA,Vodafone,94,0
AUTH-00002673,2025-11-03 14:50:25.592994,310160407821528,TIMEOUT,HSS_TIMEOUT,MME-02,CELL-0033,EPS_AKA,Orange,1714,3
AUTH-00002674,2025-11-03 15:33:24.592994,311480747020208,SUCCESS,SUCCESS,MME-04,CELL-0068,EPS_AKA,Verizon,76,0
AUTH-00002675,2025-11-03 15:45:56.592994,312530802152846,SUCCESS,SUCCESS,MME-01,CELL-0062,UMTS_AKA,Vodafone,155,0
AUTH-00002676,2025-11-03 15:58:52.592994,312530609663811,REJECTED,DATABASE_ERROR,MME-04,CELL-0091,EAP_AKA,Telstra,1512,1
AUTH-00002677,2025-11-03 16:41:28.592994,310260458300675,SUCCESS,SUCCESS,MME-01,CELL-0092,5G_AKA,Verizon,182,0
AUTH-00002678,2025-11-03 17:58:32.592994,312530523941993,SUCCESS,SUCCESS,MME-02,CELL-0059,5G_AKA,Telstra,97,0
AUTH-00002679,2025-11-03 19:25:20.592994,310160199143785,TIMEOUT,DATABASE_ERROR,MME-04,CELL-0025,5G_AKA,AT&T,943,3
AUTH-00002680,2025-11-03 19:56:17.592994,311480943505224,SUCCESS,SUCCESS,MME-05,CELL-0027,EPS_AKA,Telstra,85,0
AUTH-00002681,2025-11-03 19:56:40.592994,311480737082110,SUCCESS,SUCCESS,MME-01,CELL-0059,UMTS_AKA,Orange,188,0
AUTH-00002682,2025-11-03 20:21:35.592994,310260514102409,SUCCESS,SUCCESS,MME-01,CELL-0055,EAP_AKA,China Mobile,76,0
AUTH-00002683,2025-11-03 20:45:09.592994,312530221931215,SUCCESS,SUCCESS,MME-03,CELL-0073,5G_AKA,China Mobile,394,0
AUTH-00002684,2025-11-03 21:24:30.592994,311480397335747,SUCCESS,SUCCESS,MME-01,CELL-0063,UMTS_AKA,Verizon,135,0
AUTH-00002685,2025-11-03 21:36:58.592994,310160285379592,SUCCESS,SUCCESS,MME-01,CELL-0089,5G_AKA,Orange,548,0
AUTH-00002686,2025-11-03 21:58:16.592994,310260521667635,REJECTED,ROAMING_NOT_ALLOWED,MME-03,CELL-0007,5G_AKA,China Mobile,2002,3
AUTH-00002687,2025-11-03 22:04:38.592994,312530892199793,SUCCESS,SUCCESS,MME-03,CELL-0095,5G_AKA,Telstra,55,0
AUTH-00002688,2025-11-03 22:25:53.592994,311480452966991,FAILURE,ROAMING_NOT_ALLOWED,MME-03,CELL-0054,5G_AKA,AT&T,1436,3
AUTH-00002689,2025-11-03 22:46:12.592994,311480883229334,SUCCESS,SUCCESS,MME-05,CELL-0045,5G_AKA,None,131,0
AUTH-00002690,2025-11-03 23:09:42.592994,310160753254218,SUCCESS,SUCCESS,MME-02,CELL-0085,5G_AKA,Verizon,66,0
AUTH-00002691,2025-11-04 00:37:24.592994,310160114473902,SUCCESS,SUCCESS,MME-04,CELL-0011,UMTS_AKA,Telstra,68,0
AUTH-00002692,2025-11-04 01:00:57.592994,312530196811634,SUCCESS,SUCCESS,MME-05,CELL-0026,EAP_AKA,Orange,55,0
AUTH-00002693,2025-11-04 01:06:55.592994,310260352395992,FAILURE,SUBSCRIBER_UNKNOWN,MME-01,CELL-0088,5G_AKA,Vodafone,494,5
AUTH-00002694,2025-11-04 03:18:40.592994,312530585188972,SUCCESS,SUCCESS,MME-04,CELL-0052,EPS_AKA,China Mobile,79,0
AUTH-00002695,2025-11-04 04:38:49.592994,312530374346487,SUCCESS,SUCCESS,MME-03,CELL-0066,UMTS_AKA,Vodafone,123,0
AUTH-00002696,2025-11-04 04:45:57.592994,310260106579355,SUCCESS,SUCCESS,MME-03,CELL-0074,EPS_AKA,Vodafone,120,0
AUTH-00002697,2025-11-04 05:14:06.592994,311480959422787,SUCCESS,SUCCESS,MME-01,CELL-0009,EAP_AKA,Orange,202,0
AUTH-00002698,2025-11-04 06:35:10.592994,310160553546252,SUCCESS,SUCCESS,MME-05,CELL-0088,5G_AKA,Orange,92,0
AUTH-00002699,2025-11-04 06:49:31.592994,310260885529541,SUCCESS,SUCCESS,MME-01,CELL-0053,EPS_AKA,China Mobile,70,0
AUTH-00002700,2025-11-04 06:50:28.592994,310160254556244,SUCCESS,SUCCESS,MME-05,CELL-0047,UMTS_AKA,AT&T,172,0
AUTH-00002701,2025-11-04 07:00:03.592994,310260663039955,SUCCESS,SUCCESS,MME-01,CELL-0076,UMTS_AKA,Telstra,66,0
AUTH-00002702,2025-11-04 07:09:00.592994,310160341119864,TIMEOUT,SYNC_FAILURE,MME-01,CELL-0078,UMTS_AKA,Vodafone,448,5
AUTH-00002703,2025-11-04 07:43:57.592994,312530244731462,SUCCESS,SUCCESS,MME-01,CELL-0024,5G_AKA,Verizon,199,0
AUTH-00002704,2025-11-04 08:01:25.592994,312530964210567,SUCCESS,SUCCESS,MME-04,CELL-0099,5G_AKA,Orange,227,0
AUTH-00002705,2025-11-04 10:20:23.592994,311480954922330,SUCCESS,SUCCESS,MME-01,CELL-0013,UMTS_AKA,Verizon,51,0
AUTH-00002706,2025-11-04 12:21:31.592994,312530687252662,SUCCESS,SUCCESS,MME-02,CELL-0059,5G_AKA,Orange,471,0
AUTH-00002707,2025-11-04 12:43:14.592994,310260173484913,REJECTED,ROAMING_NOT_ALLOWED,MME-04,CELL-0026,EAP_AKA,Orange,1093,2
AUTH-00002708,2025-11-04 12:58:07.592994,310160226163534,SUCCESS,SUCCESS,MME-04,CELL-0053,5G_AKA,AT&T,268,0
AUTH-00002709,2025-11-04 13:55:40.592994,310260145614124,SUCCESS,SUCCESS,MME-05,CELL-0021,EAP_AKA,None,716,0
AUTH-00002710,2025-11-04 14:23:21.592994,310260786755609,SUCCESS,SUCCESS,MME-04,CELL-0067,UMTS_AKA,AT&T,418,0
AUTH-00002711,2025-11-04 14:51:50.592994,312530615931400,FAILURE,SYNC_FAILURE,MME-01,CELL-0005,EPS_AKA,Telstra,727,2
AUTH-00002712,2025-11-04 15:29:48.592994,312530849171758,SUCCESS,SUCCESS,MME-05,CELL-0076,UMTS_AKA,China Mobile,100,0
AUTH-00002713,2025-11-04 16:55:16.592994,311480518944885,SUCCESS,SUCCESS,MME-05,CELL-0027,EAP_AKA,AT&T,220,0
AUTH-00002714,2025-11-04 17:50:59.592994,312530394207662,FAILURE,AUTH_VECTOR_MISMATCH,MME-04,CELL-0083,UMTS_AKA,Telstra,421,2
AUTH-00002715,2025-11-04 18:35:25.592994,312530687448843,SUCCESS,SUCCESS,MME-05,CELL-0038,5G_AKA,Verizon,398,0
AUTH-00002716,2025-11-04 19:43:59.592994,311480781476368,SUCCESS,SUCCESS,MME-01,CELL-0076,EPS_AKA,Vodafone,515,0
AUTH-00002717,2025-11-04 19:54:34.592994,310160791668082,SUCCESS,SUCCESS,MME-05,CELL-0019,5G_AKA,Telstra,193,0
AUTH-00002718,2025-11-04 20:16:56.592994,310260745862812,TIMEOUT,DATABASE_ERROR,MME-02,CELL-0039,5G_AKA,Vodafone,478,1
AUTH-00002719,2025-11-04 20:21:52.592994,310160759338898,SUCCESS,SUCCESS,MME-01,CELL-0075,EAP_AKA,None,116,0
AUTH-00002720,2025-11-04 21:00:19.592994,311480423656193,SUCCESS,SUCCESS,MME-05,CELL-0067,UMTS_AKA,Verizon,58,0
AUTH-00002721,2025-11-05 00:37:44.592994,310260581621895,FAILURE,HSS_TIMEOUT,MME-04,CELL-0062,EAP_AKA,None,1234,2
AUTH-00002722,2025-11-05 01:41:09.592994,312530815951661,TIMEOUT,ROAMING_NOT_ALLOWED,MME-05,CELL-0009,EPS_AKA,None,2492,2
AUTH-00002723,2025-11-05 01:46:08.592994,310260549603043,SUCCESS,SUCCESS,MME-04,CELL-0078,EAP_AKA,China Mobile,108,0
AUTH-00002724,2025-11-05 02:03:36.592994,310160208168105,REJECTED,AUTH_VECTOR_MISMATCH,MME-04,CELL-0018,UMTS_AKA,Vodafone,500,2
AUTH-00002725,2025-11-05 02:39:02.592994,310160908773942,SUCCESS,SUCCESS,MME-05,CELL-0039,UMTS_AKA,None,448,0
AUTH-00002726,2025-11-05 03:08:24.592994,312530730530755,SUCCESS,SUCCESS,MME-02,CELL-0048,5G_AKA,Vodafone,193,0
AUTH-00002727,2025-11-05 03:22:26.592994,310260832355391,SUCCESS,SUCCESS,MME-01,CELL-0049,5G_AKA,Vodafone,113,0
AUTH-00002728,2025-11-05 03:44:38.592994,310260943118553,SUCCESS,SUCCESS,MME-05,CELL-0020,UMTS_AKA,Verizon,226,0
AUTH-00002729,2025-11-05 04:55:45.592994,312530127577316,SUCCESS,SUCCESS,MME-03,CELL-0002,EAP_AKA,None,55,0
AUTH-00002730,2025-11-05 05:11:07.592994,311480519751108,SUCCESS,SUCCESS,MME-03,CELL-0041,EPS_AKA,Vodafone,184,0
AUTH-00002731,2025-11-05 05:30:10.592994,310160763773023,SUCCESS,SUCCESS,MME-01,CELL-0055,EAP_AKA,Vodafone,239,0
AUTH-00002732,2025-11-05 07:06:57.592994,311480262538280,SUCCESS,SUCCESS,MME-03,CELL-0068,EPS_AKA,Orange,78,0
AUTH-00002733,2025-11-05 07:07:45.592994,311480454184350,SUCCESS,SUCCESS,MME-03,CELL-0074,UMTS_AKA,Vodafone,105,0
AUTH-00002734,2025-11-05 07:59:14.592994,310260224045666,FAILURE,ROAMING_NOT_ALLOWED,MME-03,CELL-0098,UMTS_AKA,Telstra,491,5
AUTH-00002735,2025-11-05 08:28:44.592994,310160512347949,SUCCESS,SUCCESS,MME-01,CELL-0087,UMTS_AKA,AT&T,298,0
AUTH-00002736,2025-11-05 08:47:48.592994,310160785721078,FAILURE,SUBSCRIBER_UNKNOWN,MME-02,CELL-0006,5G_AKA,Orange,468,2
AUTH-00002737,2025-11-05 09:58:35.592994,310260756226573,SUCCESS,SUCCESS,MME-05,CELL-0029,EPS_AKA,Orange,58,0
AUTH-00002738,2025-11-05 09:58:51.592994,310260179466761,SUCCESS,SUCCESS,MME-01,CELL-0061,EPS_AKA,Orange,393,0
AUTH-00002739,2025-11-05 10:18:28.592994,311480630903636,SUCCESS,SUCCESS,MME-04,CELL-0065,EAP_AKA,Orange,180,0
AUTH-00002740,2025-11-05 10:28:14.592994,310160264375970,SUCCESS,SUCCESS,MME-03,CELL-0069,UMTS_AKA,Vodafone,145,0
AUTH-00002741,2025-11-05 11:40:24.592994,311480284616214,SUCCESS,SUCCESS,MME-05,CELL-0061,UMTS_AKA,Orange,164,0
AUTH-00002742,2025-11-05 12:14:06.592994,312530721894645,SUCCESS,SUCCESS,MME-05,CELL-0059,EPS_AKA,Verizon,53,0
AUTH-00002743,2025-11-05 12:18:51.592994,312530669775870,SUCCESS,SUCCESS,MME-03,CELL-0032,UMTS_AKA,Vodafone,522,0
AUTH-00002744,2025-11-05 12:22:37.592994,311480678223422,FAILURE,DATABASE_ERROR,MME-03,CELL-0090,5G_AKA,Verizon,273,3
AUTH-00002745,2025-11-05 12:33:22.592994,310160967308337,FAILURE,AUTH_VECTOR_MISMATCH,MME-01,CELL-0095,5G_AKA,Vodafone,966,4
AUTH-00002746,2025-11-05 12:40:09.592994,310260842899782,TIMEOUT,AUTH_VECTOR_MISMATCH,MME-04,CELL-0026,5G_AKA,China Mobile,638,2
AUTH-00002747,2025-11-05 12:47:01.592994,312530367314127,TIMEOUT,SUBSCRIBER_UNKNOWN,MME-01,CELL-0009,EPS_AKA,Vodafone,207,3
AUTH-00002748,2025-11-05 13:10:15.592994,311480600463588,SUCCESS,SUCCESS,MME-02,CELL-0087,5G_AKA,Vodafone,114,0
AUTH-00002749,2025-11-05 14:51:01.592994,310160579427264,SUCCESS,SUCCESS,MME-03,CELL-0013,UMTS_AKA,AT&T,198,0
AUTH-00002750,2025-11-05 14:52:46.592994,310260625005439,SUCCESS,SUCCESS,MME-03,CELL-0084,5G_AKA,None,146,0
AUTH-00002751,2025-11-05 15:03:23.592994,312530617022817,FAILURE,SYNC_FAILURE,MME-04,CELL-0096,EPS_AKA,None,920,2
AUTH-00002752,2025-11-05 15:32:33.592994,311480390900322,FAILURE,DATABASE_ERROR,MME-04,CELL-0014,UMTS_AKA,None,1796,5
