cell_id,enb_id,cell_name,site_id,latitude,longitude,region,market,technology,frequency_band,capacity_rating,neighbor_cells,tower_status
CELL_01109,eNB_0109,Site_5182_Sector_3,SITE_0507,40.847241023360525,-84.350354559039,West,Rural,5G SA,Band 4 (AWS),Very High,"CELL_00089,CELL_00705,CELL_00336,CELL_00566",Maintenance
CELL_01110,eNB_0199,Site_8659_Sector_1,SITE_0389,47.045632603259605,-72.75739386244823,Midwest,Highway,5G NSA,Band 12 (700MHz),Medium,"CELL_00183,CELL_01218,CELL_00198,CELL_01472,CELL_01396,CELL_00158,CELL_00354",Active
CELL_01111,eNB_0041,Site_5020_Sector_3,SITE_0448,25.07029574552155,-121.11475173383275,Pacific,Highway,5G NSA,Band 66 (AWS-3),Low,"CELL_01358,CELL_00339,CELL_00902,CELL_00625,CELL_00270",Active
CELL_01112,eNB_0072,Site_7210_Sector_2,SITE_0201,30.145931700978895,-88.32682879161939,Midwest,Rural,LTE,n71 (600MHz),Medium,"CELL_00255,CELL_00057,CELL_00066,CELL_00669",Active
CELL_01113,eNB_0048,Site_8676_Sector_2,SITE_0458,39.57427158386804,-108.92835737307372,Southeast,Urban,5G NSA,n41 (2.5GHz),High,"CELL_00749,CELL_00255,CELL_00996,CELL_00441,CELL_00177",Active
CELL_01114,eNB_0042,Site_8372_Sector_3,SITE_0055,45.12171591700471,-89.50290966699896,West,Highway,5G SA,n41 (2.5GHz),Very High,"CELL_00271,CELL_00227,CELL_00982",Active
CELL_01115,eNB_0086,Site_4817_Sector_2,SITE_0348,48.551597954787596,-66.27499957177541,Northeast,Highway,5G SA,n71 (600MHz),Medium,"CELL_00825,CELL_01318,CELL_00459,CELL_00058,CELL_00639,CELL_00984,CELL_00794,CELL_00226",Active
CELL_01116,eNB_0101,Site_4360_Sector_2,SITE_0131,47.178328869777744,-78.87789678329315,West,Rural,5G NSA,Band 66 (AWS-3),Very High,"CELL_00234,CELL_00744,CELL_00904,CELL_00358",Active
CELL_01117,eNB_0129,Site_3393_Sector_3,SITE_0094,46.48980641485253,-65.41411708632396,West,Dense Urban,LTE,Band 12 (700MHz),Medium,"CELL_00768,CELL_00228,CELL_01144",Active
CELL_01118,eNB_0134,Site_6513_Sector_1,SITE_0386,43.14849578719155,-107.51058291445756,Southeast,Urban,LTE,n41 (2.5GHz),High,"CELL_01266,CELL_00721,CELL_01199,CELL_01487,CELL_00743",Active
CELL_01119,eNB_0038,Site_8685_Sector_2,SITE_0101,43.46694632575454,-107.34362313826483,Southeast,Dense Urban,LTE,Band 2 (1900MHz),Very High,"CELL_00969,CELL_01492,CELL_01037,CELL_00985,CELL_00063,CELL_00931,CELL_00235",Active
CELL_01120,eNB_0182,Site_3004_Sector_1,SITE_0321,26.50745732426796,-97.72190294701468,Southeast,Rural,LTE,Band 66 (AWS-3),Low,"CELL_00690,CELL_00090,CELL_01220,CELL_01276",Active
CELL_01121,eNB_0025,Site_9845_Sector_1,SITE_0072,36.143847055855964,-118.09080807809087,Southeast,Suburban,LTE,Band 66 (AWS-3),Very High,"CELL_00054,CELL_01214,CELL_00144,CELL_01370,CELL_00481,CELL_01027,CELL_00210",Active
CELL_01122,eNB_0185,Site_2814_Sector_1,SITE_0569,38.70514337186033,-123.96769295488035,West,Suburban,5G NSA,Band 12 (700MHz),Low,"CELL_00470,CELL_01364,CELL_00438,CELL_00214,CELL_01218,CELL_01142,CELL_01181,CELL_00628",Active
CELL_01123,eNB_0063,Site_3365_Sector_2,SITE_0337,41.76271885803098,-65.77145207180423,West,Highway,5G SA,n71 (600MHz),Low,"CELL_01493,CELL_00462,CELL_01494,CELL_01391,CELL_01177",Active
CELL_01124,eNB_0178,Site_8727_Sector_3,SITE_0457,28.862401392496448,-98.47547486542105,Southeast,Dense Urban,LTE,n41 (2.5GHz),High,"CELL_00364,CELL_00160,CELL_00873,CELL_01044,CELL_01077,CELL_00539,CELL_00498",Active
CELL_01125,eNB_0117,Site_4067_Sector_2,SITE_0081,41.643347872704965,-92.52231296412175,Southwest,Suburban,LTE,Band 12 (700MHz),Medium,"CELL_00709,CELL_01131,CELL_00097,CELL_00110,CELL_00754,CELL_00040",Active
CELL_01126,eNB_0097,Site_7033_Sector_1,SITE_0003,30.231149292748068,-84.9667957180717,Southwest,Highway,LTE,Band 66 (AWS-3),Medium,"CELL_00885,CELL_00307,CELL_00318,CELL_00185,CELL_00487,CELL_01303,CELL_01022",Active
CELL_01127,eNB_0069,Site_4807_Sector_3,SITE_0563,37.32296202924083,-91.13798489703632,Northeast,Highway,5G NSA,Band 4 (AWS),Medium,"CELL_01088,CELL_00420,CELL_00522",Active
CELL_01128,eNB_0076,Site_1660_Sector_3,SITE_0176,41.742371158640886,-111.36389812523272,West,Urban,LTE,Band 66 (AWS-3),Very High,"CELL_00196,CELL_01350,CELL_01316,CELL_00263,CELL_01202",Active
CELL_01129,eNB_0012,Site_8579_Sector_3,SITE_0148,46.342629939248035,-93.75375474298609,Midwest,Rural,5G NSA,Band 2 (1900MHz),High,"CELL_00441,CELL_00962,CELL_00340,CELL_01260,CELL_01192",Active
CELL_01130,eNB_0064,Site_2452_Sector_3,SITE_0397,27.52007170831991,-65.30179144287214,Southeast,Suburban,5G NSA,Band 4 (AWS),Very High,"CELL_00359,CELL_00862,CELL_00818,CELL_00630,CELL_01063,CELL_00012,CELL_00700,CELL_00845",Active
CELL_01131,eNB_0135,Site_5986_Sector_2,SITE_0327,43.797319635870885,-102.80581779497088,Pacific,Highway,5G NSA,n41 (2.5GHz),Very High,"CELL_00851,CELL_01261,CELL_01025",Active
CELL_01132,eNB_0095,Site_9529_Sector_2,SITE_0398,33.95095367721728,-95.6307004085631,Southeast,Urban,5G NSA,Band 71 (600MHz),High,"CELL_00214,CELL_01321,CELL_01094,CELL_01165",Active
CELL_01133,eNB_0125,Site_2001_Sector_3,SITE_0066,47.916669537338564,-111.00738760173863,Pacific,Urban,5G NSA,n71 (600MHz),Very High,"CELL_01177,CELL_01292,CELL_00409,CELL_01218",Active
CELL_01134,eNB_0155,Site_8998_Sector_1,SITE_0111,47.71079819528173,-117.53420205275786,Midwest,Dense Urban,5G SA,Band 4 (AWS),High,"CELL_01268,CELL_00016,CELL_00684,CELL_00399,CELL_00502,CELL_01001",Active
CELL_01135,eNB_0131,Site_7846_Sector_1,SITE_0304,45.75958955712504,-85.13670520461416,Northeast,Dense Urban,LTE,Band 66 (AWS-3),Low,"CELL_00452,CELL_00785,CELL_01487,CELL_00722,CELL_00450,CELL_00837,CELL_00783,CELL_01239",Active
CELL_01136,eNB_0061,Site_1984_Sector_3,SITE_0554,47.638315633571416,-89.56619684545164,Northeast,Dense Urban,5G NSA,Band 4 (AWS),High,"CELL_00926,CELL_00697,CELL_00255,CELL_00294,CELL_00217,CELL_00776,CELL_01231",Active
CELL_01137,eNB_0140,Site_3460_Sector_1,SITE_0194,35.85491999145462,-68.3552903919163,Southwest,Dense Urban,LTE,n41 (2.5GHz),Very High,"CELL_00220,CELL_00327,CELL_00968,CELL_00537,CELL_00798,CELL_01474",Active
CELL_01138,eNB_0091,Site_5148_Sector_1,SITE_0395,30.524754319457905,-73.58416632604217,Pacific,Urban,5G SA,Band 2 (1900MHz),Low,"CELL_00045,CELL_01336,CELL_00329",Active
CELL_01139,eNB_0084,Site_8438_Sector_3,SITE_0489,40.33494951202178,-89.75300361972604,West,Suburban,5G NSA,Band 12 (700MHz),High,"CELL_01011,CELL_00010,CELL_00051,CELL_01277,CELL_00278,CELL_00083,CELL_00246",Active
CELL_01140,eNB_0102,Site_6558_Sector_3,SITE_0019,28.875119917802074,-116.67632981806356,Southwest,Suburban,LTE,Band 4 (AWS),High,"CELL_00131,CELL_01311,CELL_01020,CELL_01066,CELL_00689,CELL_00544",Degraded
CELL_01141,eNB_0070,Site_2294_Sector_3,SITE_0259,40.87966801285853,-112.64780477274877,Northeast,Suburban,LTE,Band 2 (1900MHz),Medium,"CELL_00252,CELL_01280,CELL_00998,CELL_00532,CELL_01453,CELL_01414,CELL_00527",Active
CELL_01142,eNB_0133,Site_6182_Sector_1,SITE_0284,31.668365942395234,-95.50552908423121,West,Suburban,5G SA,Band 4 (AWS),Medium,"CELL_00051,CELL_01099,CELL_01249,CELL_00144,CELL_01000,CELL_01267,CELL_01343",Active
CELL_01143,eNB_0010,Site_2296_Sector_3,SITE_0232,46.364781841786765,-96.25128851407446,Southeast,Highway,LTE,Band 2 (1900MHz),Very High,"CELL_00946,CELL_00894,CELL_00415,CELL_01181,CELL_00012,CELL_00184,CELL_00667",Active
CELL_01144,eNB_0190,Site_9439_Sector_1,SITE_0567,44.00279200548085,-108.41733102998114,Northeast,Highway,5G NSA,Band 4 (AWS),Medium,"CELL_00901,CELL_01144,CELL_00284,CELL_00347,CELL_00308,CELL_00951",Active
CELL_01145,eNB_0083,Site_6414_Sector_3,SITE_0535,41.72397415416059,-65.19513291925018,Pacific,Suburban,LTE,Band 66 (AWS-3),Medium,"CELL_01335,CELL_00404,CELL_00999,CELL_00895",Active
CELL_01146,eNB_0062,Site_8538_Sector_1,SITE_0520,46.25750751392669,-74.54544104788077,Southwest,Urban,LTE,n71 (600MHz),High,"CELL_01034,CELL_00093,CELL_01168,CELL_00651,CELL_01433,CELL_01086,CELL_01343,CELL_00329",Active
CELL_01147,eNB_0036,Site_6799_Sector_3,SITE_0599,34.564892829620575,-120.08984194624044,Midwest,Suburban,5G NSA,Band 12 (700MHz),Medium,"CELL_01222,CELL_00331,CELL_01249,CELL_00034,CELL_00787,CELL_00908",Active
CELL_01148,eNB_0035,Site_4367_Sector_3,SITE_0593,35.14640807594013,-85.00732804836456,Pacific,Rural,5G SA,Band 71 (600MHz),Medium,"CELL_00373,CELL_01372,CELL_00941,CELL_00207,CELL_01010,CELL_00590,CELL_00417",Active
CELL_01149,eNB_0182,Site_8821_Sector_1,SITE_0297,45.39582750879038,-121.71379662690897,Midwest,Highway,LTE,n41 (2.5GHz),High,"CELL_00166,CELL_00274,CELL_00384,CELL_01286,CELL_01239,CELL_01201",Active
CELL_01150,eNB_0178,Site_5082_Sector_1,SITE_0283,26.890461126530052,-79.74942004788018,Southeast,Highway,LTE,n71 (600MHz),Very High,"CELL_00508,CELL_00713,CELL_01444,CELL_00416",Active
CELL_01151,eNB_0124,Site_3801_Sector_1,SITE_0125,41.25022851798564,-73.8360102682079,Southwest,Highway,5G SA,Band 2 (1900MHz),Very High,"CELL_01499,CELL_00176,CELL_00073,CELL_00812,CELL_00114,CELL_00416,CELL_00626",Active
CELL_01152,eNB_0025,Site_9648_Sector_1,SITE_0004,36.58961751432134,-70.31930117723074,Northeast,Suburban,5G NSA,Band 66 (AWS-3),High,"CELL_00971,CELL_00621,CELL_00375",Active
CELL_01153,eNB_0153,Site_3756_Sector_2,SITE_0280,31.49102295790722,-106.88045452059247,Southeast,Highway,5G SA,n41 (2.5GHz),Low,"CELL_00328,CELL_00153,CELL_00070",Active
CELL_01154,eNB_0032,Site_7542_Sector_3,SITE_0097,42.72608070867204,-69.47536794372752,Southwest,Suburban,LTE,Band 12 (700MHz),Medium,"CELL_01374,CELL_01418,CELL_00345,CELL_01224,CELL_00902,CELL_00101,CELL_00670,CELL_00735",Degraded
CELL_01155,eNB_0118,Site_5038_Sector_3,SITE_0283,38.61161731459449,-87.6861941165134,West,Dense Urban,LTE,Band 12 (700MHz),Medium,"CELL_00830,CELL_00462,CELL_00989,CELL_00002,CELL_00806,CELL_00796,CELL_00333,CELL_00430",Active
CELL_01156,eNB_0008,Site_3966_Sector_3,SITE_0252,31.8012112738814,-101.22441573404126,Southwest,Urban,5G SA,n41 (2.5GHz),Medium,"CELL_00206,CELL_00218,CELL_00454,CELL_00480,CELL_01479,CELL_00399,CELL_00346",Active
CELL_01157,eNB_0013,Site_2801_Sector_1,SITE_0338,25.300070078966357,-108.7587213890586,Northeast,Rural,LTE,n41 (2.5GHz),High,"CELL_00036,CELL_00253,CELL_00789",Active
CELL_01158,eNB_0106,Site_8812_Sector_3,SITE_0488,38.406297564370796,-90.24497205858223,West,Highway,5G NSA,Band 4 (AWS),Medium,"CELL_00795,CELL_00541,CELL_00771,CELL_00634,CELL_01424",Active
CELL_01159,eNB_0130,Site_7788_Sector_2,SITE_0316,39.882783666812756,-107.67821936724825,Northeast,Dense Urban,LTE,n71 (600MHz),Medium,"CELL_00356,CELL_00144,CELL_00606",Active
CELL_01160,eNB_0028,Site_7004_Sector_2,SITE_0429,38.25866627472382,-100.73038488347761,Southeast,Dense Urban,5G NSA,Band 12 (700MHz),High,"CELL_00988,CELL_00835,CELL_00757,CELL_00688,CELL_00376,CELL_01411,CELL_00632,CELL_01343",Active
CELL_01161,eNB_0040,Site_3318_Sector_3,SITE_0141,48.33284369332493,-117.40423165769899,Southwest,Highway,LTE,Band 4 (AWS),Medium,"CELL_00647,CELL_01360,CELL_00641,CELL_00626",Active
CELL_01162,eNB_0117,Site_6003_Sector_1,SITE_0238,34.8598374747415,-120.20450728031228,Northeast,Urban,5G NSA,Band 66 (AWS-3),Low,"CELL_00730,CELL_01202,CELL_01250,CELL_00964",Active
CELL_01163,eNB_0085,Site_4295_Sector_3,SITE_0484,31.738695775340997,-80.40608265858762,Southeast,Urban,LTE,Band 66 (AWS-3),Low,"CELL_01022,CELL_00983,CELL_00705",Active
CELL_01164,eNB_0120,Site_2358_Sector_2,SITE_0089,39.96105954201975,-88.5461597446143,West,Dense Urban,LTE,n71 (600MHz),Very High,"CELL_01025,CELL_01143,CELL_00198,CELL_00738,CELL_01094,CELL_01142",Active
CELL_01165,eNB_0128,Site_7523_Sector_1,SITE_0152,38.833682813393246,-80.05814785639235,Northeast,Highway,5G NSA,Band 12 (700MHz),Low,"CELL_01333,CELL_00336,CELL_00135",Active
CELL_01166,eNB_0098,Site_6238_Sector_3,SITE_0134,39.44925159989157,-115.80529488283261,Southeast,Highway,LTE,Band 4 (AWS),Very High,"CELL_00872,CELL_01085,CELL_01207,CELL_00477",Active
CELL_01167,eNB_0074,Site_9897_Sector_2,SITE_0318,47.667555557079666,-103.13516902367626,Midwest,Urban,LTE,Band 4 (AWS),High,"CELL_00258,CELL_00140,CELL_00310,CELL_01463,CELL_00911,CELL_00485",Active
CELL_01168,eNB_0021,Site_1787_Sector_2,SITE_0109,45.49627622716701,-104.97397791885957,Pacific,Highway,5G SA,Band 66 (AWS-3),High,"CELL_01183,CELL_01128,CELL_01117,CELL_01154,CELL_00268,CELL_00139",Active
CELL_01169,eNB_0177,Site_6160_Sector_3,SITE_0373,43.16702028160157,-86.0253180524099,Southwest,Rural,5G NSA,n71 (600MHz),High,"CELL_01070,CELL_01270,CELL_01346,CELL_00425",Degraded
CELL_01170,eNB_0121,Site_1624_Sector_3,SITE_0406,31.85519796195202,-76.24774022684505,Northeast,Urban,LTE,Band 71 (600MHz),Medium,"CELL_01457,CELL_01455,CELL_01303,CELL_00225,CELL_00462",Maintenance
CELL_01171,eNB_0187,Site_3039_Sector_2,SITE_0293,34.09114826840617,-74.75510173247874,Northeast,Suburban,LTE,Band 4 (AWS),Medium,"CELL_00867,CELL_00613,CELL_01312,CELL_00289,CELL_00553,CELL_01016,CELL_01301",Active
CELL_01172,eNB_0176,Site_5483_Sector_1,SITE_0202,44.12160853403688,-71.74294148441408,Pacific,Highway,LTE,Band 2 (1900MHz),Very High,"CELL_00455,CELL_00440,CELL_00965",Active
CELL_01173,eNB_0109,Site_1850_Sector_3,SITE_0400,27.53301774389667,-93.09453511470318,Southeast,Rural,LTE,Band 2 (1900MHz),Very High,"CELL_00093,CELL_00379,CELL_00786",Degraded
CELL_01174,eNB_0009,Site_7988_Sector_1,SITE_0278,26.124321723399028,-114.48494139007217,Midwest,Dense Urban,5G NSA,Band 66 (AWS-3),Medium,"CELL_00853,CELL_01178,CELL_01415,CELL_00470,CELL_00480,CELL_00563,CELL_00158,CELL_01192",Active
CELL_01175,eNB_0031,Site_4868_Sector_1,SITE_0375,33.46154632298397,-100.15171857710824,Southeast,Highway,LTE,n41 (2.5GHz),Medium,"CELL_00409,CELL_00354,CELL_01153,CELL_01066,CELL_01211,CELL_01187",Active
CELL_01176,eNB_0091,Site_8271_Sector_1,SITE_0100,44.65835374690067,-73.31033879494234,Northeast,Suburban,LTE,Band 66 (AWS-3),Very High,"CELL_00704,CELL_01477,CELL_01007,CELL_00251,CELL_01143,CELL_00876",Active
CELL_01177,eNB_0103,Site_7956_Sector_1,SITE_0056,39.46764158733461,-67.14712600520603,Pacific,Rural,5G NSA,n71 (600MHz),Low,"CELL_00441,CELL_01082,CELL_00198,CELL_00387,CELL_01286",Active
CELL_01178,eNB_0053,Site_1485_Sector_3,SITE_0534,30.25779349193082,-121.11767805570351,Northeast,Urban,LTE,n71 (600MHz),Medium,"CELL_00385,CELL_00049,CELL_00052,CELL_00762,CELL_01283",Active
CELL_01179,eNB_0041,Site_5181_Sector_1,SITE_0185,25.157209865588214,-115.06444801936408,Southeast,Highway,LTE,n41 (2.5GHz),High,"CELL_00387,CELL_00540,CELL_00362,CELL_00164,CELL_00279",Active
CELL_01180,eNB_0037,Site_3649_Sector_3,SITE_0308,27.607912480727038,-97.2472569160795,Southeast,Suburban,5G NSA,Band 66 (AWS-3),Very High,"CELL_01500,CELL_00550,CELL_00677,CELL_00955,CELL_00109,CELL_00711",Active
CELL_01181,eNB_0074,Site_9806_Sector_1,SITE_0015,46.65973503177787,-91.39307648774708,Southwest,Suburban,5G SA,Band 2 (1900MHz),Medium,"CELL_01233,CELL_00965,CELL_00907",Active
CELL_01182,eNB_0070,Site_6946_Sector_1,SITE_0162,32.391586466051166,-124.0997751137992,Southwest,Highway,5G SA,n71 (600MHz),High,"CELL_01463,CELL_00521,CELL_01299,CELL_00976,CELL_00226",Degraded
CELL_01183,eNB_0007,Site_5651_Sector_2,SITE_0280,28.01234705225763,-95.80680980487648,Southeast,Dense Urban,5G NSA,Band 4 (AWS),High,"CELL_00298,CELL_00941,CELL_01257",Active
CELL_01184,eNB_0152,Site_6348_Sector_1,SITE_0078,39.377512009486225,-98.26006688418232,Southeast,Urban,LTE,Band 2 (1900MHz),High,"CELL_01149,CELL_00327,CELL_00998,CELL_00305,CELL_00464,CELL_00309",Active
CELL_01185,eNB_0174,Site_2918_Sector_2,SITE_0295,33.817825531146624,-98.44088761777014,Northeast,Dense Urban,5G NSA,Band 2 (1900MHz),High,"CELL_00340,CELL_00834,CELL_01466,CELL_01253,CELL_00977",Active
CELL_01186,eNB_0053,Site_6769_Sector_1,SITE_0034,33.9861564912965,-68.58204553915108,Midwest,Highway,5G NSA,Band 2 (1900MHz),Very High,"CELL_01095,CELL_01417,CELL_01321,CELL_01015,CELL_00901,CELL_00522,CELL_00540",Active
CELL_01187,eNB_0181,Site_3712_Sector_2,SITE_0007,34.96443738379768,-115.0177168373087,Northeast,Suburban,LTE,n41 (2.5GHz),Low,"CELL_00058,CELL_01061,CELL_00890,CELL_00300,CELL_01219,CELL_00189,CELL_00219",Active
CELL_01188,eNB_0156,Site_2794_Sector_2,SITE_0033,36.231834009412296,-84.42994921673449,West,Highway,LTE,n71 (600MHz),High,"CELL_00471,CELL_00436,CELL_01119,CELL_00249,CELL_00443,CELL_00618,CELL_00152,CELL_00592",Active
CELL_01189,eNB_0102,Site_4444_Sector_3,SITE_0451,36.499416172183814,-67.42775427941747,Pacific,Urban,LTE,n41 (2.5GHz),High,"CELL_01362,CELL_00260,CELL_01307,CELL_01181,CELL_01158",Active
CELL_01190,eNB_0110,Site_9846_Sector_3,SITE_0376,48.88836949229088,-124.22465614097507,Southeast,Dense Urban,5G SA,Band 66 (AWS-3),Medium,"CELL_00772,CELL_00665,CELL_00398,CELL_00951,CELL_01271,CELL_00077,CELL_00619",Active
CELL_01191,eNB_0180,Site_8194_Sector_1,SITE_0529,34.384156520789745,-86.22782000093461,Northeast,Urban,5G SA,Band 2 (1900MHz),High,"CELL_00521,CELL_00092,CELL_01170",Active
CELL_01192,eNB_0150,Site_2416_Sector_2,SITE_0005,25.839464024386302,-88.82198395239955,Southeast,Rural,LTE,Band 4 (AWS),High,"CELL_00726,CELL_00192,CELL_00102,CELL_00275,CELL_00930,CELL_01256,CELL_01323",Active
CELL_01193,eNB_0160,Site_8980_Sector_3,SITE_0398,36.46595135919762,-108.18337661812889,Pacific,Urban,5G NSA,n41 (2.5GHz),Medium,"CELL_00770,CELL_00138,CELL_01383,CELL_00548",Active
CELL_01194,eNB_0112,Site_8761_Sector_3,SITE_0432,28.743135898614327,-66.61275149324892,Midwest,Suburban,LTE,Band 2 (1900MHz),Very High,"CELL_01194,CELL_01478,CELL_00638,CELL_00806,CELL_00432,CELL_00764,CELL_00714,CELL_01455",Active
CELL_01195,eNB_0049,Site_2966_Sector_1,SITE_0388,26.277421995887035,-82.80444660140887,Pacific,Urban,5G NSA,Band 71 (600MHz),Very High,"CELL_00154,CELL_00809,CELL_00095,CELL_01221,CELL_00560",Active
CELL_01196,eNB_0045,Site_7151_Sector_1,SITE_0068,28.606059210517984,-102.63571556524488,Pacific,Highway,LTE,n71 (600MHz),Medium,"CELL_01252,CELL_00453,CELL_00141,CELL_00892,CELL_00778,CELL_00723,CELL_01163",Active
CELL_01197,eNB_0107,Site_4228_Sector_1,SITE_0591,27.424467720015105,-66.19314157031346,Northeast,Dense Urban,5G SA,Band 71 (600MHz),High,"CELL_00323,CELL_01094,CELL_00182",Degraded
CELL_01198,eNB_0058,Site_7386_Sector_3,SITE_0519,34.99835009188355,-70.69160988293653,Southeast,Highway,LTE,Band 4 (AWS),Medium,"CELL_00526,CELL_00478,CELL_00407",Active
CELL_01199,eNB_0079,Site_6860_Sector_3,SITE_0587,45.005461334881765,-106.13564252108422,Pacific,Suburban,LTE,n41 (2.5GHz),Medium,"CELL_01110,CELL_00418,CELL_00595,CELL_00054,CELL_00259,CELL_00720,CELL_00486",Active
CELL_01200,eNB_0005,Site_4974_Sector_3,SITE_0589,41.67997971773956,-94.7232835263063,Pacific,Dense Urban,5G SA,Band 66 (AWS-3),High,"CELL_01471,CELL_01300,CELL_00375,CELL_01467,CELL_00173,CELL_01298",Active
CELL_01201,eNB_0193,Site_1578_Sector_3,SITE_0548,46.374843500880296,-97.12627818213733,Northeast,Highway,5G SA,n41 (2.5GHz),Very High,"CELL_00772,CELL_01179,CELL_00282,CELL_01176,CELL_00038,CELL_01292,CELL_01493",Active
CELL_01202,eNB_0135,Site_2241_Sector_2,SITE_0126,27.820095411180397,-119.94804474220454,Northeast,Urban,LTE,Band 12 (700MHz),Medium,"CELL_00258,CELL_00419,CELL_00230,CELL_01452,CELL_01066,CELL_00288,CELL_00781",Active
CELL_01203,eNB_0040,Site_8391_Sector_1,SITE_0317,41.79800398522864,-91.72303833916553,Southeast,Dense Urban,5G NSA,n71 (600MHz),High,"CELL_00457,CELL_01365,CELL_01443,CELL_00055,CELL_01038,CELL_00374,CELL_00930,CELL_01377",Active
CELL_01204,eNB_0158,Site_4219_Sector_3,SITE_0419,38.59317091688619,-112.99124512610733,Southeast,Highway,5G NSA,n71 (600MHz),Low,"CELL_00241,CELL_01264,CELL_01229,CELL_00448,CELL_01329,CELL_00907",Active
CELL_01205,eNB_0008,Site_8301_Sector_2,SITE_0197,44.93982337669715,-101.76523350094372,Midwest,Rural,5G SA,n71 (600MHz),High,"CELL_00396,CELL_00148,CELL_00150,CELL_00255,CELL_00869",Active
CELL_01206,eNB_0086,Site_1262_Sector_1,SITE_0519,26.89863606237327,-121.11522443098143,Pacific,Suburban,5G NSA,n41 (2.5GHz),Medium,"CELL_01281,CELL_00559,CELL_00732,CELL_00659,CELL_00369",Active
CELL_01207,eNB_0050,Site_6794_Sector_3,SITE_0231,35.17431625953319,-106.79391500144479,Southwest,Urban,5G NSA,Band 71 (600MHz),Medium,"CELL_00981,CELL_00192,CELL_00203,CELL_00353,CELL_00133,CELL_01087,CELL_00702,CELL_01134",Active
CELL_01208,eNB_0190,Site_6138_Sector_2,SITE_0066,35.21828902899108,-107.26579867668787,Southwest,Rural,5G SA,Band 4 (AWS),Very High,"CELL_01475,CELL_01426,CELL_01498,CELL_00444,CELL_01181,CELL_00665,CELL_00449",Active
CELL_01209,eNB_0013,Site_7387_Sector_3,SITE_0141,31.378569737614544,-84.4155073490866,Southeast,Rural,5G SA,Band 4 (AWS),Low,"CELL_00500,CELL_01374,CELL_00678,CELL_00739,CELL_00571,CELL_00837",Active
CELL_01210,eNB_0063,Site_2132_Sector_2,SITE_0250,37.40784651509101,-86.40521640675479,Southeast,Suburban,5G NSA,n41 (2.5GHz),Very High,"CELL_00860,CELL_01185,CELL_01346,CELL_01117,CELL_01011",Active
CELL_01211,eNB_0016,Site_9936_Sector_3,SITE_0008,38.6645927964343,-108.58474057887086,Southwest,Highway,5G NSA,Band 66 (AWS-3),High,"CELL_01177,CELL_01120,CELL_00878,CELL_01062,CELL_01100,CELL_00848",Active
CELL_01212,eNB_0094,Site_5695_Sector_3,SITE_0571,47.82798997091452,-121.09544050965874,West,Highway,5G NSA,Band 71 (600MHz),High,"CELL_00581,CELL_01329,CELL_00995,CELL_01205,CELL_00205,CELL_00309,CELL_01050,CELL_00980",Active
CELL_01213,eNB_0138,Site_1349_Sector_1,SITE_0026,38.7031380896464,-102.45289550874898,Northeast,Suburban,5G SA,Band 4 (AWS),Low,"CELL_00161,CELL_00750,CELL_00518,CELL_00982",Maintenance
CELL_01214,eNB_0150,Site_8198_Sector_1,SITE_0305,25.129480701715586,-85.46775250247813,Southeast,Urban,5G NSA,Band 12 (700MHz),Medium,"CELL_00365,CELL_01487,CELL_00750,CELL_00132,CELL_01072,CELL_01196,CELL_01036,CELL_00669",Active
CELL_01215,eNB_0126,Site_7934_Sector_2,SITE_0073,35.577553987086084,-115.264578978727,Pacific,Rural,5G NSA,n41 (2.5GHz),Medium,"CELL_00758,CELL_01370,CELL_00194,CELL_00282,CELL_01090",Active
CELL_01216,eNB_0181,Site_8253_Sector_3,SITE_0369,39.04615673729097,-78.70919648248135,Northeast,Dense Urban,LTE,Band 12 (700MHz),High,"CELL_01338,CELL_00612,CELL_00211,CELL_01007,CELL_00566,CELL_00347",Active
CELL_01217,eNB_0165,Site_8996_Sector_2,SITE_0099,39.988192109555186,-70.34197976433225,Midwest,Urban,LTE,n71 (600MHz),Low,"CELL_01472,CELL_00972,CELL_01119,CELL_01191,CELL_00394,CELL_00773",Active
CELL_01218,eNB_0097,Site_5295_Sector_2,SITE_0228,47.10730694636891,-73.36164689813609,Midwest,Urban,5G NSA,Band 66 (AWS-3),Medium,"CELL_00636,CELL_01456,CELL_00948,CELL_00142",Active
CELL_01219,eNB_0105,Site_3034_Sector_3,SITE_0140,31.304047137656212,-75.39567601556762,West,Urban,LTE,n71 (600MHz),Medium,"CELL_00157,CELL_01223,CELL_00098",Active
CELL_01220,eNB_0104,Site_4616_Sector_1,SITE_0046,47.451369606481116,-79.98881247556639,Southeast,Dense Urban,LTE,Band 66 (AWS-3),Medium,"CELL_01164,CELL_00011,CELL_01262,CELL_00720",Maintenance
CELL_01221,eNB_0119,Site_5333_Sector_1,SITE_0320,25.097963928900505,-96.07964682264065,West,Urban,LTE,Band 66 (AWS-3),High,"CELL_00749,CELL_01495,CELL_00964,CELL_01428,CELL_00733,CELL_01350,CELL_00371",Active
CELL_01222,eNB_0083,Site_4483_Sector_3,SITE_0461,25.29262495572472,-75.38732817035024,Southeast,Urban,5G SA,Band 66 (AWS-3),High,"CELL_01236,CELL_01422,CELL_00335,CELL_00241,CELL_00180",Active
CELL_01223,eNB_0050,Site_5300_Sector_2,SITE_0097,46.09684414517156,-115.10478923787946,Northeast,Rural,5G SA,Band 4 (AWS),Medium,"CELL_01207,CELL_00651,CELL_00828,CELL_01214",Maintenance
