Performance ID,Campaign Name,Asset ID,Date,Channel,Region,Audience Segment,Impressions,Clicks,Conversions,Engagement Rate,Conversion Rate,Spend,Revenue
CP-9525,Sustainability Initiative,BA-1094,2024-05-21,Social Media,LATAM,Consumer,55598,2526,177,4.54,7.01,347.66,27615.32
CP-9526,Sustainability Initiative,BA-1101,2024-05-21,Video,North America,Consumer,20931,741,24,3.54,3.24,88.05,5512.84
CP-9527,Sustainability Initiative,BA-1030,2024-05-21,Email,EMEA,Developer,23011,521,28,2.26,5.37,222.84,6930.76
CP-9528,Sustainability Initiative,BA-1205,2024-05-21,Social Media,LATAM,SMB,69694,2943,218,4.22,7.41,290.90,51169.89
CP-9529,Sustainability Initiative,BA-1205,2024-05-21,Web,LATAM,SMB,23316,392,15,1.68,3.83,122.81,776.82
CP-9530,Sustainability Initiative,BA-1205,2024-05-21,Email,APAC,Enterprise,10862,202,14,1.86,6.93,105.59,2418.49
CP-9531,Sustainability Initiative,BA-1267,2024-05-21,Video,APAC,Creative Professional,12486,729,49,5.84,6.72,35.89,5333.96
CP-9532,Sustainability Initiative,BA-1267,2024-05-21,Display Ads,APAC,SMB,137265,5802,554,4.23,9.55,1354.99,99297.55
CP-9533,Sustainability Initiative,BA-1095,2024-05-21,Display Ads,APAC,Creative Professional,52352,1249,103,2.39,8.25,158.10,16131.31
CP-9534,Sustainability Initiative,BA-1276,2024-05-21,Email,LATAM,Consumer,21508,726,53,3.38,7.30,69.00,10116.44
CP-9535,Sustainability Initiative,BA-1276,2024-05-21,Web,Global,Consumer,25561,1006,96,3.94,9.54,65.85,8140.17
CP-9536,Sustainability Initiative,BA-1171,2024-05-21,Display Ads,APAC,Consumer,122962,5702,142,4.64,2.49,1180.43,9171.46
CP-9537,Sustainability Initiative,BA-1171,2024-05-21,Video,Global,Developer,15516,302,14,1.95,4.64,32.82,1698.29
CP-9538,Sustainability Initiative,BA-1094,2024-05-22,Display Ads,APAC,Consumer,112321,4195,417,3.73,9.94,551.03,58492.58
CP-9539,Sustainability Initiative,BA-1094,2024-05-22,Social Media,LATAM,Creative Professional,35349,1495,36,4.23,2.41,205.61,7435.35
CP-9540,Sustainability Initiative,BA-1101,2024-05-22,Web,EMEA,SMB,22199,603,20,2.72,3.32,207.55,4605.61
CP-9541,Sustainability Initiative,BA-1101,2024-05-22,Video,North America,Developer,16841,229,21,1.36,9.17,50.45,4064.14
CP-9542,Sustainability Initiative,BA-1101,2024-05-22,Display Ads,LATAM,Consumer,105130,2641,142,2.51,5.38,650.46,14945.77
CP-9543,Sustainability Initiative,BA-1030,2024-05-22,Print,Global,SMB,9851,197,15,2.00,7.61,69.10,1758.69
CP-9544,Sustainability Initiative,BA-1205,2024-05-22,Print,Global,Developer,11604,437,20,3.77,4.58,54.61,3376.82
CP-9545,Sustainability Initiative,BA-1267,2024-05-22,Social Media,North America,Creative Professional,66186,2836,132,4.28,4.65,606.04,13991.98
CP-9546,Sustainability Initiative,BA-1267,2024-05-22,Display Ads,North America,Enterprise,107410,6264,197,5.83,3.14,445.48,13775.67
CP-9547,Sustainability Initiative,BA-1267,2024-05-22,Print,EMEA,Developer,15122,517,51,3.42,9.86,138.63,3060.00
CP-9548,Sustainability Initiative,BA-1095,2024-05-22,Social Media,North America,SMB,66394,1782,152,2.68,8.53,375.39,11541.02
CP-9549,Sustainability Initiative,BA-1095,2024-05-22,Video,North America,Enterprise,15479,217,15,1.40,6.91,81.33,2840.41
CP-9550,Sustainability Initiative,BA-1095,2024-05-22,Web,LATAM,SMB,15089,543,22,3.60,4.05,75.57,1873.06
CP-9551,Sustainability Initiative,BA-1276,2024-05-22,Social Media,North America,Creative Professional,34240,741,73,2.16,9.85,265.47,13583.43
CP-9552,Sustainability Initiative,BA-1276,2024-05-22,Print,EMEA,Enterprise,18975,296,9,1.56,3.04,104.45,1550.96
CP-9553,Sustainability Initiative,BA-1171,2024-05-22,Web,North America,Developer,31265,1271,72,4.07,5.66,255.24,10876.56
CP-9554,Sustainability Initiative,BA-1094,2024-05-23,Email,Global,SMB,29781,1330,90,4.47,6.77,65.69,6741.67
CP-9555,Sustainability Initiative,BA-1094,2024-05-23,Print,North America,Developer,13422,278,19,2.07,6.83,27.04,4615.71
CP-9556,Sustainability Initiative,BA-1101,2024-05-23,Social Media,LATAM,Developer,34726,2044,61,5.89,2.98,84.14,7042.25
CP-9557,Sustainability Initiative,BA-1101,2024-05-23,Display Ads,North America,SMB,112721,1752,84,1.55,4.79,369.81,5210.46
CP-9558,Sustainability Initiative,BA-1030,2024-05-23,Display Ads,EMEA,Enterprise,94116,1013,81,1.08,8.00,708.08,17857.59
CP-9559,Sustainability Initiative,BA-1205,2024-05-23,Email,EMEA,Developer,22266,1121,33,5.03,2.94,109.30,6020.64
CP-9560,Sustainability Initiative,BA-1267,2024-05-23,Display Ads,EMEA,SMB,78945,1274,124,1.61,9.73,175.00,11521.39
CP-9561,Sustainability Initiative,BA-1095,2024-05-23,Display Ads,Global,Developer,111735,2534,243,2.27,9.59,749.34,31719.95
CP-9562,Sustainability Initiative,BA-1276,2024-05-23,Display Ads,North America,Enterprise,145604,5080,463,3.49,9.11,338.91,75731.84
CP-9563,Sustainability Initiative,BA-1171,2024-05-23,Web,APAC,SMB,26516,1402,37,5.29,2.64,131.79,6276.36
CP-9564,Sustainability Initiative,BA-1171,2024-05-23,Print,APAC,Creative Professional,13115,721,42,5.50,5.83,77.80,6542.08
CP-9565,Sustainability Initiative,BA-1171,2024-05-23,Video,APAC,Developer,19099,953,69,4.99,7.24,110.48,6336.57
CP-9566,Sustainability Initiative,BA-1094,2024-05-24,Social Media,EMEA,SMB,45891,1708,85,3.72,4.98,152.82,17705.64
CP-9567,Sustainability Initiative,BA-1101,2024-05-24,Email,EMEA,Consumer,29630,894,38,3.02,4.25,88.93,8649.49
CP-9568,Sustainability Initiative,BA-1101,2024-05-24,Print,Global,Enterprise,21969,1000,83,4.55,8.30,149.40,5638.06
CP-9569,Sustainability Initiative,BA-1030,2024-05-24,Social Media,North America,Developer,63480,1411,94,2.22,6.66,457.28,5263.32
CP-9570,Sustainability Initiative,BA-1030,2024-05-24,Email,LATAM,Consumer,19134,1076,77,5.62,7.16,61.23,8401.57
CP-9571,Sustainability Initiative,BA-1030,2024-05-24,Web,North America,Consumer,35419,763,20,2.15,2.62,210.49,4560.52
CP-9572,Sustainability Initiative,BA-1205,2024-05-24,Print,North America,Creative Professional,8382,363,11,4.33,3.03,78.89,1994.54
CP-9573,Sustainability Initiative,BA-1205,2024-05-24,Display Ads,LATAM,Consumer,92925,1910,166,2.06,8.69,316.72,28052.91
CP-9574,Sustainability Initiative,BA-1205,2024-05-24,Web,North America,Developer,16804,510,42,3.03,8.24,157.16,6259.82
CP-9575,Sustainability Initiative,BA-1267,2024-05-24,Display Ads,LATAM,Enterprise,78092,1365,124,1.75,9.08,618.67,12321.25
CP-9576,Sustainability Initiative,BA-1267,2024-05-24,Social Media,LATAM,Enterprise,64616,1122,56,1.74,4.99,213.93,13478.93
CP-9577,Sustainability Initiative,BA-1267,2024-05-24,Web,Global,Developer,32522,862,84,2.65,9.74,263.13,11122.31
CP-9578,Sustainability Initiative,BA-1095,2024-05-24,Print,Global,Consumer,11871,517,51,4.36,9.86,108.52,11990.25
CP-9579,Sustainability Initiative,BA-1095,2024-05-24,Email,APAC,Enterprise,10564,239,10,2.26,4.18,38.99,2149.11
CP-9580,Sustainability Initiative,BA-1095,2024-05-24,Video,Global,Creative Professional,16230,193,19,1.19,9.84,114.70,2958.60
CP-9581,Sustainability Initiative,BA-1276,2024-05-24,Social Media,North America,SMB,48472,1283,70,2.65,5.46,240.77,8237.86
CP-9582,Sustainability Initiative,BA-1171,2024-05-24,Email,EMEA,Consumer,28044,1280,103,4.56,8.05,173.65,22824.23
CP-9583,Sustainability Initiative,BA-1171,2024-05-24,Print,LATAM,Consumer,9684,368,11,3.80,2.99,64.88,2546.54
CP-9584,Sustainability Initiative,BA-1094,2024-05-25,Display Ads,EMEA,Creative Professional,90060,2224,131,2.47,5.89,457.55,23225.77
CP-9585,Sustainability Initiative,BA-1094,2024-05-25,Social Media,Global,Creative Professional,37884,2172,52,5.73,2.39,141.55,5779.15
CP-9586,Sustainability Initiative,BA-1094,2024-05-25,Video,LATAM,Developer,16203,628,24,3.88,3.82,89.02,3855.08
CP-9587,Sustainability Initiative,BA-1101,2024-05-25,Print,LATAM,Consumer,20909,650,24,3.11,3.69,167.69,1235.84
CP-9588,Sustainability Initiative,BA-1101,2024-05-25,Social Media,EMEA,SMB,25379,1033,88,4.07,8.52,191.91,14016.54
CP-9589,Sustainability Initiative,BA-1030,2024-05-25,Email,North America,Enterprise,14572,669,25,4.59,3.74,56.03,5449.26
CP-9590,Sustainability Initiative,BA-1205,2024-05-25,Display Ads,North America,Developer,128440,4101,343,3.19,8.36,901.15,35576.42
CP-9591,Sustainability Initiative,BA-1205,2024-05-25,Social Media,Global,Creative Professional,35860,2053,202,5.73,9.84,251.26,47051.84
CP-9592,Sustainability Initiative,BA-1205,2024-05-25,Web,APAC,SMB,31878,1515,67,4.75,4.42,173.69,16180.76
CP-9593,Sustainability Initiative,BA-1267,2024-05-25,Web,North America,SMB,32290,1556,31,4.82,1.99,259.54,4183.99
CP-9594,Sustainability Initiative,BA-1267,2024-05-25,Print,EMEA,Developer,11704,147,14,1.26,9.52,29.68,2685.60
CP-9595,Sustainability Initiative,BA-1095,2024-05-25,Display Ads,Global,Enterprise,59616,1610,78,2.70,4.84,217.27,12303.13
CP-9596,Sustainability Initiative,BA-1095,2024-05-25,Social Media,APAC,SMB,53157,2252,108,4.24,4.80,298.16,19569.37
CP-9597,Sustainability Initiative,BA-1095,2024-05-25,Web,LATAM,Developer,43405,752,38,1.73,5.05,185.71,4334.35
CP-9598,Sustainability Initiative,BA-1276,2024-05-25,Video,North America,Developer,14494,393,28,2.71,7.12,60.76,1415.20
CP-9599,Sustainability Initiative,BA-1276,2024-05-25,Web,North America,SMB,39691,820,70,2.07,8.54,169.15,12348.52
CP-9600,Sustainability Initiative,BA-1171,2024-05-25,Email,APAC,SMB,19025,733,68,3.85,9.28,117.89,14404.09
CP-9601,Sustainability Initiative,BA-1171,2024-05-25,Social Media,LATAM,Consumer,65768,3254,91,4.95,2.80,614.59,6447.08
CP-9602,Sustainability Initiative,BA-1171,2024-05-25,Web,Global,SMB,26997,993,80,3.68,8.06,83.29,8812.19
CP-9603,Sustainability Initiative,BA-1094,2024-05-26,Web,LATAM,Creative Professional,31764,1365,124,4.30,9.08,137.77,13269.82
CP-9604,Sustainability Initiative,BA-1101,2024-05-26,Display Ads,North America,Consumer,134728,3525,243,2.62,6.89,974.20,26831.79
CP-9605,Sustainability Initiative,BA-1101,2024-05-26,Web,North America,SMB,37602,1428,117,3.80,8.19,200.47,27477.91
CP-9606,Sustainability Initiative,BA-1030,2024-05-26,Web,Global,Enterprise,24196,1425,113,5.89,7.93,130.40,6563.97
CP-9607,Sustainability Initiative,BA-1030,2024-05-26,Video,LATAM,Consumer,14405,668,48,4.64,7.19,139.98,5972.10
CP-9608,Sustainability Initiative,BA-1030,2024-05-26,Print,LATAM,Enterprise,22321,457,29,2.05,6.35,222.04,1557.07
CP-9609,Sustainability Initiative,BA-1205,2024-05-26,Print,APAC,Developer,17116,416,31,2.43,7.45,41.30,7557.17
CP-9610,Sustainability Initiative,BA-1205,2024-05-26,Email,LATAM,Developer,15067,511,29,3.39,5.68,103.26,6891.99
CP-9611,Sustainability Initiative,BA-1267,2024-05-26,Web,Global,Consumer,20810,839,61,4.03,7.27,96.82,9659.51
CP-9612,Sustainability Initiative,BA-1267,2024-05-26,Email,Global,Consumer,20636,701,47,3.40,6.70,57.77,11471.74
CP-9613,Sustainability Initiative,BA-1095,2024-05-26,Social Media,EMEA,Consumer,72702,3467,217,4.77,6.26,355.69,35549.68
CP-9614,Sustainability Initiative,BA-1095,2024-05-26,Display Ads,APAC,Enterprise,126745,7160,237,5.65,3.31,1044.72,16102.23
CP-9615,Sustainability Initiative,BA-1276,2024-05-26,Web,Global,Creative Professional,26301,414,35,1.57,8.45,230.66,2491.70
CP-9616,Sustainability Initiative,BA-1276,2024-05-26,Social Media,Global,Creative Professional,37166,1787,137,4.81,7.67,355.66,21584.53
CP-9617,Sustainability Initiative,BA-1171,2024-05-26,Display Ads,LATAM,Consumer,75605,3736,202,4.94,5.41,516.40,40900.19
CP-9618,Sustainability Initiative,BA-1171,2024-05-26,Email,APAC,Creative Professional,18526,584,19,3.15,3.25,70.99,1332.44
CP-9619,Sustainability Initiative,BA-1171,2024-05-26,Social Media,EMEA,Creative Professional,41268,1562,91,3.79,5.83,118.37,4821.50
CP-9620,Sustainability Initiative,BA-1094,2024-05-27,Display Ads,Global,Consumer,145213,7376,582,5.08,7.89,642.54,54035.59
CP-9621,Sustainability Initiative,BA-1094,2024-05-27,Print,Global,Enterprise,18376,398,35,2.17,8.79,123.53,5460.35
CP-9622,Sustainability Initiative,BA-1101,2024-05-27,Print,Global,SMB,19673,632,37,3.21,5.85,84.25,2203.78
CP-9623,Sustainability Initiative,BA-1101,2024-05-27,Web,APAC,Enterprise,31032,1680,43,5.41,2.56,257.33,6423.32
CP-9624,Sustainability Initiative,BA-1030,2024-05-27,Print,North America,SMB,15498,881,21,5.68,2.38,93.07,2640.76
CP-9625,Sustainability Initiative,BA-1030,2024-05-27,Social Media,APAC,SMB,25303,1249,61,4.94,4.88,197.47,6208.30
CP-9626,Sustainability Initiative,BA-1030,2024-05-27,Display Ads,EMEA,Consumer,115668,1972,59,1.70,2.99,954.49,9233.21
CP-9627,Sustainability Initiative,BA-1205,2024-05-27,Print,EMEA,Creative Professional,9666,314,31,3.25,9.87,88.54,5187.63
CP-9628,Sustainability Initiative,BA-1205,2024-05-27,Email,Global,Consumer,21605,860,35,3.98,4.07,46.37,4653.66
CP-9629,Sustainability Initiative,BA-1205,2024-05-27,Social Media,APAC,Consumer,35964,1885,152,5.24,8.06,292.27,30530.99
CP-9630,Sustainability Initiative,BA-1267,2024-05-27,Web,Global,SMB,24912,565,44,2.27,7.79,203.37,3322.09
CP-9631,Sustainability Initiative,BA-1267,2024-05-27,Display Ads,North America,SMB,105378,5532,445,5.25,8.04,578.68,32274.27
CP-9632,Sustainability Initiative,BA-1267,2024-05-27,Social Media,Global,Creative Professional,52107,1496,118,2.87,7.89,203.38,16752.02
CP-9633,Sustainability Initiative,BA-1095,2024-05-27,Print,EMEA,SMB,15531,542,17,3.49,3.14,75.74,1949.60
CP-9634,Sustainability Initiative,BA-1095,2024-05-27,Social Media,APAC,Developer,61849,1662,136,2.69,8.18,537.51,22955.77
CP-9635,Sustainability Initiative,BA-1095,2024-05-27,Email,North America,Creative Professional,17003,306,7,1.80,2.29,133.16,1481.31
CP-9636,Sustainability Initiative,BA-1276,2024-05-27,Video,EMEA,Creative Professional,20384,760,19,3.73,2.50,128.95,3352.55
CP-9637,Sustainability Initiative,BA-1276,2024-05-27,Social Media,North America,Enterprise,64787,1835,142,2.83,7.74,188.48,10136.75
CP-9638,Sustainability Initiative,BA-1276,2024-05-27,Web,EMEA,SMB,22098,359,29,1.62,8.08,101.77,4607.20
CP-9639,Sustainability Initiative,BA-1171,2024-05-27,Email,APAC,Developer,13007,391,33,3.01,8.44,87.57,5486.17
CP-9640,Sustainability Initiative,BA-1094,2024-05-28,Print,EMEA,Creative Professional,11969,341,12,2.85,3.52,79.56,2696.67
CP-9641,Sustainability Initiative,BA-1094,2024-05-28,Video,LATAM,Developer,11178,462,17,4.13,3.68,37.08,1026.97
CP-9642,Sustainability Initiative,BA-1101,2024-05-28,Display Ads,EMEA,Enterprise,147709,8808,672,5.96,7.63,1003.16,103098.86
CP-9643,Sustainability Initiative,BA-1101,2024-05-28,Social Media,North America,SMB,49878,2991,219,6.00,7.32,307.90,28199.59
CP-9644,Sustainability Initiative,BA-1030,2024-05-28,Display Ads,LATAM,Creative Professional,78503,2155,142,2.75,6.59,641.76,24613.25
CP-9645,Sustainability Initiative,BA-1030,2024-05-28,Video,LATAM,Creative Professional,14734,401,34,2.72,8.48,98.97,6011.77
CP-9646,Sustainability Initiative,BA-1205,2024-05-28,Video,LATAM,Developer,17088,385,24,2.25,6.23,59.91,5151.34
CP-9647,Sustainability Initiative,BA-1205,2024-05-28,Social Media,North America,Developer,62681,3473,140,5.54,4.03,511.96,8798.45
CP-9648,Sustainability Initiative,BA-1267,2024-05-28,Social Media,LATAM,SMB,66391,3251,178,4.90,5.48,213.13,15942.72
CP-9649,Sustainability Initiative,BA-1095,2024-05-28,Video,APAC,Enterprise,17489,399,20,2.28,5.01,83.15,2703.90
CP-9650,Sustainability Initiative,BA-1095,2024-05-28,Social Media,Global,Creative Professional,32977,1166,103,3.54,8.83,71.23,21521.77
CP-9651,Sustainability Initiative,BA-1095,2024-05-28,Web,APAC,Creative Professional,37937,754,73,1.99,9.68,258.36,17040.78
CP-9652,Sustainability Initiative,BA-1276,2024-05-28,Web,EMEA,Developer,18206,959,92,5.27,9.59,133.09,5839.16
CP-9653,Sustainability Initiative,BA-1276,2024-05-28,Video,LATAM,Developer,12942,428,28,3.31,6.54,86.11,5794.30
CP-9654,Sustainability Initiative,BA-1171,2024-05-28,Social Media,LATAM,SMB,27985,1050,87,3.75,8.29,94.02,12479.61
CP-9655,Sustainability Initiative,BA-1094,2024-05-29,Print,North America,Enterprise,16496,365,27,2.21,7.40,36.63,5245.50
CP-9656,Sustainability Initiative,BA-1094,2024-05-29,Video,APAC,SMB,8605,238,17,2.77,7.14,32.94,1829.65
CP-9657,Sustainability Initiative,BA-1101,2024-05-29,Print,Global,Enterprise,12833,256,18,1.99,7.03,46.56,3382.59
CP-9658,Sustainability Initiative,BA-1101,2024-05-29,Email,Global,SMB,23559,374,9,1.59,2.41,123.39,1915.33
CP-9659,Sustainability Initiative,BA-1030,2024-05-29,Social Media,Global,Developer,30244,1312,107,4.34,8.16,85.67,10524.35
CP-9660,Sustainability Initiative,BA-1030,2024-05-29,Video,LATAM,Consumer,17420,214,15,1.23,7.01,130.37,3254.82
CP-9661,Sustainability Initiative,BA-1205,2024-05-29,Email,LATAM,Creative Professional,28635,746,46,2.61,6.17,242.71,3158.37
CP-9662,Sustainability Initiative,BA-1267,2024-05-29,Print,North America,Enterprise,18297,781,23,4.27,2.94,162.39,2518.91
CP-9663,Sustainability Initiative,BA-1267,2024-05-29,Display Ads,Global,SMB,64703,3764,197,5.82,5.23,273.05,12431.75
CP-9664,Sustainability Initiative,BA-1267,2024-05-29,Email,LATAM,Enterprise,29717,522,35,1.76,6.70,229.68,7421.17
CP-9665,Sustainability Initiative,BA-1095,2024-05-29,Social Media,EMEA,Developer,60934,1128,54,1.85,4.79,195.11,7761.79
CP-9666,Sustainability Initiative,BA-1276,2024-05-29,Web,APAC,Creative Professional,30356,585,14,1.93,2.39,230.26,2055.73
CP-9667,Sustainability Initiative,BA-1276,2024-05-29,Social Media,LATAM,Creative Professional,46583,1607,154,3.45,9.58,397.22,14293.70
CP-9668,Sustainability Initiative,BA-1276,2024-05-29,Print,North America,Developer,16258,347,29,2.13,8.36,112.97,5809.23
CP-9669,Sustainability Initiative,BA-1171,2024-05-29,Display Ads,EMEA,Consumer,126203,7395,425,5.86,5.75,773.30,81251.75
CP-9670,Sustainability Initiative,BA-1094,2024-05-30,Display Ads,North America,SMB,105158,1457,131,1.39,8.99,475.36,22210.16
CP-9671,Sustainability Initiative,BA-1094,2024-05-30,Video,LATAM,Enterprise,21816,821,18,3.76,2.19,189.19,3617.48
CP-9672,Sustainability Initiative,BA-1101,2024-05-30,Social Media,LATAM,SMB,39902,881,70,2.21,7.95,237.46,6976.85
CP-9673,Sustainability Initiative,BA-1030,2024-05-30,Video,Global,Creative Professional,17642,984,33,5.58,3.35,94.65,3714.19
CP-9674,Sustainability Initiative,BA-1030,2024-05-30,Web,North America,Developer,38165,1649,75,4.32,4.55,137.61,4612.58
CP-9675,Sustainability Initiative,BA-1205,2024-05-30,Web,Global,SMB,44623,459,37,1.03,8.06,272.37,3882.43
CP-9676,Sustainability Initiative,BA-1267,2024-05-30,Video,EMEA,Consumer,15587,678,33,4.35,4.87,87.67,7823.49
CP-9677,Sustainability Initiative,BA-1267,2024-05-30,Print,LATAM,SMB,16885,811,43,4.80,5.30,54.89,10013.16
CP-9678,Sustainability Initiative,BA-1267,2024-05-30,Social Media,APAC,Consumer,30712,557,49,1.81,8.80,80.69,9024.14
CP-9679,Sustainability Initiative,BA-1095,2024-05-30,Email,APAC,Creative Professional,13659,799,77,5.85,9.64,134.22,13605.16
CP-9680,Sustainability Initiative,BA-1276,2024-05-30,Web,EMEA,Consumer,23448,257,17,1.10,6.61,141.08,1625.16
CP-9681,Sustainability Initiative,BA-1276,2024-05-30,Print,LATAM,SMB,12103,271,14,2.24,5.17,30.58,852.03
CP-9682,Sustainability Initiative,BA-1276,2024-05-30,Video,LATAM,Creative Professional,8923,312,29,3.50,9.29,19.58,4346.02
CP-9683,Sustainability Initiative,BA-1171,2024-05-30,Email,North America,Creative Professional,21400,1219,65,5.70,5.33,58.48,11505.88
CP-9684,Sustainability Initiative,BA-1094,2024-05-31,Social Media,EMEA,Developer,49604,2001,184,4.03,9.20,459.33,36730.09
CP-9685,Sustainability Initiative,BA-1094,2024-05-31,Email,North America,Developer,11978,201,9,1.68,4.48,30.01,1735.62
CP-9686,Sustainability Initiative,BA-1101,2024-05-31,Web,EMEA,Enterprise,35664,676,37,1.90,5.47,166.97,6580.38
CP-9687,Sustainability Initiative,BA-1030,2024-05-31,Display Ads,APAC,Consumer,132637,5300,333,4.00,6.28,824.17,20369.65
CP-9688,Sustainability Initiative,BA-1030,2024-05-31,Print,North America,Developer,17513,794,58,4.53,7.30,58.89,9705.16
CP-9689,Sustainability Initiative,BA-1030,2024-05-31,Web,LATAM,SMB,39011,1689,114,4.33,6.75,218.53,15272.15
CP-9690,Sustainability Initiative,BA-1205,2024-05-31,Video,North America,Developer,18709,652,48,3.48,7.36,67.09,8234.73
CP-9691,Sustainability Initiative,BA-1205,2024-05-31,Social Media,Global,Enterprise,47517,1726,140,3.63,8.11,269.88,19010.68
CP-9692,Sustainability Initiative,BA-1205,2024-05-31,Display Ads,EMEA,Creative Professional,99058,2169,209,2.19,9.64,476.74,18633.36
CP-9693,Sustainability Initiative,BA-1267,2024-05-31,Display Ads,North America,Developer,60831,2049,178,3.37,8.69,197.37,33363.26
CP-9694,Sustainability Initiative,BA-1095,2024-05-31,Email,North America,SMB,16663,312,24,1.87,7.69,94.77,4779.13
CP-9695,Sustainability Initiative,BA-1095,2024-05-31,Web,LATAM,Creative Professional,27421,1500,109,5.47,7.27,153.64,16034.38
CP-9696,Sustainability Initiative,BA-1276,2024-05-31,Display Ads,Global,Developer,122201,4132,389,3.38,9.41,727.63,38194.39
CP-9697,Sustainability Initiative,BA-1276,2024-05-31,Social Media,North America,SMB,60834,799,69,1.31,8.64,273.27,4168.62
CP-9698,Sustainability Initiative,BA-1276,2024-05-31,Video,Global,Developer,8082,234,8,2.90,3.42,33.87,785.79
CP-9699,Sustainability Initiative,BA-1171,2024-05-31,Display Ads,EMEA,SMB,97022,3597,108,3.71,3.00,365.39,15899.20
CP-9700,Sustainability Initiative,BA-1171,2024-05-31,Video,LATAM,SMB,9379,504,28,5.37,5.56,19.76,4054.82
CP-9701,Sustainability Initiative,BA-1171,2024-05-31,Print,North America,SMB,13886,375,14,2.70,3.73,52.79,1666.68
CP-9702,Sustainability Initiative,BA-1094,2024-06-01,Web,LATAM,Creative Professional,37832,1790,114,4.73,6.37,174.56,12091.51
CP-9703,Sustainability Initiative,BA-1094,2024-06-01,Social Media,APAC,Consumer,54968,1276,38,2.32,2.98,270.00,8063.92
CP-9704,Sustainability Initiative,BA-1101,2024-06-01,Video,APAC,Enterprise,15242,589,27,3.86,4.58,45.64,4976.46
CP-9705,Sustainability Initiative,BA-1101,2024-06-01,Print,North America,SMB,19367,553,39,2.86,7.05,91.70,8802.80
CP-9706,Sustainability Initiative,BA-1101,2024-06-01,Web,LATAM,Consumer,20000,261,22,1.31,8.43,142.58,4310.40
CP-9707,Sustainability Initiative,BA-1030,2024-06-01,Email,APAC,Developer,17402,176,5,1.01,2.84,39.52,492.31
CP-9708,Sustainability Initiative,BA-1030,2024-06-01,Print,LATAM,Creative Professional,14436,742,30,5.14,4.04,135.82,7451.19
CP-9709,Sustainability Initiative,BA-1030,2024-06-01,Social Media,EMEA,Creative Professional,41769,1341,49,3.21,3.65,355.89,7882.97
CP-9710,Sustainability Initiative,BA-1205,2024-06-01,Social Media,LATAM,Enterprise,64610,3662,150,5.67,4.10,191.09,10508.84
CP-9711,Sustainability Initiative,BA-1205,2024-06-01,Print,Global,Consumer,21730,904,18,4.16,1.99,75.67,4227.54
CP-9712,Sustainability Initiative,BA-1267,2024-06-01,Video,APAC,Developer,18356,1066,42,5.81,3.94,90.31,2196.48
CP-9713,Sustainability Initiative,BA-1095,2024-06-01,Web,APAC,Developer,31210,1436,53,4.60,3.69,236.38,3247.86
CP-9714,Sustainability Initiative,BA-1095,2024-06-01,Video,LATAM,Developer,18292,418,35,2.29,8.37,70.39,2605.78
CP-9715,Sustainability Initiative,BA-1276,2024-06-01,Print,APAC,Developer,18744,197,15,1.05,7.61,133.28,1452.21
CP-9716,Sustainability Initiative,BA-1276,2024-06-01,Email,APAC,SMB,26779,553,40,2.07,7.23,219.56,4799.08
CP-9717,Sustainability Initiative,BA-1276,2024-06-01,Web,Global,Creative Professional,29724,1671,140,5.62,8.38,150.59,11873.35
CP-9718,Sustainability Initiative,BA-1171,2024-06-01,Social Media,North America,Developer,57630,2852,276,4.95,9.68,489.28,44377.19
CP-9719,Sustainability Initiative,BA-1171,2024-06-01,Display Ads,EMEA,Consumer,51380,1031,70,2.01,6.79,343.20,9032.27
CP-9720,Sustainability Initiative,BA-1094,2024-06-02,Email,Global,Enterprise,16707,382,34,2.29,8.90,155.40,6627.39
CP-9721,Sustainability Initiative,BA-1094,2024-06-02,Web,North America,Consumer,25300,918,83,3.63,9.04,233.49,18238.22
CP-9722,Sustainability Initiative,BA-1101,2024-06-02,Print,Global,Creative Professional,13301,525,27,3.95,5.14,88.10,3401.47
CP-9723,Sustainability Initiative,BA-1030,2024-06-02,Display Ads,Global,Creative Professional,116277,5947,273,5.11,4.59,620.35,26672.78
CP-9724,Sustainability Initiative,BA-1030,2024-06-02,Web,EMEA,Enterprise,22071,672,24,3.04,3.57,138.80,2500.88
CP-9725,Sustainability Initiative,BA-1030,2024-06-02,Print,APAC,Developer,15122,375,10,2.48,2.67,131.47,1985.44
CP-9726,Sustainability Initiative,BA-1205,2024-06-02,Web,North America,Consumer,33074,1238,86,3.74,6.95,213.55,10625.59
CP-9727,Sustainability Initiative,BA-1205,2024-06-02,Video,Global,Creative Professional,16391,967,28,5.90,2.90,95.08,2692.53
CP-9728,Sustainability Initiative,BA-1205,2024-06-02,Email,Global,Creative Professional,23039,673,21,2.92,3.12,108.58,3714.74
CP-9729,Sustainability Initiative,BA-1267,2024-06-02,Email,APAC,Consumer,20449,660,58,3.23,8.79,160.77,11288.68
CP-9730,Sustainability Initiative,BA-1267,2024-06-02,Print,LATAM,Consumer,10608,535,46,5.04,8.60,54.79,8157.62
CP-9731,Sustainability Initiative,BA-1095,2024-06-02,Print,North America,Consumer,7628,332,24,4.35,7.23,54.89,4807.96
CP-9732,Sustainability Initiative,BA-1276,2024-06-02,Web,Global,SMB,31566,454,40,1.44,8.81,287.59,9952.94
CP-9733,Sustainability Initiative,BA-1276,2024-06-02,Print,North America,SMB,11367,340,11,2.99,3.24,80.79,1067.70
