Event ID,Asset ID,Timestamp,Action Type,User ID,Department,Device Type,Duration Seconds,Session ID
AE-15134,BA-1273,2025-03-22T09:31:32.436Z,Comment Added,user-1057,Regional Marketing,Tablet,,session-8421
AE-11379,BA-1203,2025-03-22T09:55:42.972Z,View,user-1106,Regional Marketing,Desktop,415,session-2463
AE-14561,BA-1260,2025-03-22T10:56:57.267Z,Rejected,user-1363,Creative,Desktop,,session-4209
AE-3461,BA-1061,2025-03-22T11:32:27.361Z,Edit Request,user-1150,Regional Marketing,Tablet,2654,session-1275
AE-2135,BA-1038,2025-03-22T12:07:43.416Z,Rejected,user-1392,Digital,Tablet,,session-7818
AE-922,BA-1019,2025-03-22T13:47:53.943Z,Download,user-1410,Brand Management,Tablet,,session-8595
AE-2757,BA-1048,2025-03-22T14:16:43.952Z,Share,user-1165,Marketing,Desktop,,session-9751
AE-11148,BA-1199,2025-03-22T14:16:54.499Z,View,user-1457,Brand Management,Tablet,606,session-837
AE-3605,BA-1065,2025-03-22T15:11:52.442Z,View,user-1037,Sales,Tablet,70,session-7256
AE-1581,BA-1030,2025-03-22T15:18:50.127Z,Edit Request,user-1198,Brand Management,Mobile,1205,session-210
AE-12733,BA-1231,2025-03-22T16:18:41.653Z,Comment Added,user-1200,Sales,Desktop,,session-8422
AE-6857,BA-1121,2025-03-22T17:46:58.722Z,View,user-1220,Creative,Desktop,484,session-6134
AE-11983,BA-1215,2025-03-22T17:49:52.240Z,Approval Submitted,user-1143,Product,Desktop,,session-3356
AE-12647,BA-1230,2025-03-22T19:09:27.764Z,Comment Added,user-1363,Product,Desktop,,session-9523
AE-15015,BA-1270,2025-03-22T20:51:57.049Z,View,user-1151,Brand Management,Desktop,331,session-8684
AE-28,BA-1001,2025-03-22T22:43:23.964Z,Approved,user-1497,Product,Desktop,,session-7470
AE-13583,BA-1244,2025-03-22T23:18:02.624Z,Approval Submitted,user-1107,Brand Management,Desktop,,session-5370
AE-124,BA-1003,2025-03-22T23:50:36.844Z,Share,user-1246,Creative,Tablet,,session-1497
AE-6164,BA-1111,2025-03-23T00:43:31.675Z,Rejected,user-1375,Digital,Tablet,,session-3669
AE-1096,BA-1021,2025-03-23T01:11:54.988Z,Approved,user-1056,Digital,Mobile,,session-5081
AE-8600,BA-1152,2025-03-23T01:49:01.731Z,Approved,user-1453,Product,Mobile,,session-6000
AE-969,BA-1019,2025-03-23T02:24:52.359Z,View,user-1034,Digital,Mobile,523,session-4357
AE-2631,BA-1046,2025-03-23T03:55:55.091Z,Download,user-1084,Marketing,Mobile,,session-2978
AE-351,BA-1007,2025-03-23T04:14:27.751Z,Download,user-1216,Digital,Tablet,,session-6906
AE-11480,BA-1204,2025-03-23T05:03:49.668Z,Rejected,user-1457,Product,Desktop,,session-4592
AE-12346,BA-1225,2025-03-23T05:34:43.568Z,Download,user-1189,Marketing,Tablet,,session-6939
AE-10111,BA-1180,2025-03-23T05:59:19.397Z,Share,user-1297,Marketing,Mobile,,session-7621
AE-12093,BA-1218,2025-03-23T07:29:01.730Z,Share,user-1370,Digital,Mobile,,session-9832
AE-1912,BA-1035,2025-03-23T07:45:25.555Z,Download,user-1429,Marketing,Mobile,,session-3665
AE-2662,BA-1047,2025-03-23T08:30:14.300Z,Rejected,user-1158,Regional Marketing,Tablet,,session-7337
AE-9579,BA-1172,2025-03-23T10:05:07.014Z,Edit Request,user-1457,Sales,Desktop,636,session-1492
AE-6983,BA-1124,2025-03-23T12:57:33.527Z,Rejected,user-1017,Product,Tablet,,session-3356
AE-5850,BA-1104,2025-03-23T13:16:56.465Z,Rejected,user-1401,Sales,Desktop,,session-7316
AE-6110,BA-1110,2025-03-23T15:44:48.872Z,Download,user-1045,Regional Marketing,Tablet,,session-1421
AE-11009,BA-1197,2025-03-23T16:33:31.183Z,Download,user-1323,Brand Management,Tablet,,session-9978
AE-14792,BA-1264,2025-03-23T19:34:54.206Z,Comment Added,user-1029,Brand Management,Desktop,,session-6314
AE-15658,BA-1282,2025-03-23T19:46:56.903Z,Comment Added,user-1309,Sales,Mobile,,session-4739
AE-4420,BA-1081,2025-03-23T22:38:19.213Z,Edit Request,user-1286,Regional Marketing,Tablet,3827,session-4015
AE-15326,BA-1276,2025-03-23T23:43:28.837Z,Share,user-1304,Regional Marketing,Desktop,,session-7594
AE-1681,BA-1031,2025-03-24T00:19:24.670Z,Download,user-1114,Marketing,Tablet,,session-1093
AE-4140,BA-1074,2025-03-24T02:22:22.749Z,View,user-1260,Marketing,Tablet,46,session-1784
AE-13275,BA-1239,2025-03-24T02:39:54.826Z,Edit Request,user-1185,Regional Marketing,Desktop,1891,session-9981
AE-9660,BA-1173,2025-03-24T05:31:49.091Z,View,user-1240,Creative,Desktop,505,session-1501
AE-10319,BA-1183,2025-03-24T06:14:17.338Z,Approval Submitted,user-1087,Regional Marketing,Tablet,,session-2811
AE-15771,BA-1283,2025-03-24T07:10:28.286Z,Share,user-1396,Digital,Mobile,,session-4645
AE-6925,BA-1122,2025-03-24T07:16:32.576Z,Approved,user-1052,Regional Marketing,Desktop,,session-7018
AE-1237,BA-1026,2025-03-24T08:36:35.114Z,Share,user-1290,Creative,Mobile,,session-8445
AE-4528,BA-1083,2025-03-24T08:53:35.135Z,Comment Added,user-1315,Marketing,Mobile,,session-4207
AE-4187,BA-1075,2025-03-24T10:31:58.955Z,View,user-1058,Marketing,Tablet,299,session-6355
AE-12357,BA-1225,2025-03-24T11:57:59.353Z,Edit Request,user-1357,Product,Tablet,1905,session-3592
AE-9107,BA-1163,2025-03-24T12:06:06.698Z,Comment Added,user-1305,Product,Mobile,,session-8519
AE-7411,BA-1131,2025-03-24T14:45:30.876Z,Download,user-1093,Creative,Desktop,,session-949
AE-12200,BA-1221,2025-03-24T16:30:44.189Z,Edit Request,user-1311,Marketing,Mobile,3169,session-2867
AE-5650,BA-1101,2025-03-24T18:07:01.382Z,Approval Submitted,user-1118,Digital,Tablet,,session-4358
AE-10866,BA-1194,2025-03-24T18:29:00.083Z,Approved,user-1021,Product,Tablet,,session-8725
AE-5034,BA-1092,2025-03-24T18:31:48.204Z,Approved,user-1343,Creative,Mobile,,session-2899
AE-6480,BA-1115,2025-03-24T18:50:01.208Z,View,user-1117,Digital,Desktop,460,session-568
AE-12976,BA-1234,2025-03-24T19:24:01.731Z,Rejected,user-1204,Sales,Mobile,,session-6264
AE-2185,BA-1039,2025-03-24T19:52:21.348Z,Rejected,user-1405,Product,Tablet,,session-4127
AE-12279,BA-1224,2025-03-24T19:54:16.497Z,Rejected,user-1428,Creative,Mobile,,session-3730
AE-5338,BA-1097,2025-03-24T21:03:29.282Z,Approval Submitted,user-1112,Product,Tablet,,session-9387
AE-8997,BA-1162,2025-03-24T21:44:10.923Z,Edit Request,user-1370,Sales,Tablet,391,session-4004
AE-4679,BA-1085,2025-03-24T22:45:50.575Z,View,user-1266,Brand Management,Desktop,137,session-8381
AE-6737,BA-1119,2025-03-24T23:01:27.607Z,Comment Added,user-1179,Product,Desktop,,session-5029
AE-11105,BA-1199,2025-03-24T23:21:55.196Z,Rejected,user-1100,Marketing,Tablet,,session-7673
AE-2621,BA-1046,2025-03-25T00:52:54.514Z,Share,user-1222,Marketing,Mobile,,session-9369
AE-5575,BA-1101,2025-03-25T02:19:49.649Z,View,user-1404,Sales,Desktop,354,session-8355
AE-505,BA-1010,2025-03-25T02:44:53.094Z,Edit Request,user-1174,Brand Management,Mobile,636,session-7790
AE-5740,BA-1103,2025-03-25T03:33:43.803Z,Approved,user-1381,Marketing,Mobile,,session-7168
AE-2333,BA-1042,2025-03-25T04:04:13.487Z,Download,user-1498,Digital,Mobile,,session-3921
AE-6139,BA-1110,2025-03-25T04:24:19.981Z,Download,user-1057,Marketing,Desktop,,session-7066
AE-15127,BA-1273,2025-03-25T05:17:20.121Z,Download,user-1181,Brand Management,Desktop,,session-8372
AE-4822,BA-1088,2025-03-25T06:22:02.505Z,View,user-1270,Sales,Desktop,96,session-2838
AE-11443,BA-1204,2025-03-25T06:29:42.561Z,Rejected,user-1174,Sales,Mobile,,session-5650
AE-2008,BA-1036,2025-03-25T06:54:28.240Z,Rejected,user-1436,Regional Marketing,Tablet,,session-4130
AE-2119,BA-1038,2025-03-25T07:04:22.757Z,View,user-1386,Regional Marketing,Desktop,509,session-6127
AE-1113,BA-1022,2025-03-25T08:55:27.217Z,Approved,user-1128,Creative,Tablet,,session-8359
AE-7085,BA-1125,2025-03-25T10:10:10.754Z,Share,user-1324,Digital,Desktop,,session-7394
AE-128,BA-1003,2025-03-25T10:13:37.902Z,Approval Submitted,user-1000,Regional Marketing,Mobile,,session-477
AE-8168,BA-1143,2025-03-25T10:38:34.038Z,Approved,user-1053,Creative,Desktop,,session-8409
AE-15630,BA-1282,2025-03-25T11:02:52.409Z,Download,user-1351,Creative,Desktop,,session-229
AE-10853,BA-1194,2025-03-25T11:16:32.017Z,Edit Request,user-1209,Marketing,Mobile,3707,session-8399
AE-9097,BA-1163,2025-03-25T11:51:09.261Z,Comment Added,user-1213,Product,Mobile,,session-6746
AE-13876,BA-1248,2025-03-25T12:54:57.062Z,Comment Added,user-1125,Product,Mobile,,session-481
AE-8801,BA-1156,2025-03-25T13:42:59.003Z,Approved,user-1215,Marketing,Tablet,,session-9281
AE-3071,BA-1054,2025-03-25T13:50:57.517Z,Approved,user-1438,Sales,Desktop,,session-1602
AE-241,BA-1005,2025-03-25T16:07:52.933Z,Download,user-1206,Sales,Desktop,,session-4097
AE-9414,BA-1169,2025-03-25T16:19:10.064Z,Comment Added,user-1432,Creative,Desktop,,session-1079
AE-8172,BA-1143,2025-03-25T17:12:26.815Z,Approval Submitted,user-1349,Marketing,Desktop,,session-3348
AE-2779,BA-1048,2025-03-25T18:22:49.882Z,Comment Added,user-1057,Regional Marketing,Desktop,,session-1432
AE-8583,BA-1152,2025-03-25T18:36:20.101Z,Rejected,user-1245,Digital,Tablet,,session-2021
AE-72,BA-1001,2025-03-25T19:38:34.581Z,Edit Request,user-1183,Product,Tablet,1724,session-681
AE-13731,BA-1245,2025-03-25T19:44:45.605Z,Approved,user-1169,Digital,Mobile,,session-503
AE-14415,BA-1257,2025-03-25T21:05:36.507Z,Download,user-1268,Creative,Mobile,,session-1831
AE-9042,BA-1162,2025-03-25T22:38:31.090Z,Comment Added,user-1331,Regional Marketing,Tablet,,session-53
AE-6886,BA-1121,2025-03-25T22:50:03.297Z,Share,user-1337,Marketing,Desktop,,session-1938
AE-1815,BA-1033,2025-03-26T00:45:25.284Z,Download,user-1242,Creative,Mobile,,session-5610
AE-3130,BA-1056,2025-03-26T01:15:56.567Z,Approved,user-1273,Brand Management,Tablet,,session-9246
AE-11612,BA-1208,2025-03-26T01:40:05.497Z,Download,user-1435,Creative,Mobile,,session-5011
AE-14435,BA-1257,2025-03-26T02:24:14.397Z,Comment Added,user-1429,Regional Marketing,Desktop,,session-861
AE-8637,BA-1153,2025-03-26T03:41:35.833Z,Approval Submitted,user-1471,Brand Management,Tablet,,session-7871
AE-3788,BA-1069,2025-03-26T06:31:39.339Z,Share,user-1313,Brand Management,Desktop,,session-5855
AE-7512,BA-1132,2025-03-26T07:34:06.785Z,Comment Added,user-1304,Digital,Tablet,,session-4139
AE-9914,BA-1177,2025-03-26T09:51:18.941Z,Comment Added,user-1162,Sales,Mobile,,session-3781
AE-13784,BA-1246,2025-03-26T10:03:16.297Z,View,user-1382,Regional Marketing,Desktop,57,session-5218
AE-8569,BA-1151,2025-03-26T10:13:09.633Z,Comment Added,user-1143,Creative,Tablet,,session-784
AE-4345,BA-1080,2025-03-26T10:38:23.941Z,Download,user-1194,Brand Management,Mobile,,session-2046
AE-5620,BA-1101,2025-03-26T10:50:50.574Z,Download,user-1151,Product,Desktop,,session-9395
AE-739,BA-1014,2025-03-26T11:08:13.534Z,Comment Added,user-1170,Brand Management,Tablet,,session-7555
AE-5392,BA-1098,2025-03-26T11:19:34.647Z,Download,user-1210,Product,Tablet,,session-3709
AE-8482,BA-1150,2025-03-26T11:27:49.983Z,View,user-1345,Brand Management,Mobile,181,session-9149
AE-3348,BA-1060,2025-03-26T11:34:54.252Z,Approved,user-1288,Digital,Mobile,,session-5346
AE-12338,BA-1225,2025-03-26T11:48:03.631Z,Share,user-1274,Marketing,Tablet,,session-2100
AE-12251,BA-1223,2025-03-26T11:51:17.628Z,Comment Added,user-1446,Regional Marketing,Desktop,,session-1738
AE-15164,BA-1274,2025-03-26T13:33:43.101Z,Approved,user-1481,Regional Marketing,Tablet,,session-7994
AE-830,BA-1016,2025-03-26T14:16:36.396Z,Approval Submitted,user-1027,Product,Desktop,,session-1283
AE-3892,BA-1071,2025-03-26T17:05:29.868Z,Download,user-1079,Sales,Desktop,,session-4554
AE-949,BA-1019,2025-03-26T17:51:53.671Z,View,user-1217,Product,Tablet,143,session-5536
AE-11458,BA-1204,2025-03-26T18:04:59.042Z,Approved,user-1040,Creative,Mobile,,session-3469
AE-2440,BA-1044,2025-03-26T18:07:54.101Z,Approved,user-1106,Brand Management,Desktop,,session-8131
AE-11249,BA-1201,2025-03-26T18:09:40.091Z,Approval Submitted,user-1247,Creative,Tablet,,session-4583
AE-5683,BA-1102,2025-03-26T18:10:57.394Z,Edit Request,user-1048,Brand Management,Tablet,589,session-1642
AE-13159,BA-1237,2025-03-26T18:16:36.407Z,View,user-1233,Product,Desktop,375,session-4343
AE-13332,BA-1241,2025-03-26T18:16:50.164Z,Download,user-1007,Product,Mobile,,session-6239
AE-12436,BA-1226,2025-03-26T18:26:07.944Z,Download,user-1411,Digital,Tablet,,session-4894
AE-9567,BA-1172,2025-03-26T18:28:19.327Z,Download,user-1117,Brand Management,Tablet,,session-8453
AE-14704,BA-1263,2025-03-26T18:33:52.289Z,Share,user-1162,Marketing,Desktop,,session-3277
AE-13105,BA-1236,2025-03-26T18:57:33.797Z,Rejected,user-1462,Sales,Tablet,,session-4953
AE-2150,BA-1038,2025-03-26T20:48:04.626Z,Approved,user-1235,Marketing,Mobile,,session-7004
AE-13547,BA-1243,2025-03-26T21:19:22.944Z,View,user-1385,Brand Management,Mobile,374,session-9595
AE-3688,BA-1066,2025-03-26T22:19:03.823Z,Edit Request,user-1271,Marketing,Mobile,579,session-150
AE-2944,BA-1050,2025-03-26T22:35:43.986Z,Edit Request,user-1105,Marketing,Desktop,1538,session-6480
AE-9395,BA-1169,2025-03-26T22:53:43.979Z,Comment Added,user-1069,Sales,Desktop,,session-1758
AE-11830,BA-1213,2025-03-26T23:27:48.926Z,Edit Request,user-1317,Regional Marketing,Desktop,440,session-492
AE-1089,BA-1021,2025-03-26T23:37:16.721Z,Rejected,user-1400,Brand Management,Mobile,,session-4966
AE-15380,BA-1277,2025-03-27T00:47:12.021Z,Edit Request,user-1497,Marketing,Desktop,1237,session-5853
AE-11493,BA-1205,2025-03-27T00:48:30.091Z,Rejected,user-1488,Creative,Tablet,,session-1803
AE-3148,BA-1056,2025-03-27T01:37:59.335Z,Approval Submitted,user-1379,Sales,Tablet,,session-5598
AE-5207,BA-1094,2025-03-27T01:50:04.139Z,Edit Request,user-1471,Sales,Tablet,3857,session-6057
AE-931,BA-1019,2025-03-27T02:15:50.924Z,View,user-1263,Digital,Tablet,426,session-5830
AE-5911,BA-1105,2025-03-27T03:07:09.855Z,Edit Request,user-1368,Digital,Mobile,1815,session-7519
AE-2250,BA-1041,2025-03-27T03:49:53.984Z,Share,user-1220,Marketing,Tablet,,session-7830
AE-602,BA-1012,2025-03-27T04:02:46.930Z,Edit Request,user-1140,Marketing,Desktop,539,session-2904
AE-9715,BA-1174,2025-03-27T04:23:15.030Z,Comment Added,user-1102,Digital,Mobile,,session-9320
AE-263,BA-1005,2025-03-27T04:41:32.716Z,Share,user-1383,Creative,Mobile,,session-2962
AE-3032,BA-1053,2025-03-27T04:49:39.958Z,Comment Added,user-1014,Regional Marketing,Desktop,,session-4850
AE-9284,BA-1166,2025-03-27T05:12:34.522Z,Share,user-1216,Digital,Desktop,,session-6286
AE-9802,BA-1175,2025-03-27T06:25:18.078Z,Edit Request,user-1159,Digital,Mobile,1582,session-2217
AE-15631,BA-1282,2025-03-27T06:35:02.018Z,Comment Added,user-1132,Regional Marketing,Tablet,,session-7195
AE-2805,BA-1048,2025-03-27T06:55:02.838Z,View,user-1045,Product,Tablet,355,session-5251
AE-15569,BA-1281,2025-03-27T07:29:56.925Z,Rejected,user-1025,Digital,Mobile,,session-8137
AE-682,BA-1013,2025-03-27T08:32:17.371Z,Download,user-1265,Digital,Tablet,,session-5499
AE-4631,BA-1084,2025-03-27T11:20:55.701Z,Approval Submitted,user-1461,Marketing,Tablet,,session-214
AE-7579,BA-1133,2025-03-27T11:35:55.640Z,Rejected,user-1492,Brand Management,Desktop,,session-676
AE-9251,BA-1166,2025-03-27T11:41:02.868Z,View,user-1161,Brand Management,Tablet,168,session-9425
AE-9494,BA-1170,2025-03-27T11:58:07.622Z,Share,user-1168,Sales,Mobile,,session-1889
AE-7152,BA-1125,2025-03-27T11:58:38.659Z,Rejected,user-1212,Marketing,Mobile,,session-6744
AE-11619,BA-1208,2025-03-27T12:41:51.758Z,Rejected,user-1214,Digital,Mobile,,session-5367
AE-1830,BA-1034,2025-03-27T13:16:48.507Z,Comment Added,user-1335,Regional Marketing,Tablet,,session-3067
AE-4014,BA-1073,2025-03-27T15:22:37.808Z,Approval Submitted,user-1024,Creative,Mobile,,session-8709
AE-10934,BA-1196,2025-03-27T15:23:11.011Z,View,user-1395,Regional Marketing,Tablet,515,session-72
AE-10521,BA-1187,2025-03-27T16:43:03.492Z,Approval Submitted,user-1293,Product,Desktop,,session-1409
AE-6362,BA-1113,2025-03-27T17:21:15.370Z,Comment Added,user-1292,Sales,Mobile,,session-8481
AE-4602,BA-1084,2025-03-27T18:01:10.189Z,View,user-1078,Brand Management,Mobile,271,session-953
AE-10508,BA-1187,2025-03-27T18:13:33.908Z,Approved,user-1463,Brand Management,Mobile,,session-36
AE-14484,BA-1258,2025-03-27T21:35:32.501Z,Approval Submitted,user-1437,Marketing,Mobile,,session-5973
AE-13104,BA-1235,2025-03-28T00:33:04.430Z,Download,user-1036,Brand Management,Mobile,,session-3180
AE-1028,BA-1020,2025-03-28T00:42:17.981Z,Comment Added,user-1184,Brand Management,Tablet,,session-4335
AE-1647,BA-1031,2025-03-28T01:40:51.440Z,Approval Submitted,user-1331,Sales,Mobile,,session-303
AE-12878,BA-1232,2025-03-28T05:00:26.398Z,Approval Submitted,user-1173,Product,Desktop,,session-963
AE-6802,BA-1120,2025-03-28T05:17:33.822Z,Share,user-1257,Creative,Tablet,,session-263
AE-3126,BA-1056,2025-03-28T05:44:13.496Z,Edit Request,user-1313,Product,Tablet,596,session-2706
AE-13246,BA-1238,2025-03-28T06:44:18.907Z,Approved,user-1021,Sales,Tablet,,session-1776
AE-7292,BA-1128,2025-03-28T06:48:35.079Z,Edit Request,user-1255,Brand Management,Tablet,2987,session-3288
AE-14866,BA-1266,2025-03-28T06:53:40.419Z,View,user-1249,Brand Management,Desktop,271,session-7294
AE-12071,BA-1218,2025-03-28T07:22:49.967Z,Download,user-1115,Marketing,Mobile,,session-3042
AE-11176,BA-1200,2025-03-28T07:57:39.332Z,Rejected,user-1369,Creative,Tablet,,session-76
AE-135,BA-1003,2025-03-28T07:59:35.182Z,Approved,user-1328,Creative,Tablet,,session-6018
AE-13754,BA-1246,2025-03-28T09:37:10.594Z,Edit Request,user-1275,Brand Management,Desktop,839,session-5178
AE-5573,BA-1100,2025-03-28T09:56:37.393Z,Approval Submitted,user-1439,Creative,Mobile,,session-506
AE-9602,BA-1172,2025-03-28T11:31:37.800Z,Comment Added,user-1264,Regional Marketing,Desktop,,session-8398
AE-15154,BA-1274,2025-03-28T12:32:42.058Z,Rejected,user-1276,Creative,Mobile,,session-3208
AE-7071,BA-1124,2025-03-28T13:16:40.493Z,Approval Submitted,user-1141,Brand Management,Tablet,,session-5878
AE-11707,BA-1210,2025-03-28T13:45:12.617Z,Rejected,user-1042,Regional Marketing,Tablet,,session-7084
AE-12748,BA-1231,2025-03-28T14:19:50.541Z,Comment Added,user-1019,Regional Marketing,Tablet,,session-4182
AE-415,BA-1009,2025-03-28T15:34:31.188Z,Share,user-1493,Product,Mobile,,session-8595
AE-4215,BA-1075,2025-03-28T15:35:32.136Z,Edit Request,user-1287,Regional Marketing,Tablet,1573,session-3612
AE-4352,BA-1080,2025-03-28T16:37:45.484Z,Approval Submitted,user-1265,Digital,Tablet,,session-7675
AE-14733,BA-1264,2025-03-28T19:12:38.877Z,View,user-1245,Sales,Mobile,299,session-5091
AE-42,BA-1001,2025-03-28T19:39:49.649Z,Approved,user-1476,Sales,Tablet,,session-348
AE-10692,BA-1189,2025-03-28T20:04:52.940Z,Rejected,user-1251,Product,Desktop,,session-390
AE-9610,BA-1172,2025-03-28T22:12:39.169Z,Share,user-1078,Brand Management,Tablet,,session-3296
AE-8101,BA-1142,2025-03-28T22:33:38.370Z,Share,user-1305,Creative,Desktop,,session-3593
AE-13880,BA-1248,2025-03-28T23:23:55.120Z,Download,user-1377,Regional Marketing,Mobile,,session-2544
AE-7675,BA-1135,2025-03-29T01:47:38.037Z,Rejected,user-1099,Creative,Tablet,,session-9495
AE-1145,BA-1023,2025-03-29T01:57:17.951Z,Approved,user-1120,Sales,Tablet,,session-4278
AE-2416,BA-1043,2025-03-29T01:57:39.092Z,Comment Added,user-1219,Digital,Mobile,,session-7007
AE-2212,BA-1040,2025-03-29T02:27:58.686Z,Approved,user-1457,Regional Marketing,Mobile,,session-1923
AE-11451,BA-1204,2025-03-29T03:34:24.137Z,Rejected,user-1084,Creative,Mobile,,session-6945
AE-2768,BA-1048,2025-03-29T04:09:39.461Z,Share,user-1064,Creative,Desktop,,session-2084
AE-9768,BA-1174,2025-03-29T04:29:03.816Z,Rejected,user-1161,Sales,Tablet,,session-6083
AE-2359,BA-1042,2025-03-29T04:36:38.455Z,Approval Submitted,user-1154,Brand Management,Mobile,,session-8580
AE-1000,BA-1020,2025-03-29T05:02:05.380Z,Edit Request,user-1286,Creative,Tablet,2996,session-2166
AE-8074,BA-1141,2025-03-29T05:47:58.145Z,View,user-1385,Marketing,Mobile,566,session-585
AE-9596,BA-1172,2025-03-29T05:55:49.087Z,Approval Submitted,user-1491,Product,Desktop,,session-5255
AE-14543,BA-1259,2025-03-29T06:36:17.966Z,Comment Added,user-1348,Regional Marketing,Desktop,,session-2328
AE-2047,BA-1036,2025-03-29T08:40:46.861Z,Share,user-1020,Brand Management,Desktop,,session-4560
AE-3378,BA-1060,2025-03-29T08:54:42.309Z,Download,user-1477,Regional Marketing,Tablet,,session-434
AE-10777,BA-1193,2025-03-29T09:11:14.099Z,View,user-1065,Marketing,Tablet,139,session-5550
AE-15718,BA-1283,2025-03-29T09:14:23.048Z,Edit Request,user-1219,Regional Marketing,Mobile,1308,session-5740
AE-11855,BA-1214,2025-03-29T09:27:58.123Z,Approval Submitted,user-1072,Brand Management,Tablet,,session-1978
AE-1240,BA-1026,2025-03-29T09:52:40.750Z,Rejected,user-1274,Regional Marketing,Mobile,,session-3
AE-9470,BA-1170,2025-03-29T10:38:43.529Z,View,user-1175,Sales,Desktop,581,session-2626
AE-6666,BA-1118,2025-03-29T10:54:35.667Z,Download,user-1262,Digital,Desktop,,session-2851
AE-7578,BA-1133,2025-03-29T10:56:40.026Z,Comment Added,user-1080,Regional Marketing,Tablet,,session-2877
AE-3280,BA-1059,2025-03-29T12:42:41.402Z,Approved,user-1409,Regional Marketing,Desktop,,session-8323
AE-10788,BA-1193,2025-03-29T12:49:08.732Z,Rejected,user-1162,Creative,Desktop,,session-6729
AE-9151,BA-1164,2025-03-29T14:09:11.882Z,Comment Added,user-1383,Sales,Mobile,,session-6926
AE-6943,BA-1122,2025-03-29T14:50:48.836Z,Download,user-1112,Brand Management,Desktop,,session-9807
AE-5655,BA-1102,2025-03-29T15:54:51.953Z,Approved,user-1216,Regional Marketing,Mobile,,session-681
AE-10629,BA-1188,2025-03-29T17:37:57.098Z,Approved,user-1124,Creative,Mobile,,session-8832
AE-1661,BA-1031,2025-03-29T17:42:08.246Z,Share,user-1225,Creative,Mobile,,session-5054
AE-3754,BA-1067,2025-03-29T17:44:35.615Z,Share,user-1484,Marketing,Tablet,,session-3290
AE-5868,BA-1105,2025-03-29T17:45:59.559Z,Share,user-1480,Regional Marketing,Tablet,,session-1765
AE-13654,BA-1244,2025-03-29T17:47:12.797Z,Approval Submitted,user-1446,Product,Desktop,,session-4329
AE-86,BA-1001,2025-03-29T18:02:40.827Z,Approved,user-1391,Regional Marketing,Mobile,,session-3469
AE-7123,BA-1125,2025-03-29T18:09:23.747Z,Share,user-1033,Marketing,Mobile,,session-6651
AE-12066,BA-1218,2025-03-29T18:27:38.876Z,Edit Request,user-1271,Sales,Desktop,3272,session-5064
AE-11862,BA-1214,2025-03-29T18:31:56.206Z,Edit Request,user-1183,Digital,Mobile,2459,session-5963
AE-14880,BA-1267,2025-03-29T18:49:32.980Z,Share,user-1328,Sales,Desktop,,session-1624
AE-14328,BA-1255,2025-03-29T18:56:11.698Z,Share,user-1336,Digital,Tablet,,session-8980
AE-10173,BA-1181,2025-03-29T19:02:19.227Z,Approval Submitted,user-1161,Marketing,Desktop,,session-3078
AE-7169,BA-1126,2025-03-29T20:02:16.606Z,Download,user-1285,Marketing,Desktop,,session-8170
AE-4468,BA-1082,2025-03-29T20:07:03.685Z,Approval Submitted,user-1478,Product,Desktop,,session-3756
AE-11491,BA-1205,2025-03-29T20:34:11.065Z,Approval Submitted,user-1416,Creative,Desktop,,session-6136
AE-15462,BA-1279,2025-03-29T21:30:36.590Z,Download,user-1067,Regional Marketing,Mobile,,session-2322
AE-12111,BA-1218,2025-03-29T23:58:26.674Z,Comment Added,user-1341,Sales,Tablet,,session-9985
AE-12457,BA-1226,2025-03-30T02:11:24.616Z,Approval Submitted,user-1414,Sales,Desktop,,session-8667
AE-11990,BA-1215,2025-03-30T02:23:59.046Z,Share,user-1234,Brand Management,Mobile,,session-8229
AE-11820,BA-1212,2025-03-30T02:52:23.279Z,Download,user-1466,Creative,Tablet,,session-8084
AE-15119,BA-1273,2025-03-30T03:43:15.744Z,Edit Request,user-1460,Creative,Desktop,1085,session-547
AE-7554,BA-1133,2025-03-30T03:47:45.343Z,View,user-1035,Regional Marketing,Tablet,370,session-717
AE-137,BA-1003,2025-03-30T05:59:46.039Z,Comment Added,user-1355,Brand Management,Mobile,,session-2423
AE-1360,BA-1027,2025-03-30T06:06:41.968Z,View,user-1361,Regional Marketing,Tablet,31,session-4072
AE-2336,BA-1042,2025-03-30T06:34:37.245Z,View,user-1464,Digital,Mobile,402,session-1142
AE-3732,BA-1067,2025-03-30T06:44:55.523Z,Comment Added,user-1410,Digital,Tablet,,session-9352
AE-690,BA-1014,2025-03-30T07:36:05.270Z,Approval Submitted,user-1037,Sales,Desktop,,session-257
AE-10457,BA-1186,2025-03-30T08:47:56.290Z,Approval Submitted,user-1462,Digital,Tablet,,session-5717
AE-1167,BA-1024,2025-03-30T09:46:52.388Z,View,user-1175,Sales,Tablet,295,session-5059
AE-13039,BA-1235,2025-03-30T10:42:51.693Z,View,user-1105,Brand Management,Desktop,93,session-601
AE-3840,BA-1070,2025-03-30T10:49:43.136Z,Comment Added,user-1166,Brand Management,Tablet,,session-4333
AE-7786,BA-1136,2025-03-30T11:57:20.454Z,Comment Added,user-1155,Product,Mobile,,session-4370
AE-15017,BA-1270,2025-03-30T12:56:48.608Z,Approval Submitted,user-1122,Sales,Tablet,,session-2312
AE-14039,BA-1250,2025-03-30T14:54:00.947Z,Rejected,user-1485,Marketing,Desktop,,session-2478
AE-10348,BA-1184,2025-03-30T18:42:24.575Z,Edit Request,user-1108,Product,Tablet,683,session-1300
