event_id,@timestamp,hss_node,sync_status,affected_imsi_count,database_partition,error_code,replication_lag_ms
HSS-00002125,2025-11-12 16:14:09.973878,hss-secondary-2,Success,2,partition-10,HSS-SYNC-000,123
HSS-00002126,2025-11-05 19:54:34.973878,hss-secondary-1,Success,2,partition-12,HSS-SYNC-000,84
HSS-00002127,2025-08-29 11:51:39.973878,hss-primary-2,Success,0,partition-10,HSS-SYNC-000,36
HSS-00002128,2025-11-03 14:12:57.973878,hss-secondary-2,Success,4,partition-16,HSS-SYNC-000,31
HSS-00002129,2025-10-11 07:01:36.973878,hss-primary-2,Success,3,partition-05,HSS-SYNC-000,37
HSS-00002130,2025-11-11 22:02:27.973878,hss-secondary-2,Success,0,partition-14,HSS-SYNC-000,103
HSS-00002131,2025-09-06 18:52:45.973878,hss-primary-1,Success,4,partition-05,HSS-SYNC-000,74
HSS-00002132,2025-11-06 07:10:17.973878,hss-secondary-1,Success,1,partition-15,HSS-SYNC-000,64
HSS-00002133,2025-09-03 23:55:38.973878,hss-primary-1,Success,0,partition-04,HSS-SYNC-000,57
HSS-00002134,2025-09-10 05:31:09.973878,hss-secondary-2,Success,1,partition-09,HSS-SYNC-000,148
HSS-00002135,2025-10-26 14:43:31.973878,hss-secondary-2,Success,1,partition-10,HSS-SYNC-000,99
HSS-00002136,2025-10-25 02:45:22.973878,hss-primary-1,Success,1,partition-06,HSS-SYNC-000,133
HSS-00002137,2025-11-02 14:42:20.973878,hss-secondary-2,Partial Failure,41,partition-10,HSS-SYNC-001,393
HSS-00002138,2025-10-28 20:29:41.973878,hss-primary-2,Partial Failure,59,partition-06,HSS-SYNC-002,497
HSS-00002139,2025-09-07 20:20:19.973878,hss-secondary-2,Success,3,partition-15,HSS-SYNC-000,24
HSS-00002140,2025-10-27 04:54:26.973878,hss-secondary-2,Success,2,partition-13,HSS-SYNC-000,48
HSS-00002141,2025-09-10 18:22:16.973878,hss-secondary-1,Success,0,partition-05,HSS-SYNC-000,123
HSS-00002142,2025-09-01 13:06:14.973878,hss-primary-1,Success,3,partition-04,HSS-SYNC-000,43
HSS-00002143,2025-09-01 21:10:43.973878,hss-primary-2,Partial Failure,89,partition-09,HSS-REP-102,307
HSS-00002144,2025-10-08 17:46:27.973878,hss-primary-1,Success,0,partition-13,HSS-SYNC-000,123
HSS-00002145,2025-10-01 07:49:28.973878,hss-primary-1,Success,2,partition-06,HSS-SYNC-000,114
HSS-00002146,2025-09-24 18:03:02.973878,hss-primary-2,Success,1,partition-15,HSS-SYNC-000,73
HSS-00002147,2025-09-13 08:39:40.973878,hss-primary-2,Success,3,partition-16,HSS-SYNC-000,96
HSS-00002148,2025-10-28 08:55:11.973878,hss-primary-1,Success,0,partition-04,HSS-SYNC-000,78
HSS-00002149,2025-10-27 04:25:46.973878,hss-primary-2,Partial Failure,52,partition-02,HSS-DB-202,1760
HSS-00002150,2025-08-21 09:46:25.973878,hss-secondary-2,Success,4,partition-02,HSS-SYNC-000,132
HSS-00002151,2025-11-10 05:50:42.973878,hss-secondary-1,Success,4,partition-07,HSS-SYNC-000,33
HSS-00002152,2025-11-11 18:55:55.973878,hss-secondary-1,Success,4,partition-08,HSS-SYNC-000,24
HSS-00002153,2025-08-22 04:53:55.973878,hss-secondary-1,Success,3,partition-14,HSS-SYNC-000,15
HSS-00002154,2025-09-15 09:32:50.973878,hss-primary-2,Success,0,partition-11,HSS-SYNC-000,68
HSS-00002155,2025-11-10 19:02:38.973878,hss-secondary-1,Success,1,partition-09,HSS-SYNC-000,29
HSS-00002156,2025-09-17 01:37:31.973878,hss-secondary-2,Success,3,partition-02,HSS-SYNC-000,123
HSS-00002157,2025-09-10 15:11:12.973878,hss-primary-1,Partial Failure,41,partition-10,HSS-SYNC-001,433
HSS-00002158,2025-08-28 23:29:34.973878,hss-secondary-2,Success,0,partition-08,HSS-SYNC-000,85
HSS-00002159,2025-10-25 12:05:35.973878,hss-secondary-2,Success,3,partition-15,HSS-SYNC-000,133
HSS-00002160,2025-09-06 07:20:08.973878,hss-primary-1,Success,2,partition-16,HSS-SYNC-000,100
HSS-00002161,2025-11-04 06:31:30.973878,hss-primary-1,Success,3,partition-09,HSS-SYNC-000,130
HSS-00002162,2025-11-11 15:06:44.973878,hss-secondary-2,Success,0,partition-12,HSS-SYNC-000,86
HSS-00002163,2025-09-28 21:33:45.973878,hss-secondary-2,Partial Failure,22,partition-08,HSS-SYNC-001,1531
HSS-00002164,2025-10-28 23:08:54.973878,hss-secondary-2,Success,2,partition-16,HSS-SYNC-000,92
HSS-00002165,2025-11-04 00:13:08.973878,hss-secondary-1,Success,4,partition-11,HSS-SYNC-000,134
HSS-00002166,2025-08-27 20:31:31.973878,hss-secondary-1,Success,2,partition-09,HSS-SYNC-000,39
HSS-00002167,2025-11-10 18:52:48.973878,hss-primary-2,Success,0,partition-15,HSS-SYNC-000,66
HSS-00002168,2025-08-23 02:21:35.973878,hss-primary-2,Success,2,partition-05,HSS-SYNC-000,68
HSS-00002169,2025-09-29 20:31:36.973878,hss-secondary-2,Success,3,partition-06,HSS-SYNC-000,11
HSS-00002170,2025-10-12 01:03:46.973878,hss-secondary-1,Success,4,partition-14,HSS-SYNC-000,132
HSS-00002171,2025-08-17 16:21:36.973878,hss-primary-2,Success,2,partition-09,HSS-SYNC-000,25
HSS-00002172,2025-10-26 13:57:22.973878,hss-secondary-2,Success,4,partition-16,HSS-SYNC-000,19
HSS-00002173,2025-10-20 20:37:45.973878,hss-primary-2,Success,3,partition-15,HSS-SYNC-000,80
HSS-00002174,2025-10-06 22:36:18.973878,hss-secondary-1,Success,4,partition-12,HSS-SYNC-000,88
HSS-00002175,2025-10-27 15:59:25.973878,hss-secondary-1,Success,0,partition-07,HSS-SYNC-000,77
HSS-00002176,2025-11-06 17:04:20.973878,hss-primary-1,Success,0,partition-04,HSS-SYNC-000,100
HSS-00002177,2025-10-11 01:38:11.973878,hss-secondary-2,Success,1,partition-15,HSS-SYNC-000,43
HSS-00002178,2025-10-01 18:28:31.973878,hss-primary-1,Success,1,partition-06,HSS-SYNC-000,141
HSS-00002179,2025-10-23 12:42:23.973878,hss-primary-2,Success,0,partition-16,HSS-SYNC-000,81
HSS-00002180,2025-09-25 07:32:38.973878,hss-primary-2,Success,1,partition-02,HSS-SYNC-000,49
HSS-00002181,2025-08-16 03:36:05.973878,hss-primary-2,Success,0,partition-04,HSS-SYNC-000,130
HSS-00002182,2025-08-25 01:53:09.973878,hss-secondary-1,Success,0,partition-14,HSS-SYNC-000,107
HSS-00002183,2025-10-28 10:44:17.973878,hss-secondary-2,Success,3,partition-13,HSS-SYNC-000,81
HSS-00002184,2025-09-27 16:07:34.973878,hss-secondary-2,Success,1,partition-04,HSS-SYNC-000,50
HSS-00002185,2025-10-27 08:03:55.973878,hss-secondary-1,Success,3,partition-14,HSS-SYNC-000,85
HSS-00002186,2025-08-27 22:44:17.973878,hss-secondary-2,Success,0,partition-12,HSS-SYNC-000,144
HSS-00002187,2025-09-21 19:21:57.973878,hss-secondary-1,Success,1,partition-13,HSS-SYNC-000,52
HSS-00002188,2025-08-30 10:05:27.973878,hss-primary-2,Partial Failure,18,partition-06,HSS-REP-101,791
HSS-00002189,2025-10-13 14:21:29.973878,hss-secondary-1,Success,4,partition-16,HSS-SYNC-000,69
HSS-00002190,2025-11-04 08:53:28.973878,hss-primary-1,Success,3,partition-12,HSS-SYNC-000,137
HSS-00002191,2025-11-01 01:15:24.973878,hss-primary-1,Success,2,partition-12,HSS-SYNC-000,42
HSS-00002192,2025-09-21 23:00:29.973878,hss-secondary-2,Success,3,partition-07,HSS-SYNC-000,136
HSS-00002193,2025-08-23 16:20:09.973878,hss-secondary-1,Success,2,partition-03,HSS-SYNC-000,27
HSS-00002194,2025-10-06 13:04:58.973878,hss-primary-2,Success,4,partition-07,HSS-SYNC-000,49
HSS-00002195,2025-10-23 11:29:27.973878,hss-primary-2,Timeout,21,partition-10,HSS-SYNC-002,1873
HSS-00002196,2025-09-30 08:48:54.973878,hss-secondary-2,Success,4,partition-15,HSS-SYNC-000,14
HSS-00002197,2025-09-10 21:35:37.973878,hss-secondary-2,Success,2,partition-16,HSS-SYNC-000,15
HSS-00002198,2025-09-04 02:29:40.973878,hss-secondary-1,Success,1,partition-06,HSS-SYNC-000,85
HSS-00002199,2025-09-18 13:54:36.973878,hss-primary-1,Partial Failure,27,partition-16,HSS-REP-102,1080
HSS-00002200,2025-08-26 07:15:53.973878,hss-secondary-2,Success,1,partition-07,HSS-SYNC-000,142
HSS-00002201,2025-10-22 20:07:01.973878,hss-secondary-1,Partial Failure,75,partition-07,HSS-REP-102,212
HSS-00002202,2025-09-10 15:05:03.973878,hss-primary-1,Success,4,partition-11,HSS-SYNC-000,36
HSS-00002203,2025-08-16 22:27:24.973878,hss-primary-1,Success,3,partition-03,HSS-SYNC-000,101
HSS-00002204,2025-10-17 06:06:23.973878,hss-primary-1,Success,4,partition-02,HSS-SYNC-000,108
HSS-00002205,2025-10-31 19:57:46.973878,hss-primary-2,Partial Failure,43,partition-03,HSS-DB-202,1208
HSS-00002206,2025-09-18 18:41:49.973878,hss-secondary-1,Success,2,partition-07,HSS-SYNC-000,103
HSS-00002207,2025-10-05 23:43:35.973878,hss-primary-1,Success,1,partition-11,HSS-SYNC-000,138
HSS-00002208,2025-10-18 01:24:35.973878,hss-primary-2,Success,0,partition-11,HSS-SYNC-000,37
HSS-00002209,2025-10-11 04:10:39.973878,hss-primary-2,Success,0,partition-08,HSS-SYNC-000,109
HSS-00002210,2025-09-04 03:33:47.973878,hss-secondary-1,Success,2,partition-05,HSS-SYNC-000,72
HSS-00002211,2025-10-20 03:24:55.973878,hss-primary-2,Success,4,partition-14,HSS-SYNC-000,103
HSS-00002212,2025-11-09 15:46:06.973878,hss-primary-2,Success,1,partition-12,HSS-SYNC-000,27
HSS-00002213,2025-09-04 14:42:39.973878,hss-primary-1,Partial Failure,12,partition-13,HSS-DB-202,665
HSS-00002214,2025-09-03 00:05:25.973878,hss-primary-2,Partial Failure,14,partition-14,HSS-SYNC-002,1041
HSS-00002215,2025-08-25 16:05:01.973878,hss-secondary-2,Success,0,partition-03,HSS-SYNC-000,59
HSS-00002216,2025-11-07 10:08:06.973878,hss-secondary-2,Success,2,partition-07,HSS-SYNC-000,100
HSS-00002217,2025-08-15 20:58:59.973878,hss-secondary-1,Success,3,partition-14,HSS-SYNC-000,71
HSS-00002218,2025-09-18 23:46:46.973878,hss-secondary-2,Success,4,partition-15,HSS-SYNC-000,25
HSS-00002219,2025-10-06 15:41:52.973878,hss-secondary-1,Success,3,partition-04,HSS-SYNC-000,98
HSS-00002220,2025-09-11 09:42:45.973878,hss-primary-2,Success,0,partition-08,HSS-SYNC-000,141
HSS-00002221,2025-10-29 11:37:13.973878,hss-primary-1,Success,1,partition-01,HSS-SYNC-000,107
HSS-00002222,2025-10-04 16:26:38.973878,hss-primary-1,Success,1,partition-14,HSS-SYNC-000,18
HSS-00002223,2025-10-25 00:24:47.973878,hss-primary-1,Success,4,partition-06,HSS-SYNC-000,142
HSS-00002224,2025-08-28 08:04:13.973878,hss-secondary-2,Success,2,partition-10,HSS-SYNC-000,85
HSS-00002225,2025-11-10 08:12:45.973878,hss-secondary-2,Success,3,partition-04,HSS-SYNC-000,26
HSS-00002226,2025-10-01 05:55:31.973878,hss-secondary-1,Success,1,partition-15,HSS-SYNC-000,53
HSS-00002227,2025-11-10 09:36:29.973878,hss-secondary-1,Success,4,partition-14,HSS-SYNC-000,88
HSS-00002228,2025-08-16 19:01:24.973878,hss-secondary-1,Success,0,partition-09,HSS-SYNC-000,11
HSS-00002229,2025-11-04 15:58:43.973878,hss-primary-2,Lag Warning,61,partition-07,HSS-SYNC-002,896
HSS-00002230,2025-09-29 10:56:47.973878,hss-primary-2,Lag Warning,88,partition-04,HSS-REP-102,208
HSS-00002231,2025-09-29 12:46:28.973878,hss-primary-1,Success,3,partition-14,HSS-SYNC-000,146
HSS-00002232,2025-08-17 21:18:33.973878,hss-primary-1,Success,1,partition-03,HSS-SYNC-000,16
HSS-00002233,2025-09-19 19:19:04.973878,hss-primary-2,Success,0,partition-15,HSS-SYNC-000,18
HSS-00002234,2025-10-10 15:43:11.973878,hss-primary-1,Success,0,partition-01,HSS-SYNC-000,48
HSS-00002235,2025-11-12 23:42:03.973878,hss-primary-2,Timeout,39,partition-11,HSS-DB-202,460
HSS-00002236,2025-11-01 01:00:37.973878,hss-secondary-1,Success,0,partition-16,HSS-SYNC-000,58
HSS-00002237,2025-09-28 23:31:35.973878,hss-secondary-1,Success,0,partition-07,HSS-SYNC-000,52
HSS-00002238,2025-09-08 03:33:44.973878,hss-primary-1,Success,4,partition-12,HSS-SYNC-000,101
HSS-00002239,2025-10-07 01:09:25.973878,hss-secondary-2,Success,2,partition-13,HSS-SYNC-000,50
HSS-00002240,2025-09-09 10:53:08.973878,hss-primary-2,Success,2,partition-09,HSS-SYNC-000,42
HSS-00002241,2025-09-12 02:45:47.973878,hss-secondary-1,Success,0,partition-08,HSS-SYNC-000,11
HSS-00002242,2025-09-11 06:34:53.973878,hss-secondary-2,Success,1,partition-16,HSS-SYNC-000,47
HSS-00002243,2025-09-04 15:44:16.973878,hss-primary-1,Success,3,partition-11,HSS-SYNC-000,64
HSS-00002244,2025-10-02 05:10:28.973878,hss-primary-1,Success,4,partition-13,HSS-SYNC-000,75
HSS-00002245,2025-10-22 21:51:31.973878,hss-primary-2,Success,4,partition-02,HSS-SYNC-000,40
HSS-00002246,2025-09-18 06:01:17.973878,hss-secondary-2,Success,4,partition-07,HSS-SYNC-000,32
HSS-00002247,2025-10-01 03:29:39.973878,hss-primary-2,Partial Failure,37,partition-10,HSS-SYNC-003,544
HSS-00002248,2025-08-19 23:55:00.973878,hss-primary-2,Partial Failure,77,partition-02,HSS-SYNC-003,788
HSS-00002249,2025-09-11 08:13:01.973878,hss-secondary-2,Success,1,partition-13,HSS-SYNC-000,63
HSS-00002250,2025-08-31 07:34:27.973878,hss-secondary-2,Success,4,partition-08,HSS-SYNC-000,114
HSS-00002251,2025-10-18 03:34:36.973878,hss-secondary-1,Success,4,partition-07,HSS-SYNC-000,73
HSS-00002252,2025-09-18 10:30:11.973878,hss-primary-2,Success,4,partition-02,HSS-SYNC-000,23
HSS-00002253,2025-11-12 15:41:45.973878,hss-secondary-1,Success,3,partition-15,HSS-SYNC-000,122
HSS-00002254,2025-09-28 05:22:28.973878,hss-primary-1,Complete Failure,63,partition-14,HSS-SYNC-001,1956
HSS-00002255,2025-08-31 23:36:19.973878,hss-primary-2,Success,2,partition-06,HSS-SYNC-000,59
HSS-00002256,2025-09-30 02:39:30.973878,hss-secondary-1,Success,4,partition-05,HSS-SYNC-000,58
HSS-00002257,2025-10-08 18:24:16.973878,hss-secondary-2,Success,0,partition-01,HSS-SYNC-000,10
HSS-00002258,2025-09-09 03:42:38.973878,hss-secondary-2,Complete Failure,62,partition-15,HSS-SYNC-001,886
HSS-00002259,2025-11-06 09:17:49.973878,hss-primary-2,Success,0,partition-09,HSS-SYNC-000,106
HSS-00002260,2025-11-10 10:13:04.973878,hss-primary-1,Success,0,partition-11,HSS-SYNC-000,112
HSS-00002261,2025-09-22 16:16:10.973878,hss-primary-2,Success,1,partition-01,HSS-SYNC-000,43
HSS-00002262,2025-10-29 01:37:28.973878,hss-secondary-2,Success,2,partition-03,HSS-SYNC-000,74
HSS-00002263,2025-10-28 07:37:26.973878,hss-primary-2,Partial Failure,22,partition-07,HSS-SYNC-002,358
HSS-00002264,2025-10-16 13:30:53.973878,hss-secondary-1,Success,0,partition-05,HSS-SYNC-000,68
HSS-00002265,2025-10-08 04:58:09.973878,hss-primary-2,Partial Failure,11,partition-09,HSS-SYNC-001,550
HSS-00002266,2025-11-07 10:17:26.973878,hss-secondary-1,Success,3,partition-11,HSS-SYNC-000,38
HSS-00002267,2025-10-28 20:04:10.973878,hss-primary-2,Success,4,partition-04,HSS-SYNC-000,80
HSS-00002268,2025-08-24 13:32:56.973878,hss-primary-1,Success,3,partition-14,HSS-SYNC-000,130
HSS-00002269,2025-09-02 01:46:51.973878,hss-primary-2,Success,1,partition-15,HSS-SYNC-000,81
HSS-00002270,2025-10-07 19:51:02.973878,hss-primary-2,Success,0,partition-07,HSS-SYNC-000,149
HSS-00002271,2025-09-10 17:04:47.973878,hss-secondary-1,Success,1,partition-12,HSS-SYNC-000,126
HSS-00002272,2025-10-10 01:06:06.973878,hss-primary-1,Success,4,partition-06,HSS-SYNC-000,49
HSS-00002273,2025-09-10 02:48:49.973878,hss-primary-1,Success,4,partition-12,HSS-SYNC-000,134
HSS-00002274,2025-11-01 02:44:08.973878,hss-secondary-1,Success,3,partition-16,HSS-SYNC-000,107
HSS-00002275,2025-10-28 16:55:29.973878,hss-primary-2,Success,3,partition-11,HSS-SYNC-000,35
HSS-00002276,2025-11-06 18:00:50.973878,hss-secondary-2,Success,1,partition-02,HSS-SYNC-000,76
HSS-00002277,2025-09-13 00:31:13.973878,hss-primary-1,Complete Failure,36,partition-08,HSS-SYNC-002,552
HSS-00002278,2025-09-14 17:09:35.973878,hss-secondary-1,Timeout,47,partition-15,HSS-REP-102,1034
HSS-00002279,2025-08-27 14:27:08.973878,hss-secondary-1,Success,4,partition-02,HSS-SYNC-000,140
HSS-00002280,2025-10-10 09:58:22.973878,hss-primary-1,Success,0,partition-10,HSS-SYNC-000,33
HSS-00002281,2025-10-06 03:22:33.973878,hss-secondary-2,Success,2,partition-09,HSS-SYNC-000,13
HSS-00002282,2025-10-18 02:53:55.973878,hss-primary-2,Success,4,partition-12,HSS-SYNC-000,117
HSS-00002283,2025-08-19 15:37:00.973878,hss-secondary-1,Success,3,partition-16,HSS-SYNC-000,10
HSS-00002284,2025-11-12 13:38:25.973878,hss-primary-2,Success,4,partition-08,HSS-SYNC-000,38
HSS-00002285,2025-08-24 09:11:49.973878,hss-secondary-1,Success,4,partition-08,HSS-SYNC-000,93
HSS-00002286,2025-09-24 09:41:00.973878,hss-secondary-1,Success,3,partition-11,HSS-SYNC-000,44
HSS-00002287,2025-10-30 11:19:49.973878,hss-secondary-1,Success,1,partition-10,HSS-SYNC-000,144
HSS-00002288,2025-11-06 06:53:14.973878,hss-primary-1,Success,2,partition-03,HSS-SYNC-000,111
HSS-00002289,2025-09-29 17:40:41.973878,hss-secondary-1,Complete Failure,16,partition-14,HSS-SYNC-002,1499
HSS-00002290,2025-09-19 01:01:14.973878,hss-primary-2,Partial Failure,80,partition-09,HSS-SYNC-001,815
HSS-00002291,2025-09-23 19:03:08.973878,hss-primary-2,Success,3,partition-15,HSS-SYNC-000,126
HSS-00002292,2025-08-19 12:53:30.973878,hss-secondary-2,Partial Failure,86,partition-02,HSS-REP-102,202
HSS-00002293,2025-11-09 06:08:20.973878,hss-secondary-1,Success,0,partition-07,HSS-SYNC-000,32
HSS-00002294,2025-09-25 19:40:41.973878,hss-primary-2,Partial Failure,73,partition-16,HSS-REP-101,892
HSS-00002295,2025-08-29 23:05:12.973878,hss-primary-1,Success,2,partition-15,HSS-SYNC-000,131
HSS-00002296,2025-09-03 10:20:23.973878,hss-secondary-1,Success,2,partition-08,HSS-SYNC-000,95
HSS-00002297,2025-10-20 07:00:31.973878,hss-primary-1,Success,3,partition-03,HSS-SYNC-000,128
HSS-00002298,2025-11-12 07:51:12.973878,hss-secondary-1,Success,1,partition-10,HSS-SYNC-000,65
HSS-00002299,2025-09-19 10:22:44.973878,hss-secondary-2,Success,2,partition-06,HSS-SYNC-000,109
HSS-00002300,2025-09-18 08:36:35.973878,hss-secondary-2,Lag Warning,26,partition-02,HSS-DB-201,954
HSS-00002301,2025-10-18 08:54:11.973878,hss-secondary-2,Success,2,partition-06,HSS-SYNC-000,53
HSS-00002302,2025-09-27 10:12:15.973878,hss-secondary-1,Success,0,partition-01,HSS-SYNC-000,69
HSS-00002303,2025-10-15 03:04:51.973878,hss-primary-2,Success,4,partition-15,HSS-SYNC-000,124
HSS-00002304,2025-10-20 11:34:27.973878,hss-primary-2,Success,3,partition-07,HSS-SYNC-000,146
HSS-00002305,2025-08-18 03:15:52.973878,hss-primary-2,Success,1,partition-01,HSS-SYNC-000,105
HSS-00002306,2025-10-11 01:27:43.973878,hss-secondary-2,Success,0,partition-09,HSS-SYNC-000,149
HSS-00002307,2025-09-20 20:37:53.973878,hss-secondary-2,Partial Failure,44,partition-08,HSS-REP-101,1387
HSS-00002308,2025-10-15 13:48:16.973878,hss-primary-2,Success,2,partition-08,HSS-SYNC-000,113
HSS-00002309,2025-10-06 09:26:20.973878,hss-primary-2,Success,4,partition-14,HSS-SYNC-000,121
HSS-00002310,2025-09-24 08:20:34.973878,hss-primary-2,Success,0,partition-04,HSS-SYNC-000,73
HSS-00002311,2025-08-28 15:44:54.973878,hss-secondary-1,Success,4,partition-15,HSS-SYNC-000,147
HSS-00002312,2025-09-17 01:41:09.973878,hss-primary-1,Success,0,partition-01,HSS-SYNC-000,146
HSS-00002313,2025-10-17 16:39:49.973878,hss-primary-1,Success,4,partition-06,HSS-SYNC-000,55
HSS-00002314,2025-10-19 08:24:08.973878,hss-primary-2,Success,1,partition-02,HSS-SYNC-000,27
HSS-00002315,2025-08-25 05:35:21.973878,hss-primary-2,Success,2,partition-11,HSS-SYNC-000,147
HSS-00002316,2025-10-28 09:50:47.973878,hss-secondary-2,Success,2,partition-10,HSS-SYNC-000,130
HSS-00002317,2025-08-16 18:17:44.973878,hss-primary-2,Success,4,partition-15,HSS-SYNC-000,36
HSS-00002318,2025-10-26 10:31:39.973878,hss-secondary-2,Success,2,partition-09,HSS-SYNC-000,26
HSS-00002319,2025-09-16 00:34:02.973878,hss-primary-1,Success,3,partition-03,HSS-SYNC-000,130
HSS-00002320,2025-08-19 00:15:59.973878,hss-primary-2,Success,2,partition-13,HSS-SYNC-000,69
HSS-00002321,2025-10-27 21:52:01.973878,hss-secondary-1,Success,3,partition-14,HSS-SYNC-000,68
HSS-00002322,2025-11-10 16:21:37.973878,hss-secondary-2,Success,2,partition-03,HSS-SYNC-000,91
HSS-00002323,2025-11-06 20:50:24.973878,hss-primary-2,Timeout,23,partition-06,HSS-SYNC-002,903
HSS-00002324,2025-10-16 00:59:45.973878,hss-primary-2,Success,2,partition-03,HSS-SYNC-000,35
HSS-00002325,2025-09-02 09:08:57.973878,hss-primary-1,Success,4,partition-12,HSS-SYNC-000,39
HSS-00002326,2025-10-27 13:04:35.973878,hss-primary-2,Success,1,partition-07,HSS-SYNC-000,148
HSS-00002327,2025-09-21 03:19:37.973878,hss-primary-2,Success,2,partition-14,HSS-SYNC-000,31
HSS-00002328,2025-09-24 10:42:30.973878,hss-primary-1,Success,3,partition-04,HSS-SYNC-000,135
HSS-00002329,2025-09-28 22:46:01.973878,hss-primary-1,Success,1,partition-08,HSS-SYNC-000,92
HSS-00002330,2025-09-20 01:21:47.973878,hss-secondary-1,Complete Failure,58,partition-10,HSS-DB-202,1499
HSS-00002331,2025-09-18 10:16:54.973878,hss-secondary-1,Success,3,partition-13,HSS-SYNC-000,73
HSS-00002332,2025-08-31 19:11:08.973878,hss-secondary-1,Success,3,partition-03,HSS-SYNC-000,49
HSS-00002333,2025-08-27 13:07:57.973878,hss-primary-2,Success,3,partition-05,HSS-SYNC-000,61
HSS-00002334,2025-09-21 05:09:47.973878,hss-primary-2,Success,3,partition-13,HSS-SYNC-000,80
HSS-00002335,2025-10-12 18:09:48.973878,hss-primary-2,Success,3,partition-03,HSS-SYNC-000,31
HSS-00002336,2025-10-30 21:06:58.973878,hss-primary-1,Success,1,partition-07,HSS-SYNC-000,69
HSS-00002337,2025-09-03 19:24:41.973878,hss-primary-1,Success,2,partition-06,HSS-SYNC-000,109
HSS-00002338,2025-10-23 15:44:03.973878,hss-primary-2,Success,1,partition-09,HSS-SYNC-000,69
HSS-00002339,2025-08-30 08:00:34.973878,hss-primary-2,Success,2,partition-02,HSS-SYNC-000,100
HSS-00002340,2025-08-26 07:53:53.973878,hss-primary-2,Success,0,partition-14,HSS-SYNC-000,12
HSS-00002341,2025-10-03 21:22:56.973878,hss-secondary-2,Success,2,partition-04,HSS-SYNC-000,40
HSS-00002342,2025-10-16 09:31:28.973878,hss-secondary-2,Success,0,partition-11,HSS-SYNC-000,98
HSS-00002343,2025-10-20 17:38:45.973878,hss-secondary-1,Success,0,partition-07,HSS-SYNC-000,61
HSS-00002344,2025-10-13 19:00:13.973878,hss-secondary-1,Success,1,partition-05,HSS-SYNC-000,81
HSS-00002345,2025-10-29 18:16:11.973878,hss-secondary-1,Success,2,partition-16,HSS-SYNC-000,145
HSS-00002346,2025-08-20 19:01:31.973878,hss-secondary-2,Success,0,partition-04,HSS-SYNC-000,15
HSS-00002347,2025-09-22 18:08:42.973878,hss-primary-1,Success,0,partition-06,HSS-SYNC-000,140
HSS-00002348,2025-09-23 08:35:51.973878,hss-secondary-2,Success,0,partition-13,HSS-SYNC-000,63
HSS-00002349,2025-10-16 02:09:30.973878,hss-secondary-2,Complete Failure,99,partition-14,HSS-SYNC-002,572
HSS-00002350,2025-09-15 15:15:18.973878,hss-primary-1,Success,0,partition-06,HSS-SYNC-000,53
HSS-00002351,2025-09-24 03:45:03.973878,hss-secondary-2,Partial Failure,81,partition-07,HSS-DB-202,487
HSS-00002352,2025-10-16 18:35:37.973878,hss-primary-1,Success,4,partition-16,HSS-SYNC-000,110
HSS-00002353,2025-09-30 06:40:14.973878,hss-primary-2,Success,1,partition-09,HSS-SYNC-000,118
HSS-00002354,2025-10-06 14:31:27.973878,hss-primary-2,Success,0,partition-16,HSS-SYNC-000,141
HSS-00002355,2025-09-20 21:16:19.973878,hss-primary-2,Success,2,partition-14,HSS-SYNC-000,110
HSS-00002356,2025-09-18 12:18:08.973878,hss-primary-1,Partial Failure,13,partition-09,HSS-REP-102,706
HSS-00002357,2025-09-13 13:59:44.973878,hss-secondary-1,Partial Failure,49,partition-04,HSS-DB-202,317
HSS-00002358,2025-08-24 17:15:45.973878,hss-secondary-1,Partial Failure,88,partition-09,HSS-SYNC-001,1141
HSS-00002359,2025-10-23 08:38:52.973878,hss-secondary-2,Success,1,partition-09,HSS-SYNC-000,47
HSS-00002360,2025-08-23 05:33:00.973878,hss-primary-1,Success,4,partition-03,HSS-SYNC-000,91
HSS-00002361,2025-09-25 03:21:35.973878,hss-secondary-1,Success,4,partition-02,HSS-SYNC-000,36
HSS-00002362,2025-09-22 20:59:22.973878,hss-primary-1,Success,0,partition-13,HSS-SYNC-000,74
HSS-00002363,2025-09-11 19:49:59.973878,hss-secondary-1,Timeout,16,partition-03,HSS-SYNC-001,1767
HSS-00002364,2025-09-06 16:10:16.973878,hss-secondary-2,Success,1,partition-06,HSS-SYNC-000,134
HSS-00002365,2025-08-18 20:39:18.973878,hss-primary-2,Success,1,partition-09,HSS-SYNC-000,29
HSS-00002366,2025-10-31 17:51:39.973878,hss-secondary-1,Partial Failure,72,partition-01,HSS-SYNC-002,1475
HSS-00002367,2025-08-18 15:31:45.973878,hss-secondary-1,Success,3,partition-06,HSS-SYNC-000,116
HSS-00002368,2025-09-29 19:58:08.973878,hss-primary-1,Lag Warning,59,partition-10,HSS-DB-201,286
HSS-00002369,2025-11-06 00:09:53.973878,hss-primary-1,Success,2,partition-16,HSS-SYNC-000,135
HSS-00002370,2025-09-30 01:07:45.973878,hss-primary-2,Success,4,partition-13,HSS-SYNC-000,118
HSS-00002371,2025-11-11 04:44:41.973878,hss-secondary-1,Success,2,partition-07,HSS-SYNC-000,91
HSS-00002372,2025-10-10 12:20:39.973878,hss-secondary-1,Success,3,partition-08,HSS-SYNC-000,36
HSS-00002373,2025-09-28 16:03:34.973878,hss-primary-2,Success,4,partition-09,HSS-SYNC-000,102
