event_id,@timestamp,imsi,mme_host,cell_id,procedure_type,failure_code,serving_plmn,tracking_area_code,failure_description,signaling_message_type,attach_attempt,handover_attempt,authentication_attempt,source_cell_id,target_cell_id
EVT-00007028,2025-10-09 09:50:51.973878,3102601000000383,mme-04.tmobile.net,CELL-0032,Handover,NAS-302,310-260,TAC-1978,Attach rejected due to roaming restriction on MME mme-01.tmobile.net,S1 Setup Request,False,True,True,CELL-0018,CELL-0079
EVT-00007029,2025-10-28 21:11:34.973878,3102601000000765,mme-02.tmobile.net,CELL-0065,TAU,EMM-001,310-800,TAC-2504,Attach rejected due to authentication timeout on MME mme-03.tmobile.net,Initial UE Message,False,False,False,None,None
EVT-00007030,2025-11-12 09:18:41.973878,3102601000000644,mme-04.tmobile.net,CELL-0002,Service Request,EMM-002,310-260,TAC-7355,Bearer modification rejected - insufficient resources,Path Switch Request,False,False,True,None,None
EVT-00007031,2025-08-31 14:05:37.973878,3102601000000121,mme-04.tmobile.net,CELL-0013,TAU,ESM-102,310-260,TAC-8362,Service request timeout - software bug,Path Switch Request,False,False,False,None,None
EVT-00007032,2025-09-13 18:48:53.973878,3102601000000263,mme-02.tmobile.net,CELL-0054,Service Request,S1AP-202,310-490,TAC-8720,HSS unreachable during Service Request - database sync issue,S1 Setup Request,False,False,False,None,None
EVT-00007033,2025-10-09 12:36:45.973878,3102601000000273,mme-03.tmobile.net,CELL-0076,Attach,EMM-001,310-490,TAC-2395,HSS unreachable during Attach - database sync issue,TAU Accept,True,False,False,None,None
EVT-00007034,2025-10-18 01:57:56.973878,3102601000000486,mme-04.tmobile.net,CELL-0007,Handover,EMM-001,310-260,TAC-3176,Authentication failure for subscriber - roaming restriction,Handover Required,False,True,False,CELL-0035,CELL-0067
EVT-00007035,2025-11-05 10:25:15.973878,3102601000000022,mme-05.tmobile.net,CELL-0054,PDN Connectivity,NAS-302,310-260,TAC-7668,Resource exhaustion on mme-04.tmobile.net - network congestion,Path Switch Request,False,False,False,None,None
EVT-00007036,2025-09-03 22:30:53.973878,3102601000000220,mme-05.tmobile.net,CELL-0040,Authentication,S1AP-202,310-490,TAC-7775,Service request timeout - cell overload,Downlink NAS Transport,False,False,True,None,None
EVT-00007037,2025-11-09 05:36:04.973878,3102601000000664,mme-02.tmobile.net,CELL-0055,TAU,ESM-101,310-260,TAC-8305,Authentication failure for subscriber - insufficient resources,TAU Accept,False,False,False,None,None
EVT-00007038,2025-08-15 19:33:25.973878,3102601000000785,mme-03.tmobile.net,CELL-0061,Authentication,HSS-401,310-490,TAC-7435,HSS unreachable during Authentication - database sync issue,TAU Accept,False,False,True,None,None
EVT-00007039,2025-10-17 14:00:46.973878,3102601000000741,mme-05.tmobile.net,CELL-0062,TAU,EMM-001,310-260,TAC-6628,Bearer modification rejected - insufficient resources,Path Switch Request,False,False,True,None,None
EVT-00007040,2025-08-16 11:40:57.973878,3102601000000338,mme-04.tmobile.net,CELL-0054,TAU,EMM-001,310-260,TAC-3359,Bearer modification rejected - invalid subscriber data,Handover Required,False,False,False,None,None
EVT-00007041,2025-09-12 00:24:00.973878,3102601000000163,mme-04.tmobile.net,CELL-0022,Authentication,EMM-003,310-490,TAC-5813,Resource exhaustion on mme-01.tmobile.net - security check failed,Handover Required,False,False,True,None,None
EVT-00007042,2025-09-30 13:47:32.973878,3102601000000173,mme-01.tmobile.net,CELL-0035,Authentication,EMM-002,310-260,TAC-9053,HSS unreachable during Authentication - database sync issue,Downlink NAS Transport,False,False,True,None,None
EVT-00007043,2025-09-26 20:24:52.973878,3102601000000305,mme-03.tmobile.net,CELL-0013,PDN Connectivity,EMM-001,310-260,TAC-2884,Attach rejected due to security check failed on MME mme-02.tmobile.net,Attach Accept,False,False,False,None,None
EVT-00007044,2025-10-06 10:01:11.973878,3102601000000401,mme-03.tmobile.net,CELL-0039,Handover,HSS-401,310-490,TAC-8552,Handover failure from CELL-0079 to CELL-0067 - signaling timeout,Initial UE Message,False,True,False,CELL-0079,CELL-0067
EVT-00007045,2025-08-24 09:53:40.973878,3102601000000799,mme-03.tmobile.net,CELL-0001,Handover,S1AP-201,310-490,TAC-7836,Signaling storm detected - insufficient resources,Attach Accept,False,True,False,CELL-0008,CELL-0057
EVT-00007046,2025-10-23 05:01:12.973878,3102601000000654,mme-03.tmobile.net,CELL-0017,Attach,EMM-002,310-490,TAC-1885,Bearer modification rejected - invalid subscriber data,Initial UE Message,True,False,True,None,None
EVT-00007047,2025-10-09 23:58:06.973878,3102601000000207,mme-03.tmobile.net,CELL-0039,Attach,ESM-101,310-260,TAC-2806,Handover failure from CELL-0039 to CELL-0039 - signaling timeout,Downlink NAS Transport,True,False,False,None,None
EVT-00007048,2025-09-22 05:08:36.973878,3102601000000136,mme-03.tmobile.net,CELL-0001,Service Request,S1AP-201,310-490,TAC-8555,TAU rejected - database corruption,Path Switch Request,False,False,True,None,None
EVT-00007049,2025-10-30 08:27:12.973878,3102601000000068,mme-02.tmobile.net,CELL-0008,TAU,EMM-003,310-260,TAC-8486,Bearer modification rejected - signaling timeout,Path Switch Request,False,False,False,None,None
EVT-00007050,2025-11-02 09:43:52.973878,3102601000000142,mme-01.tmobile.net,CELL-0058,PDN Connectivity,EMM-002,310-260,TAC-4216,Authentication failure for subscriber - HSS sync failure,Attach Accept,False,False,False,None,None
EVT-00007051,2025-08-15 16:47:40.973878,3102601000000073,mme-01.tmobile.net,CELL-0005,Attach,EMM-002,310-260,TAC-1427,HSS unreachable during Attach - database sync issue,Downlink NAS Transport,True,False,True,None,None
EVT-00007052,2025-08-30 06:38:30.973878,3102601000000196,mme-05.tmobile.net,CELL-0065,TAU,EMM-002,310-260,TAC-8807,Resource exhaustion on mme-04.tmobile.net - software bug,Path Switch Request,False,False,True,None,None
EVT-00007053,2025-10-17 13:13:01.973878,3102601000000692,mme-05.tmobile.net,CELL-0066,TAU,ESM-101,310-260,TAC-4518,HSS unreachable during TAU - database sync issue,Initial UE Message,False,False,False,None,None
EVT-00007054,2025-11-07 15:04:39.973878,3102601000000242,mme-03.tmobile.net,CELL-0054,TAU,ESM-101,310-260,TAC-8212,TAU rejected - cell overload,Authentication Request,False,False,False,None,None
EVT-00007055,2025-10-26 23:39:15.973878,3102601000000560,mme-03.tmobile.net,CELL-0073,PDN Connectivity,HSS-401,310-260,TAC-8641,Bearer modification rejected - security check failed,Path Switch Request,False,False,False,None,None
EVT-00007056,2025-10-15 14:09:48.973878,3102601000000720,mme-01.tmobile.net,CELL-0032,Authentication,EMM-001,310-490,TAC-7121,HSS unreachable during Authentication - database sync issue,Initial UE Message,False,False,True,None,None
EVT-00007057,2025-09-09 09:11:29.973878,3102601000000050,mme-04.tmobile.net,CELL-0046,Attach,EMM-002,310-260,TAC-4209,Handover failure from CELL-0046 to CELL-0046 - insufficient resources,Handover Required,True,False,False,None,None
EVT-00007058,2025-09-15 07:46:18.973878,3102601000000370,mme-03.tmobile.net,CELL-0053,Authentication,EMM-001,310-260,TAC-1234,Bearer modification rejected - authentication timeout,Handover Required,False,False,True,None,None
EVT-00007059,2025-10-09 21:23:58.973878,3102601000000125,mme-04.tmobile.net,CELL-0032,TAU,S1AP-202,310-260,TAC-7855,HSS unreachable during TAU - database sync issue,Handover Required,False,False,False,None,None
EVT-00007060,2025-09-18 07:55:27.973878,3102601000000295,mme-04.tmobile.net,CELL-0074,Service Request,EMM-002,310-260,TAC-1949,Service request timeout - software bug,Handover Required,False,False,False,None,None
EVT-00007061,2025-08-24 11:42:36.973878,3102601000000761,mme-02.tmobile.net,CELL-0009,TAU,S1AP-202,310-490,TAC-9049,HSS unreachable during TAU - database sync issue,Path Switch Request,False,False,True,None,None
EVT-00007062,2025-08-22 08:04:58.973878,3102601000000465,mme-04.tmobile.net,CELL-0007,TAU,HSS-401,310-260,TAC-8622,Bearer modification rejected - software bug,Path Switch Request,False,False,False,None,None
EVT-00007063,2025-09-03 10:30:12.973878,3102601000000086,mme-04.tmobile.net,CELL-0040,Attach,NAS-302,310-260,TAC-1067,TAU rejected - cell overload,Authentication Request,True,False,False,None,None
EVT-00007064,2025-10-01 07:35:44.973878,3102601000000287,mme-03.tmobile.net,CELL-0040,TAU,S1AP-201,310-260,TAC-8709,Bearer modification rejected - HSS sync failure,Authentication Request,False,False,False,None,None
EVT-00007065,2025-09-12 07:43:39.973878,3102601000000281,mme-04.tmobile.net,CELL-0059,TAU,HSS-401,310-260,TAC-8709,Resource exhaustion on mme-02.tmobile.net - hardware failure,Attach Accept,False,False,True,None,None
EVT-00007066,2025-10-03 19:04:34.973878,3102601000000042,mme-02.tmobile.net,CELL-0010,Attach,ESM-102,310-490,TAC-5769,HSS unreachable during Attach - database sync issue,Authentication Request,True,False,True,None,None
EVT-00007067,2025-10-11 06:27:23.973878,3102601000000599,mme-02.tmobile.net,CELL-0043,Service Request,S1AP-201,310-260,TAC-5446,PDN connectivity failure - insufficient resources,Uplink NAS Transport,False,False,False,None,None
EVT-00007068,2025-08-15 19:12:55.973878,3102601000000700,mme-04.tmobile.net,CELL-0013,Handover,ESM-102,310-260,TAC-8106,Handover failure from CELL-0068 to CELL-0006 - security check failed,TAU Accept,False,True,True,CELL-0068,CELL-0006
EVT-00007069,2025-10-22 03:11:16.973878,3102601000000533,mme-03.tmobile.net,CELL-0073,Service Request,EMM-001,310-490,TAC-6068,Attach rejected due to cell overload on MME mme-01.tmobile.net,Authentication Request,False,False,False,None,None
EVT-00007070,2025-09-21 09:01:43.973878,3102601000000484,mme-01.tmobile.net,CELL-0021,TAU,ESM-102,310-800,TAC-1482,Service request timeout - HSS sync failure,Uplink NAS Transport,False,False,False,None,None
EVT-00007071,2025-09-12 11:46:16.973878,3102601000000592,mme-01.tmobile.net,CELL-0055,Authentication,NAS-301,310-490,TAC-6864,TAU rejected - database corruption,Downlink NAS Transport,False,False,True,None,None
EVT-00007072,2025-11-02 22:20:17.973878,3102601000000144,mme-01.tmobile.net,CELL-0049,TAU,S1AP-202,310-260,TAC-2924,TAU rejected - security check failed,Initial UE Message,False,False,False,None,None
EVT-00007073,2025-09-03 10:47:37.973878,3102601000000318,mme-03.tmobile.net,CELL-0023,Attach,NAS-302,310-260,TAC-2220,Bearer modification rejected - authentication timeout,Attach Accept,True,False,True,None,None
EVT-00007074,2025-09-26 06:20:55.973878,3102601000000623,mme-04.tmobile.net,CELL-0079,Service Request,S1AP-202,310-260,TAC-7145,PDN connectivity failure - invalid subscriber data,Attach Accept,False,False,False,None,None
EVT-00007075,2025-09-24 11:41:56.973878,3102601000000575,mme-05.tmobile.net,CELL-0044,PDN Connectivity,S1AP-202,310-260,TAC-9520,Handover failure from CELL-0044 to CELL-0044 - cell overload,Handover Required,False,False,False,None,None
EVT-00007076,2025-09-01 07:30:06.973878,3102601000000192,mme-02.tmobile.net,CELL-0005,Authentication,NAS-301,310-490,TAC-8390,Handover failure from CELL-0005 to CELL-0005 - authentication timeout,Downlink NAS Transport,False,False,True,None,None
EVT-00007077,2025-10-27 06:05:14.973878,3102601000000698,mme-01.tmobile.net,CELL-0043,Attach,NAS-302,310-260,TAC-5956,Handover failure from CELL-0043 to CELL-0043 - authentication timeout,Attach Accept,True,False,False,None,None
EVT-00007078,2025-09-12 23:24:49.973878,3102601000000406,mme-02.tmobile.net,CELL-0058,Attach,EMM-002,310-490,TAC-6214,TAU rejected - security check failed,Initial UE Message,True,False,False,None,None
EVT-00007079,2025-10-21 03:17:38.973878,3102601000000504,mme-03.tmobile.net,CELL-0061,Service Request,EMM-001,310-260,TAC-8546,Service request timeout - authentication timeout,Downlink NAS Transport,False,False,True,None,None
EVT-00007080,2025-08-22 21:19:26.973878,3102601000000038,mme-05.tmobile.net,CELL-0036,Service Request,NAS-302,310-260,TAC-7390,Attach rejected due to signaling timeout on MME mme-02.tmobile.net,Handover Required,False,False,False,None,None
EVT-00007081,2025-08-26 01:02:25.973878,3102601000000624,mme-04.tmobile.net,CELL-0007,Bearer Modification,ESM-101,310-260,TAC-8938,Handover failure from CELL-0007 to CELL-0007 - security check failed,Path Switch Request,False,False,False,None,None
EVT-00007082,2025-09-10 14:32:09.973878,3102601000000624,mme-04.tmobile.net,CELL-0068,TAU,ESM-102,310-260,TAC-1873,TAU rejected - software bug,Downlink NAS Transport,False,False,False,None,None
EVT-00007083,2025-09-04 15:39:31.973878,3102601000000673,mme-03.tmobile.net,CELL-0028,Attach,ESM-102,310-260,TAC-5633,Resource exhaustion on mme-05.tmobile.net - database corruption,Initial UE Message,True,False,False,None,None
EVT-00007084,2025-09-06 18:19:08.973878,3102601000000180,mme-04.tmobile.net,CELL-0041,Handover,NAS-302,310-490,TAC-9154,Attach rejected due to insufficient resources on MME mme-03.tmobile.net,Uplink NAS Transport,False,True,False,CELL-0051,CELL-0075
EVT-00007085,2025-09-23 12:11:00.973878,3102601000000415,mme-05.tmobile.net,CELL-0012,TAU,HSS-401,310-260,TAC-2672,HSS unreachable during TAU - database sync issue,S1 Setup Request,False,False,False,None,None
EVT-00007086,2025-11-12 03:59:13.973878,3102601000000670,mme-01.tmobile.net,CELL-0005,Service Request,S1AP-201,310-260,TAC-8998,TAU rejected - security check failed,TAU Accept,False,False,True,None,None
EVT-00007087,2025-11-09 02:56:58.973878,3102601000000276,mme-04.tmobile.net,CELL-0074,Handover,EMM-002,310-260,TAC-3881,Bearer modification rejected - network congestion,Path Switch Request,False,True,False,CELL-0019,CELL-0020
EVT-00007088,2025-08-19 19:09:35.973878,3102601000000024,mme-04.tmobile.net,CELL-0039,Handover,EMM-003,310-260,TAC-2187,Service request timeout - insufficient resources,Attach Accept,False,True,False,CELL-0077,CELL-0061
EVT-00007089,2025-08-28 14:27:18.973878,3102601000000167,mme-05.tmobile.net,CELL-0067,Attach,EMM-003,310-490,TAC-4807,HSS unreachable during Attach - database sync issue,Attach Accept,True,False,True,None,None
EVT-00007090,2025-10-18 22:59:24.973878,3102601000000466,mme-03.tmobile.net,CELL-0048,PDN Connectivity,ESM-101,310-490,TAC-2907,Bearer modification rejected - insufficient resources,Authentication Request,False,False,True,None,None
EVT-00007091,2025-09-25 13:37:06.973878,3102601000000029,mme-03.tmobile.net,CELL-0047,Handover,NAS-302,310-260,TAC-3986,HSS unreachable during Handover - database sync issue,Handover Required,False,True,False,CELL-0051,CELL-0068
EVT-00007092,2025-09-23 00:44:30.973878,3102601000000008,mme-04.tmobile.net,CELL-0006,Service Request,S1AP-202,310-260,TAC-8293,Resource exhaustion on mme-01.tmobile.net - authentication timeout,Uplink NAS Transport,False,False,True,None,None
EVT-00007093,2025-10-05 20:59:26.973878,3102601000000044,mme-01.tmobile.net,CELL-0032,TAU,ESM-101,310-260,TAC-3394,Service request timeout - software bug,TAU Accept,False,False,False,None,None
EVT-00007094,2025-09-22 21:55:09.973878,3102601000000097,mme-05.tmobile.net,CELL-0038,TAU,EMM-003,310-260,TAC-7689,Bearer modification rejected - authentication timeout,Downlink NAS Transport,False,False,False,None,None
EVT-00007095,2025-09-01 05:41:30.973878,3102601000000274,mme-01.tmobile.net,CELL-0063,Service Request,NAS-301,310-260,TAC-5189,Resource exhaustion on mme-02.tmobile.net - insufficient resources,Attach Accept,False,False,True,None,None
EVT-00007096,2025-10-22 11:09:35.973878,3102601000000275,mme-01.tmobile.net,CELL-0068,Service Request,S1AP-201,310-260,TAC-9681,HSS unreachable during Service Request - database sync issue,TAU Accept,False,False,False,None,None
EVT-00007097,2025-11-04 19:59:36.973878,3102601000000306,mme-03.tmobile.net,CELL-0052,Attach,NAS-302,310-490,TAC-9716,Authentication failure for subscriber - hardware failure,S1 Setup Request,True,False,True,None,None
EVT-00007098,2025-10-27 11:48:56.973878,3102601000000751,mme-04.tmobile.net,CELL-0017,TAU,EMM-001,310-800,TAC-3963,Bearer modification rejected - insufficient resources,TAU Accept,False,False,True,None,None
EVT-00007099,2025-10-06 04:27:09.973878,3102601000000738,mme-03.tmobile.net,CELL-0068,Attach,HSS-401,310-490,TAC-4666,Service request timeout - cell overload,Uplink NAS Transport,True,False,True,None,None
EVT-00007100,2025-08-19 03:16:45.973878,3102601000000498,mme-01.tmobile.net,CELL-0079,TAU,NAS-302,310-260,TAC-5515,Authentication failure for subscriber - cell overload,Attach Accept,False,False,False,None,None
EVT-00007101,2025-11-06 06:05:15.973878,3102601000000722,mme-01.tmobile.net,CELL-0047,PDN Connectivity,NAS-302,310-260,TAC-6892,Authentication failure for subscriber - signaling timeout,Uplink NAS Transport,False,False,True,None,None
EVT-00007102,2025-10-16 15:37:36.973878,3102601000000002,mme-03.tmobile.net,CELL-0057,Authentication,EMM-001,310-260,TAC-5087,PDN connectivity failure - HSS sync failure,Uplink NAS Transport,False,False,True,None,None
EVT-00007103,2025-09-18 23:57:20.973878,3102601000000309,mme-05.tmobile.net,CELL-0070,Bearer Modification,NAS-302,310-490,TAC-3310,Authentication failure for subscriber - roaming restriction,Downlink NAS Transport,False,False,False,None,None
EVT-00007104,2025-10-13 01:09:00.973878,3102601000000434,mme-02.tmobile.net,CELL-0056,Service Request,HSS-401,310-260,TAC-9901,Service request timeout - insufficient resources,Attach Accept,False,False,False,None,None
EVT-00007105,2025-09-26 12:21:55.973878,3102601000000600,mme-01.tmobile.net,CELL-0049,Service Request,EMM-003,310-260,TAC-6349,PDN connectivity failure - network congestion,Handover Required,False,False,False,None,None
EVT-00007106,2025-10-31 16:52:28.973878,3102601000000083,mme-01.tmobile.net,CELL-0068,Authentication,S1AP-202,310-260,TAC-3433,Attach rejected due to signaling timeout on MME mme-02.tmobile.net,Handover Required,False,False,True,None,None
EVT-00007107,2025-09-09 04:14:45.973878,3102601000000240,mme-04.tmobile.net,CELL-0034,Detach,EMM-003,310-260,TAC-1365,Authentication failure for subscriber - database corruption,TAU Accept,False,False,False,None,None
EVT-00007108,2025-09-03 18:13:46.973878,3102601000000315,mme-05.tmobile.net,CELL-0045,Handover,HSS-401,310-260,TAC-6668,Bearer modification rejected - signaling timeout,Uplink NAS Transport,False,True,False,CELL-0005,CELL-0039
EVT-00007109,2025-08-30 11:12:48.973878,3102601000000093,mme-05.tmobile.net,CELL-0006,Attach,S1AP-202,310-800,TAC-1706,Service request timeout - network congestion,Uplink NAS Transport,True,False,False,None,None
EVT-00007110,2025-08-16 04:43:22.973878,3102601000000182,mme-05.tmobile.net,CELL-0051,Service Request,S1AP-202,310-260,TAC-6025,Bearer modification rejected - invalid subscriber data,Authentication Request,False,False,True,None,None
EVT-00007111,2025-08-18 06:10:17.973878,3102601000000331,mme-04.tmobile.net,CELL-0035,TAU,S1AP-202,310-260,TAC-1725,HSS unreachable during TAU - database sync issue,S1 Setup Request,False,False,False,None,None
EVT-00007112,2025-10-27 11:06:18.973878,3102601000000142,mme-03.tmobile.net,CELL-0068,Handover,S1AP-202,310-260,TAC-3433,Attach rejected due to cell overload on MME mme-01.tmobile.net,S1 Setup Request,False,True,False,CELL-0040,CELL-0026
EVT-00007113,2025-11-02 16:03:25.973878,3102601000000608,mme-05.tmobile.net,CELL-0015,TAU,HSS-401,310-260,TAC-6074,Authentication failure for subscriber - cell overload,Attach Accept,False,False,True,None,None
EVT-00007114,2025-11-03 16:51:04.973878,3102601000000107,mme-04.tmobile.net,CELL-0080,Handover,NAS-301,310-260,TAC-4972,Bearer modification rejected - software bug,Authentication Request,False,True,False,CELL-0005,CELL-0075
EVT-00007115,2025-10-22 09:43:30.973878,3102601000000769,mme-01.tmobile.net,CELL-0010,Service Request,S1AP-201,310-260,TAC-3734,Service request timeout - hardware failure,TAU Accept,False,False,False,None,None
EVT-00007116,2025-10-08 00:53:11.973878,3102601000000466,mme-04.tmobile.net,CELL-0048,Attach,EMM-003,310-260,TAC-9474,Attach rejected due to signaling timeout on MME mme-04.tmobile.net,S1 Setup Request,True,False,False,None,None
EVT-00007117,2025-09-22 11:35:46.973878,3102601000000339,mme-01.tmobile.net,CELL-0033,Detach,S1AP-202,310-490,TAC-2429,Attach rejected due to cell overload on MME mme-05.tmobile.net,Uplink NAS Transport,False,False,False,None,None
EVT-00007118,2025-09-08 18:33:12.973878,3102601000000572,mme-03.tmobile.net,CELL-0067,Attach,NAS-301,310-260,TAC-1772,Service request timeout - network congestion,Handover Required,True,False,False,None,None
EVT-00007119,2025-08-30 17:24:38.973878,3102601000000538,mme-04.tmobile.net,CELL-0073,Service Request,EMM-003,310-800,TAC-5442,Signaling storm detected - insufficient resources,S1 Setup Request,False,False,True,None,None
EVT-00007120,2025-09-19 22:28:43.973878,3102601000000180,mme-03.tmobile.net,CELL-0076,Handover,NAS-301,310-260,TAC-4011,Bearer modification rejected - authentication timeout,Attach Accept,False,True,True,CELL-0043,CELL-0040
EVT-00007121,2025-11-04 01:32:42.973878,3102601000000711,mme-03.tmobile.net,CELL-0008,Handover,EMM-003,310-260,TAC-6887,HSS unreachable during Handover - database sync issue,Downlink NAS Transport,False,True,False,CELL-0003,CELL-0061
EVT-00007122,2025-09-17 04:35:56.973878,3102601000000726,mme-05.tmobile.net,CELL-0006,Detach,S1AP-201,310-800,TAC-6660,Bearer modification rejected - hardware failure,S1 Setup Request,False,False,False,None,None
EVT-00007123,2025-11-01 19:06:02.973878,3102601000000275,mme-05.tmobile.net,CELL-0026,Attach,EMM-002,310-260,TAC-3149,Service request timeout - HSS sync failure,Handover Required,True,False,False,None,None
EVT-00007124,2025-11-06 19:45:28.973878,3102601000000714,mme-02.tmobile.net,CELL-0070,Handover,EMM-003,310-260,TAC-6905,Resource exhaustion on mme-01.tmobile.net - insufficient resources,Initial UE Message,False,True,False,CELL-0013,CELL-0003
EVT-00007125,2025-08-16 19:40:38.973878,3102601000000629,mme-03.tmobile.net,CELL-0041,Handover,EMM-002,310-490,TAC-9563,Bearer modification rejected - signaling timeout,Initial UE Message,False,True,False,CELL-0040,CELL-0023
EVT-00007126,2025-08-27 16:03:36.973878,3102601000000000,mme-02.tmobile.net,CELL-0029,Detach,S1AP-201,310-260,TAC-4507,Authentication failure for subscriber - network congestion,Downlink NAS Transport,False,False,False,None,None
EVT-00007127,2025-11-09 02:19:08.973878,3102601000000157,mme-01.tmobile.net,CELL-0012,Attach,S1AP-202,310-260,TAC-1941,Bearer modification rejected - HSS sync failure,Authentication Request,True,False,True,None,None
EVT-00007128,2025-10-20 23:09:48.973878,3102601000000793,mme-03.tmobile.net,CELL-0027,Bearer Modification,ESM-101,310-490,TAC-2703,Bearer modification rejected - authentication timeout,Authentication Request,False,False,True,None,None
EVT-00007129,2025-08-19 12:30:45.973878,3102601000000175,mme-02.tmobile.net,CELL-0077,TAU,ESM-102,310-260,TAC-5959,PDN connectivity failure - database corruption,S1 Setup Request,False,False,False,None,None
EVT-00007130,2025-10-26 17:26:18.973878,3102601000000745,mme-02.tmobile.net,CELL-0071,Handover,HSS-401,310-260,TAC-7408,PDN connectivity failure - HSS sync failure,Authentication Request,False,True,False,CELL-0050,CELL-0038
EVT-00007131,2025-10-02 00:25:58.973878,3102601000000552,mme-03.tmobile.net,CELL-0006,Attach,ESM-102,310-490,TAC-9732,HSS unreachable during Attach - database sync issue,Handover Required,True,False,False,None,None
EVT-00007132,2025-10-23 06:33:29.973878,3102601000000700,mme-01.tmobile.net,CELL-0012,Authentication,NAS-302,310-260,TAC-1136,Authentication failure for subscriber - network congestion,Attach Accept,False,False,True,None,None
EVT-00007133,2025-08-17 00:24:57.973878,3102601000000227,mme-04.tmobile.net,CELL-0014,Attach,S1AP-202,310-260,TAC-5669,Signaling storm detected - network congestion,Initial UE Message,True,False,True,None,None
EVT-00007134,2025-10-31 18:26:38.973878,3102601000000751,mme-02.tmobile.net,CELL-0006,Bearer Modification,EMM-001,310-800,TAC-6155,Signaling storm detected - software bug,S1 Setup Request,False,False,False,None,None
EVT-00007135,2025-08-22 19:22:41.973878,3102601000000725,mme-02.tmobile.net,CELL-0018,Authentication,S1AP-202,310-490,TAC-8530,TAU rejected - security check failed,Path Switch Request,False,False,True,None,None
EVT-00007136,2025-10-18 23:23:40.973878,3102601000000725,mme-05.tmobile.net,CELL-0064,Attach,S1AP-202,310-260,TAC-9817,Attach rejected due to authentication timeout on MME mme-05.tmobile.net,TAU Accept,True,False,True,None,None
EVT-00007137,2025-09-13 14:33:52.973878,3102601000000105,mme-05.tmobile.net,CELL-0067,Detach,ESM-102,310-260,TAC-2784,TAU rejected - invalid subscriber data,Initial UE Message,False,False,False,None,None
EVT-00007138,2025-10-06 18:12:23.973878,3102601000000065,mme-05.tmobile.net,CELL-0066,TAU,NAS-301,310-260,TAC-1186,Attach rejected due to HSS sync failure on MME mme-03.tmobile.net,Attach Accept,False,False,True,None,None
EVT-00007139,2025-09-15 08:31:28.973878,3102601000000418,mme-02.tmobile.net,CELL-0010,Service Request,ESM-101,310-260,TAC-4802,HSS unreachable during Service Request - database sync issue,S1 Setup Request,False,False,True,None,None
EVT-00007140,2025-08-23 22:30:28.973878,3102601000000620,mme-03.tmobile.net,CELL-0022,TAU,S1AP-201,310-260,TAC-4724,HSS unreachable during TAU - database sync issue,Attach Accept,False,False,False,None,None
EVT-00007141,2025-10-26 16:16:11.973878,3102601000000573,mme-05.tmobile.net,CELL-0060,Authentication,EMM-003,310-260,TAC-2707,Bearer modification rejected - roaming restriction,TAU Accept,False,False,True,None,None
EVT-00007142,2025-08-31 14:53:05.973878,3102601000000783,mme-05.tmobile.net,CELL-0043,Handover,EMM-001,310-260,TAC-9690,Handover failure from CELL-0007 to CELL-0009 - cell overload,Path Switch Request,False,True,True,CELL-0007,CELL-0009
EVT-00007143,2025-10-24 20:27:49.973878,3102601000000030,mme-02.tmobile.net,CELL-0028,Service Request,S1AP-202,310-490,TAC-7350,Signaling storm detected - HSS sync failure,Path Switch Request,False,False,False,None,None
EVT-00007144,2025-09-04 19:11:43.973878,3102601000000267,mme-03.tmobile.net,CELL-0071,Attach,ESM-101,310-490,TAC-6181,Resource exhaustion on mme-01.tmobile.net - roaming restriction,TAU Accept,True,False,False,None,None
EVT-00007145,2025-08-28 07:04:18.973878,3102601000000316,mme-02.tmobile.net,CELL-0016,Attach,EMM-002,310-260,TAC-7342,Service request timeout - cell overload,Handover Required,True,False,False,None,None
EVT-00007146,2025-10-25 11:43:14.973878,3102601000000110,mme-02.tmobile.net,CELL-0023,Service Request,ESM-101,310-260,TAC-4268,HSS unreachable during Service Request - database sync issue,Authentication Request,False,False,False,None,None
EVT-00007147,2025-08-29 21:40:53.973878,3102601000000598,mme-05.tmobile.net,CELL-0042,Attach,HSS-401,310-260,TAC-1729,HSS unreachable during Attach - database sync issue,Attach Accept,True,False,False,None,None
EVT-00007148,2025-10-19 13:38:09.973878,3102601000000797,mme-03.tmobile.net,CELL-0050,Service Request,S1AP-202,310-260,TAC-1997,Resource exhaustion on mme-05.tmobile.net - security check failed,Authentication Request,False,False,True,None,None
EVT-00007149,2025-10-22 23:48:15.973878,3102601000000269,mme-02.tmobile.net,CELL-0034,Attach,EMM-001,310-260,TAC-8860,Bearer modification rejected - insufficient resources,Uplink NAS Transport,True,False,False,None,None
EVT-00007150,2025-11-12 00:09:18.973878,3102601000000425,mme-04.tmobile.net,CELL-0018,Attach,S1AP-201,310-260,TAC-4875,Bearer modification rejected - roaming restriction,Handover Required,True,False,True,None,None
EVT-00007151,2025-09-22 11:09:44.973878,3102601000000752,mme-03.tmobile.net,CELL-0009,Attach,ESM-102,310-260,TAC-4338,Bearer modification rejected - HSS sync failure,Attach Accept,True,False,False,None,None
EVT-00007152,2025-09-15 16:22:01.973878,3102601000000184,mme-05.tmobile.net,CELL-0042,Attach,EMM-001,310-800,TAC-2553,Signaling storm detected - software bug,Authentication Request,True,False,True,None,None
