recommendation_id,user_id,content_id,explanation_text,reasoning_factors,similarity_score,preference_match_themes,created_at
REC-00000730,USER-0001707,CONTENT-001787,Recommended because you enjoyed similar Social justice themes in Horror content,"Tone preference,Trending content",0.7631158782609783,"Political power,Love triangle,Identity crisis",2025-11-12 15:06:48.783598
REC-00000731,USER-0001089,CONTENT-001495,Recommended because you enjoyed similar Good vs evil themes in Thriller content,"Similar viewing history,Cast preference,Narrative complexity,New release",0.6800231315169754,"Coming of age,Love triangle",2025-11-12 15:11:48.783598
REC-00000732,USER-0003860,CONTENT-001857,Recommended because you enjoyed similar Moral ambiguity themes in Horror content,"New release,Completion rate,Genre match",0.9635418555312801,"Historical drama,Parallel universes",2025-11-12 15:16:48.783598
REC-00000733,USER-0001298,CONTENT-000680,Based on your preference for Uplifting tone and Complex narrative complexity,"Completion rate,Trending content,Narrative complexity",0.8133252157573834,"Love triangle,Generational conflict",2025-11-12 15:21:48.783598
REC-00000734,USER-0003986,CONTENT-000725,Matches your preference for Intense storytelling with Simple plots,"Cast preference,Similar viewing history,Trending content",0.7985581574045587,"Friendship bonds,Social justice,Addiction recovery",2025-11-12 15:26:48.783598
REC-00000735,USER-0004874,CONTENT-001412,Based on your preference for Gritty tone and Simple narrative complexity,"Completion rate,Highly rated,New release",0.6595102055779295,"Family dynamics,Mental health",2025-11-12 15:31:48.783598
REC-00000736,USER-0000978,CONTENT-001315,Based on your preference for Light tone and Complex narrative complexity,"Cast preference,Similar viewing history",0.8923077823306251,"Betrayal,Historical drama",2025-11-12 15:36:48.783598
REC-00000737,USER-0001351,CONTENT-000141,Recommended because you enjoyed similar Social justice themes in Animation content,"Trending content,Highly rated,Cast preference,Theme similarity",0.856366730979075,"Post-apocalyptic,Identity crisis,Corporate intrigue",2025-11-12 15:41:48.783598
REC-00000738,USER-0002224,CONTENT-001628,Matches your preference for Light storytelling with Very Complex plots,"Cast preference,Completion rate,Trending content,Director preference",0.9589019624646559,"Good vs evil,Post-apocalyptic,Artificial intelligence",2025-11-12 15:46:48.783598
REC-00000739,USER-0001175,CONTENT-001788,Popular among viewers who share your interest in Action and Family dynamics,"Theme similarity,Cast preference,Tone preference",0.8239630223825023,"Generational conflict,Post-apocalyptic,Coming of age",2025-11-12 15:51:48.783598
REC-00000740,USER-0000675,CONTENT-000455,Recommended because you enjoyed similar Parallel universes themes in Thriller content,"Narrative complexity,Genre match,Completion rate",0.7651555083786096,"Coming of age,Good vs evil,Social justice",2025-11-12 15:56:48.783598
REC-00000741,USER-0000725,CONTENT-001538,Popular among viewers who share your interest in Action and Moral ambiguity,"Tone preference,Similar viewing history",0.6905672009275103,"Redemption arc,Time travel",2025-11-12 16:01:48.783598
REC-00000742,USER-0004426,CONTENT-000911,Based on your preference for Uplifting tone and Very Complex narrative complexity,"Completion rate,Theme similarity",0.7345135232413788,"Redemption arc,Family dynamics",2025-11-12 16:06:48.783598
REC-00000743,USER-0004185,CONTENT-000847,Recommended because you enjoyed similar Time travel themes in Romance content,"Narrative complexity,Cast preference",0.7680142597316103,"Survival,Political power",2025-11-12 16:11:48.783598
REC-00000744,USER-0000526,CONTENT-000543,Popular among viewers who share your interest in Adventure and Generational conflict,"Genre match,Popular with similar users,Completion rate,New release",0.8286385046439806,"Generational conflict,Artificial intelligence",2025-11-12 16:16:48.783598
REC-00000745,USER-0001398,CONTENT-000549,Matches your preference for Light storytelling with Simple plots,"Popular with similar users,Theme similarity,Tone preference",0.815167011646271,"Historical drama,Artificial intelligence",2025-11-12 16:21:48.783598
REC-00000746,USER-0001697,CONTENT-001900,Matches your preference for Serious storytelling with Simple plots,"Theme similarity,Highly rated,Director preference",0.7360391447370014,"Time travel,Class struggle",2025-11-12 16:26:48.783598
REC-00000747,USER-0004228,CONTENT-001376,Popular among viewers who share your interest in Documentary and Survival,"Narrative complexity,Popular with similar users,Genre match,Director preference",0.6695162437620864,"Mental health,Generational conflict",2025-11-12 16:31:48.783598
REC-00000748,USER-0002152,CONTENT-001684,Recommended because you enjoyed similar Parallel universes themes in Thriller content,"Completion rate,Narrative complexity,Genre match,Highly rated",0.9061803967151547,"Moral ambiguity,Generational conflict,Historical drama",2025-11-12 16:36:48.783598
REC-00000749,USER-0000589,CONTENT-001062,Based on your preference for Intense tone and Simple narrative complexity,"Popular with similar users,Genre match",0.9580687447195937,"Revenge quest,Good vs evil",2025-11-12 16:41:48.783598
REC-00000750,USER-0003861,CONTENT-000465,Based on your preference for Whimsical tone and Very Complex narrative complexity,"Narrative complexity,Trending content",0.8420689227323448,"Friendship bonds,Redemption arc",2025-11-12 16:46:48.783598
REC-00000751,USER-0003235,CONTENT-001535,Recommended because you enjoyed similar Generational conflict themes in Mystery content,"Director preference,Highly rated,Similar viewing history",0.6798326807933408,"Mental health,Class struggle",2025-11-12 16:51:48.783598
REC-00000752,USER-0004233,CONTENT-000286,Based on your preference for Intense tone and Complex narrative complexity,"Genre match,New release",0.6668599730469567,"Class struggle,Historical drama,Moral ambiguity",2025-11-12 16:56:48.783598
REC-00000753,USER-0000833,CONTENT-001985,Recommended because you enjoyed similar Love triangle themes in Romance content,"Theme similarity,Tone preference,Narrative complexity,New release",0.6693083171281796,"Friendship bonds,Political power",2025-11-12 17:01:48.783598
REC-00000754,USER-0003287,CONTENT-000480,Recommended because you enjoyed similar Time travel themes in Comedy content,"New release,Narrative complexity",0.6650586941237588,"Time travel,Class struggle",2025-11-12 17:06:48.783598
REC-00000755,USER-0000715,CONTENT-000596,Popular among viewers who share your interest in Romance and Class struggle,"Director preference,Completion rate,Cast preference,Similar viewing history",0.682637527087507,"Artificial intelligence,Identity crisis,Family dynamics",2025-11-12 17:11:48.783598
REC-00000756,USER-0000967,CONTENT-000309,Recommended because you enjoyed similar Revenge quest themes in Animation content,"Narrative complexity,Trending content,Similar viewing history,Popular with similar users",0.9489008403235782,"Mental health,Family dynamics,Revenge quest",2025-11-12 17:16:48.783598
REC-00000757,USER-0002774,CONTENT-000396,Similar to content you've watched with Friendship bonds themes,"Tone preference,Theme similarity,New release,Narrative complexity",0.9550746941026537,"Good vs evil,Corporate intrigue,Betrayal",2025-11-12 17:21:48.783598
REC-00000758,USER-0004945,CONTENT-001281,Based on your preference for Light tone and Simple narrative complexity,"Theme similarity,Highly rated,Similar viewing history",0.8205148483032082,"Artificial intelligence,Addiction recovery",2025-11-12 17:26:48.783598
REC-00000759,USER-0000523,CONTENT-000313,Similar to content you've watched with Historical drama themes,"Highly rated,Theme similarity,Narrative complexity",0.950553262236987,"Friendship bonds,Historical drama",2025-11-12 17:31:48.783598
REC-00000760,USER-0003709,CONTENT-000809,Matches your preference for Gritty storytelling with Simple plots,"Popular with similar users,Narrative complexity,Genre match,Completion rate",0.755686633991281,"Betrayal,Identity crisis",2025-11-12 17:36:48.783598
REC-00000761,USER-0002433,CONTENT-001678,Similar to content you've watched with Time travel themes,"New release,Completion rate,Trending content,Genre match",0.7931263885919717,"Betrayal,Time travel",2025-11-12 17:41:48.783598
REC-00000762,USER-0002926,CONTENT-000462,Recommended because you enjoyed similar Love triangle themes in Horror content,"Genre match,Tone preference,New release,Director preference",0.8301987923610085,"Friendship bonds,Parallel universes",2025-11-12 17:46:48.783598
REC-00000763,USER-0003677,CONTENT-001431,Recommended because you enjoyed similar Betrayal themes in Horror content,"Genre match,Theme similarity,New release",0.8836446314966355,"Generational conflict,Artificial intelligence,Identity crisis",2025-11-12 17:51:48.783598
REC-00000764,USER-0001396,CONTENT-001371,Matches your preference for Light storytelling with Simple plots,"New release,Trending content,Narrative complexity,Cast preference",0.6997873977259159,"Corporate intrigue,Redemption arc",2025-11-12 17:56:48.783598
REC-00000765,USER-0000454,CONTENT-001210,Recommended because you enjoyed similar Good vs evil themes in Drama content,"Completion rate,Director preference,New release",0.911893409872379,"Post-apocalyptic,Friendship bonds,Generational conflict",2025-11-12 18:01:48.783598
REC-00000766,USER-0001242,CONTENT-001135,Based on your preference for Serious tone and Simple narrative complexity,"Theme similarity,Narrative complexity,Similar viewing history,Popular with similar users",0.8436215936006127,"Social justice,Artificial intelligence",2025-11-12 18:06:48.783598
REC-00000767,USER-0001215,CONTENT-000686,Popular among viewers who share your interest in Drama and Generational conflict,"Director preference,Cast preference",0.856883252782576,"Survival,Class struggle",2025-11-12 18:11:48.783598
REC-00000768,USER-0003245,CONTENT-000407,Recommended because you enjoyed similar Revenge quest themes in Thriller content,"Popular with similar users,Genre match",0.7906012819770596,"Addiction recovery,Coming of age",2025-11-12 18:16:48.783598
REC-00000769,USER-0002547,CONTENT-001107,Based on your preference for Whimsical tone and Moderate narrative complexity,"Tone preference,Narrative complexity,Completion rate",0.8987477330328255,"Moral ambiguity,Identity crisis",2025-11-12 18:21:48.783598
REC-00000770,USER-0002145,CONTENT-000935,Based on your preference for Uplifting tone and Complex narrative complexity,"Trending content,Highly rated,Completion rate,Popular with similar users",0.7721628312705173,"Artificial intelligence,Class struggle",2025-11-12 18:26:48.783598
REC-00000771,USER-0002333,CONTENT-000646,Similar to content you've watched with Generational conflict themes,"Tone preference,Narrative complexity",0.9147882394097467,"Social justice,Friendship bonds",2025-11-12 18:31:48.783598
REC-00000772,USER-0000676,CONTENT-000414,Based on your preference for Gritty tone and Moderate narrative complexity,"Theme similarity,Narrative complexity",0.803342909572969,"Parallel universes,Moral ambiguity,Identity crisis",2025-11-12 18:36:48.783598
REC-00000773,USER-0002581,CONTENT-000706,Based on your preference for Whimsical tone and Complex narrative complexity,"Tone preference,Completion rate,Genre match",0.9711341608997905,"Mental health,Generational conflict",2025-11-12 18:41:48.783598
REC-00000774,USER-0001438,CONTENT-001725,Popular among viewers who share your interest in Animation and Social justice,"Popular with similar users,Trending content,Tone preference,Similar viewing history",0.9052648973634907,"Moral ambiguity,Social justice,Historical drama",2025-11-12 18:46:48.783598
REC-00000775,USER-0002575,CONTENT-001605,Based on your preference for Gritty tone and Simple narrative complexity,"Completion rate,Cast preference,Director preference,Similar viewing history",0.8017756577109456,"Mental health,Family dynamics,Parallel universes",2025-11-12 18:51:48.783598
REC-00000776,USER-0003440,CONTENT-001761,Matches your preference for Whimsical storytelling with Very Complex plots,"Genre match,Cast preference",0.9660338251394364,"Love triangle,Addiction recovery",2025-11-12 18:56:48.783598
REC-00000777,USER-0000475,CONTENT-000482,Similar to content you've watched with Addiction recovery themes,"Director preference,Popular with similar users",0.8269931693671118,"Addiction recovery,Mental health,Post-apocalyptic",2025-11-12 19:01:48.783598
REC-00000778,USER-0004668,CONTENT-001543,Recommended because you enjoyed similar Revenge quest themes in Animation content,"Completion rate,New release",0.7167565261751739,"Social justice,Class struggle,Betrayal",2025-11-12 19:06:48.783598
REC-00000779,USER-0002606,CONTENT-001230,Recommended because you enjoyed similar Identity crisis themes in Family content,"Completion rate,Narrative complexity,Popular with similar users",0.6887217013771936,"Family dynamics,Political power,Addiction recovery",2025-11-12 19:11:48.783598
REC-00000780,USER-0003444,CONTENT-001951,Popular among viewers who share your interest in Action and Love triangle,"New release,Trending content",0.9754198447639547,"Corporate intrigue,Parallel universes,Love triangle",2025-11-12 19:16:48.783598
REC-00000781,USER-0002908,CONTENT-001958,Recommended because you enjoyed similar Parallel universes themes in Mystery content,"Highly rated,Director preference,Trending content",0.734357666315116,"Class struggle,Identity crisis,Artificial intelligence",2025-11-12 19:21:48.783598
REC-00000782,USER-0003974,CONTENT-000490,Based on your preference for Gritty tone and Complex narrative complexity,"Tone preference,Similar viewing history",0.7385235110260173,"Betrayal,Identity crisis,Coming of age",2025-11-12 19:26:48.783598
REC-00000783,USER-0000708,CONTENT-000608,Recommended because you enjoyed similar Identity crisis themes in Adventure content,"Popular with similar users,New release",0.9537400379170603,"Post-apocalyptic,Moral ambiguity",2025-11-12 19:31:48.783598
REC-00000784,USER-0000485,CONTENT-001220,Popular among viewers who share your interest in Adventure and Revenge quest,"Narrative complexity,Highly rated",0.971979494399102,"Family dynamics,Historical drama,Identity crisis",2025-11-12 19:36:48.783598
REC-00000785,USER-0003613,CONTENT-001693,Recommended because you enjoyed similar Social justice themes in SciFi content,"Similar viewing history,Theme similarity",0.8955823951424692,"Friendship bonds,Political power,Corporate intrigue",2025-11-12 19:41:48.783598
REC-00000786,USER-0003372,CONTENT-000419,Popular among viewers who share your interest in Comedy and Parallel universes,"Popular with similar users,Genre match",0.6553077056913464,"Artificial intelligence,Political power,Family dynamics",2025-11-12 19:46:48.783598
REC-00000787,USER-0004352,CONTENT-001306,Based on your preference for Whimsical tone and Complex narrative complexity,"Genre match,Similar viewing history,Popular with similar users,Completion rate",0.8094283958791783,"Redemption arc,Addiction recovery",2025-11-12 19:51:48.783598
REC-00000788,USER-0001329,CONTENT-000256,Recommended because you enjoyed similar Generational conflict themes in Action content,"Trending content,Tone preference,Similar viewing history,New release",0.9190663333058916,"Political power,Time travel,Artificial intelligence",2025-11-12 19:56:48.783598
REC-00000789,USER-0000210,CONTENT-000469,Popular among viewers who share your interest in Drama and Family dynamics,"Completion rate,Director preference",0.720787060035207,"Parallel universes,Redemption arc",2025-11-12 20:01:48.783598
REC-00000790,USER-0002227,CONTENT-000245,Based on your preference for Whimsical tone and Very Complex narrative complexity,"Completion rate,Genre match,Cast preference",0.8724412184437894,"Parallel universes,Post-apocalyptic",2025-11-12 20:06:48.783598
REC-00000791,USER-0003889,CONTENT-001978,Based on your preference for Gritty tone and Very Complex narrative complexity,"Trending content,Similar viewing history,New release,Cast preference",0.8350491402888788,"Addiction recovery,Moral ambiguity",2025-11-12 20:11:48.783598
REC-00000792,USER-0002762,CONTENT-001449,Similar to content you've watched with Good vs evil themes,"Narrative complexity,Highly rated,Popular with similar users,Genre match",0.8230050206023742,"Time travel,Parallel universes",2025-11-12 20:16:48.783598
REC-00000793,USER-0003256,CONTENT-000926,Based on your preference for Uplifting tone and Complex narrative complexity,"Theme similarity,Director preference",0.7856034119070517,"Addiction recovery,Historical drama",2025-11-12 20:21:48.783598
REC-00000794,USER-0000784,CONTENT-001418,Matches your preference for Light storytelling with Complex plots,"New release,Trending content,Cast preference",0.9677842911510104,"Mental health,Corporate intrigue",2025-11-12 20:26:48.783598
REC-00000795,USER-0003339,CONTENT-001958,Popular among viewers who share your interest in SciFi and Post-apocalyptic,"New release,Similar viewing history",0.948786247741749,"Redemption arc,Survival,Addiction recovery",2025-11-12 20:31:48.783598
REC-00000796,USER-0000605,CONTENT-000176,Popular among viewers who share your interest in Comedy and Post-apocalyptic,"Narrative complexity,New release",0.7148143636121086,"Redemption arc,Revenge quest",2025-11-12 20:36:48.783598
REC-00000797,USER-0002814,CONTENT-000543,Similar to content you've watched with Post-apocalyptic themes,"Similar viewing history,Trending content",0.8367590216744707,"Mental health,Parallel universes,Betrayal",2025-11-12 20:41:48.783598
REC-00000798,USER-0002798,CONTENT-001312,Matches your preference for Gritty storytelling with Simple plots,"Director preference,Completion rate,Theme similarity,Narrative complexity",0.7880262507860188,"Good vs evil,Family dynamics,Parallel universes",2025-11-12 20:46:48.783598
REC-00000799,USER-0002861,CONTENT-001729,Recommended because you enjoyed similar Coming of age themes in Mystery content,"Director preference,Highly rated,Popular with similar users,Theme similarity",0.7674798766405877,"Time travel,Redemption arc,Moral ambiguity",2025-11-12 20:51:48.783598
REC-00000800,USER-0003754,CONTENT-000721,Based on your preference for Uplifting tone and Simple narrative complexity,"Highly rated,Popular with similar users",0.6744878869862452,"Family dynamics,Corporate intrigue",2025-11-12 20:56:48.783598
REC-00000801,USER-0003820,CONTENT-001803,Matches your preference for Dark storytelling with Moderate plots,"Cast preference,Narrative complexity,New release",0.686721483985796,"Post-apocalyptic,Addiction recovery,Family dynamics",2025-11-12 21:01:48.783598
REC-00000802,USER-0004741,CONTENT-000589,Popular among viewers who share your interest in Comedy and Survival,"Director preference,Similar viewing history",0.7537743725456961,"Generational conflict,Coming of age",2025-11-12 21:06:48.783598
REC-00000803,USER-0000831,CONTENT-000944,Matches your preference for Intense storytelling with Very Complex plots,"Theme similarity,Similar viewing history,New release",0.857015885955274,"Family dynamics,Time travel",2025-11-12 21:11:48.783598
REC-00000804,USER-0002511,CONTENT-001977,Matches your preference for Dark storytelling with Complex plots,"Theme similarity,New release,Director preference",0.676754232183388,"Love triangle,Good vs evil,Social justice",2025-11-12 21:16:48.783598
REC-00000805,USER-0004381,CONTENT-001364,Matches your preference for Light storytelling with Complex plots,"Cast preference,Narrative complexity",0.9150033044596437,"Time travel,Coming of age,Addiction recovery",2025-11-12 21:21:48.783598
REC-00000806,USER-0003984,CONTENT-001010,Similar to content you've watched with Addiction recovery themes,"Completion rate,Trending content",0.730701865168932,"Political power,Family dynamics,Class struggle",2025-11-12 21:26:48.783598
REC-00000807,USER-0003983,CONTENT-001431,Based on your preference for Light tone and Simple narrative complexity,"Narrative complexity,Theme similarity",0.8038398384777268,"Good vs evil,Generational conflict,Post-apocalyptic",2025-11-12 21:31:48.783598
REC-00000808,USER-0000381,CONTENT-000898,Matches your preference for Gritty storytelling with Very Complex plots,"Genre match,Highly rated",0.6614859065643932,"Redemption arc,Mental health",2025-11-12 21:36:48.783598
REC-00000809,USER-0002206,CONTENT-001668,Matches your preference for Light storytelling with Very Complex plots,"Trending content,Popular with similar users",0.922603867266472,"Generational conflict,Identity crisis",2025-11-12 21:41:48.783598
REC-00000810,USER-0004866,CONTENT-001453,Based on your preference for Whimsical tone and Moderate narrative complexity,"Highly rated,Tone preference,Popular with similar users,Director preference",0.6674504466344848,"Betrayal,Class struggle,Coming of age",2025-11-12 21:46:48.783598
REC-00000811,USER-0004892,CONTENT-001198,Popular among viewers who share your interest in Crime and Friendship bonds,"Director preference,Popular with similar users,Highly rated,New release",0.6673999099665432,"Identity crisis,Parallel universes,Moral ambiguity",2025-11-12 21:51:48.783598
REC-00000812,USER-0003519,CONTENT-001949,Based on your preference for Dark tone and Simple narrative complexity,"New release,Theme similarity,Popular with similar users",0.9226580889794188,"Family dynamics,Generational conflict",2025-11-12 21:56:48.783598
REC-00000813,USER-0002737,CONTENT-001919,Recommended because you enjoyed similar Love triangle themes in Animation content,"Narrative complexity,Director preference,Completion rate",0.8763404482206933,"Friendship bonds,Generational conflict,Political power",2025-11-12 22:01:48.783598
REC-00000814,USER-0004296,CONTENT-000953,Matches your preference for Dark storytelling with Very Complex plots,"Popular with similar users,Cast preference",0.8589014102435053,"Love triangle,Moral ambiguity,Historical drama",2025-11-12 22:06:48.783598
REC-00000815,USER-0003925,CONTENT-001902,Recommended because you enjoyed similar Social justice themes in SciFi content,"Completion rate,Theme similarity",0.8105355671309168,"Identity crisis,Family dynamics",2025-11-12 22:11:48.783598
REC-00000816,USER-0002791,CONTENT-000525,Similar to content you've watched with Class struggle themes,"Genre match,Highly rated,New release",0.9600366523737155,"Love triangle,Good vs evil",2025-11-12 22:16:48.783598
REC-00000817,USER-0000732,CONTENT-000103,Based on your preference for Uplifting tone and Complex narrative complexity,"Similar viewing history,Popular with similar users",0.7915596557536203,"Post-apocalyptic,Class struggle",2025-11-12 22:21:48.783598
REC-00000818,USER-0001421,CONTENT-001830,Popular among viewers who share your interest in Thriller and Social justice,"Completion rate,Tone preference,Director preference",0.7921538645412612,"Parallel universes,Political power,Time travel",2025-11-12 22:26:48.783598
REC-00000819,USER-0000934,CONTENT-001021,Matches your preference for Gritty storytelling with Very Complex plots,"Completion rate,Similar viewing history",0.7512581192104552,"Friendship bonds,Class struggle",2025-11-12 22:31:48.783598
REC-00000820,USER-0000464,CONTENT-001607,Recommended because you enjoyed similar Time travel themes in Horror content,"Similar viewing history,Cast preference",0.6928535013357254,"Identity crisis,Time travel",2025-11-12 22:36:48.783598
REC-00000821,USER-0001768,CONTENT-001112,Matches your preference for Whimsical storytelling with Very Complex plots,"Similar viewing history,Cast preference",0.7217148561870049,"Artificial intelligence,Coming of age",2025-11-12 22:41:48.783598
REC-00000822,USER-0004816,CONTENT-001822,Popular among viewers who share your interest in Romance and Identity crisis,"Theme similarity,Tone preference",0.7226244122916153,"Mental health,Parallel universes,Redemption arc",2025-11-12 22:46:48.783598
REC-00000823,USER-0000076,CONTENT-000262,Popular among viewers who share your interest in Action and Artificial intelligence,"Tone preference,Trending content,Cast preference",0.9590016704152101,"Corporate intrigue,Parallel universes",2025-11-12 22:51:48.783598
REC-00000824,USER-0002970,CONTENT-000664,Recommended because you enjoyed similar Mental health themes in Adventure content,"Completion rate,Director preference,Trending content",0.979394348853513,"Identity crisis,Good vs evil,Historical drama",2025-11-12 22:56:48.783598
REC-00000825,USER-0000070,CONTENT-000012,Recommended because you enjoyed similar Historical drama themes in Fantasy content,"Highly rated,Cast preference",0.6744446892672554,"Mental health,Political power,Post-apocalyptic",2025-11-12 23:01:48.783598
REC-00000826,USER-0004839,CONTENT-001634,Matches your preference for Uplifting storytelling with Complex plots,"Cast preference,Narrative complexity,Similar viewing history",0.7419387602847939,"Mental health,Family dynamics,Betrayal",2025-11-12 23:06:48.783598
REC-00000827,USER-0000717,CONTENT-000001,Matches your preference for Gritty storytelling with Moderate plots,"Director preference,Narrative complexity,Popular with similar users,Similar viewing history",0.8759677747543595,"Generational conflict,Artificial intelligence,Historical drama",2025-11-12 23:11:48.783598
REC-00000828,USER-0003003,CONTENT-000067,Matches your preference for Whimsical storytelling with Moderate plots,"Tone preference,New release,Narrative complexity,Similar viewing history",0.6642554599351408,"Moral ambiguity,Survival,Identity crisis",2025-11-12 23:16:48.783598
REC-00000829,USER-0000944,CONTENT-001504,Based on your preference for Whimsical tone and Simple narrative complexity,"Similar viewing history,Director preference,Completion rate",0.8216138012741246,"Love triangle,Moral ambiguity,Post-apocalyptic",2025-11-12 23:21:48.783598
REC-00000830,USER-0001909,CONTENT-001235,Recommended because you enjoyed similar Generational conflict themes in Family content,"Cast preference,Narrative complexity,Director preference,Highly rated",0.8260025298354958,"Survival,Addiction recovery",2025-11-12 23:26:48.783598
REC-00000831,USER-0003056,CONTENT-001048,Recommended because you enjoyed similar Addiction recovery themes in Animation content,"New release,Similar viewing history",0.8104808753626597,"Good vs evil,Identity crisis,Revenge quest",2025-11-12 23:31:48.783598
REC-00000832,USER-0004464,CONTENT-001543,Popular among viewers who share your interest in Mystery and Post-apocalyptic,"Popular with similar users,Genre match,Narrative complexity,Highly rated",0.7842340966475919,"Betrayal,Corporate intrigue",2025-11-12 23:36:48.783598
REC-00000833,USER-0002161,CONTENT-001000,Matches your preference for Whimsical storytelling with Simple plots,"New release,Theme similarity",0.8261029722872366,"Love triangle,Social justice",2025-11-12 23:41:48.783598
REC-00000834,USER-0002778,CONTENT-000941,Recommended because you enjoyed similar Post-apocalyptic themes in Crime content,"Cast preference,Popular with similar users,Theme similarity,Narrative complexity",0.9162831348226995,"Love triangle,Political power,Generational conflict",2025-11-12 23:46:48.783598
REC-00000835,USER-0004680,CONTENT-001730,Based on your preference for Intense tone and Simple narrative complexity,"Similar viewing history,New release,Theme similarity",0.9765590657170017,"Time travel,Class struggle",2025-11-12 23:51:48.783598
REC-00000836,USER-0001299,CONTENT-001776,Based on your preference for Serious tone and Very Complex narrative complexity,"Popular with similar users,Narrative complexity",0.8845948995359691,"Class struggle,Parallel universes",2025-11-12 23:56:48.783598
REC-00000837,USER-0001863,CONTENT-001141,Recommended because you enjoyed similar Historical drama themes in Family content,"Trending content,Popular with similar users",0.8291979378181493,"Historical drama,Love triangle,Political power",2025-11-13 00:01:48.783598
REC-00000838,USER-0002872,CONTENT-001572,Matches your preference for Intense storytelling with Complex plots,"Popular with similar users,New release,Director preference,Tone preference",0.7289408099843968,"Historical drama,Generational conflict",2025-11-13 00:06:48.783598
REC-00000839,USER-0001327,CONTENT-000298,Based on your preference for Serious tone and Complex narrative complexity,"Genre match,Trending content",0.907185977016886,"Generational conflict,Social justice,Good vs evil",2025-11-13 00:11:48.783598
REC-00000840,USER-0000642,CONTENT-001458,Based on your preference for Light tone and Very Complex narrative complexity,"Trending content,Tone preference,Genre match",0.9197656096861341,"Time travel,Survival",2025-11-13 00:16:48.783598
REC-00000841,USER-0003019,CONTENT-001304,Popular among viewers who share your interest in Adventure and Betrayal,"Trending content,Director preference,Similar viewing history",0.9278853957298767,"Corporate intrigue,Social justice,Friendship bonds",2025-11-13 00:21:48.783598
REC-00000842,USER-0000643,CONTENT-000015,Recommended because you enjoyed similar Betrayal themes in Action content,"Cast preference,Narrative complexity",0.8529788711689699,"Revenge quest,Mental health,Parallel universes",2025-11-13 00:26:48.783598
REC-00000843,USER-0003112,CONTENT-000750,Based on your preference for Whimsical tone and Complex narrative complexity,"Tone preference,Popular with similar users,Cast preference",0.8668030148174668,"Identity crisis,Generational conflict,Historical drama",2025-11-13 00:31:48.783598
REC-00000844,USER-0002551,CONTENT-001160,Recommended because you enjoyed similar Friendship bonds themes in Drama content,"Director preference,Cast preference,Popular with similar users,Theme similarity",0.9694825607019975,"Identity crisis,Good vs evil",2025-11-13 00:36:48.783598
REC-00000845,USER-0002512,CONTENT-001186,Similar to content you've watched with Coming of age themes,"Similar viewing history,Theme similarity,New release,Trending content",0.9216740388957209,"Love triangle,Post-apocalyptic,Corporate intrigue",2025-11-13 00:41:48.783598
REC-00000846,USER-0003027,CONTENT-000288,Matches your preference for Whimsical storytelling with Moderate plots,"Director preference,Highly rated",0.9153944280704243,"Generational conflict,Family dynamics,Mental health",2025-11-13 00:46:48.783598
REC-00000847,USER-0004865,CONTENT-001976,Based on your preference for Dark tone and Simple narrative complexity,"New release,Genre match,Theme similarity",0.7043959456011891,"Family dynamics,Historical drama",2025-11-13 00:51:48.783598
REC-00000848,USER-0002985,CONTENT-001578,Matches your preference for Whimsical storytelling with Moderate plots,"Cast preference,Similar viewing history,Completion rate,Theme similarity",0.667003149991451,"Redemption arc,Revenge quest,Artificial intelligence",2025-11-13 00:56:48.783598
REC-00000849,USER-0004335,CONTENT-000155,Based on your preference for Dark tone and Very Complex narrative complexity,"Similar viewing history,Narrative complexity,Genre match",0.7903236330588338,"Family dynamics,Revenge quest",2025-11-13 01:01:48.783598
REC-00000850,USER-0004231,CONTENT-001583,Matches your preference for Intense storytelling with Simple plots,"Cast preference,Tone preference",0.8631119731044948,"Post-apocalyptic,Political power",2025-11-13 01:06:48.783598
REC-00000851,USER-0001126,CONTENT-000577,Matches your preference for Uplifting storytelling with Very Complex plots,"Theme similarity,Genre match,New release",0.9710956047362818,"Time travel,Generational conflict",2025-11-13 01:11:48.783598
REC-00000852,USER-0001636,CONTENT-001576,Similar to content you've watched with Coming of age themes,"Director preference,New release,Narrative complexity",0.706728102261372,"Corporate intrigue,Moral ambiguity",2025-11-13 01:16:48.783598
REC-00000853,USER-0003759,CONTENT-000364,Matches your preference for Intense storytelling with Complex plots,"Highly rated,Similar viewing history,Genre match",0.7424919411353068,"Social justice,Mental health",2025-11-13 01:21:48.783598
REC-00000854,USER-0002421,CONTENT-000034,Recommended because you enjoyed similar Artificial intelligence themes in Adventure content,"Theme similarity,Cast preference,Similar viewing history",0.822612091498659,"Love triangle,Coming of age",2025-11-13 01:26:48.783598
REC-00000855,USER-0002662,CONTENT-001156,Recommended because you enjoyed similar Artificial intelligence themes in Action content,"Director preference,Completion rate,Cast preference",0.9348677036339165,"Addiction recovery,Generational conflict",2025-11-13 01:31:48.783598
REC-00000856,USER-0001621,CONTENT-000024,Matches your preference for Intense storytelling with Moderate plots,"New release,Similar viewing history",0.7663443258619457,"Artificial intelligence,Good vs evil",2025-11-13 01:36:48.783598
REC-00000857,USER-0002393,CONTENT-001054,Similar to content you've watched with Class struggle themes,"Highly rated,New release,Similar viewing history,Tone preference",0.932059478505646,"Good vs evil,Betrayal,Social justice",2025-11-13 01:41:48.783598
