cell_id,cell_name,technology,region,latitude,longitude,max_prb_capacity,vendor,deployment_date,neighbor_cell_list
cell-00408,Tower CENTRAL-0408,4G-LTE,southwest,45.66772690278361,-111.59737173119198,150,Nokia,2024-08-14 10:39:16.867975,"cell-00027,cell-00124,cell-00156,cell-00003,cell-00226,cell-00494,cell-00181"
cell-00409,Tower NORTHEAST-0409,5G-SA,northeast,31.260906070978535,-123.87281097562719,200,Nokia,2024-08-15 10:39:16.867975,"cell-00184,cell-00384,cell-00357,cell-00405,cell-00142"
cell-00410,Tower CENTRAL-0410,5G-SA,central,42.12102456363984,-103.2732485636879,150,Samsung,2024-08-16 10:39:16.867975,"cell-00429,cell-00211,cell-00086,cell-00172,cell-00157"
cell-00411,Tower NORTHWEST-0411,5G-SA,northeast,37.572472410587736,-72.33925272255347,100,Nokia,2024-08-17 10:39:16.867975,"cell-00421,cell-00292,cell-00010,cell-00378,cell-00172"
cell-00412,Tower SOUTHWEST-0412,5G-NSA,central,32.337684978319764,-123.62132295820146,50,Nokia,2024-08-18 10:39:16.867975,"cell-00087,cell-00116,cell-00060,cell-00064,cell-00392"
cell-00413,Tower NORTHEAST-0413,5G-NSA,northwest,37.023648253080395,-67.13116485345674,150,Ericsson,2024-08-19 10:39:16.867975,"cell-00414,cell-00020,cell-00346,cell-00304,cell-00267,cell-00365"
cell-00414,Tower NORTHWEST-0414,5G-SA,northwest,48.98130824312505,-116.44067440858709,100,Samsung,2024-08-20 10:39:16.867975,"cell-00097,cell-00288,cell-00297,cell-00177,cell-00335,cell-00482,cell-00161"
cell-00415,Tower CENTRAL-0415,5G-SA,northeast,34.15338964297061,-68.58695549447098,150,Samsung,2024-08-21 10:39:16.867975,"cell-00193,cell-00432,cell-00331,cell-00328"
cell-00416,Tower NORTHEAST-0416,5G-NSA,southeast,40.30010131013667,-122.20852771046536,50,Samsung,2024-08-22 10:39:16.867975,"cell-00297,cell-00470,cell-00217,cell-00394,cell-00102,cell-00375,cell-00497"
cell-00417,Tower SOUTHWEST-0417,5G-NSA,central,39.230777957346604,-98.68885692273446,100,Nokia,2024-08-23 10:39:16.867975,"cell-00361,cell-00037,cell-00086,cell-00496,cell-00272"
cell-00418,Tower NORTHEAST-0418,4G-LTE,central,47.720149915687905,-74.7504259496766,200,Samsung,2024-08-24 10:39:16.867975,"cell-00373,cell-00211,cell-00070,cell-00183,cell-00140,cell-00389,cell-00250"
cell-00419,Tower SOUTHWEST-0419,5G-NSA,northeast,26.59196969394308,-72.2772143226546,100,Ericsson,2024-08-25 10:39:16.867975,"cell-00190,cell-00497,cell-00428,cell-00399"
cell-00420,Tower NORTHEAST-0420,4G-LTE,northeast,35.872738380315475,-105.41323363614522,200,Samsung,2024-08-26 10:39:16.867975,"cell-00330,cell-00137,cell-00275,cell-00057,cell-00024,cell-00105,cell-00486"
cell-00421,Tower SOUTHEAST-0421,4G-LTE,central,34.12963300873768,-101.86019803564008,200,Ericsson,2024-08-27 10:39:16.867975,"cell-00016,cell-00179,cell-00117,cell-00267,cell-00137,cell-00415"
cell-00422,Tower NORTHEAST-0422,5G-NSA,northwest,30.648998099431903,-65.06705644911162,100,Samsung,2024-08-28 10:39:16.867975,"cell-00181,cell-00284,cell-00155,cell-00343"
cell-00423,Tower CENTRAL-0423,5G-SA,central,28.055665911007083,-102.61825695044064,50,Ericsson,2024-08-29 10:39:16.867975,"cell-00391,cell-00265,cell-00031,cell-00245,cell-00279,cell-00010,cell-00009"
cell-00424,Tower NORTHEAST-0424,4G-LTE,northwest,37.86544148485315,-97.01979773662111,200,Nokia,2024-08-30 10:39:16.867975,"cell-00020,cell-00320,cell-00336,cell-00228,cell-00257"
cell-00425,Tower CENTRAL-0425,4G-LTE,southeast,46.08670638434105,-90.53610626747157,100,Nokia,2024-08-31 10:39:16.867975,"cell-00187,cell-00304,cell-00140"
cell-00426,Tower NORTHWEST-0426,5G-SA,southwest,42.18634787114172,-99.76178713242379,100,Nokia,2024-09-01 10:39:16.867975,"cell-00203,cell-00432,cell-00141,cell-00473"
cell-00427,Tower SOUTHEAST-0427,5G-NSA,southwest,41.04704934088534,-103.38041129867501,100,Samsung,2024-09-02 10:39:16.867975,"cell-00128,cell-00280,cell-00495,cell-00212,cell-00289,cell-00153,cell-00182"
cell-00428,Tower CENTRAL-0428,4G-LTE,northeast,28.270495698707606,-79.09316649161629,100,Ericsson,2024-09-03 10:39:16.867975,"cell-00015,cell-00492,cell-00240,cell-00326,cell-00441"
cell-00429,Tower SOUTHWEST-0429,5G-NSA,northeast,46.79019393165439,-99.12424188966284,200,Samsung,2024-09-04 10:39:16.867975,"cell-00251,cell-00387,cell-00337,cell-00126,cell-00327"
cell-00430,Tower SOUTHWEST-0430,4G-LTE,southeast,39.85152032403562,-65.78248316272746,200,Samsung,2024-09-05 10:39:16.867975,"cell-00106,cell-00369,cell-00247,cell-00095"
cell-00431,Tower NORTHEAST-0431,5G-NSA,southeast,28.354246244801413,-78.65205029855905,100,Nokia,2024-09-06 10:39:16.867975,"cell-00289,cell-00209,cell-00350,cell-00404,cell-00299,cell-00278"
cell-00432,Tower CENTRAL-0432,4G-LTE,northeast,34.93026743302187,-74.77796926567461,150,Nokia,2024-09-07 10:39:16.867975,"cell-00084,cell-00419,cell-00343,cell-00330"
cell-00433,Tower SOUTHEAST-0433,5G-NSA,northwest,45.17392694048108,-122.03703740666018,150,Samsung,2024-09-08 10:39:16.867975,"cell-00191,cell-00093,cell-00247,cell-00191"
cell-00434,Tower CENTRAL-0434,4G-LTE,northeast,48.166520730395234,-114.06710046754937,100,Samsung,2024-09-09 10:39:16.867975,"cell-00043,cell-00362,cell-00430,cell-00142,cell-00374,cell-00149,cell-00035"
cell-00435,Tower CENTRAL-0435,4G-LTE,southwest,31.996261249554102,-115.89535852021599,50,Nokia,2024-09-10 10:39:16.867975,"cell-00344,cell-00464,cell-00329,cell-00121,cell-00482,cell-00150,cell-00298"
cell-00436,Tower CENTRAL-0436,4G-LTE,northeast,33.31435906868869,-89.95619231859932,50,Nokia,2024-09-11 10:39:16.867975,"cell-00314,cell-00185,cell-00395,cell-00308,cell-00083"
cell-00437,Tower NORTHWEST-0437,4G-LTE,central,26.322931653356452,-72.44838716021512,150,Ericsson,2024-09-12 10:39:16.867975,"cell-00103,cell-00223,cell-00387,cell-00168,cell-00072"
cell-00438,Tower SOUTHWEST-0438,5G-SA,southwest,36.94995839005993,-65.91675267064842,150,Nokia,2024-09-13 10:39:16.867975,"cell-00403,cell-00129,cell-00220,cell-00063"
cell-00439,Tower SOUTHEAST-0439,5G-NSA,northwest,45.6943994346343,-86.35460343442865,150,Nokia,2024-09-14 10:39:16.867975,"cell-00164,cell-00093,cell-00219"
cell-00440,Tower NORTHWEST-0440,4G-LTE,southwest,39.820818512957686,-108.78064497462488,200,Nokia,2024-09-15 10:39:16.867975,"cell-00465,cell-00454,cell-00390,cell-00438,cell-00133"
cell-00441,Tower SOUTHWEST-0441,4G-LTE,southwest,28.453455286922523,-68.3622028574045,150,Ericsson,2024-09-16 10:39:16.867975,"cell-00454,cell-00222,cell-00429,cell-00150"
cell-00442,Tower NORTHWEST-0442,4G-LTE,central,47.9564600239804,-67.1178585436904,50,Nokia,2024-09-17 10:39:16.867975,"cell-00435,cell-00398,cell-00347,cell-00147"
cell-00443,Tower NORTHEAST-0443,5G-NSA,central,45.15123799073648,-101.37300363403288,200,Nokia,2024-09-18 10:39:16.867975,"cell-00303,cell-00454,cell-00440,cell-00463,cell-00472,cell-00378,cell-00080"
cell-00444,Tower SOUTHWEST-0444,5G-SA,southwest,40.84872947658136,-86.42043510581539,200,Samsung,2024-09-19 10:39:16.867975,"cell-00370,cell-00344,cell-00267,cell-00019"
cell-00445,Tower NORTHEAST-0445,4G-LTE,northeast,36.52250080693716,-98.80050329491236,100,Ericsson,2024-09-20 10:39:16.867975,"cell-00002,cell-00383,cell-00442,cell-00444,cell-00292,cell-00495,cell-00371"
cell-00446,Tower NORTHEAST-0446,4G-LTE,northeast,38.10972326020867,-65.60784217622583,150,Nokia,2024-09-21 10:39:16.867975,"cell-00171,cell-00056,cell-00127"
cell-00447,Tower SOUTHWEST-0447,5G-SA,northeast,33.044038186925206,-96.85703789505416,100,Ericsson,2024-09-22 10:39:16.867975,"cell-00301,cell-00008,cell-00176,cell-00393,cell-00432"
cell-00448,Tower NORTHWEST-0448,5G-NSA,southwest,29.624835133939346,-86.16027742116599,200,Nokia,2024-09-23 10:39:16.867975,"cell-00330,cell-00435,cell-00068"
cell-00449,Tower SOUTHEAST-0449,4G-LTE,northwest,43.36025864577803,-116.49738902771017,150,Nokia,2024-09-24 10:39:16.867975,"cell-00391,cell-00020,cell-00122,cell-00354,cell-00458,cell-00245"
cell-00450,Tower NORTHEAST-0450,4G-LTE,northeast,32.42990542305409,-121.9196814535536,200,Ericsson,2024-09-25 10:39:16.867975,"cell-00148,cell-00347,cell-00498,cell-00388,cell-00047"
cell-00451,Tower CENTRAL-0451,4G-LTE,central,37.93569881455433,-100.80935853238657,50,Nokia,2024-09-26 10:39:16.867975,"cell-00482,cell-00435,cell-00432,cell-00437,cell-00267,cell-00231,cell-00413"
cell-00452,Tower NORTHWEST-0452,4G-LTE,central,25.51365278287648,-81.95703148050922,150,Nokia,2024-09-27 10:39:16.867975,"cell-00473,cell-00192,cell-00242"
cell-00453,Tower NORTHEAST-0453,5G-NSA,northwest,46.63240946392647,-95.51653061316476,150,Nokia,2024-09-28 10:39:16.867975,"cell-00381,cell-00347,cell-00182,cell-00136,cell-00277,cell-00248"
cell-00454,Tower SOUTHWEST-0454,4G-LTE,northwest,41.36157857331523,-116.38640553882247,150,Nokia,2024-09-29 10:39:16.867975,"cell-00311,cell-00350,cell-00138"
cell-00455,Tower NORTHWEST-0455,4G-LTE,northeast,31.82660915018309,-82.66283704939681,50,Nokia,2024-09-30 10:39:16.867975,"cell-00266,cell-00472,cell-00268,cell-00068,cell-00207,cell-00182"
cell-00456,Tower CENTRAL-0456,5G-SA,central,40.273222613760176,-118.76308985453365,200,Samsung,2024-10-01 10:39:16.867975,"cell-00289,cell-00127,cell-00017,cell-00211,cell-00370"
cell-00457,Tower SOUTHEAST-0457,5G-NSA,southwest,44.44726755275196,-119.98396334563947,100,Nokia,2024-10-02 10:39:16.867975,"cell-00312,cell-00047,cell-00222"
cell-00458,Tower NORTHWEST-0458,4G-LTE,southwest,43.270716913147034,-75.49035183994054,50,Samsung,2024-10-03 10:39:16.867975,"cell-00437,cell-00335,cell-00162,cell-00492"
cell-00459,Tower NORTHWEST-0459,5G-SA,southwest,38.15588641978516,-93.32277247366078,150,Samsung,2024-10-04 10:39:16.867975,"cell-00414,cell-00343,cell-00360,cell-00158,cell-00004,cell-00326,cell-00403"
cell-00460,Tower SOUTHWEST-0460,4G-LTE,central,47.077679034379685,-108.25530263797424,200,Nokia,2024-10-05 10:39:16.867975,"cell-00484,cell-00068,cell-00347"
cell-00461,Tower NORTHWEST-0461,5G-NSA,southeast,37.94743530650874,-122.1069589318852,50,Nokia,2024-10-06 10:39:16.867975,"cell-00452,cell-00025,cell-00127"
cell-00462,Tower NORTHEAST-0462,4G-LTE,southeast,38.144772880079984,-78.09419962889504,200,Nokia,2024-10-07 10:39:16.867975,"cell-00047,cell-00266,cell-00272,cell-00173,cell-00342"
cell-00463,Tower NORTHWEST-0463,4G-LTE,northeast,40.11721569127769,-103.99065214955885,100,Samsung,2024-10-08 10:39:16.867975,"cell-00437,cell-00059,cell-00256,cell-00127,cell-00318"
cell-00464,Tower SOUTHWEST-0464,5G-SA,southeast,41.322059277862735,-113.3779993759376,100,Nokia,2024-10-09 10:39:16.867975,"cell-00329,cell-00324,cell-00095"
cell-00465,Tower SOUTHEAST-0465,5G-NSA,northeast,48.40544927065506,-97.78663665693088,50,Samsung,2024-10-10 10:39:16.867975,"cell-00391,cell-00174,cell-00217,cell-00220,cell-00119"
cell-00466,Tower SOUTHEAST-0466,4G-LTE,southeast,27.151046196287492,-111.39713297727178,150,Nokia,2024-10-11 10:39:16.867975,"cell-00474,cell-00207,cell-00349,cell-00352"
cell-00467,Tower SOUTHWEST-0467,5G-NSA,northeast,27.326549349237137,-107.4491885244859,150,Ericsson,2024-10-12 10:39:16.867975,"cell-00345,cell-00084,cell-00176"
cell-00468,Tower CENTRAL-0468,5G-SA,central,33.26201943372383,-68.91264513357196,150,Ericsson,2024-10-13 10:39:16.867975,"cell-00303,cell-00350,cell-00057,cell-00360,cell-00211,cell-00173"
cell-00469,Tower CENTRAL-0469,5G-NSA,northwest,25.765700511120933,-74.55396529910824,100,Nokia,2024-10-14 10:39:16.867975,"cell-00076,cell-00245,cell-00131"
cell-00470,Tower CENTRAL-0470,4G-LTE,southeast,32.07731116170858,-83.46213368458082,50,Samsung,2024-10-15 10:39:16.867975,"cell-00412,cell-00098,cell-00029"
cell-00471,Tower SOUTHWEST-0471,4G-LTE,southwest,31.76107880869295,-116.21393243685574,150,Nokia,2024-10-16 10:39:16.867975,"cell-00405,cell-00242,cell-00003,cell-00319,cell-00349,cell-00288"
cell-00472,Tower SOUTHEAST-0472,5G-NSA,southwest,26.580325470009797,-86.29936630860064,50,Nokia,2024-10-17 10:39:16.867975,"cell-00404,cell-00182,cell-00406,cell-00312"
cell-00473,Tower SOUTHWEST-0473,4G-LTE,northeast,40.96803485282267,-91.45987188639211,150,Samsung,2024-10-18 10:39:16.867975,"cell-00418,cell-00432,cell-00221,cell-00061,cell-00086,cell-00123,cell-00087"
cell-00474,Tower NORTHEAST-0474,4G-LTE,northeast,29.799568879974125,-91.55123043353406,200,Nokia,2024-10-19 10:39:16.867975,"cell-00297,cell-00074,cell-00224,cell-00231,cell-00231,cell-00483"
cell-00475,Tower SOUTHEAST-0475,4G-LTE,southwest,32.354005187090635,-100.94757181983428,50,Ericsson,2024-10-20 10:39:16.867975,"cell-00490,cell-00071,cell-00203,cell-00106,cell-00463,cell-00299"
cell-00476,Tower SOUTHWEST-0476,5G-NSA,northwest,41.91801073502465,-119.95269870467116,50,Nokia,2024-10-21 10:39:16.867975,"cell-00447,cell-00245,cell-00034,cell-00161,cell-00415,cell-00032"
cell-00477,Tower CENTRAL-0477,5G-SA,central,36.37666631912614,-102.08458331532871,200,Samsung,2024-10-22 10:39:16.867975,"cell-00387,cell-00290,cell-00070,cell-00398,cell-00450"
cell-00478,Tower SOUTHEAST-0478,5G-SA,northeast,33.895052651770165,-124.15610837425436,200,Ericsson,2024-10-23 10:39:16.867975,"cell-00361,cell-00323,cell-00124,cell-00294,cell-00017,cell-00403,cell-00395"
cell-00479,Tower CENTRAL-0479,5G-SA,southeast,32.99987742818526,-105.91853217570537,150,Ericsson,2024-10-24 10:39:16.867975,"cell-00106,cell-00302,cell-00448,cell-00211"
cell-00480,Tower NORTHWEST-0480,5G-SA,northwest,41.34685759064932,-65.76713390930077,200,Samsung,2024-10-25 10:39:16.867975,"cell-00350,cell-00491,cell-00312,cell-00022,cell-00410,cell-00133"
cell-00481,Tower SOUTHWEST-0481,5G-NSA,central,36.638552716579014,-121.19030467306374,150,Ericsson,2024-10-26 10:39:16.867975,"cell-00114,cell-00041,cell-00324,cell-00176,cell-00172"
cell-00482,Tower NORTHEAST-0482,5G-SA,northeast,32.88785235121689,-122.13406461098504,100,Nokia,2024-10-27 10:39:16.867975,"cell-00008,cell-00211,cell-00376"
cell-00483,Tower SOUTHWEST-0483,5G-NSA,southwest,40.94919643205285,-86.91130501289754,150,Nokia,2024-10-28 10:39:16.867975,"cell-00408,cell-00020,cell-00250,cell-00301,cell-00160,cell-00214,cell-00113"
cell-00484,Tower CENTRAL-0484,4G-LTE,southeast,28.03594262293198,-94.37492848152661,100,Nokia,2024-10-29 10:39:16.867975,"cell-00297,cell-00237,cell-00069,cell-00120,cell-00074,cell-00483"
cell-00485,Tower NORTHEAST-0485,5G-SA,southeast,32.90426483209942,-70.7947159759974,50,Nokia,2024-10-30 10:39:16.867975,"cell-00263,cell-00248,cell-00125"
cell-00486,Tower CENTRAL-0486,5G-NSA,northeast,39.80978662552134,-71.27227904727867,200,Samsung,2024-10-31 10:39:16.867975,"cell-00299,cell-00482,cell-00414"
cell-00487,Tower CENTRAL-0487,4G-LTE,southeast,47.24146741639067,-93.20344880580296,100,Ericsson,2024-11-01 10:39:16.867975,"cell-00198,cell-00383,cell-00176,cell-00139"
cell-00488,Tower CENTRAL-0488,5G-SA,northeast,44.21632544502732,-67.1506720196008,200,Ericsson,2024-11-02 10:39:16.867975,"cell-00044,cell-00155,cell-00181"
cell-00489,Tower SOUTHEAST-0489,4G-LTE,southeast,39.519683134897775,-111.77203341863587,100,Nokia,2024-11-03 10:39:16.867975,"cell-00263,cell-00067,cell-00058,cell-00369"
cell-00490,Tower NORTHEAST-0490,5G-NSA,northeast,41.07876351277603,-104.56282055851165,200,Nokia,2024-11-04 10:39:16.867975,"cell-00327,cell-00460,cell-00294,cell-00035,cell-00391,cell-00249"
cell-00491,Tower SOUTHEAST-0491,4G-LTE,northeast,35.813649104770136,-98.14631222103974,100,Nokia,2024-11-05 10:39:16.867975,"cell-00111,cell-00465,cell-00307,cell-00394,cell-00301,cell-00373"
cell-00492,Tower NORTHWEST-0492,4G-LTE,northwest,25.152709474273003,-74.13386357210051,100,Ericsson,2024-11-06 10:39:16.867975,"cell-00374,cell-00271,cell-00089"
cell-00493,Tower SOUTHWEST-0493,5G-SA,northwest,42.51481312929765,-88.19756472082744,50,Samsung,2024-11-07 10:39:16.867975,"cell-00163,cell-00494,cell-00133,cell-00422,cell-00284,cell-00163"
cell-00494,Tower SOUTHEAST-0494,4G-LTE,northeast,26.878849386810778,-96.92901242113906,200,Ericsson,2024-11-08 10:39:16.867975,"cell-00051,cell-00184,cell-00329"
cell-00495,Tower SOUTHEAST-0495,5G-NSA,southwest,25.60803287580361,-106.98747706352367,100,Samsung,2024-11-09 10:39:16.867975,"cell-00396,cell-00143,cell-00482,cell-00022,cell-00067,cell-00433"
cell-00496,Tower NORTHEAST-0496,5G-SA,southwest,36.91105188237071,-82.94624806701728,100,Samsung,2024-11-10 10:39:16.867975,"cell-00175,cell-00021,cell-00375,cell-00215"
cell-00497,Tower NORTHWEST-0497,5G-NSA,northwest,44.851229505877306,-90.50873275563279,50,Ericsson,2024-11-11 10:39:16.867975,"cell-00492,cell-00183,cell-00166,cell-00294,cell-00398,cell-00328"
cell-00498,Tower SOUTHWEST-0498,4G-LTE,northwest,48.14882151161262,-122.98494678186374,200,Nokia,2024-11-12 10:39:16.867975,"cell-00301,cell-00428,cell-00021,cell-00326,cell-00433,cell-00212"
cell-00499,Tower SOUTHWEST-0499,4G-LTE,northeast,38.20661804072556,-76.68054113120363,50,Nokia,2024-11-13 10:39:16.867975,"cell-00391,cell-00246,cell-00273,cell-00420,cell-00287,cell-00217"
cell-00500,Tower SOUTHWEST-0500,5G-NSA,northeast,27.593887988537034,-95.97043759029282,200,Samsung,2024-11-14 10:39:16.867975,"cell-00117,cell-00452,cell-00217,cell-00167,cell-00115,cell-00409,cell-00478"
