metric_id,@timestamp,network.cell.id,network.cell.prb_utilization_dl_pct,network.cell.prb_utilization_ul_pct,kpi.call_drop_rate,kpi.call_success_rate,network.procedure.success_rate,network.handover.success_rate,network.rrc.connection_success_rate,network.cell.active_subscribers,network.transport.latency_ms,network.transport.packet_loss_pct,capacity.busy_hour.prb_utilization_p95,network.cell.availability_pct
MET-0000001539,2025-11-10 10:14:00.424718,CELL-00015,53.78,43.84,1.395,97.13,96.57,94.1,97.22,595,30.64,1.635,66.48,99.136
MET-0000001540,2025-11-10 10:19:00.424718,CELL-00103,87.26,70.42,2.266,96.98,94.16,93.61,96.91,468,21.74,1.809,93.58,99.8
MET-0000001541,2025-11-10 10:24:00.424718,CELL-00054,69.57,53.84,1.28,98.19,95.13,93.95,95.6,136,31.9,1.265,62.43,99.217
MET-0000001542,2025-11-10 10:29:00.424718,CELL-00021,20.91,46.67,1.66,95.2,98.89,92.15,97.89,214,36.68,0.824,93.14,99.021
MET-0000001543,2025-11-10 10:34:00.424718,CELL-00050,25.55,63.59,1.038,96.1,97.71,94.66,96.12,207,10.08,0.015,73.46,99.542
MET-0000001544,2025-11-10 10:39:00.424718,CELL-00111,89.98,59.18,2.147,99.67,98.77,95.47,96.88,381,15.93,1.268,78.18,99.556
MET-0000001545,2025-11-10 10:44:00.424718,CELL-00016,31.5,24.16,2.845,99.29,96.14,92.57,98.29,389,5.9,1.203,69.39,99.381
MET-0000001546,2025-11-10 10:49:00.424718,CELL-00082,58.26,33.19,3.103,95.65,95.55,92.43,98.78,417,16.35,1.571,84.66,99.892
MET-0000001547,2025-11-10 10:54:00.424718,CELL-00074,53.44,59.36,3.442,98.26,95.32,93.8,97.71,491,24.62,0.969,85.18,99.752
MET-0000001548,2025-11-10 10:59:00.424718,CELL-00143,79.84,49.46,2.463,97.19,94.43,97.92,98.72,334,16.67,1.057,94.93,99.961
MET-0000001549,2025-11-10 11:04:00.424718,CELL-00019,75.72,31.77,0.526,96.32,97.98,94.91,96.8,347,43.49,0.602,73.38,99.833
MET-0000001550,2025-11-10 11:09:00.424718,CELL-00082,34.32,44.3,1.286,99.12,97.55,98.3,97.55,607,28.36,0.526,80.89,99.304
MET-0000001551,2025-11-10 11:14:00.424718,CELL-00149,29.89,45.98,0.625,95.73,97.35,98.52,99.34,761,30.32,1.785,62.25,99.668
MET-0000001552,2025-11-10 11:19:00.424718,CELL-00137,57.04,49.8,0.736,96.82,97.93,93.79,96.93,745,46.2,1.236,91.48,99.379
MET-0000001553,2025-11-10 11:24:00.424718,CELL-00127,58.79,76.19,1.358,95.17,97.01,98.54,97.64,278,18.18,1.982,71.82,99.338
MET-0000001554,2025-11-10 11:29:00.424718,CELL-00096,83.0,49.45,0.833,96.25,94.46,96.53,97.33,521,30.38,1.655,77.81,99.744
MET-0000001555,2025-11-10 11:34:00.424718,CELL-00023,48.11,58.96,2.174,99.9,96.81,96.42,97.84,359,41.04,1.039,93.17,99.144
MET-0000001556,2025-11-10 11:39:00.424718,CELL-00077,73.09,59.43,2.001,97.94,96.94,97.62,96.89,74,26.21,1.238,86.56,99.286
MET-0000001557,2025-11-10 11:44:00.424718,CELL-00044,33.94,53.35,1.116,95.32,99.34,92.38,99.36,304,47.42,0.462,95.82,99.147
MET-0000001558,2025-11-10 11:49:00.424718,CELL-00149,20.97,39.53,2.733,95.17,98.56,95.43,96.34,100,15.85,1.648,71.14,99.163
MET-0000001559,2025-11-10 11:54:00.424718,CELL-00001,45.72,70.08,0.829,95.65,95.56,95.3,98.66,605,26.23,0.934,84.89,99.567
MET-0000001560,2025-11-10 11:59:00.424718,CELL-00082,84.56,71.34,0.761,95.17,95.23,95.53,98.73,158,27.88,1.762,75.25,99.096
MET-0000001561,2025-11-10 12:04:00.424718,CELL-00051,42.54,51.04,3.047,98.08,98.32,94.01,99.64,168,29.36,0.916,91.63,99.161
MET-0000001562,2025-11-10 12:09:00.424718,CELL-00037,93.92,55.75,3.051,97.24,99.23,95.26,95.13,382,38.06,0.06,76.75,99.982
MET-0000001563,2025-11-10 12:14:00.424718,CELL-00058,45.48,41.46,1.475,96.71,95.24,94.92,95.22,425,7.87,1.255,62.76,99.172
MET-0000001564,2025-11-10 12:19:00.424718,CELL-00067,69.93,60.84,1.863,97.32,94.43,92.86,99.54,614,29.24,0.05,62.43,99.211
MET-0000001565,2025-11-10 12:24:00.424718,CELL-00064,29.0,33.7,2.318,95.63,96.59,95.2,98.56,364,26.93,1.98,74.9,99.515
MET-0000001566,2025-11-10 12:29:00.424718,CELL-00056,94.36,19.45,0.105,98.47,94.27,98.47,96.19,348,34.63,0.707,93.86,99.152
MET-0000001567,2025-11-10 12:34:00.424718,CELL-00037,21.97,64.46,2.556,97.41,94.75,97.36,99.43,598,15.81,1.668,60.37,99.669
MET-0000001568,2025-11-10 12:39:00.424718,CELL-00134,60.26,37.44,3.453,98.17,98.7,97.74,96.06,287,46.5,0.04,94.13,99.536
MET-0000001569,2025-11-10 12:44:00.424718,CELL-00087,42.77,77.72,3.178,95.33,96.67,98.79,99.52,549,17.49,1.775,66.4,99.899
MET-0000001570,2025-11-10 12:49:00.424718,CELL-00038,78.58,45.37,1.798,98.13,97.07,96.15,97.19,432,20.71,1.049,91.58,99.868
MET-0000001571,2025-11-10 12:54:00.424718,CELL-00016,43.42,44.89,2.265,95.76,99.26,92.45,97.12,339,23.33,0.615,96.0,99.608
MET-0000001572,2025-11-10 12:59:00.424718,CELL-00031,21.67,46.01,1.226,95.47,98.35,96.41,95.39,761,43.77,1.192,68.79,99.055
MET-0000001573,2025-11-10 13:04:00.424718,CELL-00129,52.43,39.56,0.753,99.85,94.66,93.78,96.46,692,9.08,0.003,78.57,99.214
MET-0000001574,2025-11-10 13:09:00.424718,CELL-00087,55.68,66.05,0.358,96.0,95.45,98.3,98.39,697,32.12,0.684,69.05,99.931
MET-0000001575,2025-11-10 13:14:00.424718,CELL-00147,67.63,25.38,0.919,97.25,98.86,97.82,99.26,364,42.92,1.768,78.86,99.998
MET-0000001576,2025-11-10 13:19:00.424718,CELL-00036,26.44,15.59,2.24,95.84,96.57,96.81,96.3,99,20.47,1.398,93.06,99.626
MET-0000001577,2025-11-10 13:24:00.424718,CELL-00031,38.93,31.06,1.923,96.07,97.35,95.67,96.42,782,29.83,1.069,64.95,99.753
MET-0000001578,2025-11-10 13:29:00.424718,CELL-00124,84.4,71.49,0.276,99.28,97.65,97.87,97.43,641,35.45,0.055,62.22,99.678
MET-0000001579,2025-11-10 13:34:00.424718,CELL-00033,48.18,32.48,2.067,99.7,98.97,94.46,97.77,256,11.58,1.799,79.28,99.04
MET-0000001580,2025-11-10 13:39:00.424718,CELL-00139,45.07,44.52,0.748,99.85,94.04,98.2,96.98,653,35.13,0.648,76.16,99.33
MET-0000001581,2025-11-10 13:44:00.424718,CELL-00145,78.16,43.45,0.657,99.09,96.76,97.9,97.01,526,36.59,1.191,63.27,99.331
MET-0000001582,2025-11-10 13:49:00.424718,CELL-00105,57.95,72.9,3.395,99.29,99.17,92.68,97.46,530,48.75,1.923,81.93,99.606
MET-0000001583,2025-11-10 13:54:00.424718,CELL-00115,40.53,70.48,0.254,97.74,98.82,96.27,97.77,264,33.02,0.468,93.43,99.008
MET-0000001584,2025-11-10 13:59:00.424718,CELL-00126,61.07,58.14,3.018,97.02,95.93,94.97,98.2,363,11.98,0.643,96.01,99.149
MET-0000001585,2025-11-10 14:04:00.424718,CELL-00035,87.26,55.16,2.192,96.25,94.52,92.19,97.64,70,40.91,0.789,83.25,99.907
MET-0000001586,2025-11-10 14:09:00.424718,CELL-00084,50.21,50.91,1.575,96.72,94.6,97.67,97.73,223,25.27,0.973,83.19,99.655
MET-0000001587,2025-11-10 14:14:00.424718,CELL-00119,80.99,64.73,2.095,98.92,96.22,94.73,96.1,499,32.97,0.435,87.32,99.628
MET-0000001588,2025-11-10 14:19:00.424718,CELL-00071,30.28,25.1,2.297,98.26,98.58,92.17,98.56,276,44.23,1.468,85.26,99.589
MET-0000001589,2025-11-10 14:24:00.424718,CELL-00021,44.12,45.96,0.79,99.65,96.32,92.57,96.2,437,17.72,1.956,66.76,99.798
MET-0000001590,2025-11-10 14:29:00.424718,CELL-00138,51.23,19.02,2.597,96.95,94.13,95.64,96.88,781,15.59,1.178,73.5,99.767
MET-0000001591,2025-11-10 14:34:00.424718,CELL-00031,69.38,57.5,0.367,98.49,94.67,92.91,95.93,142,23.17,1.048,71.29,99.995
MET-0000001592,2025-11-10 14:39:00.424718,CELL-00005,50.95,76.65,0.754,95.83,98.39,93.56,98.96,768,44.9,1.156,61.69,99.098
MET-0000001593,2025-11-10 14:44:00.424718,CELL-00115,35.56,76.22,1.705,98.58,95.8,95.74,95.69,710,26.2,1.063,68.83,99.166
MET-0000001594,2025-11-10 14:49:00.424718,CELL-00074,60.67,28.56,0.91,96.66,96.63,96.31,99.11,576,26.34,0.667,65.04,99.258
MET-0000001595,2025-11-10 14:54:00.424718,CELL-00061,77.32,66.06,1.535,95.68,99.0,98.61,96.03,141,10.77,0.276,63.98,99.642
MET-0000001596,2025-11-10 14:59:00.424718,CELL-00078,24.05,52.66,1.936,97.41,95.49,97.31,95.6,549,6.75,0.48,63.57,99.619
MET-0000001597,2025-11-10 15:04:00.424718,CELL-00083,27.7,50.14,1.695,96.13,97.47,95.27,99.13,258,28.07,0.358,83.61,99.904
MET-0000001598,2025-11-10 15:09:00.424718,CELL-00102,24.65,49.41,0.242,96.35,97.96,98.01,97.76,225,23.94,0.125,82.21,99.738
MET-0000001599,2025-11-10 15:14:00.424718,CELL-00140,25.85,20.37,0.235,98.98,97.5,93.52,96.62,403,46.24,0.046,81.31,99.129
MET-0000001600,2025-11-10 15:19:00.424718,CELL-00065,68.94,43.6,0.459,97.4,98.82,98.39,96.02,665,42.6,1.857,94.04,99.105
MET-0000001601,2025-11-10 15:24:00.424718,CELL-00103,70.48,53.7,2.845,99.17,98.06,96.3,97.12,282,28.87,1.898,64.06,99.094
MET-0000001602,2025-11-10 15:29:00.424718,CELL-00128,39.86,68.07,2.256,95.57,95.62,94.03,96.51,707,26.67,1.952,69.03,99.808
MET-0000001603,2025-11-10 15:34:00.424718,CELL-00070,29.75,19.94,1.344,99.38,98.6,96.07,97.69,510,6.05,0.018,96.23,99.947
MET-0000001604,2025-11-10 15:39:00.424718,CELL-00150,62.16,30.09,0.355,95.03,94.06,96.89,97.12,198,28.33,0.057,66.77,99.577
MET-0000001605,2025-11-10 15:44:00.424718,CELL-00094,56.43,20.24,0.292,97.7,94.54,94.99,97.3,349,32.55,0.773,95.27,99.073
MET-0000001606,2025-11-10 15:49:00.424718,CELL-00020,85.72,69.33,1.533,95.99,97.53,95.23,97.81,200,18.36,1.377,80.12,99.149
MET-0000001607,2025-11-10 15:54:00.424718,CELL-00143,32.83,27.24,1.804,97.55,97.05,96.6,97.95,534,11.07,1.093,88.48,99.762
MET-0000001608,2025-11-10 15:59:00.424718,CELL-00096,46.25,73.6,0.345,99.58,95.28,96.93,99.71,639,5.89,0.783,64.61,99.866
MET-0000001609,2025-11-10 16:04:00.424718,CELL-00034,69.73,56.95,1.171,97.67,94.18,97.14,96.37,198,44.95,0.215,84.43,99.611
MET-0000001610,2025-11-10 16:09:00.424718,CELL-00006,52.72,52.81,3.153,95.89,95.79,92.45,95.64,582,18.37,0.673,82.16,99.939
MET-0000001611,2025-11-10 16:14:00.424718,CELL-00006,58.92,53.17,2.24,98.54,94.47,92.95,98.93,73,39.31,1.751,73.96,99.356
MET-0000001612,2025-11-10 16:19:00.424718,CELL-00118,72.24,48.65,0.566,98.37,95.84,98.65,99.52,284,5.99,1.586,67.37,99.751
MET-0000001613,2025-11-10 16:24:00.424718,CELL-00013,64.71,34.91,2.983,95.47,99.23,98.84,97.93,397,20.5,1.181,64.8,99.629
MET-0000001614,2025-11-10 16:29:00.424718,CELL-00086,32.53,38.22,0.845,96.51,98.4,93.11,99.5,341,40.06,0.574,65.32,99.705
MET-0000001615,2025-11-10 16:34:00.424718,CELL-00029,42.39,71.08,3.144,96.21,96.6,93.98,96.33,239,7.65,1.084,75.19,99.109
MET-0000001616,2025-11-10 16:39:00.424718,CELL-00060,41.86,15.27,2.777,96.81,96.26,92.83,95.93,684,46.86,1.562,92.77,99.52
MET-0000001617,2025-11-10 16:44:00.424718,CELL-00022,56.82,29.75,3.412,95.8,98.94,97.48,96.89,183,42.51,0.792,92.45,99.679
MET-0000001618,2025-11-10 16:49:00.424718,CELL-00130,59.34,36.53,2.594,98.37,95.01,95.8,96.76,85,15.57,1.885,79.22,99.639
MET-0000001619,2025-11-10 16:54:00.424718,CELL-00127,61.15,55.55,0.46,98.52,98.64,94.45,97.52,246,44.74,0.46,62.92,99.875
MET-0000001620,2025-11-10 16:59:00.424718,CELL-00078,37.86,69.55,3.036,99.13,98.27,94.67,99.2,279,28.17,0.878,61.89,99.857
MET-0000001621,2025-11-10 17:04:00.424718,CELL-00074,26.52,23.89,0.31,96.7,97.18,94.19,99.11,517,26.15,0.402,97.05,99.726
MET-0000001622,2025-11-10 17:09:00.424718,CELL-00085,38.87,62.5,0.97,98.97,97.09,94.19,99.03,449,38.27,0.137,71.67,99.59
MET-0000001623,2025-11-10 17:14:00.424718,CELL-00121,36.72,70.79,2.792,96.35,98.34,94.07,96.61,332,8.48,1.499,93.03,99.897
MET-0000001624,2025-11-10 17:19:00.424718,CELL-00002,25.94,63.26,2.674,97.51,94.1,93.08,95.98,676,45.14,0.503,92.29,99.487
MET-0000001625,2025-11-10 17:24:00.424718,CELL-00041,31.72,15.81,1.122,97.62,97.58,95.29,95.79,116,30.4,0.978,77.47,99.655
MET-0000001626,2025-11-10 17:29:00.424718,CELL-00115,57.64,26.17,0.814,95.34,95.29,93.22,95.95,304,31.55,1.724,96.99,99.539
MET-0000001627,2025-11-10 17:34:00.424718,CELL-00087,61.93,52.33,2.343,99.16,99.34,93.54,97.24,185,28.49,1.209,79.99,99.838
MET-0000001628,2025-11-10 17:39:00.424718,CELL-00115,68.16,63.42,1.318,97.06,95.08,95.53,98.25,511,43.28,0.025,75.5,99.07
MET-0000001629,2025-11-10 17:44:00.424718,CELL-00052,60.33,23.48,3.329,99.83,98.74,95.82,97.25,390,9.79,0.918,87.35,99.312
MET-0000001630,2025-11-10 17:49:00.424718,CELL-00094,92.83,26.48,3.051,98.91,94.72,93.97,97.07,51,14.39,0.596,95.05,99.34
MET-0000001631,2025-11-10 17:54:00.424718,CELL-00028,35.62,72.82,1.84,96.07,96.34,96.25,95.67,376,24.4,1.085,70.37,99.623
MET-0000001632,2025-11-10 17:59:00.424718,CELL-00055,70.59,64.74,1.583,96.77,95.0,92.48,96.84,383,46.55,1.812,94.9,99.464
MET-0000001633,2025-11-10 18:04:00.424718,CELL-00103,40.52,69.99,0.612,97.75,96.6,95.02,97.5,758,38.24,1.198,96.87,99.707
MET-0000001634,2025-11-10 18:09:00.424718,CELL-00096,77.74,57.85,1.561,96.76,96.07,92.98,99.24,397,8.98,1.01,73.17,99.411
MET-0000001635,2025-11-10 18:14:00.424718,CELL-00063,40.43,27.15,2.457,98.31,98.7,92.04,95.55,665,20.03,0.14,72.55,99.416
MET-0000001636,2025-11-10 18:19:00.424718,CELL-00086,40.01,29.02,3.338,95.01,96.75,94.68,96.93,631,41.01,1.985,71.54,99.675
MET-0000001637,2025-11-10 18:24:00.424718,CELL-00045,26.0,27.68,2.199,99.65,94.29,94.52,97.78,724,20.48,0.044,63.8,99.48
MET-0000001638,2025-11-10 18:29:00.424718,CELL-00005,70.85,72.3,1.745,95.74,99.46,96.68,98.21,646,42.76,1.148,61.69,99.732
MET-0000001639,2025-11-10 18:34:00.424718,CELL-00032,86.36,60.58,2.093,98.22,95.27,93.66,96.1,751,5.48,0.273,80.58,99.334
MET-0000001640,2025-11-10 18:39:00.424718,CELL-00034,93.61,50.43,0.859,98.57,94.31,94.95,98.52,344,21.54,0.835,90.83,99.068
MET-0000001641,2025-11-10 18:44:00.424718,CELL-00019,36.07,26.43,2.868,98.19,94.25,95.26,96.42,599,5.71,0.412,62.2,99.079
MET-0000001642,2025-11-10 18:49:00.424718,CELL-00144,48.96,61.11,1.718,97.06,95.36,92.49,96.14,793,9.7,1.207,75.04,99.722
MET-0000001643,2025-11-10 18:54:00.424718,CELL-00037,85.7,21.93,0.808,98.09,98.66,92.42,96.27,303,25.14,1.402,79.64,99.029
MET-0000001644,2025-11-10 18:59:00.424718,CELL-00130,79.96,41.91,3.007,99.57,99.44,94.94,98.71,659,41.56,1.266,93.55,99.855
MET-0000001645,2025-11-10 19:04:00.424718,CELL-00112,57.0,61.02,2.149,97.8,99.36,97.84,95.82,621,29.97,0.38,79.95,99.015
MET-0000001646,2025-11-10 19:09:00.424718,CELL-00096,30.95,55.73,1.845,95.03,99.13,95.91,98.87,789,18.97,0.427,76.56,99.687
MET-0000001647,2025-11-10 19:14:00.424718,CELL-00059,32.02,47.95,0.957,99.7,96.23,94.65,99.2,209,14.29,0.153,93.73,99.295
MET-0000001648,2025-11-10 19:19:00.424718,CELL-00004,82.11,73.59,0.511,96.74,96.1,95.79,95.07,196,39.55,0.329,68.34,99.478
MET-0000001649,2025-11-10 19:24:00.424718,CELL-00115,84.21,40.46,1.416,98.48,96.94,98.24,98.1,601,21.72,0.638,90.09,99.509
MET-0000001650,2025-11-10 19:29:00.424718,CELL-00088,23.48,16.12,1.922,97.05,95.53,93.34,98.88,353,33.47,0.227,77.61,99.672
MET-0000001651,2025-11-10 19:34:00.424718,CELL-00029,45.15,38.51,2.714,96.56,95.85,94.99,97.53,129,32.98,1.794,92.29,99.906
MET-0000001652,2025-11-10 19:39:00.424718,CELL-00068,31.04,47.86,1.146,96.8,95.12,97.96,97.26,120,16.07,0.582,83.86,99.13
MET-0000001653,2025-11-10 19:44:00.424718,CELL-00061,80.45,40.1,1.036,95.41,96.53,97.51,98.42,785,35.17,0.383,79.01,99.457
MET-0000001654,2025-11-10 19:49:00.424718,CELL-00025,59.78,72.45,0.664,95.76,98.46,95.77,95.19,636,43.49,0.965,82.98,99.39
MET-0000001655,2025-11-10 19:54:00.424718,CELL-00121,70.46,73.83,0.166,99.89,98.25,96.72,97.69,431,33.72,0.169,88.46,99.112
MET-0000001656,2025-11-10 19:59:00.424718,CELL-00129,88.37,45.93,2.284,99.18,97.75,92.63,99.47,748,45.49,0.324,77.09,99.675
MET-0000001657,2025-11-10 20:04:00.424718,CELL-00027,46.77,74.04,3.239,96.85,96.11,94.72,95.41,605,34.24,0.208,66.2,99.123
MET-0000001658,2025-11-10 20:09:00.424718,CELL-00041,40.48,49.89,2.773,98.92,96.92,96.73,96.6,485,13.68,0.353,66.09,99.094
MET-0000001659,2025-11-10 20:14:00.424718,CELL-00146,56.26,18.08,3.274,98.64,96.63,98.03,95.75,130,32.49,1.222,62.7,99.013
MET-0000001660,2025-11-10 20:19:00.424718,CELL-00014,69.32,44.23,2.164,97.6,96.13,93.05,98.27,627,23.1,0.575,75.8,99.034
MET-0000001661,2025-11-10 20:24:00.424718,CELL-00114,79.79,64.9,0.977,95.28,94.28,92.14,99.74,61,29.69,1.157,71.09,99.722
MET-0000001662,2025-11-10 20:29:00.424718,CELL-00114,50.07,48.01,3.058,98.95,96.44,94.99,98.22,704,44.6,1.423,78.19,99.538
MET-0000001663,2025-11-10 20:34:00.424718,CELL-00141,63.74,45.67,2.183,98.53,97.62,98.16,95.38,561,13.4,0.417,81.84,99.403
MET-0000001664,2025-11-10 20:39:00.424718,CELL-00107,82.35,70.58,1.006,99.09,99.29,93.14,95.87,328,22.75,0.803,69.54,99.102
MET-0000001665,2025-11-10 20:44:00.424718,CELL-00129,42.57,67.47,3.431,99.2,95.87,96.03,97.58,284,17.39,1.896,85.3,99.563
MET-0000001666,2025-11-10 20:49:00.424718,CELL-00148,60.53,42.4,1.196,95.1,96.09,97.22,96.3,108,45.58,1.893,91.59,99.497
MET-0000001667,2025-11-10 20:54:00.424718,CELL-00038,49.76,31.42,1.461,97.78,96.6,96.23,98.35,598,18.83,0.165,77.88,99.787
MET-0000001668,2025-11-10 20:59:00.424718,CELL-00043,80.83,53.77,2.335,96.95,95.94,96.99,99.39,175,49.29,1.082,91.64,99.665
MET-0000001669,2025-11-10 21:04:00.424718,CELL-00108,28.49,22.8,2.787,95.91,94.85,95.94,99.77,738,39.58,1.529,79.56,99.931
MET-0000001670,2025-11-10 21:09:00.424718,CELL-00121,94.39,75.27,1.687,96.04,98.02,95.32,98.97,313,43.67,0.296,79.18,99.578
MET-0000001671,2025-11-10 21:14:00.424718,CELL-00079,30.84,15.92,1.435,96.55,97.43,98.47,96.69,116,28.87,0.625,96.39,99.111
MET-0000001672,2025-11-10 21:19:00.424718,CELL-00113,47.84,50.34,2.055,99.18,96.45,95.12,97.26,408,12.23,0.332,91.24,99.578
MET-0000001673,2025-11-10 21:24:00.424718,CELL-00076,47.89,24.36,1.61,99.08,97.93,92.03,97.78,790,25.51,1.415,96.57,99.755
MET-0000001674,2025-11-10 21:29:00.424718,CELL-00036,64.34,31.39,1.429,99.11,94.87,93.04,97.27,244,21.93,0.607,88.71,99.154
MET-0000001675,2025-11-10 21:34:00.424718,CELL-00105,89.41,61.38,2.176,95.92,95.05,96.81,99.15,170,44.2,1.294,92.45,99.69
MET-0000001676,2025-11-10 21:39:00.424718,CELL-00137,67.05,17.38,3.263,99.68,94.47,92.63,98.47,116,9.81,0.11,95.87,99.788
MET-0000001677,2025-11-10 21:44:00.424718,CELL-00086,56.13,20.35,1.466,96.71,99.3,95.48,97.72,760,37.02,1.001,94.79,99.784
MET-0000001678,2025-11-10 21:49:00.424718,CELL-00039,94.82,33.96,1.221,98.45,96.42,96.94,95.76,641,7.0,1.902,94.04,99.506
MET-0000001679,2025-11-10 21:54:00.424718,CELL-00134,68.69,23.14,3.153,95.5,96.17,93.19,98.73,51,45.23,0.404,91.44,99.019
MET-0000001680,2025-11-10 21:59:00.424718,CELL-00092,74.91,30.52,1.951,97.71,98.74,93.67,98.38,289,6.95,1.978,94.52,99.921
MET-0000001681,2025-11-10 22:04:00.424718,CELL-00122,21.8,27.69,2.875,97.73,94.37,98.02,95.96,66,42.51,1.8,94.95,99.262
MET-0000001682,2025-11-10 22:09:00.424718,CELL-00116,27.92,57.38,2.679,98.92,97.95,92.28,98.66,777,44.68,1.826,85.52,99.72
MET-0000001683,2025-11-10 22:14:00.424718,CELL-00028,43.91,52.93,0.892,96.04,96.13,98.78,95.69,447,33.83,1.371,69.41,99.137
MET-0000001684,2025-11-10 22:19:00.424718,CELL-00084,67.68,66.18,3.352,98.12,98.11,92.71,97.46,186,25.78,0.082,96.13,99.176
MET-0000001685,2025-11-10 22:24:00.424718,CELL-00104,34.03,33.13,2.504,98.49,95.6,92.58,98.59,548,41.88,1.966,63.99,99.337
MET-0000001686,2025-11-10 22:29:00.424718,CELL-00016,34.53,40.74,0.923,99.62,98.12,92.93,96.34,149,49.38,0.273,94.21,99.585
MET-0000001687,2025-11-10 22:34:00.424718,CELL-00072,52.54,38.36,0.613,95.32,95.44,97.44,95.47,226,7.57,0.462,76.46,99.8
MET-0000001688,2025-11-10 22:39:00.424718,CELL-00120,40.27,71.7,2.63,97.87,99.36,92.69,95.05,105,33.01,0.071,69.03,99.915
MET-0000001689,2025-11-10 22:44:00.424718,CELL-00053,37.04,75.1,1.284,96.07,95.39,97.85,95.13,525,17.62,1.269,90.03,99.868
MET-0000001690,2025-11-10 22:49:00.424718,CELL-00125,89.69,42.66,1.719,99.67,98.45,93.58,96.77,227,27.94,0.479,86.27,99.253
MET-0000001691,2025-11-10 22:54:00.424718,CELL-00120,62.63,19.61,1.765,96.62,95.87,92.69,98.35,691,25.68,0.002,74.51,99.764
MET-0000001692,2025-11-10 22:59:00.424718,CELL-00091,86.62,69.72,1.186,99.55,94.96,92.65,98.74,276,48.29,0.352,87.57,99.838
MET-0000001693,2025-11-10 23:04:00.424718,CELL-00064,81.8,46.0,0.724,97.49,94.19,95.81,96.33,250,44.93,0.992,84.54,99.182
MET-0000001694,2025-11-10 23:09:00.424718,CELL-00108,31.22,39.29,0.332,99.2,97.73,93.06,99.45,146,45.5,0.974,83.72,99.071
MET-0000001695,2025-11-10 23:14:00.424718,CELL-00122,22.33,16.21,2.405,97.27,95.39,93.35,99.1,712,31.87,0.638,93.93,99.307
MET-0000001696,2025-11-10 23:19:00.424718,CELL-00114,79.38,24.08,2.185,99.17,97.21,98.78,96.09,594,47.49,0.753,87.52,99.958
MET-0000001697,2025-11-10 23:24:00.424718,CELL-00030,28.95,55.44,0.304,99.55,94.22,97.57,96.61,451,39.35,1.255,77.25,99.7
MET-0000001698,2025-11-10 23:29:00.424718,CELL-00008,21.66,55.15,0.399,95.1,98.3,94.93,97.6,569,20.76,0.906,67.89,99.604
MET-0000001699,2025-11-10 23:34:00.424718,CELL-00079,53.64,37.12,0.698,98.34,95.96,94.48,99.79,396,35.04,1.668,72.07,99.838
MET-0000001700,2025-11-10 23:39:00.424718,CELL-00026,79.99,51.33,3.047,95.21,97.59,94.66,96.48,714,22.72,0.333,63.94,99.817
MET-0000001701,2025-11-10 23:44:00.424718,CELL-00111,20.31,61.07,1.838,98.86,97.45,95.15,96.69,98,40.85,1.915,69.86,99.721
MET-0000001702,2025-11-10 23:49:00.424718,CELL-00048,83.35,65.07,1.438,96.12,95.34,93.41,96.76,133,37.8,1.656,85.29,99.341
MET-0000001703,2025-11-10 23:54:00.424718,CELL-00034,92.19,28.66,0.927,99.35,97.3,98.33,95.65,390,8.48,1.091,73.18,99.048
MET-0000001704,2025-11-10 23:59:00.424718,CELL-00036,83.0,37.5,2.474,98.83,94.7,92.91,98.64,322,29.47,1.155,85.55,99.171
MET-0000001705,2025-11-11 00:04:00.424718,CELL-00039,88.05,29.96,0.967,95.12,95.74,92.45,95.33,656,48.2,0.337,96.61,99.805
MET-0000001706,2025-11-11 00:09:00.424718,CELL-00127,36.6,72.02,0.921,99.78,95.22,95.41,99.44,533,21.33,0.089,62.76,99.633
MET-0000001707,2025-11-11 00:14:00.424718,CELL-00134,29.4,48.12,0.36,99.85,95.11,96.61,95.47,67,35.47,1.599,66.75,99.467
MET-0000001708,2025-11-11 00:19:00.424718,CELL-00122,72.99,72.7,2.29,97.46,98.49,95.01,96.86,123,28.94,1.12,60.12,99.237
MET-0000001709,2025-11-11 00:24:00.424718,CELL-00107,44.92,69.49,2.611,95.3,94.19,97.74,97.32,164,26.55,1.252,86.63,99.262
MET-0000001710,2025-11-11 00:29:00.424718,CELL-00131,47.62,60.44,2.183,98.51,94.89,93.27,97.68,528,24.51,1.067,68.23,99.251
MET-0000001711,2025-11-11 00:34:00.424718,CELL-00070,69.38,63.26,0.876,98.23,97.22,93.9,96.89,269,23.43,0.446,93.48,99.973
MET-0000001712,2025-11-11 00:39:00.424718,CELL-00105,94.03,20.17,0.484,98.5,96.69,94.96,99.7,760,10.99,0.124,71.3,99.513
MET-0000001713,2025-11-11 00:44:00.424718,CELL-00022,53.67,18.34,0.604,99.46,94.47,97.86,96.21,666,19.0,1.202,92.63,99.95
MET-0000001714,2025-11-11 00:49:00.424718,CELL-00126,34.11,71.57,0.236,95.37,98.72,92.01,97.18,340,11.67,0.117,94.6,99.657
MET-0000001715,2025-11-11 00:54:00.424718,CELL-00065,36.92,52.37,2.093,96.93,97.82,97.94,99.1,666,21.94,0.829,94.97,99.715
MET-0000001716,2025-11-11 00:59:00.424718,CELL-00026,24.28,50.07,2.069,97.76,98.67,98.78,95.05,379,47.1,1.256,74.51,99.334
MET-0000001717,2025-11-11 01:04:00.424718,CELL-00125,55.57,54.19,3.085,99.23,94.87,98.81,98.9,61,35.59,1.201,63.63,99.59
