event_id,@timestamp,network.cell.id,network.procedure.type,network.procedure.result_code,network.procedure.success,network.procedure.duration_ms,subscriber.imsi,network.radio.rsrp_dbm,network.radio.rsrq_db,network.radio.sinr_db,network.handover.source_cell,network.handover.target_cell,network.handover.success,network.rrc.connection_result,network.vendor.name,network.technology,network.region.id,event.description
EVT-0000002577,2025-11-11 21:07:30.370058,CELL-00067,BEARER_SETUP,SUCCESS,True,1026.4,310260589098461,-100.8,-19.4,5.9,CELL-00098,CELL-00072,None,ESTABLISHED,Nokia,5G NR,REGION-15,"BEARER_SETUP SUCCESS on 5G NR cell CELL-00067, took 1026.4ms, signal strength -100.8dBm"
EVT-0000002578,2025-11-11 21:08:00.370058,CELL-00114,DETACH,SUCCESS,True,644.6,310260967898720,-89.3,-7.0,15.2,CELL-00145,None,None,SUCCESS,Samsung,LTE,REGION-11,"Signaling event: DETACH SUCCESS at CELL-00114, 644.6ms, radio quality RSRP=-89.3 SINR=15.2"
EVT-0000002579,2025-11-11 21:08:30.370058,CELL-00106,BEARER_SETUP,SUCCESS,True,346.9,310260858518367,-81.1,-6.1,20.0,CELL-00142,None,None,ESTABLISHED,Samsung,5G NR,REGION-04,"Signaling event: BEARER_SETUP SUCCESS at CELL-00106, 346.9ms, radio quality RSRP=-81.1 SINR=20.0"
EVT-0000002580,2025-11-11 21:09:00.370058,CELL-00044,RRC_CONNECTION,SUCCESS,True,259.5,310260412970082,-109.3,-11.7,19.4,None,CELL-00065,None,ESTABLISHED,Ericsson,LTE,REGION-11,"RRC_CONNECTION procedure on cell CELL-00044, result SUCCESS, duration 259.5ms, RSRP -109.3dBm"
EVT-0000002581,2025-11-11 21:09:30.370058,CELL-00083,BEARER_MODIFY,SUCCESS,True,271.9,310260445645910,-114.3,-7.3,-2.8,None,None,None,ESTABLISHED,Nokia,5G NR,REGION-09,"BEARER_MODIFY procedure on cell CELL-00083, result SUCCESS, duration 271.9ms, RSRP -114.3dBm"
EVT-0000002582,2025-11-11 21:10:00.370058,CELL-00037,ATTACH,SUCCESS,True,701.4,310260263352819,-74.6,-14.9,11.0,None,CELL-00064,None,ESTABLISHED,Nokia,LTE,REGION-11,"ATTACH procedure on cell CELL-00037, result SUCCESS, duration 701.4ms, RSRP -74.6dBm"
EVT-0000002583,2025-11-11 21:10:30.370058,CELL-00001,RRC_CONNECTION,SUCCESS,True,473.7,310260185076991,-98.6,-8.2,10.3,None,CELL-00099,None,ESTABLISHED,Samsung,LTE-A,REGION-12,"RRC_CONNECTION SUCCESS on LTE-A cell CELL-00001, took 473.7ms, signal strength -98.6dBm"
EVT-0000002584,2025-11-11 21:11:00.370058,CELL-00107,SERVICE_REQUEST,SUCCESS,True,359.4,310260791784337,-112.4,-5.8,0.1,CELL-00121,None,True,REJECTED,Nokia,LTE-A,REGION-11,"SERVICE_REQUEST SUCCESS on LTE-A cell CELL-00107, took 359.4ms, signal strength -112.4dBm"
EVT-0000002585,2025-11-11 21:11:30.370058,CELL-00101,SERVICE_REQUEST,SUCCESS,True,660.6,310260252580730,-111.9,-11.4,23.9,None,None,None,ESTABLISHED,Samsung,LTE,REGION-11,"SERVICE_REQUEST SUCCESS on LTE cell CELL-00101, took 660.6ms, signal strength -111.9dBm"
EVT-0000002586,2025-11-11 21:12:00.370058,CELL-00098,BEARER_MODIFY,SUCCESS,True,336.1,310260791784337,-87.0,-14.0,18.7,None,CELL-00010,True,ESTABLISHED,Ericsson,LTE-A,REGION-14,"BEARER_MODIFY procedure on cell CELL-00098, result SUCCESS, duration 336.1ms, RSRP -87.0dBm"
EVT-0000002587,2025-11-11 21:12:30.370058,CELL-00087,TAU,SUCCESS,True,826.4,310260394081825,-94.4,-14.7,5.0,None,None,None,ESTABLISHED,Ericsson,5G NR,REGION-08,"TAU procedure on cell CELL-00087, result SUCCESS, duration 826.4ms, RSRP -94.4dBm"
EVT-0000002588,2025-11-11 21:13:00.370058,CELL-00024,ATTACH,SUCCESS,True,751.6,310260778995689,-97.1,-13.8,5.8,None,None,True,ESTABLISHED,Ericsson,LTE-A,REGION-11,"ATTACH SUCCESS on LTE-A cell CELL-00024, took 751.6ms, signal strength -97.1dBm"
EVT-0000002589,2025-11-11 21:13:30.370058,CELL-00149,SERVICE_REQUEST,SUCCESS,True,608.5,310260225346346,-111.2,-6.6,21.6,CELL-00029,CELL-00050,None,TIMEOUT,Ericsson,LTE-A,REGION-09,"SERVICE_REQUEST procedure on cell CELL-00149, result SUCCESS, duration 608.5ms, RSRP -111.2dBm"
EVT-0000002590,2025-11-11 21:14:00.370058,CELL-00033,BEARER_MODIFY,SUCCESS,True,288.7,310260946525049,-71.2,-7.5,8.3,None,None,True,ESTABLISHED,Ericsson,LTE,REGION-15,"BEARER_MODIFY SUCCESS on LTE cell CELL-00033, took 288.7ms, signal strength -71.2dBm"
EVT-0000002591,2025-11-11 21:14:30.370058,CELL-00054,ATTACH,SUCCESS,True,485.1,310260252580730,-118.1,-8.6,8.4,CELL-00058,CELL-00148,None,ESTABLISHED,Nokia,5G NR,REGION-08,"ATTACH procedure on cell CELL-00054, result SUCCESS, duration 485.1ms, RSRP -118.1dBm"
EVT-0000002592,2025-11-11 21:15:00.370058,CELL-00006,HANDOVER,SUCCESS,True,564.7,310260913289548,-88.0,-16.5,22.9,None,CELL-00076,None,SUCCESS,Samsung,LTE,REGION-07,"HANDOVER SUCCESS on LTE cell CELL-00006, took 564.7ms, signal strength -88.0dBm"
EVT-0000002593,2025-11-11 21:15:30.370058,CELL-00031,SERVICE_REQUEST,TIMEOUT,False,523.5,310260589098461,-109.1,-6.8,4.5,CELL-00035,None,None,ESTABLISHED,Samsung,LTE,REGION-03,"SERVICE_REQUEST procedure on cell CELL-00031, result TIMEOUT, duration 523.5ms, RSRP -109.1dBm"
EVT-0000002594,2025-11-11 21:16:00.370058,CELL-00049,PAGING_RESPONSE,SUCCESS,True,516.8,310260271754383,-81.7,-11.9,3.0,None,CELL-00124,None,REJECTED,Nokia,5G NR,REGION-13,"PAGING_RESPONSE procedure on cell CELL-00049, result SUCCESS, duration 516.8ms, RSRP -81.7dBm"
EVT-0000002595,2025-11-11 21:16:30.370058,CELL-00024,BEARER_MODIFY,REJECT,True,88.4,310260938690922,-100.1,-6.8,-4.4,None,None,None,ESTABLISHED,Ericsson,LTE,REGION-13,"Signaling event: BEARER_MODIFY REJECT at CELL-00024, 88.4ms, radio quality RSRP=-100.1 SINR=-4.4"
EVT-0000002596,2025-11-11 21:17:00.370058,CELL-00129,RRC_CONNECTION,SUCCESS,False,753.0,310260185515281,-112.8,-15.0,14.6,None,None,None,ESTABLISHED,Ericsson,LTE-A,REGION-09,"Signaling event: RRC_CONNECTION SUCCESS at CELL-00129, 753.0ms, radio quality RSRP=-112.8 SINR=14.6"
EVT-0000002597,2025-11-11 21:17:30.370058,CELL-00027,RRC_CONNECTION,SUCCESS,True,246.3,310260263352819,-96.2,-13.3,13.5,CELL-00104,None,None,SUCCESS,Ericsson,LTE-A,REGION-05,"RRC_CONNECTION SUCCESS on LTE-A cell CELL-00027, took 246.3ms, signal strength -96.2dBm"
EVT-0000002598,2025-11-11 21:18:00.370058,CELL-00142,BEARER_MODIFY,SUCCESS,False,421.9,310260198686004,-115.1,-18.0,0.9,None,None,None,ESTABLISHED,Samsung,LTE,REGION-05,"Signaling event: BEARER_MODIFY SUCCESS at CELL-00142, 421.9ms, radio quality RSRP=-115.1 SINR=0.9"
EVT-0000002599,2025-11-11 21:18:30.370058,CELL-00140,PAGING_RESPONSE,SUCCESS,True,253.3,310260642401930,-94.2,-8.4,16.5,None,None,False,REJECTED,Nokia,LTE,REGION-12,"PAGING_RESPONSE procedure on cell CELL-00140, result SUCCESS, duration 253.3ms, RSRP -94.2dBm"
EVT-0000002600,2025-11-11 21:19:00.370058,CELL-00138,BEARER_SETUP,SUCCESS,True,316.9,310260943164557,-108.5,-9.4,9.9,CELL-00139,None,None,ESTABLISHED,Samsung,LTE-A,REGION-07,"BEARER_SETUP procedure on cell CELL-00138, result SUCCESS, duration 316.9ms, RSRP -108.5dBm"
EVT-0000002601,2025-11-11 21:19:30.370058,CELL-00025,BEARER_MODIFY,SUCCESS,True,642.6,310260562503395,-113.6,-18.5,-2.2,None,CELL-00103,None,REJECTED,Nokia,5G NR,REGION-05,"BEARER_MODIFY SUCCESS on 5G NR cell CELL-00025, took 642.6ms, signal strength -113.6dBm"
EVT-0000002602,2025-11-11 21:20:00.370058,CELL-00026,BEARER_SETUP,SUCCESS,True,610.0,310260567612753,-98.3,-11.9,1.1,None,None,None,SUCCESS,Nokia,LTE-A,REGION-13,"Signaling event: BEARER_SETUP SUCCESS at CELL-00026, 610.0ms, radio quality RSRP=-98.3 SINR=1.1"
EVT-0000002603,2025-11-11 21:20:30.370058,CELL-00135,BEARER_SETUP,SUCCESS,True,243.6,310260589098461,-102.5,-18.8,19.9,None,CELL-00099,None,ESTABLISHED,Nokia,LTE-A,REGION-13,"BEARER_SETUP procedure on cell CELL-00135, result SUCCESS, duration 243.6ms, RSRP -102.5dBm"
EVT-0000002604,2025-11-11 21:21:00.370058,CELL-00084,SERVICE_REQUEST,SUCCESS,True,190.2,310260531818928,-89.8,-14.7,7.5,None,None,None,ESTABLISHED,Nokia,5G NR,REGION-13,"SERVICE_REQUEST SUCCESS on 5G NR cell CELL-00084, took 190.2ms, signal strength -89.8dBm"
EVT-0000002605,2025-11-11 21:21:30.370058,CELL-00039,ATTACH,SUCCESS,True,834.1,310260485340100,-103.0,-10.3,11.8,None,None,None,REJECTED,Nokia,LTE,REGION-15,"ATTACH SUCCESS on LTE cell CELL-00039, took 834.1ms, signal strength -103.0dBm"
EVT-0000002606,2025-11-11 21:22:00.370058,CELL-00106,HANDOVER,SUCCESS,False,462.4,310260137496337,-84.1,-10.0,11.0,CELL-00142,CELL-00017,None,ESTABLISHED,Ericsson,LTE,REGION-13,"HANDOVER procedure on cell CELL-00106, result SUCCESS, duration 462.4ms, RSRP -84.1dBm"
EVT-0000002607,2025-11-11 21:22:30.370058,CELL-00122,ATTACH,SUCCESS,True,374.6,310260132925086,-94.5,-13.6,9.4,None,CELL-00082,True,ESTABLISHED,Ericsson,LTE-A,REGION-09,"Signaling event: ATTACH SUCCESS at CELL-00122, 374.6ms, radio quality RSRP=-94.5 SINR=9.4"
EVT-0000002608,2025-11-11 21:23:00.370058,CELL-00147,DETACH,SUCCESS,True,300.7,310260706438048,-117.7,-7.3,19.6,CELL-00043,None,False,SUCCESS,Nokia,LTE-A,REGION-13,"DETACH SUCCESS on LTE-A cell CELL-00147, took 300.7ms, signal strength -117.7dBm"
EVT-0000002609,2025-11-11 21:23:30.370058,CELL-00060,PAGING_RESPONSE,SUCCESS,False,248.9,310260938690922,-98.9,-18.9,24.9,CELL-00053,None,None,SUCCESS,Ericsson,LTE,REGION-06,"Signaling event: PAGING_RESPONSE SUCCESS at CELL-00060, 248.9ms, radio quality RSRP=-98.9 SINR=24.9"
EVT-0000002610,2025-11-11 21:24:00.370058,CELL-00136,BEARER_MODIFY,SUCCESS,True,255.8,310260101573151,-88.7,-7.6,8.8,None,None,None,SUCCESS,Nokia,LTE-A,REGION-13,"Signaling event: BEARER_MODIFY SUCCESS at CELL-00136, 255.8ms, radio quality RSRP=-88.7 SINR=8.8"
EVT-0000002611,2025-11-11 21:24:30.370058,CELL-00147,DETACH,RADIO_FAILURE,True,433.9,310260108826885,-109.4,-11.3,9.9,None,CELL-00024,True,ESTABLISHED,Ericsson,LTE-A,REGION-12,"Signaling event: DETACH RADIO_FAILURE at CELL-00147, 433.9ms, radio quality RSRP=-109.4 SINR=9.9"
EVT-0000002612,2025-11-11 21:25:00.370058,CELL-00086,BEARER_MODIFY,SUCCESS,True,395.3,310260712478383,-83.8,-19.7,22.1,None,None,True,ESTABLISHED,Ericsson,LTE-A,REGION-12,"BEARER_MODIFY procedure on cell CELL-00086, result SUCCESS, duration 395.3ms, RSRP -83.8dBm"
EVT-0000002613,2025-11-11 21:25:30.370058,CELL-00063,PAGING_RESPONSE,SUCCESS,True,906.7,310260597299988,-80.0,-12.3,3.3,None,CELL-00038,None,ESTABLISHED,Samsung,5G NR,REGION-12,"PAGING_RESPONSE procedure on cell CELL-00063, result SUCCESS, duration 906.7ms, RSRP -80.0dBm"
EVT-0000002614,2025-11-11 21:26:00.370058,CELL-00112,ATTACH,SUCCESS,True,600.0,310260219279896,-111.8,-13.8,21.3,None,None,False,ESTABLISHED,Nokia,LTE-A,REGION-05,"ATTACH procedure on cell CELL-00112, result SUCCESS, duration 600.0ms, RSRP -111.8dBm"
EVT-0000002615,2025-11-11 21:26:30.370058,CELL-00139,ATTACH,SUCCESS,True,554.4,310260634590656,-118.2,-6.5,11.8,CELL-00048,CELL-00131,None,ESTABLISHED,Samsung,LTE,REGION-15,"ATTACH SUCCESS on LTE cell CELL-00139, took 554.4ms, signal strength -118.2dBm"
EVT-0000002616,2025-11-11 21:27:00.370058,CELL-00060,ATTACH,SUCCESS,True,235.2,310260214842521,-94.2,-14.2,-3.0,None,CELL-00060,None,SUCCESS,Nokia,LTE,REGION-01,"ATTACH SUCCESS on LTE cell CELL-00060, took 235.2ms, signal strength -94.2dBm"
EVT-0000002617,2025-11-11 21:27:30.370058,CELL-00133,DETACH,SUCCESS,False,413.9,310260129732485,-86.1,-8.0,16.0,None,None,None,TIMEOUT,Ericsson,LTE-A,REGION-07,"DETACH SUCCESS on LTE-A cell CELL-00133, took 413.9ms, signal strength -86.1dBm"
EVT-0000002618,2025-11-11 21:28:00.370058,CELL-00139,BEARER_SETUP,SUCCESS,True,482.9,310260275439507,-102.9,-18.7,22.9,None,None,None,ESTABLISHED,Samsung,5G NR,REGION-06,"BEARER_SETUP SUCCESS on 5G NR cell CELL-00139, took 482.9ms, signal strength -102.9dBm"
EVT-0000002619,2025-11-11 21:28:30.370058,CELL-00070,HANDOVER,SUCCESS,True,645.9,310260814033468,-114.2,-17.8,11.9,None,CELL-00020,None,ESTABLISHED,Ericsson,LTE,REGION-12,"HANDOVER SUCCESS on LTE cell CELL-00070, took 645.9ms, signal strength -114.2dBm"
EVT-0000002620,2025-11-11 21:29:00.370058,CELL-00111,ATTACH,SUCCESS,False,539.6,310260777603725,-71.7,-7.5,5.5,None,None,True,ESTABLISHED,Samsung,LTE-A,REGION-09,"ATTACH SUCCESS on LTE-A cell CELL-00111, took 539.6ms, signal strength -71.7dBm"
EVT-0000002621,2025-11-11 21:29:30.370058,CELL-00132,SERVICE_REQUEST,SUCCESS,True,337.2,310260303269953,-118.9,-11.6,2.2,None,None,None,ESTABLISHED,Samsung,LTE-A,REGION-10,"Signaling event: SERVICE_REQUEST SUCCESS at CELL-00132, 337.2ms, radio quality RSRP=-118.9 SINR=2.2"
EVT-0000002622,2025-11-11 21:30:00.370058,CELL-00130,ATTACH,REJECT,True,223.7,310260531818928,-86.4,-8.2,7.0,CELL-00111,None,None,ESTABLISHED,Samsung,LTE,REGION-08,"Signaling event: ATTACH REJECT at CELL-00130, 223.7ms, radio quality RSRP=-86.4 SINR=7.0"
EVT-0000002623,2025-11-11 21:30:30.370058,CELL-00143,TAU,SUCCESS,True,306.7,310260988938783,-95.8,-12.5,15.4,None,CELL-00093,True,ESTABLISHED,Samsung,LTE,REGION-01,"Signaling event: TAU SUCCESS at CELL-00143, 306.7ms, radio quality RSRP=-95.8 SINR=15.4"
EVT-0000002624,2025-11-11 21:31:00.370058,CELL-00130,SERVICE_REQUEST,SUCCESS,True,549.5,310260501500973,-117.7,-13.6,9.9,CELL-00150,None,True,ESTABLISHED,Ericsson,LTE,REGION-02,"Signaling event: SERVICE_REQUEST SUCCESS at CELL-00130, 549.5ms, radio quality RSRP=-117.7 SINR=9.9"
EVT-0000002625,2025-11-11 21:31:30.370058,CELL-00014,HANDOVER,REJECT,True,490.5,310260185076991,-112.8,-11.8,13.9,None,None,None,REJECTED,Ericsson,LTE,REGION-07,"Signaling event: HANDOVER REJECT at CELL-00014, 490.5ms, radio quality RSRP=-112.8 SINR=13.9"
EVT-0000002626,2025-11-11 21:32:00.370058,CELL-00011,BEARER_MODIFY,SUCCESS,True,415.5,310260962633577,-89.5,-16.3,20.3,None,None,False,ESTABLISHED,Nokia,LTE,REGION-08,"BEARER_MODIFY SUCCESS on LTE cell CELL-00011, took 415.5ms, signal strength -89.5dBm"
EVT-0000002627,2025-11-11 21:32:30.370058,CELL-00007,HANDOVER,SUCCESS,True,376.6,310260941687196,-72.1,-6.6,16.5,CELL-00060,None,True,TIMEOUT,Nokia,5G NR,REGION-15,"HANDOVER SUCCESS on 5G NR cell CELL-00007, took 376.6ms, signal strength -72.1dBm"
EVT-0000002628,2025-11-11 21:33:00.370058,CELL-00142,DETACH,TIMEOUT,True,585.4,310260582686417,-70.9,-17.6,20.3,None,None,False,REJECTED,Samsung,LTE-A,REGION-12,"DETACH procedure on cell CELL-00142, result TIMEOUT, duration 585.4ms, RSRP -70.9dBm"
EVT-0000002629,2025-11-11 21:33:30.370058,CELL-00136,PAGING_RESPONSE,SUCCESS,True,676.7,310260164558257,-79.5,-17.9,19.8,None,None,False,SUCCESS,Nokia,5G NR,REGION-09,"PAGING_RESPONSE procedure on cell CELL-00136, result SUCCESS, duration 676.7ms, RSRP -79.5dBm"
EVT-0000002630,2025-11-11 21:34:00.370058,CELL-00081,BEARER_SETUP,RADIO_FAILURE,False,74.2,310260432607393,-98.5,-8.6,16.8,None,CELL-00087,None,ESTABLISHED,Nokia,LTE-A,REGION-14,"BEARER_SETUP RADIO_FAILURE on LTE-A cell CELL-00081, took 74.2ms, signal strength -98.5dBm"
EVT-0000002631,2025-11-11 21:34:30.370058,CELL-00062,BEARER_MODIFY,SUCCESS,True,451.9,310260266935856,-105.8,-18.2,18.5,CELL-00059,None,None,ESTABLISHED,Nokia,LTE,REGION-02,"Signaling event: BEARER_MODIFY SUCCESS at CELL-00062, 451.9ms, radio quality RSRP=-105.8 SINR=18.5"
EVT-0000002632,2025-11-11 21:35:00.370058,CELL-00022,BEARER_SETUP,SUCCESS,True,495.8,310260439089137,-117.8,-15.7,4.9,None,None,True,SUCCESS,Nokia,LTE-A,REGION-13,"Signaling event: BEARER_SETUP SUCCESS at CELL-00022, 495.8ms, radio quality RSRP=-117.8 SINR=4.9"
EVT-0000002633,2025-11-11 21:35:30.370058,CELL-00117,ATTACH,SUCCESS,True,357.7,310260422650786,-79.4,-18.4,-0.1,None,CELL-00081,None,SUCCESS,Ericsson,LTE,REGION-06,"Signaling event: ATTACH SUCCESS at CELL-00117, 357.7ms, radio quality RSRP=-79.4 SINR=-0.1"
EVT-0000002634,2025-11-11 21:36:00.370058,CELL-00022,HANDOVER,SUCCESS,True,910.2,310260973829697,-82.6,-13.5,25.0,None,None,None,SUCCESS,Nokia,LTE-A,REGION-14,"Signaling event: HANDOVER SUCCESS at CELL-00022, 910.2ms, radio quality RSRP=-82.6 SINR=25.0"
EVT-0000002635,2025-11-11 21:36:30.370058,CELL-00143,ATTACH,SUCCESS,True,598.2,310260212503841,-102.7,-7.3,3.7,None,CELL-00045,False,ESTABLISHED,Ericsson,LTE-A,REGION-04,"ATTACH procedure on cell CELL-00143, result SUCCESS, duration 598.2ms, RSRP -102.7dBm"
EVT-0000002636,2025-11-11 21:37:00.370058,CELL-00030,PAGING_RESPONSE,SUCCESS,True,668.9,310260340506991,-109.8,-16.1,15.7,CELL-00052,CELL-00037,None,ESTABLISHED,Samsung,LTE-A,REGION-01,"PAGING_RESPONSE SUCCESS on LTE-A cell CELL-00030, took 668.9ms, signal strength -109.8dBm"
EVT-0000002637,2025-11-11 21:37:30.370058,CELL-00062,BEARER_MODIFY,SUCCESS,True,233.0,310260542960817,-89.7,-13.4,16.0,None,CELL-00012,None,SUCCESS,Samsung,LTE,REGION-02,"BEARER_MODIFY SUCCESS on LTE cell CELL-00062, took 233.0ms, signal strength -89.7dBm"
EVT-0000002638,2025-11-11 21:38:00.370058,CELL-00027,TAU,SUCCESS,True,1018.0,310260340506991,-114.5,-10.7,9.8,CELL-00078,None,None,SUCCESS,Nokia,LTE,REGION-05,"TAU procedure on cell CELL-00027, result SUCCESS, duration 1018.0ms, RSRP -114.5dBm"
EVT-0000002639,2025-11-11 21:38:30.370058,CELL-00062,BEARER_SETUP,RADIO_FAILURE,True,556.7,310260402920316,-119.1,-8.8,19.6,CELL-00064,None,False,ESTABLISHED,Nokia,LTE,REGION-01,"BEARER_SETUP RADIO_FAILURE on LTE cell CELL-00062, took 556.7ms, signal strength -119.1dBm"
EVT-0000002640,2025-11-11 21:39:00.370058,CELL-00046,BEARER_MODIFY,SUCCESS,True,305.2,310260866503461,-91.8,-5.8,18.5,CELL-00056,None,True,SUCCESS,Samsung,LTE-A,REGION-12,"Signaling event: BEARER_MODIFY SUCCESS at CELL-00046, 305.2ms, radio quality RSRP=-91.8 SINR=18.5"
EVT-0000002641,2025-11-11 21:39:30.370058,CELL-00089,BEARER_SETUP,SUCCESS,True,295.6,310260858708828,-81.8,-19.0,-0.8,CELL-00050,None,None,ESTABLISHED,Ericsson,LTE-A,REGION-05,"BEARER_SETUP SUCCESS on LTE-A cell CELL-00089, took 295.6ms, signal strength -81.8dBm"
EVT-0000002642,2025-11-11 21:40:00.370058,CELL-00101,BEARER_SETUP,TIMEOUT,True,1018.8,310260488661282,-103.9,-13.4,2.5,CELL-00057,None,None,SUCCESS,Nokia,LTE-A,REGION-08,"BEARER_SETUP procedure on cell CELL-00101, result TIMEOUT, duration 1018.8ms, RSRP -103.9dBm"
EVT-0000002643,2025-11-11 21:40:30.370058,CELL-00025,BEARER_SETUP,SUCCESS,True,369.8,310260305393526,-85.2,-18.7,8.0,CELL-00050,CELL-00046,None,REJECTED,Samsung,5G NR,REGION-08,"Signaling event: BEARER_SETUP SUCCESS at CELL-00025, 369.8ms, radio quality RSRP=-85.2 SINR=8.0"
EVT-0000002644,2025-11-11 21:41:00.370058,CELL-00141,RRC_CONNECTION,SUCCESS,True,1056.2,310260572107399,-77.9,-7.5,6.5,None,None,None,REJECTED,Nokia,LTE,REGION-02,"RRC_CONNECTION SUCCESS on LTE cell CELL-00141, took 1056.2ms, signal strength -77.9dBm"
EVT-0000002645,2025-11-11 21:41:30.370058,CELL-00032,RRC_CONNECTION,SUCCESS,True,597.3,310260349295683,-101.9,-12.5,11.4,CELL-00044,CELL-00028,None,ESTABLISHED,Samsung,LTE-A,REGION-06,"Signaling event: RRC_CONNECTION SUCCESS at CELL-00032, 597.3ms, radio quality RSRP=-101.9 SINR=11.4"
EVT-0000002646,2025-11-11 21:42:00.370058,CELL-00116,ATTACH,SUCCESS,True,611.7,310260485340100,-92.0,-5.2,7.6,None,None,True,ESTABLISHED,Nokia,LTE-A,REGION-11,"ATTACH procedure on cell CELL-00116, result SUCCESS, duration 611.7ms, RSRP -92.0dBm"
EVT-0000002647,2025-11-11 21:42:30.370058,CELL-00121,RRC_CONNECTION,SUCCESS,True,1187.7,310260858708828,-94.3,-14.7,21.3,CELL-00040,None,None,ESTABLISHED,Samsung,5G NR,REGION-05,"RRC_CONNECTION procedure on cell CELL-00121, result SUCCESS, duration 1187.7ms, RSRP -94.3dBm"
EVT-0000002648,2025-11-11 21:43:00.370058,CELL-00062,BEARER_SETUP,REJECT,False,244.2,310260668550106,-81.2,-14.2,10.3,None,CELL-00131,None,ESTABLISHED,Samsung,LTE,REGION-07,"BEARER_SETUP REJECT on LTE cell CELL-00062, took 244.2ms, signal strength -81.2dBm"
EVT-0000002649,2025-11-11 21:43:30.370058,CELL-00076,BEARER_SETUP,SUCCESS,True,285.5,310260432607393,-90.1,-15.1,10.9,None,None,None,ESTABLISHED,Nokia,LTE-A,REGION-01,"BEARER_SETUP SUCCESS on LTE-A cell CELL-00076, took 285.5ms, signal strength -90.1dBm"
EVT-0000002650,2025-11-11 21:44:00.370058,CELL-00098,ATTACH,SUCCESS,True,321.5,310260132925086,-108.7,-6.2,17.6,CELL-00094,None,None,ESTABLISHED,Samsung,5G NR,REGION-06,"ATTACH SUCCESS on 5G NR cell CELL-00098, took 321.5ms, signal strength -108.7dBm"
EVT-0000002651,2025-11-11 21:44:30.370058,CELL-00044,PAGING_RESPONSE,SUCCESS,False,716.8,310260766112271,-76.7,-11.3,2.1,None,None,True,ESTABLISHED,Nokia,5G NR,REGION-01,"PAGING_RESPONSE SUCCESS on 5G NR cell CELL-00044, took 716.8ms, signal strength -76.7dBm"
EVT-0000002652,2025-11-11 21:45:00.370058,CELL-00061,SERVICE_REQUEST,SUCCESS,True,463.3,310260193511861,-117.9,-12.3,19.6,CELL-00072,CELL-00059,None,SUCCESS,Ericsson,LTE-A,REGION-07,"Signaling event: SERVICE_REQUEST SUCCESS at CELL-00061, 463.3ms, radio quality RSRP=-117.9 SINR=19.6"
EVT-0000002653,2025-11-11 21:45:30.370058,CELL-00129,TAU,REJECT,False,176.7,310260166491727,-97.3,-18.2,8.9,None,None,None,SUCCESS,Nokia,LTE,REGION-11,"TAU procedure on cell CELL-00129, result REJECT, duration 176.7ms, RSRP -97.3dBm"
EVT-0000002654,2025-11-11 21:46:00.370058,CELL-00016,RRC_CONNECTION,SUCCESS,True,473.9,310260686639519,-104.4,-13.9,1.0,None,None,False,ESTABLISHED,Ericsson,LTE,REGION-03,"RRC_CONNECTION procedure on cell CELL-00016, result SUCCESS, duration 473.9ms, RSRP -104.4dBm"
EVT-0000002655,2025-11-11 21:46:30.370058,CELL-00150,SERVICE_REQUEST,SUCCESS,True,200.0,310260941687196,-83.6,-15.9,9.7,CELL-00110,None,None,SUCCESS,Nokia,5G NR,REGION-07,"SERVICE_REQUEST SUCCESS on 5G NR cell CELL-00150, took 200.0ms, signal strength -83.6dBm"
EVT-0000002656,2025-11-11 21:47:00.370058,CELL-00135,PAGING_RESPONSE,SUCCESS,True,876.8,310260678266092,-103.6,-11.5,21.6,None,None,True,ESTABLISHED,Nokia,5G NR,REGION-04,"PAGING_RESPONSE procedure on cell CELL-00135, result SUCCESS, duration 876.8ms, RSRP -103.6dBm"
EVT-0000002657,2025-11-11 21:47:30.370058,CELL-00009,DETACH,SUCCESS,True,373.1,310260376551538,-91.6,-7.4,-3.0,None,None,None,ESTABLISHED,Samsung,LTE-A,REGION-11,"Signaling event: DETACH SUCCESS at CELL-00009, 373.1ms, radio quality RSRP=-91.6 SINR=-3.0"
EVT-0000002658,2025-11-11 21:48:00.370058,CELL-00076,HANDOVER,SUCCESS,True,200.9,310260742006865,-84.8,-12.0,9.1,CELL-00093,CELL-00039,None,ESTABLISHED,Nokia,LTE,REGION-07,"HANDOVER SUCCESS on LTE cell CELL-00076, took 200.9ms, signal strength -84.8dBm"
EVT-0000002659,2025-11-11 21:48:30.370058,CELL-00072,SERVICE_REQUEST,SUCCESS,True,95.4,310260225346346,-70.8,-12.4,6.2,None,None,None,ESTABLISHED,Nokia,LTE-A,REGION-09,"Signaling event: SERVICE_REQUEST SUCCESS at CELL-00072, 95.4ms, radio quality RSRP=-70.8 SINR=6.2"
EVT-0000002660,2025-11-11 21:49:00.370058,CELL-00045,BEARER_MODIFY,FAILURE,True,361.4,310260431477582,-70.0,-12.0,6.0,None,None,True,SUCCESS,Nokia,LTE,REGION-07,"BEARER_MODIFY FAILURE on LTE cell CELL-00045, took 361.4ms, signal strength -70.0dBm"
EVT-0000002661,2025-11-11 21:49:30.370058,CELL-00021,TAU,TIMEOUT,True,366.9,310260120951197,-98.5,-13.8,24.5,None,None,None,ESTABLISHED,Nokia,5G NR,REGION-10,"TAU TIMEOUT on 5G NR cell CELL-00021, took 366.9ms, signal strength -98.5dBm"
